datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2019-04-15 09:00:00.000000000,1555290000000000000,49520.0,49620.0,49470.0,49620.0,10886,90739,91225
2019-04-15 10:00:00.000000000,1555293600000000000,49620.0,49650.0,49550.0,49560.0,6001,91225,91876
2019-04-15 11:00:00.000000000,1555297200000000000,49560.0,49610.0,49550.0,49560.0,2990,91876,92232
2019-04-15 13:00:00.000000000,1555304400000000000,49550.0,49590.0,49420.0,49460.0,6530,92232,91816
2019-04-15 14:00:00.000000000,1555308000000000000,49460.0,49490.0,49400.0,49400.0,8311,91816,91173
2019-04-15 21:00:00.000000000,1555333200000000000,49450.0,49460.0,49220.0,49270.0,14281,91173,90186
2019-04-15 22:00:00.000000000,1555336800000000000,49270.0,49340.0,49240.0,49280.0,4846,90186,90094
2019-04-15 23:00:00.000000000,1555340400000000000,49280.0,49340.0,49260.0,49340.0,3319,90094,90331
2019-04-16 00:00:00.000000000,1555344000000000000,49340.0,49430.0,49340.0,49430.0,4282,90331,90412
2019-04-16 09:00:00.000000000,1555376400000000000,49410.0,49440.0,49360.0,49370.0,6932,90412,90626
2019-04-16 10:00:00.000000000,1555380000000000000,49370.0,49480.0,49360.0,49430.0,6756,90626,91371
2019-04-16 11:00:00.000000000,1555383600000000000,49430.0,49510.0,49400.0,49480.0,3633,91371,91147
2019-04-16 13:00:00.000000000,1555390800000000000,49510.0,49520.0,49420.0,49480.0,4353,91147,91125
2019-04-16 14:00:00.000000000,1555394400000000000,49480.0,49660.0,49470.0,49480.0,20025,91125,92222
2019-04-16 21:00:00.000000000,1555419600000000000,49460.0,49540.0,49410.0,49460.0,9590,92222,92469
2019-04-16 22:00:00.000000000,1555423200000000000,49460.0,49500.0,49390.0,49470.0,6080,92469,92523
2019-04-16 23:00:00.000000000,1555426800000000000,49470.0,49570.0,49460.0,49500.0,4413,92523,92739
2019-04-17 00:00:00.000000000,1555430400000000000,49500.0,49500.0,49390.0,49400.0,2972,92739,91856
2019-04-17 09:00:00.000000000,1555462800000000000,49410.0,49540.0,49410.0,49530.0,6863,91856,92536
2019-04-17 10:00:00.000000000,1555466400000000000,49530.0,49620.0,49510.0,49530.0,16177,92536,93759
2019-04-17 11:00:00.000000000,1555470000000000000,49530.0,49550.0,49480.0,49520.0,4077,93759,93170
2019-04-17 13:00:00.000000000,1555477200000000000,49560.0,49640.0,49560.0,49590.0,9513,93170,94569
2019-04-17 14:00:00.000000000,1555480800000000000,49590.0,49710.0,49510.0,49510.0,21987,94569,95796
2019-04-17 21:00:00.000000000,1555506000000000000,49840.0,50080.0,49760.0,49840.0,51672,95796,98318
2019-04-17 22:00:00.000000000,1555509600000000000,49840.0,49850.0,49660.0,49730.0,19273,98318,97411
2019-04-17 23:00:00.000000000,1555513200000000000,49730.0,49780.0,49660.0,49660.0,6912,97411,97671
2019-04-18 00:00:00.000000000,1555516800000000000,49660.0,49690.0,49470.0,49680.0,13587,97671,96032
2019-04-18 09:00:00.000000000,1555549200000000000,49650.0,49670.0,49570.0,49580.0,12541,96032,96203
2019-04-18 10:00:00.000000000,1555552800000000000,49580.0,49620.0,49550.0,49620.0,5845,96203,96371
2019-04-18 11:00:00.000000000,1555556400000000000,49620.0,49620.0,49540.0,49550.0,2876,96371,96652
2019-04-18 13:00:00.000000000,1555563600000000000,49560.0,49580.0,49510.0,49560.0,5936,96652,96250
2019-04-18 14:00:00.000000000,1555567200000000000,49560.0,49580.0,49480.0,49500.0,9475,96250,95248
2019-04-18 21:00:00.000000000,1555592400000000000,49260.0,49380.0,49230.0,49330.0,14883,95248,95957
2019-04-18 22:00:00.000000000,1555596000000000000,49330.0,49380.0,49320.0,49350.0,3297,95957,95661
2019-04-18 23:00:00.000000000,1555599600000000000,49350.0,49420.0,49350.0,49370.0,3134,95661,95445
2019-04-19 00:00:00.000000000,1555603200000000000,49370.0,49370.0,49290.0,49320.0,3118,95445,95003
2019-04-19 09:00:00.000000000,1555635600000000000,49340.0,49420.0,49320.0,49400.0,5660,95003,94984
2019-04-19 10:00:00.000000000,1555639200000000000,49400.0,49450.0,49370.0,49430.0,5053,94984,94911
2019-04-19 11:00:00.000000000,1555642800000000000,49430.0,49520.0,49430.0,49510.0,4707,94911,95510
2019-04-19 13:00:00.000000000,1555650000000000000,49510.0,49510.0,49470.0,49490.0,2533,95510,95402
2019-04-19 14:00:00.000000000,1555653600000000000,49490.0,49550.0,49480.0,49530.0,8082,95402,94069
2019-04-19 21:00:00.000000000,1555678800000000000,49530.0,49590.0,49470.0,49560.0,4981,94069,94615
2019-04-19 22:00:00.000000000,1555682400000000000,49560.0,49570.0,49500.0,49510.0,2392,94615,94639
2019-04-19 23:00:00.000000000,1555686000000000000,49510.0,49570.0,49470.0,49550.0,3126,94639,94529
2019-04-20 00:00:00.000000000,1555689600000000000,49550.0,49570.0,49490.0,49490.0,1384,94529,94521
2019-04-22 09:00:00.000000000,1555894800000000000,49500.0,49520.0,49390.0,49420.0,11292,94521,93867
2019-04-22 10:00:00.000000000,1555898400000000000,49420.0,49420.0,49350.0,49390.0,6892,93867,94223
2019-04-22 11:00:00.000000000,1555902000000000000,49390.0,49450.0,49380.0,49390.0,5296,94223,94131
2019-04-22 13:00:00.000000000,1555909200000000000,49380.0,49410.0,49320.0,49340.0,6289,94131,95120
2019-04-22 14:00:00.000000000,1555912800000000000,49340.0,49410.0,49110.0,49250.0,20042,95120,94237
2019-04-22 21:00:00.000000000,1555938000000000000,49080.0,49240.0,49060.0,49220.0,11566,94237,95477
2019-04-22 22:00:00.000000000,1555941600000000000,49220.0,49280.0,49180.0,49210.0,4275,95477,95652
2019-04-22 23:00:00.000000000,1555945200000000000,49210.0,49230.0,49170.0,49220.0,2710,95652,95499
2019-04-23 00:00:00.000000000,1555948800000000000,49220.0,49220.0,49150.0,49160.0,1720,95499,95187
2019-04-23 09:00:00.000000000,1555981200000000000,49170.0,49210.0,49090.0,49130.0,14462,95187,94539
2019-04-23 10:00:00.000000000,1555984800000000000,49130.0,49150.0,49100.0,49130.0,6081,94539,94425
2019-04-23 11:00:00.000000000,1555988400000000000,49130.0,49190.0,49120.0,49170.0,3479,94425,94156
2019-04-23 13:00:00.000000000,1555995600000000000,49170.0,49200.0,49130.0,49180.0,3165,94156,94216
2019-04-23 14:00:00.000000000,1555999200000000000,49180.0,49190.0,49050.0,49160.0,12065,94216,93740
2019-04-23 21:00:00.000000000,1556024400000000000,49060.0,49090.0,48860.0,48880.0,19382,93740,95958
2019-04-23 22:00:00.000000000,1556028000000000000,48880.0,48920.0,48830.0,48870.0,7192,95958,95642
2019-04-23 23:00:00.000000000,1556031600000000000,48870.0,49090.0,48850.0,49060.0,8863,95642,94537
2019-04-24 00:00:00.000000000,1556035200000000000,49060.0,49100.0,49030.0,49070.0,2564,94537,94049
2019-04-24 09:00:00.000000000,1556067600000000000,49060.0,49130.0,49010.0,49060.0,9133,94049,94813
2019-04-24 10:00:00.000000000,1556071200000000000,49060.0,49090.0,48960.0,48960.0,7580,94813,95044
2019-04-24 11:00:00.000000000,1556074800000000000,48960.0,48990.0,48920.0,48950.0,4911,95044,95007
2019-04-24 13:00:00.000000000,1556082000000000000,48980.0,49080.0,48960.0,49060.0,5919,95007,95144
2019-04-24 14:00:00.000000000,1556085600000000000,49060.0,49080.0,48940.0,48960.0,9113,95144,95233
2019-04-24 21:00:00.000000000,1556110800000000000,49100.0,49230.0,49080.0,49140.0,14074,95233,95616
2019-04-24 22:00:00.000000000,1556114400000000000,49140.0,49230.0,49120.0,49180.0,6513,95616,95065
2019-04-24 23:00:00.000000000,1556118000000000000,49180.0,49260.0,49170.0,49240.0,4421,95065,95290
2019-04-25 00:00:00.000000000,1556121600000000000,49240.0,49300.0,49210.0,49240.0,4276,95290,94699
2019-04-25 09:00:00.000000000,1556154000000000000,49250.0,49270.0,49200.0,49240.0,7768,94699,94231
2019-04-25 10:00:00.000000000,1556157600000000000,49240.0,49360.0,49240.0,49330.0,10161,94231,96153
2019-04-25 11:00:00.000000000,1556161200000000000,49330.0,49340.0,49260.0,49270.0,5019,96153,95534
2019-04-25 13:00:00.000000000,1556168400000000000,49260.0,49270.0,49080.0,49150.0,10365,95534,95513
2019-04-25 14:00:00.000000000,1556172000000000000,49150.0,49190.0,49110.0,49180.0,10014,95513,94445
2019-04-25 21:00:00.000000000,1556197200000000000,48920.0,48980.0,48760.0,48820.0,21021,94445,95446
2019-04-25 22:00:00.000000000,1556200800000000000,48820.0,48880.0,48780.0,48820.0,7100,95446,95701
2019-04-25 23:00:00.000000000,1556204400000000000,48820.0,48880.0,48820.0,48840.0,4014,95701,94932
2019-04-26 00:00:00.000000000,1556208000000000000,48840.0,48850.0,48720.0,48720.0,3666,94932,94981
2019-04-26 09:00:00.000000000,1556240400000000000,48750.0,48900.0,48750.0,48860.0,9811,94981,94644
2019-04-26 10:00:00.000000000,1556244000000000000,48860.0,48910.0,48820.0,48900.0,7314,94644,94066
2019-04-26 11:00:00.000000000,1556247600000000000,48900.0,48910.0,48880.0,48890.0,2649,94066,93798
2019-04-26 13:00:00.000000000,1556254800000000000,48900.0,48950.0,48840.0,48850.0,5391,93798,93793
2019-04-26 14:00:00.000000000,1556258400000000000,48850.0,48970.0,48830.0,48970.0,12263,93793,91955
2019-04-26 21:00:00.000000000,1556283600000000000,48920.0,48950.0,48820.0,48860.0,7484,91955,92294
2019-04-26 22:00:00.000000000,1556287200000000000,48860.0,48990.0,48850.0,48970.0,5684,92294,92741
2019-04-26 23:00:00.000000000,1556290800000000000,48970.0,49020.0,48910.0,48910.0,5925,92741,92002
2019-04-27 00:00:00.000000000,1556294400000000000,48910.0,48970.0,48900.0,48910.0,2570,92002,91534
2019-04-29 09:00:00.000000000,1556499600000000000,48940.0,48960.0,48850.0,48880.0,8086,91534,91581
2019-04-29 10:00:00.000000000,1556503200000000000,48880.0,48900.0,48840.0,48890.0,3084,91581,91760
2019-04-29 11:00:00.000000000,1556506800000000000,48890.0,48900.0,48860.0,48880.0,2239,91760,91627
2019-04-29 13:00:00.000000000,1556514000000000000,48870.0,48900.0,48840.0,48850.0,5221,91627,92784
2019-04-29 14:00:00.000000000,1556517600000000000,48850.0,48860.0,48790.0,48850.0,10019,92784,93670
2019-04-29 21:00:00.000000000,1556542800000000000,48810.0,48860.0,48770.0,48820.0,8562,93670,93964
2019-04-29 22:00:00.000000000,1556546400000000000,48820.0,48980.0,48810.0,48950.0,7610,93964,93720
2019-04-29 23:00:00.000000000,1556550000000000000,48950.0,48970.0,48900.0,48940.0,4174,93720,93814
2019-04-30 00:00:00.000000000,1556553600000000000,48940.0,49070.0,48920.0,49030.0,4347,93814,93583
2019-04-30 09:00:00.000000000,1556586000000000000,49050.0,49050.0,48910.0,48940.0,10075,93583,93967
2019-04-30 10:00:00.000000000,1556589600000000000,48940.0,48990.0,48920.0,48970.0,5418,93967,92863
2019-04-30 11:00:00.000000000,1556593200000000000,48970.0,49000.0,48950.0,48980.0,3916,92863,91809
2019-04-30 13:00:00.000000000,1556600400000000000,48990.0,49030.0,48940.0,48950.0,5154,91809,90659
2019-04-30 14:00:00.000000000,1556604000000000000,48950.0,48990.0,48900.0,48930.0,8620,90659,89144
2019-05-06 09:00:00.000000000,1557104400000000000,47550.0,47970.0,47420.0,47960.0,35431,89144,74810
2019-05-06 10:00:00.000000000,1557108000000000000,47960.0,48000.0,47900.0,47920.0,9038,74810,76389
2019-05-06 11:00:00.000000000,1557111600000000000,47920.0,48130.0,47910.0,48030.0,5100,76389,76980
2019-05-06 13:00:00.000000000,1557118800000000000,47960.0,48000.0,47910.0,47990.0,6300,76980,78582
2019-05-06 14:00:00.000000000,1557122400000000000,47990.0,48030.0,47960.0,47990.0,9593,78582,79657
2019-05-06 21:00:00.000000000,1557147600000000000,48030.0,48180.0,47960.0,48160.0,8638,79657,80388
2019-05-06 22:00:00.000000000,1557151200000000000,48160.0,48400.0,48100.0,48290.0,8691,80388,81667
2019-05-06 23:00:00.000000000,1557154800000000000,48290.0,48380.0,48270.0,48290.0,4257,81667,81416
2019-05-07 00:00:00.000000000,1557158400000000000,48290.0,48330.0,48230.0,48260.0,2042,81416,80874
2019-05-07 09:00:00.000000000,1557190800000000000,48260.0,48430.0,48200.0,48350.0,11666,80874,79735
2019-05-07 10:00:00.000000000,1557194400000000000,48350.0,48380.0,48310.0,48340.0,3094,79735,79528
2019-05-07 11:00:00.000000000,1557198000000000000,48340.0,48390.0,48320.0,48350.0,2051,79528,79722
2019-05-07 13:00:00.000000000,1557205200000000000,48320.0,48380.0,48260.0,48350.0,5303,79722,79333
2019-05-07 14:00:00.000000000,1557208800000000000,48350.0,48420.0,48280.0,48280.0,10363,79333,78200
2019-05-07 21:00:00.000000000,1557234000000000000,47910.0,48050.0,47880.0,47960.0,15787,78200,81567
2019-05-07 22:00:00.000000000,1557237600000000000,47960.0,47990.0,47820.0,47850.0,9516,81567,81993
2019-05-07 23:00:00.000000000,1557241200000000000,47850.0,48000.0,47820.0,47880.0,5411,81993,82391
2019-05-08 00:00:00.000000000,1557244800000000000,47880.0,47880.0,47770.0,47790.0,3578,82391,82992
2019-05-08 09:00:00.000000000,1557277200000000000,47890.0,47960.0,47830.0,47930.0,9818,82992,82093
2019-05-08 10:00:00.000000000,1557280800000000000,47930.0,47970.0,47910.0,47950.0,5182,82093,81952
2019-05-08 11:00:00.000000000,1557284400000000000,47950.0,47970.0,47920.0,47940.0,2438,81952,82168
2019-05-08 13:00:00.000000000,1557291600000000000,47950.0,47990.0,47920.0,47940.0,2618,82168,82241
2019-05-08 14:00:00.000000000,1557295200000000000,47940.0,47950.0,47810.0,47840.0,9911,82241,83465
2019-05-08 21:00:00.000000000,1557320400000000000,47680.0,47780.0,47560.0,47600.0,18145,83465,86722
2019-05-08 22:00:00.000000000,1557324000000000000,47600.0,47720.0,47560.0,47720.0,9723,86722,86970
2019-05-08 23:00:00.000000000,1557327600000000000,47720.0,47790.0,47610.0,47660.0,9169,86970,86660
2019-05-09 00:00:00.000000000,1557331200000000000,47660.0,47670.0,47610.0,47620.0,2599,86660,86652
2019-05-09 09:00:00.000000000,1557363600000000000,47560.0,47670.0,47560.0,47570.0,10055,86652,88723
2019-05-09 10:00:00.000000000,1557367200000000000,47570.0,47610.0,47550.0,47590.0,6178,88723,89312
2019-05-09 11:00:00.000000000,1557370800000000000,47590.0,47650.0,47570.0,47640.0,5348,89312,89736
2019-05-09 13:00:00.000000000,1557378000000000000,47650.0,47690.0,47600.0,47650.0,5385,89736,90499
2019-05-09 14:00:00.000000000,1557381600000000000,47650.0,47660.0,47540.0,47560.0,10492,90499,91344
2019-05-09 21:00:00.000000000,1557406800000000000,47530.0,47560.0,47370.0,47520.0,20761,91344,93809
2019-05-09 22:00:00.000000000,1557410400000000000,47520.0,47550.0,47480.0,47510.0,5297,93809,93920
2019-05-09 23:00:00.000000000,1557414000000000000,47510.0,47670.0,47500.0,47660.0,5706,93920,93172
2019-05-10 00:00:00.000000000,1557417600000000000,47660.0,47900.0,47630.0,47880.0,11185,93172,92874
2019-05-10 09:00:00.000000000,1557450000000000000,47960.0,48060.0,47880.0,48010.0,20039,92874,93896
2019-05-10 10:00:00.000000000,1557453600000000000,48010.0,48010.0,47910.0,47910.0,6124,93896,94026
2019-05-10 11:00:00.000000000,1557457200000000000,47910.0,47930.0,47800.0,47870.0,6067,94026,93990
2019-05-10 13:00:00.000000000,1557464400000000000,47850.0,47870.0,47730.0,47870.0,7398,93990,94253
2019-05-10 14:00:00.000000000,1557468000000000000,47870.0,47920.0,47710.0,47760.0,14501,94253,95778
2019-05-10 21:00:00.000000000,1557493200000000000,47770.0,47810.0,47720.0,47780.0,7283,95778,96239
2019-05-10 22:00:00.000000000,1557496800000000000,47780.0,47820.0,47710.0,47740.0,5306,96239,96939
2019-05-10 23:00:00.000000000,1557500400000000000,47740.0,47860.0,47710.0,47810.0,6324,96939,96636
2019-05-11 00:00:00.000000000,1557504000000000000,47810.0,47950.0,47800.0,47880.0,3748,96636,95919
2019-05-13 09:00:00.000000000,1557709200000000000,47790.0,47790.0,47630.0,47660.0,13398,95919,95839
2019-05-13 10:00:00.000000000,1557712800000000000,47660.0,47700.0,47600.0,47670.0,9733,95839,95333
2019-05-13 11:00:00.000000000,1557716400000000000,47670.0,47710.0,47660.0,47700.0,2356,95333,95201
2019-05-13 13:00:00.000000000,1557723600000000000,47670.0,47710.0,47630.0,47690.0,4693,95201,96216
2019-05-13 14:00:00.000000000,1557727200000000000,47690.0,47700.0,47620.0,47660.0,9215,96216,95883
2019-05-13 21:00:00.000000000,1557752400000000000,47560.0,47640.0,47450.0,47520.0,19381,95883,98693
2019-05-13 22:00:00.000000000,1557756000000000000,47520.0,47540.0,47460.0,47480.0,6941,98693,99748
2019-05-13 23:00:00.000000000,1557759600000000000,47480.0,47500.0,47350.0,47410.0,8840,99748,101402
2019-05-14 00:00:00.000000000,1557763200000000000,47410.0,47450.0,47370.0,47400.0,5075,101402,100091
2019-05-14 09:00:00.000000000,1557795600000000000,47480.0,47640.0,47480.0,47580.0,12259,100091,99096
2019-05-14 10:00:00.000000000,1557799200000000000,47580.0,47610.0,47530.0,47560.0,5116,99096,99253
2019-05-14 11:00:00.000000000,1557802800000000000,47560.0,47600.0,47510.0,47590.0,4132,99253,99200
2019-05-14 13:00:00.000000000,1557810000000000000,47580.0,47590.0,47480.0,47510.0,5647,99200,99464
2019-05-14 14:00:00.000000000,1557813600000000000,47510.0,47540.0,47460.0,47490.0,10760,99464,99066
2019-05-14 21:00:00.000000000,1557838800000000000,47500.0,47540.0,47430.0,47480.0,12186,99066,101408
2019-05-14 22:00:00.000000000,1557842400000000000,47480.0,47560.0,47450.0,47480.0,7832,101408,102308
2019-05-14 23:00:00.000000000,1557846000000000000,47480.0,47500.0,47420.0,47440.0,6838,102308,103510
2019-05-15 00:00:00.000000000,1557849600000000000,47440.0,47510.0,47390.0,47500.0,4970,103510,102939
2019-05-15 09:00:00.000000000,1557882000000000000,47480.0,47680.0,47450.0,47630.0,12312,102939,104016
2019-05-15 10:00:00.000000000,1557885600000000000,47630.0,47650.0,47570.0,47650.0,6134,104016,104119
2019-05-15 11:00:00.000000000,1557889200000000000,47650.0,47750.0,47630.0,47740.0,6971,104119,104721
2019-05-15 13:00:00.000000000,1557896400000000000,47740.0,47790.0,47670.0,47720.0,5904,104721,105098
2019-05-15 14:00:00.000000000,1557900000000000000,47720.0,47820.0,47700.0,47730.0,16466,105098,107807
2019-05-15 21:00:00.000000000,1557925200000000000,47590.0,47690.0,47550.0,47660.0,11580,107807,108685
2019-05-15 22:00:00.000000000,1557928800000000000,47660.0,47820.0,47650.0,47770.0,10496,108685,108499
2019-05-15 23:00:00.000000000,1557932400000000000,47770.0,47920.0,47740.0,47880.0,8255,108499,108324
2019-05-16 00:00:00.000000000,1557936000000000000,47880.0,47910.0,47740.0,47740.0,4228,108324,107398
2019-05-16 09:00:00.000000000,1557968400000000000,47770.0,47820.0,47730.0,47780.0,7741,107398,106318
2019-05-16 10:00:00.000000000,1557972000000000000,47780.0,47850.0,47760.0,47790.0,4264,106318,106222
2019-05-16 11:00:00.000000000,1557975600000000000,47790.0,47840.0,47780.0,47790.0,2840,106222,105928
2019-05-16 13:00:00.000000000,1557982800000000000,47790.0,47880.0,47780.0,47840.0,3354,105928,106513
2019-05-16 14:00:00.000000000,1557986400000000000,47840.0,47850.0,47740.0,47790.0,10308,106513,107123
2019-05-16 21:00:00.000000000,1558011600000000000,48090.0,48120.0,47950.0,48060.0,15562,107123,105813
2019-05-16 22:00:00.000000000,1558015200000000000,48060.0,48140.0,48010.0,48120.0,6992,105813,105694
2019-05-16 23:00:00.000000000,1558018800000000000,48120.0,48150.0,47960.0,47980.0,6482,105694,105780
2019-05-17 00:00:00.000000000,1558022400000000000,47980.0,48010.0,47950.0,48000.0,2689,105780,105485
2019-05-17 09:00:00.000000000,1558054800000000000,48000.0,48030.0,47880.0,47920.0,9215,105485,105543
2019-05-17 10:00:00.000000000,1558058400000000000,47920.0,47920.0,47810.0,47840.0,7591,105543,105414
2019-05-17 11:00:00.000000000,1558062000000000000,47840.0,47850.0,47760.0,47800.0,4572,105414,105436
2019-05-17 13:00:00.000000000,1558069200000000000,47750.0,47790.0,47720.0,47740.0,4959,105436,105607
2019-05-17 14:00:00.000000000,1558072800000000000,47740.0,47780.0,47500.0,47630.0,20735,105607,105019
2019-05-17 21:00:00.000000000,1558098000000000000,47710.0,47850.0,47680.0,47830.0,10734,105019,105443
2019-05-17 22:00:00.000000000,1558101600000000000,47830.0,47880.0,47760.0,47780.0,7258,105443,106026
2019-05-17 23:00:00.000000000,1558105200000000000,47780.0,47820.0,47760.0,47790.0,3828,106026,105813
2019-05-18 00:00:00.000000000,1558108800000000000,47790.0,47820.0,47720.0,47800.0,2926,105813,105556
2019-05-20 09:00:00.000000000,1558314000000000000,47840.0,47850.0,47750.0,47770.0,7846,105556,104779
2019-05-20 10:00:00.000000000,1558317600000000000,47770.0,47790.0,47730.0,47750.0,5495,104779,104049
2019-05-20 11:00:00.000000000,1558321200000000000,47750.0,47750.0,47670.0,47730.0,4643,104049,104192
2019-05-20 13:00:00.000000000,1558328400000000000,47710.0,47730.0,47640.0,47690.0,4013,104192,104592
2019-05-20 14:00:00.000000000,1558332000000000000,47690.0,47710.0,47600.0,47620.0,11983,104592,104376
2019-05-20 21:00:00.000000000,1558357200000000000,47570.0,47730.0,47550.0,47660.0,9884,104376,104720
2019-05-20 22:00:00.000000000,1558360800000000000,47660.0,47740.0,47640.0,47690.0,5249,104720,104528
2019-05-20 23:00:00.000000000,1558364400000000000,47690.0,47700.0,47590.0,47620.0,5649,104528,105476
2019-05-21 00:00:00.000000000,1558368000000000000,47620.0,47660.0,47600.0,47630.0,2149,105476,105495
2019-05-21 09:00:00.000000000,1558400400000000000,47680.0,47780.0,47660.0,47780.0,11516,105495,106737
2019-05-21 10:00:00.000000000,1558404000000000000,47780.0,47820.0,47710.0,47800.0,8058,106737,107566
2019-05-21 11:00:00.000000000,1558407600000000000,47800.0,47810.0,47760.0,47800.0,4113,107566,107998
2019-05-21 13:00:00.000000000,1558414800000000000,47780.0,47810.0,47760.0,47800.0,4125,107998,108168
2019-05-21 14:00:00.000000000,1558418400000000000,47800.0,47800.0,47700.0,47700.0,10716,108168,106511
2019-05-21 21:00:00.000000000,1558443600000000000,47600.0,47670.0,47540.0,47620.0,15614,106511,107601
2019-05-21 22:00:00.000000000,1558447200000000000,47620.0,47650.0,47260.0,47580.0,32858,107601,108334
2019-05-21 23:00:00.000000000,1558450800000000000,47580.0,47590.0,47390.0,47410.0,7358,108334,108721
2019-05-22 00:00:00.000000000,1558454400000000000,47410.0,47460.0,47400.0,47440.0,2150,108721,108454
2019-05-22 09:00:00.000000000,1558486800000000000,47420.0,47430.0,47340.0,47390.0,11004,108454,110111
2019-05-22 10:00:00.000000000,1558490400000000000,47390.0,47430.0,47370.0,47410.0,7152,110111,110105
2019-05-22 11:00:00.000000000,1558494000000000000,47410.0,47420.0,47360.0,47360.0,2688,110105,110024
2019-05-22 13:00:00.000000000,1558501200000000000,47330.0,47330.0,47200.0,47270.0,13454,110024,111466
2019-05-22 14:00:00.000000000,1558504800000000000,47270.0,47300.0,47100.0,47160.0,20052,111466,112062
2019-05-22 21:00:00.000000000,1558530000000000000,47020.0,47090.0,46830.0,46900.0,23859,112062,116724
2019-05-22 22:00:00.000000000,1558533600000000000,46900.0,46930.0,46770.0,46800.0,11650,116724,118610
2019-05-22 23:00:00.000000000,1558537200000000000,46800.0,46860.0,46780.0,46850.0,4440,118610,118875
2019-05-23 00:00:00.000000000,1558540800000000000,46850.0,46920.0,46840.0,46870.0,2123,118875,118253
2019-05-23 09:00:00.000000000,1558573200000000000,46840.0,46850.0,46710.0,46730.0,10717,118253,119090
2019-05-23 10:00:00.000000000,1558576800000000000,46730.0,46750.0,46550.0,46720.0,16477,119090,119117
2019-05-23 11:00:00.000000000,1558580400000000000,46720.0,46760.0,46690.0,46750.0,2894,119117,118752
2019-05-23 13:00:00.000000000,1558587600000000000,46710.0,46790.0,46700.0,46760.0,5394,118752,118923
2019-05-23 14:00:00.000000000,1558591200000000000,46760.0,46790.0,46680.0,46680.0,9415,118923,118328
2019-05-23 21:00:00.000000000,1558616400000000000,46610.0,46710.0,46530.0,46670.0,11275,118328,119224
2019-05-23 22:00:00.000000000,1558620000000000000,46670.0,46740.0,46570.0,46660.0,9486,119224,119509
2019-05-23 23:00:00.000000000,1558623600000000000,46660.0,46850.0,46660.0,46770.0,8676,119509,119236
2019-05-24 00:00:00.000000000,1558627200000000000,46770.0,46900.0,46750.0,46820.0,4554,119236,118896
2019-05-24 09:00:00.000000000,1558659600000000000,46890.0,47060.0,46890.0,46940.0,15715,118896,118505
2019-05-24 10:00:00.000000000,1558663200000000000,46940.0,46990.0,46920.0,46970.0,3752,118505,118678
2019-05-24 11:00:00.000000000,1558666800000000000,46970.0,46990.0,46930.0,46950.0,2699,118678,117914
2019-05-24 13:00:00.000000000,1558674000000000000,46970.0,47120.0,46960.0,47090.0,7800,117914,118547
2019-05-24 14:00:00.000000000,1558677600000000000,47090.0,47210.0,47080.0,47170.0,18262,118547,117074
2019-05-24 21:00:00.000000000,1558702800000000000,47070.0,47180.0,47030.0,47130.0,13664,117074,117349
2019-05-24 22:00:00.000000000,1558706400000000000,47130.0,47200.0,47080.0,47080.0,7710,117349,117107
2019-05-24 23:00:00.000000000,1558710000000000000,47080.0,47150.0,47030.0,47040.0,5322,117107,117090
2019-05-25 00:00:00.000000000,1558713600000000000,47040.0,47150.0,47030.0,47150.0,2392,117090,116584
2019-05-27 09:00:00.000000000,1558918800000000000,47140.0,47190.0,47080.0,47120.0,9617,116584,116534
2019-05-27 10:00:00.000000000,1558922400000000000,47120.0,47140.0,47100.0,47110.0,3634,116534,116400
2019-05-27 11:00:00.000000000,1558926000000000000,47110.0,47190.0,47110.0,47150.0,5106,116400,117693
2019-05-27 13:00:00.000000000,1558933200000000000,47160.0,47300.0,47150.0,47280.0,7848,117693,117678
2019-05-27 14:00:00.000000000,1558936800000000000,47280.0,47330.0,47240.0,47280.0,11396,117678,116079
2019-05-27 21:00:00.000000000,1558962000000000000,47280.0,47340.0,47210.0,47290.0,6718,116079,116637
2019-05-27 22:00:00.000000000,1558965600000000000,47290.0,47300.0,47230.0,47250.0,2754,116637,116462
2019-05-27 23:00:00.000000000,1558969200000000000,47250.0,47260.0,47180.0,47220.0,2604,116462,116390
2019-05-28 00:00:00.000000000,1558972800000000000,47220.0,47280.0,47200.0,47270.0,1334,116390,115949
2019-05-28 09:00:00.000000000,1559005200000000000,47300.0,47310.0,47200.0,47250.0,7415,115949,115341
2019-05-28 10:00:00.000000000,1559008800000000000,47250.0,47270.0,47220.0,47250.0,5321,115341,114758
2019-05-28 11:00:00.000000000,1559012400000000000,47250.0,47260.0,47220.0,47260.0,2653,114758,114151
2019-05-28 13:00:00.000000000,1559019600000000000,47260.0,47320.0,47240.0,47260.0,3463,114151,114180
2019-05-28 14:00:00.000000000,1559023200000000000,47260.0,47260.0,47100.0,47130.0,9478,114180,114159
2019-05-28 21:00:00.000000000,1559048400000000000,47170.0,47230.0,47130.0,47150.0,7447,114159,114519
2019-05-28 22:00:00.000000000,1559052000000000000,47150.0,47170.0,47050.0,47070.0,6944,114519,115255
2019-05-28 23:00:00.000000000,1559055600000000000,47070.0,47110.0,47020.0,47030.0,3055,115255,115224
