datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2019-06-21 10:00:00.000000000,1561082400000000000,13850.0,13855.0,13825.0,13840.0,7898,130046,131276
2019-06-21 11:00:00.000000000,1561086000000000000,13840.0,13845.0,13825.0,13825.0,3171,131276,132276
2019-06-21 13:00:00.000000000,1561093200000000000,13825.0,13835.0,13785.0,13790.0,8722,132276,134046
2019-06-21 14:00:00.000000000,1561096800000000000,13790.0,13790.0,13745.0,13765.0,18553,134046,134386
2019-06-21 21:00:00.000000000,1561122000000000000,13770.0,13785.0,13750.0,13770.0,6530,134386,134666
2019-06-21 22:00:00.000000000,1561125600000000000,13770.0,13805.0,13770.0,13805.0,4118,134666,134604
2019-06-21 23:00:00.000000000,1561129200000000000,13805.0,13815.0,13790.0,13800.0,3778,134604,134002
2019-06-22 00:00:00.000000000,1561132800000000000,13800.0,13800.0,13765.0,13770.0,2094,134002,133978
2019-06-24 09:00:00.000000000,1561338000000000000,13770.0,13810.0,13760.0,13795.0,12167,133978,133825
2019-06-24 10:00:00.000000000,1561341600000000000,13795.0,13810.0,13780.0,13800.0,7817,133825,134615
2019-06-24 11:00:00.000000000,1561345200000000000,13800.0,13805.0,13790.0,13795.0,3333,134615,134466
2019-06-24 13:00:00.000000000,1561352400000000000,13795.0,13830.0,13790.0,13825.0,9062,134466,135522
2019-06-24 14:00:00.000000000,1561356000000000000,13825.0,13845.0,13820.0,13830.0,12441,135522,133162
2019-06-24 21:00:00.000000000,1561381200000000000,13855.0,13880.0,13840.0,13850.0,10345,133162,134018
2019-06-24 22:00:00.000000000,1561384800000000000,13850.0,13870.0,13830.0,13855.0,5167,134018,134557
2019-06-24 23:00:00.000000000,1561388400000000000,13855.0,13890.0,13850.0,13890.0,5138,134557,134782
2019-06-25 00:00:00.000000000,1561392000000000000,13890.0,13895.0,13880.0,13890.0,2271,134782,134735
2019-06-25 09:00:00.000000000,1561424400000000000,13900.0,13910.0,13875.0,13875.0,10622,134735,134827
2019-06-25 10:00:00.000000000,1561428000000000000,13875.0,13890.0,13850.0,13860.0,9634,134827,135285
2019-06-25 11:00:00.000000000,1561431600000000000,13860.0,13870.0,13855.0,13870.0,4194,135285,135060
2019-06-25 13:00:00.000000000,1561438800000000000,13870.0,13885.0,13855.0,13880.0,5944,135060,134341
2019-06-25 14:00:00.000000000,1561442400000000000,13880.0,13915.0,13875.0,13910.0,12992,134341,133737
2019-06-25 21:00:00.000000000,1561467600000000000,13915.0,13920.0,13870.0,13900.0,12351,133737,132121
2019-06-25 22:00:00.000000000,1561471200000000000,13900.0,13905.0,13870.0,13875.0,5594,132121,131012
2019-06-25 23:00:00.000000000,1561474800000000000,13875.0,13920.0,13875.0,13915.0,4183,131012,131137
2019-06-26 00:00:00.000000000,1561478400000000000,13915.0,13920.0,13905.0,13915.0,1977,131137,131017
2019-06-26 09:00:00.000000000,1561510800000000000,13910.0,13915.0,13880.0,13880.0,7729,131017,130785
2019-06-26 10:00:00.000000000,1561514400000000000,13880.0,13900.0,13880.0,13900.0,5342,130785,130745
2019-06-26 11:00:00.000000000,1561518000000000000,13900.0,13905.0,13895.0,13905.0,3087,130745,130813
2019-06-26 13:00:00.000000000,1561525200000000000,13905.0,13910.0,13890.0,13895.0,3084,130813,130691
2019-06-26 14:00:00.000000000,1561528800000000000,13895.0,13910.0,13890.0,13910.0,6645,130691,129782
2019-06-26 21:00:00.000000000,1561554000000000000,13920.0,13940.0,13905.0,13935.0,13535,129782,130582
2019-06-26 22:00:00.000000000,1561557600000000000,13935.0,13945.0,13915.0,13925.0,7457,130582,129432
2019-06-26 23:00:00.000000000,1561561200000000000,13925.0,13930.0,13895.0,13900.0,3701,129432,129026
2019-06-27 00:00:00.000000000,1561564800000000000,13900.0,13910.0,13880.0,13880.0,3149,129026,128687
2019-06-27 09:00:00.000000000,1561597200000000000,13890.0,13910.0,13880.0,13895.0,8950,128687,127701
2019-06-27 10:00:00.000000000,1561600800000000000,13895.0,13905.0,13875.0,13890.0,8120,127701,126627
2019-06-27 11:00:00.000000000,1561604400000000000,13890.0,13890.0,13880.0,13885.0,2311,126627,126477
2019-06-27 13:00:00.000000000,1561611600000000000,13890.0,13900.0,13875.0,13885.0,5260,126477,125835
2019-06-27 14:00:00.000000000,1561615200000000000,13885.0,13900.0,13875.0,13900.0,8241,125835,123645
2019-06-27 21:00:00.000000000,1561640400000000000,13855.0,13885.0,13855.0,13855.0,13101,123645,124261
2019-06-27 22:00:00.000000000,1561644000000000000,13855.0,13865.0,13830.0,13850.0,6713,124261,123499
2019-06-27 23:00:00.000000000,1561647600000000000,13850.0,13860.0,13825.0,13845.0,8301,123499,125164
2019-06-28 00:00:00.000000000,1561651200000000000,13845.0,13855.0,13830.0,13830.0,1579,125164,124956
2019-06-28 09:00:00.000000000,1561683600000000000,13840.0,13860.0,13820.0,13820.0,13633,124956,124538
2019-06-28 10:00:00.000000000,1561687200000000000,13820.0,13825.0,13790.0,13790.0,11536,124538,124709
2019-06-28 11:00:00.000000000,1561690800000000000,13790.0,13800.0,13780.0,13785.0,5229,124709,124614
2019-06-28 13:00:00.000000000,1561698000000000000,13785.0,13805.0,13780.0,13795.0,5484,124614,124194
2019-06-28 14:00:00.000000000,1561701600000000000,13795.0,13835.0,13790.0,13830.0,9549,124194,122039
2019-06-28 21:00:00.000000000,1561726800000000000,13820.0,13845.0,13800.0,13805.0,13774,122039,122818
2019-06-28 22:00:00.000000000,1561730400000000000,13805.0,13820.0,13800.0,13810.0,3799,122818,122626
2019-06-28 23:00:00.000000000,1561734000000000000,13810.0,13820.0,13805.0,13815.0,2303,122626,122287
2019-06-29 00:00:00.000000000,1561737600000000000,13815.0,13820.0,13795.0,13795.0,2006,122287,121480
2019-07-01 09:00:00.000000000,1561942800000000000,13820.0,13855.0,13770.0,13785.0,15076,121480,120877
2019-07-01 10:00:00.000000000,1561946400000000000,13785.0,13790.0,13720.0,13740.0,13924,120877,122602
2019-07-01 11:00:00.000000000,1561950000000000000,13740.0,13755.0,13730.0,13740.0,4112,122602,122343
2019-07-01 13:00:00.000000000,1561957200000000000,13745.0,13755.0,13735.0,13745.0,3440,122343,122398
2019-07-01 14:00:00.000000000,1561960800000000000,13745.0,13755.0,13725.0,13750.0,11334,122398,121343
2019-07-01 21:00:00.000000000,1561986000000000000,13730.0,13750.0,13685.0,13715.0,15961,121343,122031
2019-07-01 22:00:00.000000000,1561989600000000000,13715.0,13730.0,13695.0,13695.0,5288,122031,121683
2019-07-01 23:00:00.000000000,1561993200000000000,13695.0,13705.0,13650.0,13660.0,7096,121683,122074
2019-07-02 00:00:00.000000000,1561996800000000000,13660.0,13665.0,13630.0,13665.0,3850,122074,122576
2019-07-02 09:00:00.000000000,1562029200000000000,13660.0,13675.0,13630.0,13650.0,13445,122576,122577
2019-07-02 10:00:00.000000000,1562032800000000000,13650.0,13655.0,13640.0,13655.0,4180,122577,122423
2019-07-02 11:00:00.000000000,1562036400000000000,13655.0,13660.0,13650.0,13655.0,4298,122423,120799
2019-07-02 13:00:00.000000000,1562043600000000000,13655.0,13690.0,13650.0,13690.0,5150,120799,120846
2019-07-02 14:00:00.000000000,1562047200000000000,13690.0,13710.0,13680.0,13710.0,10395,120846,119408
2019-07-02 21:00:00.000000000,1562072400000000000,13680.0,13700.0,13650.0,13665.0,7978,119408,118484
2019-07-02 22:00:00.000000000,1562076000000000000,13665.0,13670.0,13640.0,13650.0,5338,118484,117800
2019-07-02 23:00:00.000000000,1562079600000000000,13650.0,13660.0,13625.0,13635.0,3664,117800,117986
2019-07-03 00:00:00.000000000,1562083200000000000,13635.0,13650.0,13625.0,13625.0,1368,117986,117823
2019-07-03 09:00:00.000000000,1562115600000000000,13625.0,13660.0,13620.0,13635.0,8508,117823,117836
2019-07-03 10:00:00.000000000,1562119200000000000,13635.0,13670.0,13625.0,13660.0,10100,117836,118153
2019-07-03 11:00:00.000000000,1562122800000000000,13660.0,13665.0,13655.0,13660.0,3006,118153,117930
2019-07-03 13:00:00.000000000,1562130000000000000,13665.0,13665.0,13645.0,13650.0,2808,117930,118025
2019-07-03 14:00:00.000000000,1562133600000000000,13650.0,13655.0,13640.0,13650.0,6899,118025,118267
2019-07-03 21:00:00.000000000,1562158800000000000,13670.0,13720.0,13655.0,13705.0,9919,118267,117878
2019-07-03 22:00:00.000000000,1562162400000000000,13705.0,13735.0,13695.0,13710.0,5334,117878,117454
2019-07-03 23:00:00.000000000,1562166000000000000,13710.0,13745.0,13705.0,13745.0,3484,117454,116801
2019-07-04 00:00:00.000000000,1562169600000000000,13745.0,13745.0,13735.0,13740.0,1150,116801,116500
2019-07-04 09:00:00.000000000,1562202000000000000,13735.0,13775.0,13720.0,13760.0,15083,116500,116915
2019-07-04 10:00:00.000000000,1562205600000000000,13760.0,13765.0,13740.0,13750.0,7756,116915,117116
2019-07-04 11:00:00.000000000,1562209200000000000,13750.0,13770.0,13745.0,13770.0,3463,117116,116886
2019-07-04 13:00:00.000000000,1562216400000000000,13765.0,13775.0,13755.0,13765.0,4007,116886,116747
2019-07-04 14:00:00.000000000,1562220000000000000,13765.0,13780.0,13760.0,13775.0,7983,116747,115192
2019-07-04 21:00:00.000000000,1562245200000000000,13805.0,13810.0,13770.0,13770.0,6360,115192,114207
2019-07-04 22:00:00.000000000,1562248800000000000,13770.0,13775.0,13760.0,13770.0,2186,114207,114110
2019-07-04 23:00:00.000000000,1562252400000000000,13770.0,13795.0,13765.0,13790.0,1772,114110,113558
2019-07-05 00:00:00.000000000,1562256000000000000,13790.0,13895.0,13785.0,13895.0,8130,113558,111142
2019-07-05 09:00:00.000000000,1562288400000000000,13880.0,13880.0,13800.0,13800.0,14029,111142,110542
2019-07-05 10:00:00.000000000,1562292000000000000,13800.0,13815.0,13800.0,13800.0,7533,110542,108960
2019-07-05 11:00:00.000000000,1562295600000000000,13800.0,13810.0,13785.0,13800.0,4457,108960,107630
2019-07-05 13:00:00.000000000,1562302800000000000,13800.0,13810.0,13800.0,13805.0,2535,107630,107479
2019-07-05 14:00:00.000000000,1562306400000000000,13805.0,13820.0,13780.0,13790.0,6778,107479,107354
2019-07-05 21:00:00.000000000,1562331600000000000,13765.0,13790.0,13745.0,13785.0,7045,107354,107186
2019-07-05 22:00:00.000000000,1562335200000000000,13785.0,13790.0,13770.0,13785.0,1192,107186,107194
2019-07-05 23:00:00.000000000,1562338800000000000,13785.0,13790.0,13780.0,13785.0,824,107194,107198
2019-07-06 00:00:00.000000000,1562342400000000000,13785.0,13795.0,13775.0,13795.0,1151,107198,107011
2019-07-08 09:00:00.000000000,1562547600000000000,13795.0,13820.0,13765.0,13770.0,6946,107011,107222
2019-07-08 10:00:00.000000000,1562551200000000000,13770.0,13780.0,13740.0,13740.0,9804,107222,105153
2019-07-08 11:00:00.000000000,1562554800000000000,13740.0,13755.0,13735.0,13750.0,2479,105153,105096
2019-07-08 13:00:00.000000000,1562562000000000000,13755.0,13760.0,13745.0,13755.0,2698,105096,104524
2019-07-08 14:00:00.000000000,1562565600000000000,13755.0,13780.0,13750.0,13770.0,8550,104524,102849
2019-07-08 21:00:00.000000000,1562590800000000000,13785.0,13800.0,13775.0,13785.0,4349,102849,103197
2019-07-08 22:00:00.000000000,1562594400000000000,13785.0,13795.0,13765.0,13770.0,1776,103197,103272
2019-07-08 23:00:00.000000000,1562598000000000000,13770.0,13805.0,13765.0,13785.0,2204,103272,103746
2019-07-09 00:00:00.000000000,1562601600000000000,13785.0,13800.0,13780.0,13785.0,2424,103746,103511
2019-07-09 09:00:00.000000000,1562634000000000000,13785.0,13790.0,13725.0,13735.0,10989,103511,104299
2019-07-09 10:00:00.000000000,1562637600000000000,13735.0,13745.0,13720.0,13740.0,6581,104299,104387
2019-07-09 11:00:00.000000000,1562641200000000000,13740.0,13750.0,13735.0,13735.0,3909,104387,104334
2019-07-09 13:00:00.000000000,1562648400000000000,13735.0,13755.0,13735.0,13745.0,2592,104334,104613
2019-07-09 14:00:00.000000000,1562652000000000000,13745.0,13770.0,13735.0,13745.0,6137,104613,104443
2019-07-09 21:00:00.000000000,1562677200000000000,13750.0,13760.0,13720.0,13725.0,8572,104443,105158
2019-07-09 22:00:00.000000000,1562680800000000000,13725.0,13730.0,13690.0,13720.0,7813,105158,106022
2019-07-09 23:00:00.000000000,1562684400000000000,13720.0,13765.0,13715.0,13760.0,4307,106022,106143
2019-07-10 00:00:00.000000000,1562688000000000000,13760.0,13790.0,13755.0,13755.0,4159,106143,106057
2019-07-10 09:00:00.000000000,1562720400000000000,13765.0,13780.0,13745.0,13765.0,9876,106057,106710
2019-07-10 10:00:00.000000000,1562724000000000000,13765.0,13780.0,13745.0,13780.0,10175,106710,107551
2019-07-10 11:00:00.000000000,1562727600000000000,13780.0,13800.0,13775.0,13795.0,6064,107551,108175
2019-07-10 13:00:00.000000000,1562734800000000000,13790.0,13810.0,13785.0,13800.0,5228,108175,109155
2019-07-10 14:00:00.000000000,1562738400000000000,13800.0,13820.0,13780.0,13815.0,9965,109155,108715
2019-07-10 21:00:00.000000000,1562763600000000000,13970.0,14015.0,13855.0,13885.0,23346,108715,107199
2019-07-10 22:00:00.000000000,1562767200000000000,13885.0,13905.0,13880.0,13900.0,3828,107199,107032
2019-07-10 23:00:00.000000000,1562770800000000000,13900.0,13905.0,13880.0,13900.0,1885,107032,106766
2019-07-11 00:00:00.000000000,1562774400000000000,13900.0,13915.0,13890.0,13905.0,2561,106766,106825
2019-07-11 09:00:00.000000000,1562806800000000000,13910.0,13920.0,13835.0,13835.0,12001,106825,107550
2019-07-11 10:00:00.000000000,1562810400000000000,13835.0,13840.0,13810.0,13830.0,13402,107550,105764
2019-07-11 11:00:00.000000000,1562814000000000000,13830.0,13840.0,13825.0,13830.0,3478,105764,105269
2019-07-11 13:00:00.000000000,1562821200000000000,13830.0,13830.0,13805.0,13815.0,3928,105269,104340
2019-07-11 14:00:00.000000000,1562824800000000000,13815.0,13825.0,13790.0,13805.0,11206,104340,102816
2019-07-11 21:00:00.000000000,1562850000000000000,13775.0,13790.0,13730.0,13750.0,13131,102816,104023
2019-07-11 22:00:00.000000000,1562853600000000000,13750.0,13765.0,13740.0,13755.0,4320,104023,103343
2019-07-11 23:00:00.000000000,1562857200000000000,13755.0,13775.0,13750.0,13765.0,1904,103343,103360
2019-07-12 00:00:00.000000000,1562860800000000000,13765.0,13770.0,13755.0,13760.0,704,103360,103223
2019-07-12 09:00:00.000000000,1562893200000000000,13755.0,13760.0,13735.0,13740.0,7685,103223,102455
2019-07-12 10:00:00.000000000,1562896800000000000,13740.0,13755.0,13730.0,13745.0,7657,102455,102274
2019-07-12 11:00:00.000000000,1562900400000000000,13745.0,13750.0,13735.0,13750.0,3458,102274,101899
2019-07-12 13:00:00.000000000,1562907600000000000,13750.0,13770.0,13740.0,13770.0,2780,101899,102035
2019-07-12 14:00:00.000000000,1562911200000000000,13770.0,13775.0,13745.0,13770.0,8793,102035,100742
2019-07-12 21:00:00.000000000,1562936400000000000,13765.0,13780.0,13750.0,13760.0,4582,100742,100759
2019-07-12 22:00:00.000000000,1562940000000000000,13760.0,13790.0,13755.0,13785.0,2071,100759,100755
2019-07-12 23:00:00.000000000,1562943600000000000,13785.0,13785.0,13770.0,13780.0,1446,100755,100608
2019-07-13 00:00:00.000000000,1562947200000000000,13780.0,13805.0,13775.0,13790.0,4163,100608,100581
2019-07-15 09:00:00.000000000,1563152400000000000,13795.0,13830.0,13770.0,13830.0,9220,100581,99461
2019-07-15 10:00:00.000000000,1563156000000000000,13830.0,13860.0,13810.0,13855.0,9852,99461,99101
2019-07-15 11:00:00.000000000,1563159600000000000,13855.0,13865.0,13845.0,13850.0,5117,99101,99131
2019-07-15 13:00:00.000000000,1563166800000000000,13845.0,13885.0,13845.0,13860.0,5717,99131,99576
2019-07-15 14:00:00.000000000,1563170400000000000,13860.0,13875.0,13835.0,13865.0,10026,99576,99454
2019-07-15 21:00:00.000000000,1563195600000000000,13865.0,13890.0,13850.0,13865.0,7617,99454,98755
2019-07-15 22:00:00.000000000,1563199200000000000,13865.0,13870.0,13840.0,13850.0,3079,98755,98528
2019-07-15 23:00:00.000000000,1563202800000000000,13850.0,13860.0,13835.0,13860.0,2661,98528,98595
2019-07-16 00:00:00.000000000,1563206400000000000,13860.0,13865.0,13855.0,13860.0,1404,98595,98270
2019-07-16 09:00:00.000000000,1563238800000000000,13865.0,13865.0,13825.0,13840.0,7788,98270,97101
2019-07-16 10:00:00.000000000,1563242400000000000,13840.0,13845.0,13830.0,13845.0,4091,97101,96165
2019-07-16 11:00:00.000000000,1563246000000000000,13845.0,13890.0,13840.0,13885.0,7919,96165,94932
2019-07-16 13:00:00.000000000,1563253200000000000,13885.0,13905.0,13865.0,13880.0,4055,94932,94603
2019-07-16 14:00:00.000000000,1563256800000000000,13880.0,13885.0,13860.0,13885.0,5059,94603,93568
2019-07-16 21:00:00.000000000,1563282000000000000,13910.0,13910.0,13875.0,13885.0,6698,93568,104920
2019-07-16 22:00:00.000000000,1563285600000000000,13885.0,13910.0,13880.0,13910.0,2913,104920,105490
2019-07-16 23:00:00.000000000,1563289200000000000,13910.0,13930.0,13895.0,13920.0,4101,105490,105548
2019-07-17 00:00:00.000000000,1563292800000000000,13920.0,13930.0,13900.0,13905.0,1706,105548,105747
2019-07-17 09:00:00.000000000,1563325200000000000,13910.0,13920.0,13860.0,13870.0,10245,105747,108012
2019-07-17 10:00:00.000000000,1563328800000000000,13870.0,13890.0,13865.0,13880.0,6198,108012,109509
2019-07-17 11:00:00.000000000,1563332400000000000,13880.0,13900.0,13880.0,13890.0,2677,109509,110223
2019-07-17 13:00:00.000000000,1563339600000000000,13890.0,13895.0,13865.0,13870.0,1965,110223,110691
2019-07-17 14:00:00.000000000,1563343200000000000,13870.0,13890.0,13855.0,13885.0,7484,110691,112070
2019-07-17 21:00:00.000000000,1563368400000000000,13865.0,13880.0,13830.0,13840.0,11400,112070,112715
2019-07-17 22:00:00.000000000,1563372000000000000,13840.0,13845.0,13825.0,13835.0,5372,112715,112306
2019-07-17 23:00:00.000000000,1563375600000000000,13835.0,13850.0,13835.0,13850.0,2953,112306,113628
2019-07-18 00:00:00.000000000,1563379200000000000,13850.0,13855.0,13835.0,13840.0,2090,113628,113682
2019-07-18 09:00:00.000000000,1563411600000000000,13840.0,13855.0,13835.0,13855.0,6001,113682,113574
2019-07-18 10:00:00.000000000,1563415200000000000,13855.0,13885.0,13845.0,13865.0,9179,113574,113619
2019-07-18 11:00:00.000000000,1563418800000000000,13865.0,13890.0,13860.0,13885.0,4282,113619,114374
2019-07-18 13:00:00.000000000,1563426000000000000,13890.0,13900.0,13870.0,13900.0,3977,114374,114988
2019-07-18 14:00:00.000000000,1563429600000000000,13900.0,13900.0,13865.0,13870.0,9714,114988,116091
2019-07-18 21:00:00.000000000,1563454800000000000,13880.0,13900.0,13875.0,13890.0,9100,116091,117645
2019-07-18 22:00:00.000000000,1563458400000000000,13890.0,13920.0,13890.0,13910.0,9294,117645,118012
2019-07-18 23:00:00.000000000,1563462000000000000,13910.0,13930.0,13905.0,13920.0,5370,118012,118952
2019-07-19 00:00:00.000000000,1563465600000000000,13920.0,13920.0,13895.0,13895.0,1322,118952,118607
2019-07-19 09:00:00.000000000,1563498000000000000,13900.0,13970.0,13900.0,13960.0,17043,118607,122030
2019-07-19 10:00:00.000000000,1563501600000000000,13960.0,13975.0,13925.0,13935.0,12635,122030,123666
2019-07-19 11:00:00.000000000,1563505200000000000,13935.0,13950.0,13930.0,13945.0,4173,123666,123869
2019-07-19 13:00:00.000000000,1563512400000000000,13945.0,13955.0,13935.0,13935.0,4310,123869,124143
2019-07-19 14:00:00.000000000,1563516000000000000,13935.0,13945.0,13910.0,13935.0,14899,124143,123057
2019-07-19 21:00:00.000000000,1563541200000000000,13945.0,13990.0,13935.0,13980.0,13305,123057,126048
2019-07-19 22:00:00.000000000,1563544800000000000,13980.0,13995.0,13945.0,13950.0,10910,126048,125636
2019-07-19 23:00:00.000000000,1563548400000000000,13950.0,13965.0,13885.0,13885.0,11194,125636,124981
2019-07-20 00:00:00.000000000,1563552000000000000,13885.0,13895.0,13875.0,13880.0,4980,124981,124332
2019-07-22 09:00:00.000000000,1563757200000000000,13880.0,13905.0,13850.0,13855.0,14028,124332,123743
2019-07-22 10:00:00.000000000,1563760800000000000,13855.0,13875.0,13855.0,13875.0,5935,123743,123361
2019-07-22 11:00:00.000000000,1563764400000000000,13875.0,13890.0,13865.0,13880.0,3124,123361,123016
2019-07-22 13:00:00.000000000,1563771600000000000,13880.0,13885.0,13870.0,13870.0,1920,123016,123109
2019-07-22 14:00:00.000000000,1563775200000000000,13870.0,13885.0,13840.0,13860.0,12104,123109,121994
2019-07-22 21:00:00.000000000,1563800400000000000,13845.0,13865.0,13805.0,13830.0,17685,121994,120875
2019-07-22 22:00:00.000000000,1563804000000000000,13830.0,13830.0,13815.0,13820.0,2943,120875,121220
2019-07-22 23:00:00.000000000,1563807600000000000,13820.0,13820.0,13810.0,13810.0,2322,121220,120634
2019-07-23 00:00:00.000000000,1563811200000000000,13810.0,13830.0,13800.0,13825.0,2199,120634,120070
2019-07-23 09:00:00.000000000,1563843600000000000,13825.0,13835.0,13800.0,13800.0,12257,120070,121549
2019-07-23 10:00:00.000000000,1563847200000000000,13800.0,13820.0,13800.0,13805.0,7802,121549,121781
2019-07-23 11:00:00.000000000,1563850800000000000,13805.0,13805.0,13780.0,13790.0,7842,121781,122423
2019-07-23 13:00:00.000000000,1563858000000000000,13785.0,13790.0,13770.0,13775.0,6021,122423,122924
2019-07-23 14:00:00.000000000,1563861600000000000,13775.0,13785.0,13750.0,13750.0,13436,122924,122222
2019-07-23 21:00:00.000000000,1563886800000000000,13750.0,13785.0,13740.0,13750.0,10018,122222,121385
2019-07-23 22:00:00.000000000,1563890400000000000,13750.0,13765.0,13735.0,13750.0,5441,121385,121782
2019-07-23 23:00:00.000000000,1563894000000000000,13750.0,13780.0,13745.0,13775.0,4993,121782,121057
2019-07-24 00:00:00.000000000,1563897600000000000,13775.0,13780.0,13765.0,13770.0,1353,121057,120886
2019-07-24 09:00:00.000000000,1563930000000000000,13775.0,13785.0,13755.0,13785.0,8710,120886,121442
2019-07-24 10:00:00.000000000,1563933600000000000,13785.0,13800.0,13775.0,13790.0,8679,121442,119758
2019-07-24 11:00:00.000000000,1563937200000000000,13790.0,13805.0,13785.0,13800.0,5767,119758,118388
2019-07-24 13:00:00.000000000,1563944400000000000,13800.0,13805.0,13790.0,13795.0,2673,118388,118407
2019-07-24 14:00:00.000000000,1563948000000000000,13795.0,13800.0,13785.0,13790.0,7507,118407,118718
2019-07-24 21:00:00.000000000,1563973200000000000,13790.0,13810.0,13790.0,13800.0,5818,118718,118612
2019-07-24 22:00:00.000000000,1563976800000000000,13800.0,13825.0,13800.0,13810.0,4317,118612,118570
2019-07-24 23:00:00.000000000,1563980400000000000,13810.0,13810.0,13795.0,13800.0,1820,118570,118407
2019-07-25 00:00:00.000000000,1563984000000000000,13800.0,13805.0,13790.0,13790.0,1915,118407,117796
2019-07-25 09:00:00.000000000,1564016400000000000,13795.0,13850.0,13790.0,13850.0,11514,117796,119465
2019-07-25 10:00:00.000000000,1564020000000000000,13850.0,13875.0,13845.0,13870.0,12828,119465,121305
2019-07-25 11:00:00.000000000,1564023600000000000,13870.0,13895.0,13870.0,13885.0,9017,121305,121641
2019-07-25 13:00:00.000000000,1564030800000000000,13880.0,13885.0,13865.0,13875.0,4758,121641,122273
2019-07-25 14:00:00.000000000,1564034400000000000,13875.0,13895.0,13870.0,13890.0,10326,122273,122446
2019-07-25 21:00:00.000000000,1564059600000000000,13895.0,13900.0,13870.0,13875.0,7119,122446,122626
2019-07-25 22:00:00.000000000,1564063200000000000,13875.0,13915.0,13870.0,13910.0,5885,122626,123624
2019-07-25 23:00:00.000000000,1564066800000000000,13910.0,13915.0,13900.0,13910.0,2054,123624,123681
2019-07-26 00:00:00.000000000,1564070400000000000,13910.0,13915.0,13890.0,13910.0,1540,123681,123438
2019-07-26 09:00:00.000000000,1564102800000000000,13910.0,13950.0,13905.0,13950.0,16438,123438,125696
2019-07-26 10:00:00.000000000,1564106400000000000,13950.0,13950.0,13905.0,13905.0,9353,125696,124796
2019-07-26 11:00:00.000000000,1564110000000000000,13905.0,13925.0,13890.0,13895.0,6560,124796,123853
2019-07-26 13:00:00.000000000,1564117200000000000,13895.0,13895.0,13880.0,13885.0,3663,123853,123927
2019-07-26 14:00:00.000000000,1564120800000000000,13885.0,13900.0,13875.0,13875.0,7923,123927,122498
2019-07-26 21:00:00.000000000,1564146000000000000,13865.0,13895.0,13845.0,13880.0,8674,122498,122726
2019-07-26 22:00:00.000000000,1564149600000000000,13880.0,13885.0,13860.0,13860.0,3630,122726,122756
2019-07-26 23:00:00.000000000,1564153200000000000,13860.0,13890.0,13855.0,13880.0,4662,122756,122196
2019-07-27 00:00:00.000000000,1564156800000000000,13880.0,13890.0,13875.0,13880.0,1065,122196,121785
2019-07-29 09:00:00.000000000,1564362000000000000,13895.0,13900.0,13860.0,13860.0,10226,121785,120439
2019-07-29 10:00:00.000000000,1564365600000000000,13860.0,13870.0,13860.0,13860.0,5624,120439,119975
2019-07-29 11:00:00.000000000,1564369200000000000,13860.0,13870.0,13860.0,13860.0,3882,119975,119214
2019-07-29 13:00:00.000000000,1564376400000000000,13860.0,13870.0,13855.0,13870.0,1915,119214,118951
2019-07-29 14:00:00.000000000,1564380000000000000,13870.0,13895.0,13860.0,13880.0,8345,118951,117597
2019-07-29 21:00:00.000000000,1564405200000000000,13880.0,13895.0,13870.0,13880.0,4600,117597,117553
2019-07-29 22:00:00.000000000,1564408800000000000,13880.0,13890.0,13870.0,13890.0,2952,117553,117515
2019-07-29 23:00:00.000000000,1564412400000000000,13890.0,13940.0,13885.0,13940.0,4668,117515,118032
2019-07-30 00:00:00.000000000,1564416000000000000,13940.0,13950.0,13935.0,13940.0,3279,118032,118468
2019-07-30 09:00:00.000000000,1564448400000000000,13945.0,13945.0,13890.0,13895.0,11482,118468,117699
2019-07-30 10:00:00.000000000,1564452000000000000,13895.0,13905.0,13885.0,13900.0,5687,117699,118183
2019-07-30 11:00:00.000000000,1564455600000000000,13900.0,13940.0,13895.0,13930.0,6452,118183,118296
2019-07-30 13:00:00.000000000,1564462800000000000,13935.0,13935.0,13910.0,13920.0,4127,118296,118833
2019-07-30 14:00:00.000000000,1564466400000000000,13920.0,13935.0,13900.0,13930.0,13779,118833,119540
2019-07-30 21:00:00.000000000,1564491600000000000,13915.0,13925.0,13905.0,13915.0,5159,119540,119617
2019-07-30 22:00:00.000000000,1564495200000000000,13915.0,13920.0,13890.0,13895.0,2986,119617,118889
2019-07-30 23:00:00.000000000,1564498800000000000,13895.0,13915.0,13880.0,13910.0,2004,118889,118799
2019-07-31 00:00:00.000000000,1564502400000000000,13910.0,13930.0,13900.0,13915.0,1416,118799,118614
2019-07-31 09:00:00.000000000,1564534800000000000,13930.0,13930.0,13905.0,13905.0,6748,118614,118502
2019-07-31 10:00:00.000000000,1564538400000000000,13905.0,13910.0,13895.0,13905.0,4212,118502,118531
2019-07-31 11:00:00.000000000,1564542000000000000,13905.0,13920.0,13905.0,13910.0,3546,118531,118828
2019-07-31 13:00:00.000000000,1564549200000000000,13910.0,13920.0,13910.0,13915.0,3205,118828,120060
2019-07-31 14:00:00.000000000,1564552800000000000,13915.0,13935.0,13890.0,13895.0,11823,120060,119001
2019-07-31 21:00:00.000000000,1564578000000000000,13895.0,13905.0,13880.0,13890.0,5378,119001,118725
