datetime,datetime_nano,KQ.m@SHFE.ss.open,KQ.m@SHFE.ss.high,KQ.m@SHFE.ss.low,KQ.m@SHFE.ss.close,KQ.m@SHFE.ss.volume,KQ.m@SHFE.ss.open_oi,KQ.m@SHFE.ss.close_oi
2020-07-21 14:00:00.000000000,1595311200000000000,13520.0,13530.0,13480.0,13505.0,2292,40710,40700
2020-07-21 21:00:00.000000000,1595336400000000000,13590.0,13630.0,13505.0,13615.0,6762,40700,40303
2020-07-21 22:00:00.000000000,1595340000000000000,13615.0,13620.0,13570.0,13605.0,1854,40303,39759
2020-07-21 23:00:00.000000000,1595343600000000000,13605.0,13625.0,13595.0,13610.0,2667,39759,39104
2020-07-22 00:00:00.000000000,1595347200000000000,13610.0,13640.0,13595.0,13640.0,2700,39104,38883
2020-07-22 09:00:00.000000000,1595379600000000000,13640.0,13695.0,13600.0,13605.0,4407,38883,39392
2020-07-22 10:00:00.000000000,1595383200000000000,13605.0,13620.0,13570.0,13610.0,1691,39392,39209
2020-07-22 11:00:00.000000000,1595386800000000000,13610.0,13650.0,13595.0,13630.0,1103,39209,39116
2020-07-22 13:00:00.000000000,1595394000000000000,13630.0,13645.0,13600.0,13615.0,875,39116,39107
2020-07-22 14:00:00.000000000,1595397600000000000,13615.0,13630.0,13510.0,13580.0,3705,39107,38533
2020-07-22 21:00:00.000000000,1595422800000000000,13470.0,13545.0,13380.0,13395.0,7348,38533,36525
2020-07-22 22:00:00.000000000,1595426400000000000,13395.0,13410.0,13380.0,13410.0,3387,36525,35116
2020-07-22 23:00:00.000000000,1595430000000000000,13410.0,13435.0,13395.0,13410.0,1519,35116,34511
2020-07-23 00:00:00.000000000,1595433600000000000,13410.0,13425.0,13360.0,13360.0,1728,34511,34026
2020-07-23 09:00:00.000000000,1595466000000000000,13365.0,13420.0,13355.0,13395.0,3693,34026,33540
2020-07-23 10:00:00.000000000,1595469600000000000,13395.0,13405.0,13360.0,13365.0,1820,33540,33071
2020-07-23 11:00:00.000000000,1595473200000000000,13365.0,13435.0,13365.0,13425.0,1547,33071,32575
2020-07-23 13:00:00.000000000,1595480400000000000,13435.0,13435.0,13400.0,13420.0,441,32575,32493
2020-07-23 14:00:00.000000000,1595484000000000000,13420.0,13505.0,13420.0,13470.0,2645,32493,32110
2020-07-23 21:00:00.000000000,1595509200000000000,13590.0,13640.0,13510.0,13620.0,9080,32110,29133
2020-07-23 22:00:00.000000000,1595512800000000000,13620.0,13625.0,13580.0,13615.0,3212,29133,27957
2020-07-23 23:00:00.000000000,1595516400000000000,13615.0,13630.0,13575.0,13615.0,2777,27957,26936
2020-07-24 00:00:00.000000000,1595520000000000000,13615.0,13635.0,13610.0,13635.0,602,26936,26865
2020-07-24 09:00:00.000000000,1595552400000000000,13635.0,13735.0,13580.0,13675.0,6150,26865,27541
2020-07-24 10:00:00.000000000,1595556000000000000,13675.0,13700.0,13650.0,13680.0,2520,27541,27103
2020-07-24 11:00:00.000000000,1595559600000000000,13680.0,13740.0,13650.0,13665.0,2302,27103,26798
2020-07-24 13:00:00.000000000,1595566800000000000,13640.0,13640.0,13525.0,13560.0,3073,26798,26102
2020-07-24 14:00:00.000000000,1595570400000000000,13560.0,13705.0,13525.0,13690.0,3793,26102,25507
2020-07-24 21:00:00.000000000,1595595600000000000,13700.0,13840.0,13640.0,13725.0,8584,25507,25623
2020-07-24 22:00:00.000000000,1595599200000000000,13725.0,13800.0,13715.0,13770.0,3082,25623,25768
2020-07-24 23:00:00.000000000,1595602800000000000,13770.0,13770.0,13710.0,13765.0,902,25768,25707
2020-07-25 00:00:00.000000000,1595606400000000000,13765.0,13775.0,13735.0,13745.0,437,25707,25667
2020-07-27 09:00:00.000000000,1595811600000000000,13755.0,13965.0,13755.0,13905.0,8631,25667,27343
2020-07-27 10:00:00.000000000,1595815200000000000,13905.0,13910.0,13805.0,13835.0,3208,27343,26297
2020-07-27 11:00:00.000000000,1595818800000000000,13835.0,13865.0,13820.0,13840.0,4132,26297,22972
2020-07-27 13:00:00.000000000,1595826000000000000,13835.0,13860.0,13680.0,13730.0,4551,22972,20906
2020-07-27 14:00:00.000000000,1595829600000000000,13730.0,13765.0,13700.0,13720.0,2731,20906,20264
2020-07-27 21:00:00.000000000,1595854800000000000,13775.0,13835.0,13700.0,13770.0,4210,20264,18845
2020-07-27 22:00:00.000000000,1595858400000000000,13770.0,13795.0,13730.0,13795.0,958,18845,18700
2020-07-27 23:00:00.000000000,1595862000000000000,13795.0,13800.0,13760.0,13760.0,459,18700,18762
2020-07-28 00:00:00.000000000,1595865600000000000,13760.0,13785.0,13720.0,13785.0,279,18762,18686
2020-07-28 09:00:00.000000000,1595898000000000000,13780.0,13850.0,13745.0,13805.0,4769,18686,17903
2020-07-28 10:00:00.000000000,1595901600000000000,13805.0,13845.0,13750.0,13810.0,2317,17903,17340
2020-07-28 11:00:00.000000000,1595905200000000000,13810.0,13830.0,13675.0,13760.0,2650,17340,16583
2020-07-28 13:00:00.000000000,1595912400000000000,13745.0,13760.0,13710.0,13735.0,754,16583,16537
2020-07-28 14:00:00.000000000,1595916000000000000,13735.0,13800.0,13725.0,13785.0,1482,16537,16562
2020-07-28 21:00:00.000000000,1595941200000000000,13680.0,13760.0,13600.0,13695.0,4074,16562,15597
2020-07-28 22:00:00.000000000,1595944800000000000,13695.0,13720.0,13680.0,13705.0,822,15597,15422
2020-07-28 23:00:00.000000000,1595948400000000000,13705.0,13735.0,13700.0,13715.0,407,15422,15422
2020-07-29 00:00:00.000000000,1595952000000000000,13715.0,13770.0,13710.0,13770.0,489,15422,15330
2020-07-29 09:00:00.000000000,1595984400000000000,13770.0,13800.0,13730.0,13775.0,2077,15330,15459
2020-07-29 10:00:00.000000000,1595988000000000000,13775.0,13795.0,13755.0,13790.0,586,15459,15412
2020-07-29 11:00:00.000000000,1595991600000000000,13790.0,13830.0,13765.0,13780.0,846,15412,15433
2020-07-29 13:00:00.000000000,1595998800000000000,13775.0,13795.0,13770.0,13795.0,270,15433,15396
2020-07-29 14:00:00.000000000,1596002400000000000,13795.0,13835.0,13755.0,13760.0,1508,15396,15172
2020-07-29 21:00:00.000000000,1596027600000000000,13700.0,13810.0,13680.0,13780.0,4296,15172,13586
2020-07-29 22:00:00.000000000,1596031200000000000,13780.0,13830.0,13780.0,13805.0,1275,13586,13607
2020-07-29 23:00:00.000000000,1596034800000000000,13805.0,13860.0,13800.0,13830.0,1146,13607,13833
2020-07-30 00:00:00.000000000,1596038400000000000,13830.0,13855.0,13825.0,13840.0,339,13833,13840
2020-07-30 09:00:00.000000000,1596070800000000000,13860.0,13960.0,13830.0,13910.0,3749,13840,14204
2020-07-30 10:00:00.000000000,1596074400000000000,13910.0,13935.0,13880.0,13920.0,1828,14204,14259
2020-07-30 11:00:00.000000000,1596078000000000000,13920.0,13925.0,13895.0,13915.0,977,14259,14175
2020-07-30 13:00:00.000000000,1596085200000000000,13915.0,13915.0,13880.0,13900.0,1095,14175,14009
2020-07-30 14:00:00.000000000,1596088800000000000,13900.0,13920.0,13845.0,13905.0,1735,14009,13719
2020-07-30 21:00:00.000000000,1596114000000000000,13880.0,13915.0,13835.0,13855.0,3237,13719,12891
2020-07-30 22:00:00.000000000,1596117600000000000,13855.0,13860.0,13710.0,13775.0,4188,12891,12036
2020-07-30 23:00:00.000000000,1596121200000000000,13775.0,13795.0,13765.0,13790.0,921,12036,11743
2020-07-31 00:00:00.000000000,1596124800000000000,13790.0,13845.0,13790.0,13835.0,494,11743,11655
2020-07-31 09:00:00.000000000,1596157200000000000,13845.0,13900.0,13810.0,13890.0,2183,11655,11561
2020-07-31 10:00:00.000000000,1596160800000000000,13890.0,13900.0,13845.0,13855.0,876,11561,11450
2020-07-31 11:00:00.000000000,1596164400000000000,13855.0,13945.0,13835.0,13925.0,1232,11450,11595
2020-07-31 13:00:00.000000000,1596171600000000000,13925.0,13980.0,13920.0,13920.0,2041,11595,11841
2020-07-31 14:00:00.000000000,1596175200000000000,13920.0,14075.0,13915.0,14075.0,3551,11841,12128
2020-07-31 21:00:00.000000000,1596200400000000000,14045.0,14045.0,13875.0,13905.0,4890,12128,26593
2020-07-31 22:00:00.000000000,1596204000000000000,13905.0,13905.0,13820.0,13845.0,3435,26593,26538
2020-07-31 23:00:00.000000000,1596207600000000000,13845.0,13880.0,13830.0,13855.0,1440,26538,26729
2020-08-01 00:00:00.000000000,1596211200000000000,13855.0,13895.0,13835.0,13840.0,511,26729,26694
2020-08-03 09:00:00.000000000,1596416400000000000,13860.0,13905.0,13775.0,13885.0,3645,26694,27229
2020-08-03 10:00:00.000000000,1596420000000000000,13885.0,13930.0,13870.0,13880.0,1634,27229,27569
2020-08-03 11:00:00.000000000,1596423600000000000,13880.0,13925.0,13880.0,13925.0,743,27569,27758
2020-08-03 13:00:00.000000000,1596430800000000000,13925.0,13930.0,13900.0,13915.0,1276,27758,28022
2020-08-03 14:00:00.000000000,1596434400000000000,13915.0,13915.0,13880.0,13895.0,1844,28022,28277
2020-08-03 21:00:00.000000000,1596459600000000000,13910.0,14030.0,13860.0,14025.0,7343,28277,30125
2020-08-03 22:00:00.000000000,1596463200000000000,14025.0,14145.0,14015.0,14125.0,4437,30125,30948
2020-08-03 23:00:00.000000000,1596466800000000000,14125.0,14150.0,14075.0,14100.0,1746,30948,31155
2020-08-04 00:00:00.000000000,1596470400000000000,14100.0,14115.0,14060.0,14095.0,568,31155,31063
2020-08-04 09:00:00.000000000,1596502800000000000,14095.0,14190.0,14070.0,14170.0,4935,31063,32147
2020-08-04 10:00:00.000000000,1596506400000000000,14170.0,14190.0,14085.0,14120.0,2408,32147,32067
2020-08-04 11:00:00.000000000,1596510000000000000,14120.0,14125.0,14090.0,14100.0,943,32067,32077
2020-08-04 13:00:00.000000000,1596517200000000000,14100.0,14185.0,14095.0,14160.0,1969,32077,32425
2020-08-04 14:00:00.000000000,1596520800000000000,14160.0,14185.0,14105.0,14155.0,2778,32425,32533
2020-08-04 21:00:00.000000000,1596546000000000000,14105.0,14235.0,14085.0,14210.0,7932,32533,33838
2020-08-04 22:00:00.000000000,1596549600000000000,14210.0,14325.0,14190.0,14255.0,6713,33838,34852
2020-08-04 23:00:00.000000000,1596553200000000000,14255.0,14320.0,14255.0,14320.0,1666,34852,35065
2020-08-05 00:00:00.000000000,1596556800000000000,14320.0,14330.0,14270.0,14300.0,1338,35065,35103
2020-08-05 09:00:00.000000000,1596589200000000000,14300.0,14410.0,14290.0,14300.0,8028,35103,36179
2020-08-05 10:00:00.000000000,1596592800000000000,14300.0,14430.0,14280.0,14395.0,5752,36179,36884
2020-08-05 11:00:00.000000000,1596596400000000000,14395.0,14430.0,14340.0,14420.0,2330,36884,36872
2020-08-05 13:00:00.000000000,1596603600000000000,14420.0,14470.0,14360.0,14405.0,4765,36872,37427
2020-08-05 14:00:00.000000000,1596607200000000000,14405.0,14500.0,14320.0,14460.0,6387,37427,36778
2020-08-05 21:00:00.000000000,1596632400000000000,14470.0,14715.0,14445.0,14630.0,12336,36778,36742
2020-08-05 22:00:00.000000000,1596636000000000000,14630.0,14795.0,14540.0,14545.0,7576,36742,36157
2020-08-05 23:00:00.000000000,1596639600000000000,14545.0,14610.0,14465.0,14510.0,4719,36157,35732
2020-08-06 00:00:00.000000000,1596643200000000000,14510.0,14530.0,14450.0,14480.0,2306,35732,35477
2020-08-06 09:00:00.000000000,1596675600000000000,14500.0,14665.0,14500.0,14545.0,6071,35477,35338
2020-08-06 10:00:00.000000000,1596679200000000000,14545.0,14565.0,14465.0,14465.0,2699,35338,35009
2020-08-06 11:00:00.000000000,1596682800000000000,14465.0,14525.0,14450.0,14490.0,1523,35009,34825
2020-08-06 13:00:00.000000000,1596690000000000000,14510.0,14520.0,14400.0,14450.0,2413,34825,34556
2020-08-06 14:00:00.000000000,1596693600000000000,14450.0,14530.0,14425.0,14430.0,4037,34556,34452
2020-08-06 21:00:00.000000000,1596718800000000000,14450.0,14565.0,14435.0,14465.0,6749,34452,34701
2020-08-06 22:00:00.000000000,1596722400000000000,14465.0,14495.0,14355.0,14455.0,4248,34701,34293
2020-08-06 23:00:00.000000000,1596726000000000000,14455.0,14480.0,14435.0,14450.0,970,34293,34293
2020-08-07 00:00:00.000000000,1596729600000000000,14450.0,14465.0,14410.0,14465.0,563,34293,34148
2020-08-07 09:00:00.000000000,1596762000000000000,14465.0,14550.0,14455.0,14480.0,3662,34148,34312
2020-08-07 10:00:00.000000000,1596765600000000000,14480.0,14515.0,14440.0,14460.0,1763,34312,34453
2020-08-07 11:00:00.000000000,1596769200000000000,14460.0,14470.0,14405.0,14410.0,1216,34453,34393
2020-08-07 13:00:00.000000000,1596776400000000000,14400.0,14400.0,14275.0,14375.0,3016,34393,34112
2020-08-07 14:00:00.000000000,1596780000000000000,14375.0,14430.0,14360.0,14385.0,3283,34112,34099
2020-08-07 21:00:00.000000000,1596805200000000000,14345.0,14430.0,14225.0,14240.0,6445,34099,33950
2020-08-07 22:00:00.000000000,1596808800000000000,14240.0,14315.0,14220.0,14280.0,2606,33950,33717
2020-08-07 23:00:00.000000000,1596812400000000000,14280.0,14310.0,14270.0,14295.0,733,33717,33779
2020-08-08 00:00:00.000000000,1596816000000000000,14295.0,14340.0,14270.0,14295.0,930,33779,33590
2020-08-10 09:00:00.000000000,1597021200000000000,14290.0,14310.0,14160.0,14210.0,5214,33590,32742
2020-08-10 10:00:00.000000000,1597024800000000000,14210.0,14225.0,14110.0,14220.0,3082,32742,32752
2020-08-10 11:00:00.000000000,1597028400000000000,14220.0,14220.0,14170.0,14180.0,861,32752,32800
2020-08-10 13:00:00.000000000,1597035600000000000,14190.0,14260.0,14190.0,14235.0,1082,32800,32734
2020-08-10 14:00:00.000000000,1597039200000000000,14235.0,14260.0,14170.0,14175.0,2087,32734,32736
2020-08-10 21:00:00.000000000,1597064400000000000,14275.0,14280.0,14200.0,14235.0,2977,32736,32708
2020-08-10 22:00:00.000000000,1597068000000000000,14235.0,14235.0,14150.0,14170.0,3656,32708,32369
2020-08-10 23:00:00.000000000,1597071600000000000,14170.0,14195.0,14140.0,14190.0,901,32369,32316
2020-08-11 00:00:00.000000000,1597075200000000000,14190.0,14230.0,14175.0,14225.0,1502,32316,32320
2020-08-11 09:00:00.000000000,1597107600000000000,14225.0,14225.0,14115.0,14160.0,2742,32320,32265
2020-08-11 10:00:00.000000000,1597111200000000000,14160.0,14170.0,14115.0,14135.0,1840,32265,32370
2020-08-11 11:00:00.000000000,1597114800000000000,14135.0,14140.0,14080.0,14080.0,1241,32370,32300
2020-08-11 13:00:00.000000000,1597122000000000000,14095.0,14125.0,14025.0,14065.0,2827,32300,32110
2020-08-11 14:00:00.000000000,1597125600000000000,14065.0,14095.0,13950.0,13975.0,5081,32110,31504
2020-08-11 21:00:00.000000000,1597150800000000000,14000.0,14050.0,13920.0,14005.0,4242,31504,31505
2020-08-11 22:00:00.000000000,1597154400000000000,14005.0,14050.0,13975.0,14040.0,2147,31505,31492
2020-08-11 23:00:00.000000000,1597158000000000000,14040.0,14070.0,14035.0,14065.0,2763,31492,31563
2020-08-12 00:00:00.000000000,1597161600000000000,14065.0,14085.0,14060.0,14070.0,361,31563,31538
2020-08-12 09:00:00.000000000,1597194000000000000,14070.0,14070.0,13980.0,14010.0,4741,31538,31195
2020-08-12 10:00:00.000000000,1597197600000000000,14010.0,14040.0,13995.0,14015.0,1374,31195,31175
2020-08-12 11:00:00.000000000,1597201200000000000,14015.0,14020.0,13960.0,13985.0,1168,31175,31045
2020-08-12 13:00:00.000000000,1597208400000000000,13980.0,14020.0,13960.0,14005.0,962,31045,30990
2020-08-12 14:00:00.000000000,1597212000000000000,14005.0,14075.0,13985.0,14060.0,3072,30990,30810
2020-08-12 21:00:00.000000000,1597237200000000000,14120.0,14280.0,14060.0,14190.0,8187,30810,30821
2020-08-12 22:00:00.000000000,1597240800000000000,14190.0,14195.0,14150.0,14175.0,2399,30821,30634
2020-08-12 23:00:00.000000000,1597244400000000000,14175.0,14205.0,14155.0,14175.0,1291,30634,30564
2020-08-13 00:00:00.000000000,1597248000000000000,14175.0,14210.0,14170.0,14200.0,428,30564,30460
2020-08-13 09:00:00.000000000,1597280400000000000,14200.0,14210.0,14155.0,14180.0,2750,30460,30609
2020-08-13 10:00:00.000000000,1597284000000000000,14180.0,14190.0,14150.0,14175.0,1215,30609,30526
2020-08-13 11:00:00.000000000,1597287600000000000,14175.0,14185.0,14165.0,14170.0,699,30526,30427
2020-08-13 13:00:00.000000000,1597294800000000000,14185.0,14205.0,14110.0,14150.0,1780,30427,30419
2020-08-13 14:00:00.000000000,1597298400000000000,14150.0,14190.0,14130.0,14135.0,2464,30419,30453
2020-08-13 21:00:00.000000000,1597323600000000000,14075.0,14130.0,13920.0,14070.0,5398,30453,30325
2020-08-13 22:00:00.000000000,1597327200000000000,14070.0,14070.0,14025.0,14050.0,1634,30325,30229
2020-08-13 23:00:00.000000000,1597330800000000000,14050.0,14050.0,14025.0,14045.0,571,30229,30275
2020-08-14 00:00:00.000000000,1597334400000000000,14045.0,14080.0,14040.0,14040.0,151,30275,30213
2020-08-14 09:00:00.000000000,1597366800000000000,14045.0,14330.0,14005.0,14265.0,9050,30213,30907
2020-08-14 10:00:00.000000000,1597370400000000000,14265.0,14340.0,14255.0,14295.0,3110,30907,31109
2020-08-14 11:00:00.000000000,1597374000000000000,14295.0,14330.0,14255.0,14300.0,1549,31109,31122
2020-08-14 13:00:00.000000000,1597381200000000000,14305.0,14335.0,14290.0,14315.0,1249,31122,31128
2020-08-14 14:00:00.000000000,1597384800000000000,14315.0,14425.0,14310.0,14380.0,3834,31128,31334
2020-08-14 21:00:00.000000000,1597410000000000000,14480.0,14545.0,14360.0,14475.0,7611,31334,32104
2020-08-14 22:00:00.000000000,1597413600000000000,14475.0,14500.0,14415.0,14495.0,4530,32104,31836
2020-08-14 23:00:00.000000000,1597417200000000000,14495.0,14510.0,14475.0,14495.0,1523,31836,31885
2020-08-15 00:00:00.000000000,1597420800000000000,14495.0,14505.0,14480.0,14485.0,1227,31885,31806
2020-08-17 09:00:00.000000000,1597626000000000000,14505.0,14775.0,14505.0,14685.0,12171,31806,32720
2020-08-17 10:00:00.000000000,1597629600000000000,14685.0,14745.0,14665.0,14725.0,4515,32720,33570
2020-08-17 11:00:00.000000000,1597633200000000000,14725.0,14740.0,14665.0,14665.0,2340,33570,33338
2020-08-17 13:00:00.000000000,1597640400000000000,14685.0,14880.0,14680.0,14845.0,6925,33338,34161
2020-08-17 14:00:00.000000000,1597644000000000000,14845.0,14925.0,14805.0,14905.0,14922,34161,35686
2020-08-17 21:00:00.000000000,1597669200000000000,15010.0,15130.0,14830.0,14920.0,18493,35686,36477
2020-08-17 22:00:00.000000000,1597672800000000000,14920.0,14960.0,14800.0,14825.0,8312,36477,35766
2020-08-17 23:00:00.000000000,1597676400000000000,14825.0,14915.0,14810.0,14895.0,5996,35766,35559
2020-08-18 00:00:00.000000000,1597680000000000000,14895.0,14935.0,14870.0,14930.0,1441,35559,35443
2020-08-18 09:00:00.000000000,1597712400000000000,14940.0,14980.0,14860.0,14880.0,5282,35443,35020
2020-08-18 10:00:00.000000000,1597716000000000000,14880.0,14885.0,14825.0,14840.0,7330,35020,34881
2020-08-18 11:00:00.000000000,1597719600000000000,14840.0,14905.0,14825.0,14890.0,5721,34881,34976
2020-08-18 13:00:00.000000000,1597726800000000000,14890.0,14905.0,14855.0,14885.0,1307,34976,35066
2020-08-18 14:00:00.000000000,1597730400000000000,14885.0,15015.0,14860.0,15015.0,11175,35066,35154
2020-08-18 21:00:00.000000000,1597755600000000000,15040.0,15105.0,14925.0,14945.0,8324,35154,34860
2020-08-18 22:00:00.000000000,1597759200000000000,14945.0,14970.0,14685.0,14860.0,9607,34860,33650
2020-08-18 23:00:00.000000000,1597762800000000000,14860.0,14910.0,14835.0,14900.0,8496,33650,33738
2020-08-19 00:00:00.000000000,1597766400000000000,14900.0,14960.0,14870.0,14915.0,2052,33738,33625
2020-08-19 09:00:00.000000000,1597798800000000000,14905.0,14935.0,14835.0,14870.0,3261,33625,33417
2020-08-19 10:00:00.000000000,1597802400000000000,14870.0,14925.0,14850.0,14925.0,2161,33417,33401
2020-08-19 11:00:00.000000000,1597806000000000000,14925.0,14925.0,14895.0,14900.0,907,33401,33410
2020-08-19 13:00:00.000000000,1597813200000000000,14905.0,14980.0,14800.0,14840.0,4282,33410,33233
2020-08-19 14:00:00.000000000,1597816800000000000,14840.0,14865.0,14735.0,14755.0,5291,33233,32916
2020-08-19 21:00:00.000000000,1597842000000000000,14840.0,14915.0,14795.0,14795.0,6759,32916,32312
2020-08-19 22:00:00.000000000,1597845600000000000,14795.0,14900.0,14795.0,14855.0,5439,32312,31951
2020-08-19 23:00:00.000000000,1597849200000000000,14855.0,14880.0,14820.0,14870.0,11482,31951,32077
2020-08-20 00:00:00.000000000,1597852800000000000,14870.0,14875.0,14830.0,14855.0,673,32077,32010
2020-08-20 09:00:00.000000000,1597885200000000000,14820.0,14830.0,14660.0,14760.0,7852,32010,31150
2020-08-20 10:00:00.000000000,1597888800000000000,14760.0,14830.0,14735.0,14815.0,3174,31150,30740
2020-08-20 11:00:00.000000000,1597892400000000000,14815.0,14845.0,14795.0,14835.0,1326,30740,30701
2020-08-20 13:00:00.000000000,1597899600000000000,14825.0,14845.0,14780.0,14780.0,2345,30701,30678
2020-08-20 14:00:00.000000000,1597903200000000000,14780.0,14890.0,14750.0,14890.0,4136,30678,30346
2020-08-20 21:00:00.000000000,1597928400000000000,14900.0,14945.0,14725.0,14740.0,7498,30346,29562
2020-08-20 22:00:00.000000000,1597932000000000000,14740.0,14790.0,14710.0,14735.0,4135,29562,29106
2020-08-20 23:00:00.000000000,1597935600000000000,14735.0,14750.0,14715.0,14725.0,3890,29106,29004
2020-08-21 00:00:00.000000000,1597939200000000000,14725.0,14745.0,14700.0,14705.0,1115,29004,28682
2020-08-21 09:00:00.000000000,1597971600000000000,14710.0,14785.0,14710.0,14755.0,4723,28682,28307
2020-08-21 10:00:00.000000000,1597975200000000000,14755.0,14760.0,14705.0,14735.0,2230,28307,28201
2020-08-21 11:00:00.000000000,1597978800000000000,14735.0,14785.0,14735.0,14780.0,1367,28201,28101
2020-08-21 13:00:00.000000000,1597986000000000000,14780.0,14785.0,14755.0,14775.0,1230,28101,27964
2020-08-21 14:00:00.000000000,1597989600000000000,14775.0,14790.0,14680.0,14705.0,5888,27964,27368
2020-08-21 21:00:00.000000000,1598014800000000000,14660.0,14775.0,14630.0,14730.0,6138,27368,26285
2020-08-21 22:00:00.000000000,1598018400000000000,14730.0,14860.0,14720.0,14800.0,4402,26285,25974
2020-08-21 23:00:00.000000000,1598022000000000000,14800.0,14835.0,14785.0,14835.0,2450,25974,25887
2020-08-22 00:00:00.000000000,1598025600000000000,14835.0,15085.0,14830.0,14980.0,2414,25887,26137
2020-08-24 09:00:00.000000000,1598230800000000000,14975.0,14980.0,14885.0,14925.0,7050,26137,25369
2020-08-24 10:00:00.000000000,1598234400000000000,14925.0,15040.0,14915.0,14920.0,2756,25369,25056
2020-08-24 11:00:00.000000000,1598238000000000000,14920.0,14950.0,14905.0,14925.0,1315,25056,24872
2020-08-24 13:00:00.000000000,1598245200000000000,14925.0,14950.0,14920.0,14925.0,992,24872,24609
2020-08-24 14:00:00.000000000,1598248800000000000,14925.0,14990.0,14910.0,14970.0,3050,24609,24256
2020-08-24 21:00:00.000000000,1598274000000000000,15075.0,15085.0,14915.0,14950.0,9553,24256,22035
2020-08-24 22:00:00.000000000,1598277600000000000,14950.0,14975.0,14930.0,14945.0,2012,22035,21481
2020-08-24 23:00:00.000000000,1598281200000000000,14945.0,14965.0,14925.0,14955.0,933,21481,21329
2020-08-25 00:00:00.000000000,1598284800000000000,14955.0,14960.0,14925.0,14925.0,515,21329,21227
2020-08-25 09:00:00.000000000,1598317200000000000,14925.0,15005.0,14905.0,14995.0,3366,21227,20826
2020-08-25 10:00:00.000000000,1598320800000000000,14995.0,15065.0,14970.0,15055.0,4189,20826,20885
2020-08-25 11:00:00.000000000,1598324400000000000,15055.0,15080.0,15005.0,15040.0,3306,20885,20432
2020-08-25 13:00:00.000000000,1598331600000000000,15035.0,15035.0,14925.0,14940.0,2946,20432,19566
2020-08-25 14:00:00.000000000,1598335200000000000,14940.0,14990.0,14935.0,14955.0,3481,19566,18390
2020-08-25 21:00:00.000000000,1598360400000000000,14960.0,14990.0,14900.0,14945.0,4617,18390,16608
2020-08-25 22:00:00.000000000,1598364000000000000,14945.0,15080.0,14930.0,15070.0,3657,16608,16513
2020-08-25 23:00:00.000000000,1598367600000000000,15070.0,15075.0,15035.0,15050.0,2556,16513,15268
2020-08-26 00:00:00.000000000,1598371200000000000,15050.0,15075.0,15045.0,15065.0,701,15268,15171
2020-08-26 09:00:00.000000000,1598403600000000000,15065.0,15200.0,15025.0,15175.0,5426,15171,15575
2020-08-26 10:00:00.000000000,1598407200000000000,15175.0,15190.0,15135.0,15175.0,2072,15575,15551
2020-08-26 11:00:00.000000000,1598410800000000000,15175.0,15185.0,15155.0,15165.0,876,15551,15609
2020-08-26 13:00:00.000000000,1598418000000000000,15175.0,15175.0,15080.0,15130.0,1730,15609,15102
2020-08-26 14:00:00.000000000,1598421600000000000,15130.0,15200.0,15130.0,15165.0,3075,15102,14617
2020-08-26 21:00:00.000000000,1598446800000000000,15205.0,15250.0,15090.0,15145.0,4005,14617,37423
2020-08-26 22:00:00.000000000,1598450400000000000,15145.0,15170.0,15135.0,15150.0,1523,37423,37601
2020-08-26 23:00:00.000000000,1598454000000000000,15150.0,15165.0,15140.0,15140.0,873,37601,37832
2020-08-27 00:00:00.000000000,1598457600000000000,15140.0,15150.0,15135.0,15150.0,252,37832,37842
2020-08-27 09:00:00.000000000,1598490000000000000,15135.0,15150.0,15090.0,15135.0,2393,37842,37987
2020-08-27 10:00:00.000000000,1598493600000000000,15135.0,15195.0,15070.0,15085.0,4017,37987,38106
2020-08-27 11:00:00.000000000,1598497200000000000,15085.0,15100.0,15065.0,15085.0,921,38106,37967
2020-08-27 13:00:00.000000000,1598504400000000000,15085.0,15120.0,15070.0,15105.0,992,37967,37810
2020-08-27 14:00:00.000000000,1598508000000000000,15105.0,15135.0,15075.0,15110.0,1784,37810,37723
2020-08-27 21:00:00.000000000,1598533200000000000,15105.0,15160.0,15030.0,15090.0,6535,37723,38944
2020-08-27 22:00:00.000000000,1598536800000000000,15090.0,15105.0,15040.0,15105.0,2743,38944,39196
2020-08-27 23:00:00.000000000,1598540400000000000,15105.0,15120.0,15090.0,15120.0,850,39196,39309
2020-08-28 00:00:00.000000000,1598544000000000000,15120.0,15155.0,15110.0,15150.0,744,39309,39352
2020-08-28 09:00:00.000000000,1598576400000000000,15150.0,15155.0,15095.0,15130.0,3022,39352,39930
2020-08-28 10:00:00.000000000,1598580000000000000,15130.0,15190.0,15120.0,15185.0,3172,39930,40715
2020-08-28 11:00:00.000000000,1598583600000000000,15185.0,15210.0,15170.0,15180.0,1951,40715,40962
2020-08-28 13:00:00.000000000,1598590800000000000,15185.0,15210.0,15165.0,15175.0,1275,40962,41039
2020-08-28 14:00:00.000000000,1598594400000000000,15175.0,15210.0,15145.0,15195.0,2665,41039,40817
2020-08-28 21:00:00.000000000,1598619600000000000,15240.0,15425.0,15180.0,15260.0,5969,40817,41026
2020-08-28 22:00:00.000000000,1598623200000000000,15260.0,15285.0,15245.0,15265.0,1787,41026,41045
2020-08-28 23:00:00.000000000,1598626800000000000,15265.0,15280.0,15255.0,15270.0,955,41045,41135
2020-08-29 00:00:00.000000000,1598630400000000000,15270.0,15295.0,15265.0,15285.0,567,41135,41161
