datetime,datetime_nano,KQ.m@DCE.l.open,KQ.m@DCE.l.high,KQ.m@DCE.l.low,KQ.m@DCE.l.close,KQ.m@DCE.l.volume,KQ.m@DCE.l.open_oi,KQ.m@DCE.l.close_oi
2019-08-29 13:00:00.000000000,1567054800000000000,7095.0,7110.0,7075.0,7090.0,45257,495867,500803
2019-08-29 14:00:00.000000000,1567058400000000000,7090.0,7100.0,7035.0,7055.0,81258,500803,505549
2019-08-29 21:00:00.000000000,1567083600000000000,7075.0,7140.0,7065.0,7090.0,101333,505549,499587
2019-08-29 22:00:00.000000000,1567087200000000000,7090.0,7100.0,7055.0,7080.0,35776,499587,501917
2019-08-30 09:00:00.000000000,1567126800000000000,7085.0,7120.0,7085.0,7115.0,54626,501917,498535
2019-08-30 10:00:00.000000000,1567130400000000000,7115.0,7135.0,7095.0,7115.0,27101,498535,495750
2019-08-30 11:00:00.000000000,1567134000000000000,7115.0,7140.0,7105.0,7130.0,23201,495750,490624
2019-08-30 13:00:00.000000000,1567141200000000000,7130.0,7135.0,7110.0,7120.0,15224,490624,490225
2019-08-30 14:00:00.000000000,1567144800000000000,7120.0,7140.0,7085.0,7135.0,56318,490225,487464
2019-08-30 21:00:00.000000000,1567170000000000000,7140.0,7175.0,7130.0,7140.0,74912,487464,486893
2019-08-30 22:00:00.000000000,1567173600000000000,7140.0,7145.0,7105.0,7115.0,43415,486893,491006
2019-09-02 09:00:00.000000000,1567386000000000000,7110.0,7170.0,7095.0,7160.0,92977,491006,484832
2019-09-02 10:00:00.000000000,1567389600000000000,7160.0,7175.0,7140.0,7165.0,41036,484832,483365
2019-09-02 11:00:00.000000000,1567393200000000000,7165.0,7175.0,7145.0,7165.0,17854,483365,482431
2019-09-02 13:00:00.000000000,1567400400000000000,7165.0,7175.0,7150.0,7165.0,14302,482431,482992
2019-09-02 14:00:00.000000000,1567404000000000000,7165.0,7185.0,7145.0,7185.0,58886,482992,479777
2019-09-02 21:00:00.000000000,1567429200000000000,7180.0,7190.0,7155.0,7180.0,44817,479777,478994
2019-09-02 22:00:00.000000000,1567432800000000000,7180.0,7190.0,7160.0,7170.0,20572,478994,475147
2019-09-03 09:00:00.000000000,1567472400000000000,7165.0,7195.0,7150.0,7180.0,43097,475147,477180
2019-09-03 10:00:00.000000000,1567476000000000000,7180.0,7260.0,7175.0,7225.0,94713,477180,465163
2019-09-03 11:00:00.000000000,1567479600000000000,7225.0,7240.0,7225.0,7235.0,15122,465163,464180
2019-09-03 13:00:00.000000000,1567486800000000000,7235.0,7240.0,7205.0,7205.0,21702,464180,466765
2019-09-03 14:00:00.000000000,1567490400000000000,7205.0,7210.0,7155.0,7170.0,81096,466765,474044
2019-09-03 21:00:00.000000000,1567515600000000000,7170.0,7210.0,7155.0,7195.0,61957,474044,467586
2019-09-03 22:00:00.000000000,1567519200000000000,7195.0,7210.0,7190.0,7210.0,13964,467586,465217
2019-09-04 09:00:00.000000000,1567558800000000000,7210.0,7250.0,7205.0,7230.0,59598,465217,461256
2019-09-04 10:00:00.000000000,1567562400000000000,7230.0,7245.0,7220.0,7240.0,27912,461256,459589
2019-09-04 11:00:00.000000000,1567566000000000000,7240.0,7245.0,7225.0,7230.0,11011,459589,459333
2019-09-04 13:00:00.000000000,1567573200000000000,7230.0,7240.0,7205.0,7215.0,18923,459333,464432
2019-09-04 14:00:00.000000000,1567576800000000000,7215.0,7275.0,7210.0,7255.0,62087,464432,452380
2019-09-04 21:00:00.000000000,1567602000000000000,7270.0,7285.0,7250.0,7255.0,53707,452380,451230
2019-09-04 22:00:00.000000000,1567605600000000000,7255.0,7275.0,7240.0,7265.0,29760,451230,451078
2019-09-05 09:00:00.000000000,1567645200000000000,7270.0,7300.0,7265.0,7280.0,68229,451078,445029
2019-09-05 10:00:00.000000000,1567648800000000000,7280.0,7300.0,7275.0,7290.0,23894,445029,447536
2019-09-05 11:00:00.000000000,1567652400000000000,7290.0,7295.0,7270.0,7280.0,13204,447536,447991
2019-09-05 13:00:00.000000000,1567659600000000000,7280.0,7295.0,7275.0,7280.0,10496,447991,450056
2019-09-05 14:00:00.000000000,1567663200000000000,7280.0,7285.0,7230.0,7240.0,64532,450056,450290
2019-09-05 21:00:00.000000000,1567688400000000000,7250.0,7280.0,7240.0,7265.0,35856,450290,451589
2019-09-05 22:00:00.000000000,1567692000000000000,7265.0,7275.0,7260.0,7270.0,16880,451589,449762
2019-09-06 09:00:00.000000000,1567731600000000000,7250.0,7290.0,7240.0,7265.0,49675,449762,451535
2019-09-06 10:00:00.000000000,1567735200000000000,7265.0,7275.0,7230.0,7250.0,35798,451535,454987
2019-09-06 11:00:00.000000000,1567738800000000000,7250.0,7250.0,7195.0,7200.0,43298,454987,465769
2019-09-06 13:00:00.000000000,1567746000000000000,7200.0,7200.0,7175.0,7190.0,41267,465769,471792
2019-09-06 14:00:00.000000000,1567749600000000000,7190.0,7200.0,7165.0,7195.0,48672,471792,467817
2019-09-06 21:00:00.000000000,1567774800000000000,7210.0,7235.0,7200.0,7220.0,58039,467817,467106
2019-09-06 22:00:00.000000000,1567778400000000000,7220.0,7230.0,7200.0,7220.0,32323,467106,463513
2019-09-09 09:00:00.000000000,1567990800000000000,7230.0,7280.0,7230.0,7275.0,64293,463513,460033
2019-09-09 10:00:00.000000000,1567994400000000000,7275.0,7295.0,7265.0,7280.0,39702,460033,453375
2019-09-09 11:00:00.000000000,1567998000000000000,7280.0,7290.0,7270.0,7280.0,11807,453375,453694
2019-09-09 13:00:00.000000000,1568005200000000000,7280.0,7320.0,7270.0,7315.0,54916,453694,447713
2019-09-09 14:00:00.000000000,1568008800000000000,7315.0,7350.0,7300.0,7350.0,51359,447713,435842
2019-09-09 21:00:00.000000000,1568034000000000000,7345.0,7350.0,7290.0,7295.0,63444,435842,441257
2019-09-09 22:00:00.000000000,1568037600000000000,7295.0,7320.0,7290.0,7310.0,26947,441257,439579
2019-09-10 09:00:00.000000000,1568077200000000000,7315.0,7340.0,7290.0,7310.0,46698,439579,441684
2019-09-10 10:00:00.000000000,1568080800000000000,7310.0,7330.0,7290.0,7295.0,27635,441684,438411
2019-09-10 11:00:00.000000000,1568084400000000000,7295.0,7305.0,7265.0,7280.0,35844,438411,444446
2019-09-10 13:00:00.000000000,1568091600000000000,7280.0,7295.0,7270.0,7270.0,19001,444446,446917
2019-09-10 14:00:00.000000000,1568095200000000000,7270.0,7295.0,7265.0,7290.0,26115,446917,442984
2019-09-10 21:00:00.000000000,1568120400000000000,7300.0,7305.0,7275.0,7280.0,32057,442984,442647
2019-09-10 22:00:00.000000000,1568124000000000000,7280.0,7325.0,7275.0,7315.0,32973,442647,439049
2019-09-11 09:00:00.000000000,1568163600000000000,7315.0,7325.0,7270.0,7285.0,54615,439049,435491
2019-09-11 10:00:00.000000000,1568167200000000000,7285.0,7300.0,7280.0,7285.0,15832,435491,434663
2019-09-11 11:00:00.000000000,1568170800000000000,7285.0,7315.0,7285.0,7310.0,17716,434663,433726
2019-09-11 13:00:00.000000000,1568178000000000000,7310.0,7315.0,7290.0,7315.0,11695,433726,433535
2019-09-11 14:00:00.000000000,1568181600000000000,7315.0,7320.0,7295.0,7310.0,24253,433535,429013
2019-09-11 21:00:00.000000000,1568206800000000000,7315.0,7345.0,7295.0,7330.0,49044,429013,426200
2019-09-11 22:00:00.000000000,1568210400000000000,7330.0,7340.0,7320.0,7330.0,11760,426200,423790
2019-09-12 09:00:00.000000000,1568250000000000000,7325.0,7350.0,7295.0,7305.0,67043,423790,415003
2019-09-12 10:00:00.000000000,1568253600000000000,7305.0,7325.0,7275.0,7275.0,45399,415003,418617
2019-09-12 11:00:00.000000000,1568257200000000000,7275.0,7290.0,7255.0,7260.0,32195,418617,423141
2019-09-12 13:00:00.000000000,1568264400000000000,7260.0,7280.0,7260.0,7270.0,15659,423141,421635
2019-09-12 14:00:00.000000000,1568268000000000000,7270.0,7305.0,7265.0,7290.0,33651,421635,413966
2019-09-16 09:00:00.000000000,1568595600000000000,7485.0,7575.0,7390.0,7565.0,245859,413966,373024
2019-09-16 10:00:00.000000000,1568599200000000000,7565.0,7565.0,7495.0,7505.0,80943,373024,363923
2019-09-16 11:00:00.000000000,1568602800000000000,7505.0,7555.0,7500.0,7535.0,28479,363923,363942
2019-09-16 13:00:00.000000000,1568610000000000000,7540.0,7575.0,7535.0,7565.0,40010,363942,364183
2019-09-16 14:00:00.000000000,1568613600000000000,7565.0,7670.0,7565.0,7630.0,158497,364183,353416
2019-09-16 21:00:00.000000000,1568638800000000000,7675.0,7790.0,7655.0,7755.0,217041,353416,359088
2019-09-16 22:00:00.000000000,1568642400000000000,7755.0,7800.0,7740.0,7780.0,113389,359088,350906
2019-09-17 09:00:00.000000000,1568682000000000000,7795.0,7830.0,7770.0,7775.0,256153,350906,355188
2019-09-17 10:00:00.000000000,1568685600000000000,7775.0,7830.0,7775.0,7830.0,75873,355188,364358
2019-09-17 11:00:00.000000000,1568689200000000000,7830.0,7830.0,7815.0,7825.0,33425,364358,366307
2019-09-17 13:00:00.000000000,1568696400000000000,7825.0,7830.0,7820.0,7830.0,29587,366307,370329
2019-09-17 14:00:00.000000000,1568700000000000000,7830.0,7830.0,7830.0,7830.0,4407,370329,369360
2019-09-17 21:00:00.000000000,1568725200000000000,7880.0,7900.0,7590.0,7655.0,399858,369360,332342
2019-09-17 22:00:00.000000000,1568728800000000000,7655.0,7665.0,7615.0,7635.0,119488,332342,325064
2019-09-18 09:00:00.000000000,1568768400000000000,7625.0,7655.0,7550.0,7650.0,191984,325064,337756
2019-09-18 10:00:00.000000000,1568772000000000000,7650.0,7660.0,7610.0,7630.0,44278,337756,335726
2019-09-18 11:00:00.000000000,1568775600000000000,7630.0,7680.0,7630.0,7650.0,30125,335726,331616
2019-09-18 13:00:00.000000000,1568782800000000000,7650.0,7690.0,7640.0,7680.0,37645,331616,334421
2019-09-18 14:00:00.000000000,1568786400000000000,7680.0,7700.0,7670.0,7675.0,48577,334421,326578
2019-09-18 21:00:00.000000000,1568811600000000000,7665.0,7720.0,7655.0,7670.0,122581,326578,339949
2019-09-18 22:00:00.000000000,1568815200000000000,7670.0,7715.0,7650.0,7695.0,69193,339949,340914
2019-09-19 09:00:00.000000000,1568854800000000000,7700.0,7720.0,7680.0,7710.0,43594,340914,345560
2019-09-19 10:00:00.000000000,1568858400000000000,7710.0,7835.0,7695.0,7820.0,159537,345560,356836
2019-09-19 11:00:00.000000000,1568862000000000000,7820.0,7845.0,7785.0,7830.0,89944,356836,363092
2019-09-19 13:00:00.000000000,1568869200000000000,7835.0,7840.0,7745.0,7775.0,122496,363092,369274
2019-09-19 14:00:00.000000000,1568872800000000000,7775.0,7790.0,7655.0,7690.0,167105,369274,356254
2019-09-19 21:00:00.000000000,1568898000000000000,7770.0,7795.0,7720.0,7735.0,157419,356254,375151
2019-09-19 22:00:00.000000000,1568901600000000000,7735.0,7735.0,7670.0,7715.0,90626,375151,366619
2019-09-20 09:00:00.000000000,1568941200000000000,7715.0,7740.0,7695.0,7710.0,77271,366619,372511
2019-09-20 10:00:00.000000000,1568944800000000000,7710.0,7745.0,7695.0,7745.0,42028,372511,372693
2019-09-20 11:00:00.000000000,1568948400000000000,7745.0,7750.0,7720.0,7735.0,28379,372693,373791
2019-09-20 13:00:00.000000000,1568955600000000000,7735.0,7735.0,7690.0,7695.0,39480,373791,371885
2019-09-20 14:00:00.000000000,1568959200000000000,7695.0,7740.0,7630.0,7640.0,135627,371885,357572
2019-09-20 21:00:00.000000000,1568984400000000000,7665.0,7685.0,7645.0,7660.0,70982,357572,360354
2019-09-20 22:00:00.000000000,1568988000000000000,7660.0,7675.0,7650.0,7670.0,32354,360354,355024
2019-09-23 09:00:00.000000000,1569200400000000000,7675.0,7745.0,7635.0,7635.0,154122,355024,361584
2019-09-23 10:00:00.000000000,1569204000000000000,7635.0,7665.0,7615.0,7630.0,62777,361584,360753
2019-09-23 11:00:00.000000000,1569207600000000000,7630.0,7665.0,7625.0,7650.0,24846,360753,358256
2019-09-23 13:00:00.000000000,1569214800000000000,7655.0,7655.0,7605.0,7605.0,45867,358256,362705
2019-09-23 14:00:00.000000000,1569218400000000000,7605.0,7635.0,7600.0,7630.0,53929,362705,357794
2019-09-23 21:00:00.000000000,1569243600000000000,7625.0,7640.0,7580.0,7620.0,84541,357794,362046
2019-09-23 22:00:00.000000000,1569247200000000000,7620.0,7630.0,7605.0,7620.0,22389,362046,357693
2019-09-24 09:00:00.000000000,1569286800000000000,7625.0,7635.0,7580.0,7605.0,58021,357693,360440
2019-09-24 10:00:00.000000000,1569290400000000000,7605.0,7620.0,7565.0,7570.0,40325,360440,361075
2019-09-24 11:00:00.000000000,1569294000000000000,7570.0,7595.0,7565.0,7595.0,17099,361075,360926
2019-09-24 13:00:00.000000000,1569301200000000000,7590.0,7620.0,7580.0,7610.0,32265,360926,361678
2019-09-24 14:00:00.000000000,1569304800000000000,7610.0,7665.0,7590.0,7625.0,88476,361678,360619
2019-09-24 21:00:00.000000000,1569330000000000000,7620.0,7655.0,7615.0,7640.0,59934,360619,364739
2019-09-24 22:00:00.000000000,1569333600000000000,7640.0,7645.0,7605.0,7630.0,40697,364739,358496
2019-09-25 09:00:00.000000000,1569373200000000000,7610.0,7630.0,7595.0,7610.0,57837,358496,359879
2019-09-25 10:00:00.000000000,1569376800000000000,7610.0,7620.0,7560.0,7605.0,68835,359879,352627
2019-09-25 11:00:00.000000000,1569380400000000000,7605.0,7625.0,7580.0,7620.0,25584,352627,350859
2019-09-25 13:00:00.000000000,1569387600000000000,7615.0,7620.0,7590.0,7605.0,26660,350859,351164
2019-09-25 14:00:00.000000000,1569391200000000000,7605.0,7605.0,7565.0,7575.0,71914,351164,350151
2019-09-25 21:00:00.000000000,1569416400000000000,7565.0,7575.0,7540.0,7555.0,77979,350151,354902
2019-09-25 22:00:00.000000000,1569420000000000000,7555.0,7570.0,7535.0,7565.0,48422,354902,351460
2019-09-26 09:00:00.000000000,1569459600000000000,7570.0,7600.0,7565.0,7570.0,55835,351460,345902
2019-09-26 10:00:00.000000000,1569463200000000000,7570.0,7575.0,7535.0,7545.0,41251,345902,348132
2019-09-26 11:00:00.000000000,1569466800000000000,7545.0,7550.0,7495.0,7515.0,56944,348132,343372
2019-09-26 13:00:00.000000000,1569474000000000000,7515.0,7540.0,7505.0,7515.0,23918,343372,341747
2019-09-26 14:00:00.000000000,1569477600000000000,7515.0,7535.0,7475.0,7530.0,76257,341747,326976
2019-09-26 21:00:00.000000000,1569502800000000000,7535.0,7535.0,7510.0,7520.0,26123,326976,324382
2019-09-26 22:00:00.000000000,1569506400000000000,7520.0,7540.0,7505.0,7510.0,28121,324382,321435
2019-09-27 09:00:00.000000000,1569546000000000000,7520.0,7525.0,7485.0,7495.0,38899,321435,320171
2019-09-27 10:00:00.000000000,1569549600000000000,7495.0,7510.0,7480.0,7500.0,18687,320171,319370
2019-09-27 11:00:00.000000000,1569553200000000000,7500.0,7500.0,7480.0,7480.0,7492,319370,319413
2019-09-27 13:00:00.000000000,1569560400000000000,7480.0,7485.0,7460.0,7465.0,19264,319413,319109
2019-09-27 14:00:00.000000000,1569564000000000000,7465.0,7475.0,7425.0,7470.0,54248,319109,310447
2019-09-27 21:00:00.000000000,1569589200000000000,7460.0,7485.0,7440.0,7475.0,47964,310447,309749
2019-09-27 22:00:00.000000000,1569592800000000000,7475.0,7515.0,7470.0,7490.0,35130,309749,307783
2019-09-30 09:00:00.000000000,1569805200000000000,7485.0,7525.0,7485.0,7505.0,44771,307783,310154
2019-09-30 10:00:00.000000000,1569808800000000000,7505.0,7520.0,7495.0,7495.0,10999,310154,309040
2019-09-30 11:00:00.000000000,1569812400000000000,7495.0,7510.0,7490.0,7500.0,6965,309040,308498
2019-09-30 13:00:00.000000000,1569819600000000000,7500.0,7525.0,7495.0,7515.0,18042,308498,309077
2019-09-30 14:00:00.000000000,1569823200000000000,7515.0,7545.0,7510.0,7535.0,39630,309077,303282
2019-10-08 09:00:00.000000000,1570496400000000000,7515.0,7535.0,7345.0,7355.0,138596,303282,312160
2019-10-08 10:00:00.000000000,1570500000000000000,7355.0,7390.0,7350.0,7385.0,28843,312160,310910
2019-10-08 11:00:00.000000000,1570503600000000000,7385.0,7425.0,7375.0,7415.0,31283,310910,307814
2019-10-08 13:00:00.000000000,1570510800000000000,7410.0,7415.0,7400.0,7410.0,9973,307814,307586
2019-10-08 14:00:00.000000000,1570514400000000000,7410.0,7435.0,7405.0,7410.0,32270,307586,303786
2019-10-08 21:00:00.000000000,1570539600000000000,7385.0,7425.0,7370.0,7410.0,40982,303786,309760
2019-10-08 22:00:00.000000000,1570543200000000000,7410.0,7430.0,7405.0,7425.0,20297,309760,310765
2019-10-09 09:00:00.000000000,1570582800000000000,7455.0,7480.0,7375.0,7395.0,69770,310765,318245
2019-10-09 10:00:00.000000000,1570586400000000000,7395.0,7420.0,7390.0,7405.0,17327,318245,315502
2019-10-09 11:00:00.000000000,1570590000000000000,7405.0,7410.0,7390.0,7400.0,12527,315502,314451
2019-10-09 13:00:00.000000000,1570597200000000000,7395.0,7400.0,7385.0,7390.0,7800,314451,314033
2019-10-09 14:00:00.000000000,1570600800000000000,7390.0,7425.0,7390.0,7390.0,27035,314033,312339
2019-10-09 21:00:00.000000000,1570626000000000000,7400.0,7430.0,7390.0,7420.0,27688,312339,314790
2019-10-09 22:00:00.000000000,1570629600000000000,7420.0,7435.0,7395.0,7420.0,25617,314790,311328
2019-10-10 09:00:00.000000000,1570669200000000000,7410.0,7410.0,7380.0,7390.0,46890,311328,314231
2019-10-10 10:00:00.000000000,1570672800000000000,7390.0,7410.0,7380.0,7385.0,29630,314231,314057
2019-10-10 11:00:00.000000000,1570676400000000000,7385.0,7400.0,7380.0,7390.0,6632,314057,313410
2019-10-10 13:00:00.000000000,1570683600000000000,7395.0,7400.0,7380.0,7395.0,12498,313410,315316
2019-10-10 14:00:00.000000000,1570687200000000000,7395.0,7405.0,7355.0,7385.0,62692,315316,316070
2019-10-10 21:00:00.000000000,1570712400000000000,7405.0,7425.0,7390.0,7415.0,40794,316070,317905
2019-10-10 22:00:00.000000000,1570716000000000000,7415.0,7460.0,7410.0,7445.0,36150,317905,316727
2019-10-11 09:00:00.000000000,1570755600000000000,7455.0,7475.0,7400.0,7410.0,79221,316727,323403
2019-10-11 10:00:00.000000000,1570759200000000000,7410.0,7415.0,7375.0,7390.0,36762,323403,326898
2019-10-11 11:00:00.000000000,1570762800000000000,7390.0,7395.0,7365.0,7395.0,26598,326898,324964
2019-10-11 13:00:00.000000000,1570770000000000000,7400.0,7445.0,7400.0,7425.0,38731,324964,318294
2019-10-11 14:00:00.000000000,1570773600000000000,7425.0,7445.0,7420.0,7430.0,37750,318294,315186
2019-10-11 21:00:00.000000000,1570798800000000000,7420.0,7445.0,7410.0,7425.0,46468,315186,316297
2019-10-11 22:00:00.000000000,1570802400000000000,7425.0,7440.0,7420.0,7420.0,16699,316297,316507
2019-10-14 09:00:00.000000000,1571014800000000000,7425.0,7510.0,7425.0,7505.0,89438,316507,313112
2019-10-14 10:00:00.000000000,1571018400000000000,7505.0,7575.0,7495.0,7550.0,87912,313112,312687
2019-10-14 11:00:00.000000000,1571022000000000000,7550.0,7560.0,7535.0,7535.0,30863,312687,317288
2019-10-14 13:00:00.000000000,1571029200000000000,7540.0,7540.0,7510.0,7510.0,24898,317288,318035
2019-10-14 14:00:00.000000000,1571032800000000000,7510.0,7525.0,7490.0,7520.0,52969,318035,317184
2019-10-14 21:00:00.000000000,1571058000000000000,7495.0,7510.0,7480.0,7500.0,34880,317184,320001
2019-10-14 22:00:00.000000000,1571061600000000000,7500.0,7500.0,7470.0,7485.0,15343,320001,318407
2019-10-15 09:00:00.000000000,1571101200000000000,7485.0,7505.0,7480.0,7490.0,38331,318407,316666
2019-10-15 10:00:00.000000000,1571104800000000000,7490.0,7500.0,7480.0,7485.0,12016,316666,316650
2019-10-15 11:00:00.000000000,1571108400000000000,7485.0,7490.0,7455.0,7460.0,20538,316650,318013
2019-10-15 13:00:00.000000000,1571115600000000000,7455.0,7460.0,7415.0,7435.0,44775,318013,320305
2019-10-15 14:00:00.000000000,1571119200000000000,7435.0,7465.0,7430.0,7450.0,34057,320305,314473
2019-10-15 21:00:00.000000000,1571144400000000000,7465.0,7480.0,7440.0,7455.0,28385,314473,315327
2019-10-15 22:00:00.000000000,1571148000000000000,7455.0,7485.0,7450.0,7465.0,23913,315327,312227
2019-10-16 09:00:00.000000000,1571187600000000000,7465.0,7475.0,7430.0,7435.0,29302,312227,313832
2019-10-16 10:00:00.000000000,1571191200000000000,7435.0,7440.0,7420.0,7425.0,20941,313832,314972
2019-10-16 11:00:00.000000000,1571194800000000000,7425.0,7435.0,7375.0,7390.0,43937,314972,319848
2019-10-16 13:00:00.000000000,1571202000000000000,7390.0,7410.0,7385.0,7395.0,25148,319848,317636
2019-10-16 14:00:00.000000000,1571205600000000000,7395.0,7435.0,7305.0,7310.0,105354,317636,322332
2019-10-16 21:00:00.000000000,1571230800000000000,7320.0,7325.0,7270.0,7300.0,89166,322332,325421
2019-10-16 22:00:00.000000000,1571234400000000000,7300.0,7305.0,7260.0,7295.0,39753,325421,324615
2019-10-17 09:00:00.000000000,1571274000000000000,7290.0,7295.0,7245.0,7290.0,63436,324615,331552
2019-10-17 10:00:00.000000000,1571277600000000000,7290.0,7305.0,7280.0,7290.0,30430,331552,330799
2019-10-17 11:00:00.000000000,1571281200000000000,7290.0,7310.0,7285.0,7285.0,14444,330799,328802
2019-10-17 13:00:00.000000000,1571288400000000000,7285.0,7295.0,7280.0,7285.0,22574,328802,328888
2019-10-17 14:00:00.000000000,1571292000000000000,7285.0,7305.0,7270.0,7295.0,38877,328888,326131
2019-10-17 21:00:00.000000000,1571317200000000000,7310.0,7315.0,7285.0,7305.0,31611,326131,326920
2019-10-17 22:00:00.000000000,1571320800000000000,7305.0,7310.0,7285.0,7305.0,9408,326920,326047
2019-10-18 09:00:00.000000000,1571360400000000000,7310.0,7315.0,7280.0,7300.0,29375,326047,327780
2019-10-18 10:00:00.000000000,1571364000000000000,7300.0,7305.0,7280.0,7295.0,16218,327780,327058
2019-10-18 11:00:00.000000000,1571367600000000000,7295.0,7345.0,7290.0,7345.0,31991,327058,322287
2019-10-18 13:00:00.000000000,1571374800000000000,7340.0,7345.0,7320.0,7325.0,27347,322287,320892
2019-10-18 14:00:00.000000000,1571378400000000000,7325.0,7360.0,7315.0,7340.0,49812,320892,315100
2019-10-18 21:00:00.000000000,1571403600000000000,7345.0,7350.0,7315.0,7320.0,37715,315100,317010
2019-10-18 22:00:00.000000000,1571407200000000000,7320.0,7330.0,7300.0,7310.0,22607,317010,316098
2019-10-21 09:00:00.000000000,1571619600000000000,7310.0,7315.0,7245.0,7275.0,74473,316098,323534
2019-10-21 10:00:00.000000000,1571623200000000000,7275.0,7280.0,7225.0,7250.0,32485,323534,323583
2019-10-21 11:00:00.000000000,1571626800000000000,7250.0,7255.0,7215.0,7230.0,18909,323583,325039
2019-10-21 13:00:00.000000000,1571634000000000000,7230.0,7265.0,7230.0,7240.0,15486,325039,324138
2019-10-21 14:00:00.000000000,1571637600000000000,7240.0,7270.0,7240.0,7255.0,26594,324138,322660
2019-10-21 21:00:00.000000000,1571662800000000000,7250.0,7270.0,7230.0,7260.0,42401,322660,327184
2019-10-21 22:00:00.000000000,1571666400000000000,7260.0,7275.0,7240.0,7265.0,19257,327184,326177
2019-10-22 09:00:00.000000000,1571706000000000000,7265.0,7270.0,7245.0,7250.0,23588,326177,327307
2019-10-22 10:00:00.000000000,1571709600000000000,7250.0,7265.0,7240.0,7260.0,12187,327307,327424
2019-10-22 11:00:00.000000000,1571713200000000000,7260.0,7260.0,7240.0,7255.0,7815,327424,328418
2019-10-22 13:00:00.000000000,1571720400000000000,7250.0,7255.0,7190.0,7195.0,49682,328418,337838
2019-10-22 14:00:00.000000000,1571724000000000000,7195.0,7270.0,7190.0,7260.0,65212,337838,335076
2019-10-22 21:00:00.000000000,1571749200000000000,7290.0,7345.0,7265.0,7335.0,80567,335076,330376
2019-10-22 22:00:00.000000000,1571752800000000000,7335.0,7345.0,7325.0,7335.0,18316,330376,327499
2019-10-23 09:00:00.000000000,1571792400000000000,7335.0,7345.0,7300.0,7310.0,36988,327499,327868
2019-10-23 10:00:00.000000000,1571796000000000000,7310.0,7335.0,7290.0,7305.0,22336,327868,326184
2019-10-23 11:00:00.000000000,1571799600000000000,7305.0,7315.0,7290.0,7310.0,8078,326184,325700
2019-10-23 13:00:00.000000000,1571806800000000000,7310.0,7340.0,7300.0,7335.0,16310,325700,326183
2019-10-23 14:00:00.000000000,1571810400000000000,7335.0,7340.0,7295.0,7320.0,29638,326183,323797
2019-10-23 21:00:00.000000000,1571835600000000000,7310.0,7340.0,7300.0,7320.0,30451,323797,325578
2019-10-23 22:00:00.000000000,1571839200000000000,7320.0,7360.0,7320.0,7350.0,28279,325578,326258
2019-10-24 09:00:00.000000000,1571878800000000000,7360.0,7370.0,7335.0,7350.0,38006,326258,324562
2019-10-24 10:00:00.000000000,1571882400000000000,7350.0,7355.0,7340.0,7345.0,14915,324562,324591
2019-10-24 11:00:00.000000000,1571886000000000000,7345.0,7355.0,7340.0,7340.0,8604,324591,323986
2019-10-24 13:00:00.000000000,1571893200000000000,7340.0,7395.0,7335.0,7375.0,42612,323986,315840
2019-10-24 14:00:00.000000000,1571896800000000000,7375.0,7385.0,7330.0,7345.0,47248,315840,312338
2019-10-24 21:00:00.000000000,1571922000000000000,7345.0,7360.0,7335.0,7345.0,32171,312338,314018
2019-10-24 22:00:00.000000000,1571925600000000000,7345.0,7365.0,7340.0,7350.0,11874,314018,313052
2019-10-25 09:00:00.000000000,1571965200000000000,7360.0,7375.0,7345.0,7370.0,28553,313052,311935
2019-10-25 10:00:00.000000000,1571968800000000000,7370.0,7375.0,7345.0,7350.0,14267,311935,312298
2019-10-25 11:00:00.000000000,1571972400000000000,7350.0,7355.0,7320.0,7330.0,18064,312298,314398
2019-10-25 13:00:00.000000000,1571979600000000000,7325.0,7335.0,7315.0,7325.0,12472,314398,314257
2019-10-25 14:00:00.000000000,1571983200000000000,7325.0,7325.0,7295.0,7305.0,44936,314257,311711
2019-10-25 21:00:00.000000000,1572008400000000000,7310.0,7335.0,7290.0,7300.0,31064,311711,313398
2019-10-25 22:00:00.000000000,1572012000000000000,7300.0,7320.0,7290.0,7320.0,12906,313398,312207
2019-10-28 09:00:00.000000000,1572224400000000000,7320.0,7340.0,7290.0,7290.0,38288,312207,313167
2019-10-28 10:00:00.000000000,1572228000000000000,7290.0,7295.0,7270.0,7290.0,34094,313167,317012
2019-10-28 11:00:00.000000000,1572231600000000000,7290.0,7320.0,7285.0,7305.0,26705,317012,313375
2019-10-28 13:00:00.000000000,1572238800000000000,7305.0,7310.0,7290.0,7305.0,19710,313375,312397
2019-10-28 14:00:00.000000000,1572242400000000000,7305.0,7310.0,7290.0,7305.0,23050,312397,310057
2019-10-28 21:00:00.000000000,1572267600000000000,7310.0,7325.0,7295.0,7310.0,34305,310057,312018
2019-10-28 22:00:00.000000000,1572271200000000000,7310.0,7315.0,7295.0,7305.0,17533,312018,310130
2019-10-29 09:00:00.000000000,1572310800000000000,7305.0,7310.0,7260.0,7270.0,42496,310130,312668
2019-10-29 10:00:00.000000000,1572314400000000000,7270.0,7285.0,7255.0,7280.0,26490,312668,312438
2019-10-29 11:00:00.000000000,1572318000000000000,7280.0,7290.0,7270.0,7280.0,7904,312438,310940
2019-10-29 13:00:00.000000000,1572325200000000000,7280.0,7290.0,7270.0,7275.0,10093,310940,309813
2019-10-29 14:00:00.000000000,1572328800000000000,7275.0,7285.0,7270.0,7270.0,14010,309813,307777
