datetime,datetime_nano,KQ.m@CZCE.CF.open,KQ.m@CZCE.CF.high,KQ.m@CZCE.CF.low,KQ.m@CZCE.CF.close,KQ.m@CZCE.CF.volume,KQ.m@CZCE.CF.open_oi,KQ.m@CZCE.CF.close_oi
2019-08-30 11:00:00.000000000,1567134000000000000,12475.0,12500.0,12470.0,12490.0,6084,262594,262407
2019-08-30 13:00:00.000000000,1567141200000000000,12495.0,12510.0,12470.0,12485.0,8680,262407,262831
2019-08-30 14:00:00.000000000,1567144800000000000,12485.0,12525.0,12480.0,12520.0,17531,262831,262190
2019-08-30 21:00:00.000000000,1567170000000000000,12530.0,12625.0,12500.0,12600.0,55601,262190,264935
2019-08-30 22:00:00.000000000,1567173600000000000,12600.0,12610.0,12530.0,12545.0,36664,264935,261563
2019-08-30 23:00:00.000000000,1567177200000000000,12545.0,12585.0,12530.0,12550.0,18401,261563,261358
2019-09-02 09:00:00.000000000,1567386000000000000,12535.0,12545.0,12435.0,12470.0,38444,261358,260917
2019-09-02 10:00:00.000000000,1567389600000000000,12470.0,12470.0,12395.0,12435.0,23302,260917,265214
2019-09-02 11:00:00.000000000,1567393200000000000,12435.0,12435.0,12410.0,12410.0,4835,265214,265865
2019-09-02 13:00:00.000000000,1567400400000000000,12420.0,12440.0,12400.0,12430.0,8415,265865,267703
2019-09-02 14:00:00.000000000,1567404000000000000,12430.0,12445.0,12420.0,12435.0,15472,267703,267347
2019-09-02 21:00:00.000000000,1567429200000000000,12450.0,12470.0,12400.0,12420.0,23986,267347,268396
2019-09-02 22:00:00.000000000,1567432800000000000,12420.0,12455.0,12415.0,12425.0,9750,268396,268213
2019-09-02 23:00:00.000000000,1567436400000000000,12425.0,12440.0,12405.0,12405.0,3660,268213,267866
2019-09-03 09:00:00.000000000,1567472400000000000,12405.0,12490.0,12355.0,12460.0,58318,267866,268875
2019-09-03 10:00:00.000000000,1567476000000000000,12460.0,12515.0,12455.0,12470.0,17629,268875,268060
2019-09-03 11:00:00.000000000,1567479600000000000,12470.0,12490.0,12465.0,12480.0,4533,268060,267986
2019-09-03 13:00:00.000000000,1567486800000000000,12475.0,12510.0,12470.0,12490.0,8333,267986,267758
2019-09-03 14:00:00.000000000,1567490400000000000,12490.0,12580.0,12470.0,12520.0,38000,267758,264907
2019-09-03 21:00:00.000000000,1567515600000000000,12520.0,12535.0,12445.0,12475.0,54950,264907,265931
2019-09-03 22:00:00.000000000,1567519200000000000,12475.0,12495.0,12450.0,12475.0,25672,265931,265902
2019-09-03 23:00:00.000000000,1567522800000000000,12475.0,12490.0,12465.0,12475.0,5737,265902,265596
2019-09-04 09:00:00.000000000,1567558800000000000,12455.0,12525.0,12430.0,12485.0,47395,265596,268033
2019-09-04 10:00:00.000000000,1567562400000000000,12485.0,12555.0,12465.0,12520.0,32126,268033,269802
2019-09-04 11:00:00.000000000,1567566000000000000,12520.0,12545.0,12515.0,12535.0,8983,269802,269529
2019-09-04 13:00:00.000000000,1567573200000000000,12530.0,12545.0,12510.0,12525.0,7887,269529,270823
2019-09-04 14:00:00.000000000,1567576800000000000,12525.0,12650.0,12525.0,12610.0,68756,270823,276655
2019-09-04 21:00:00.000000000,1567602000000000000,12640.0,12690.0,12590.0,12610.0,68484,276655,279292
2019-09-04 22:00:00.000000000,1567605600000000000,12610.0,12615.0,12555.0,12560.0,31431,279292,279244
2019-09-04 23:00:00.000000000,1567609200000000000,12560.0,12580.0,12550.0,12555.0,16064,279244,279351
2019-09-05 09:00:00.000000000,1567645200000000000,12565.0,12720.0,12560.0,12665.0,81067,279351,278674
2019-09-05 10:00:00.000000000,1567648800000000000,12665.0,12725.0,12660.0,12690.0,31618,278674,279488
2019-09-05 11:00:00.000000000,1567652400000000000,12690.0,12725.0,12670.0,12680.0,17353,279488,279780
2019-09-05 13:00:00.000000000,1567659600000000000,12685.0,12750.0,12680.0,12725.0,31034,279780,283182
2019-09-05 14:00:00.000000000,1567663200000000000,12725.0,12730.0,12625.0,12670.0,42928,283182,279091
2019-09-05 21:00:00.000000000,1567688400000000000,12700.0,12810.0,12680.0,12800.0,82741,279091,285735
2019-09-05 22:00:00.000000000,1567692000000000000,12800.0,12875.0,12740.0,12860.0,68418,285735,285134
2019-09-05 23:00:00.000000000,1567695600000000000,12860.0,12885.0,12820.0,12820.0,34530,285134,283083
2019-09-06 09:00:00.000000000,1567731600000000000,12820.0,13160.0,12815.0,13050.0,261814,283083,277228
2019-09-06 10:00:00.000000000,1567735200000000000,13050.0,13080.0,12965.0,13005.0,61554,277228,278495
2019-09-06 11:00:00.000000000,1567738800000000000,13005.0,13015.0,12970.0,12990.0,17090,278495,279303
2019-09-06 13:00:00.000000000,1567746000000000000,12995.0,13015.0,12845.0,12880.0,66516,279303,279061
2019-09-06 14:00:00.000000000,1567749600000000000,12880.0,12935.0,12780.0,12925.0,88682,279061,276368
2019-09-06 21:00:00.000000000,1567774800000000000,12935.0,12965.0,12835.0,12870.0,66127,276368,280602
2019-09-06 22:00:00.000000000,1567778400000000000,12870.0,12880.0,12820.0,12850.0,27999,280602,282107
2019-09-06 23:00:00.000000000,1567782000000000000,12850.0,12875.0,12845.0,12845.0,12871,282107,281578
2019-09-09 09:00:00.000000000,1567990800000000000,12850.0,12940.0,12850.0,12900.0,39577,281578,283241
2019-09-09 10:00:00.000000000,1567994400000000000,12900.0,12900.0,12835.0,12885.0,19093,283241,282359
2019-09-09 11:00:00.000000000,1567998000000000000,12885.0,12900.0,12870.0,12890.0,5505,282359,281835
2019-09-09 13:00:00.000000000,1568005200000000000,12890.0,12900.0,12860.0,12885.0,8729,281835,282864
2019-09-09 14:00:00.000000000,1568008800000000000,12885.0,12920.0,12880.0,12890.0,22501,282864,281018
2019-09-09 21:00:00.000000000,1568034000000000000,12885.0,12975.0,12870.0,12945.0,55682,281018,286991
2019-09-09 22:00:00.000000000,1568037600000000000,12945.0,12995.0,12920.0,12990.0,38751,286991,286743
2019-09-09 23:00:00.000000000,1568041200000000000,12990.0,12990.0,12960.0,12965.0,14111,286743,286292
2019-09-10 09:00:00.000000000,1568077200000000000,12965.0,12975.0,12905.0,12950.0,33501,286292,284421
2019-09-10 10:00:00.000000000,1568080800000000000,12950.0,12965.0,12860.0,12920.0,29299,284421,280766
2019-09-10 11:00:00.000000000,1568084400000000000,12920.0,12990.0,12915.0,12950.0,20775,280766,280141
2019-09-10 13:00:00.000000000,1568091600000000000,12950.0,12970.0,12935.0,12960.0,12052,280141,278619
2019-09-10 14:00:00.000000000,1568095200000000000,12960.0,12975.0,12920.0,12940.0,27197,278619,274200
2019-09-10 21:00:00.000000000,1568120400000000000,12940.0,12990.0,12910.0,12950.0,40079,274200,274487
2019-09-10 22:00:00.000000000,1568124000000000000,12950.0,12995.0,12945.0,12975.0,35775,274487,276632
2019-09-10 23:00:00.000000000,1568127600000000000,12975.0,12985.0,12960.0,12965.0,7547,276632,275529
2019-09-11 09:00:00.000000000,1568163600000000000,12955.0,12995.0,12940.0,12960.0,38033,275529,271641
2019-09-11 10:00:00.000000000,1568167200000000000,12960.0,12980.0,12955.0,12960.0,8416,271641,270969
2019-09-11 11:00:00.000000000,1568170800000000000,12960.0,12980.0,12955.0,12965.0,5821,270969,270209
2019-09-11 13:00:00.000000000,1568178000000000000,12960.0,13000.0,12955.0,12975.0,16385,270209,272201
2019-09-11 14:00:00.000000000,1568181600000000000,12975.0,13025.0,12930.0,12975.0,60912,272201,265053
2019-09-11 21:00:00.000000000,1568206800000000000,12985.0,13005.0,12840.0,12870.0,76702,265053,264400
2019-09-11 22:00:00.000000000,1568210400000000000,12870.0,12905.0,12865.0,12885.0,18525,264400,262136
2019-09-11 23:00:00.000000000,1568214000000000000,12885.0,12925.0,12885.0,12920.0,8003,262136,259853
2019-09-12 09:00:00.000000000,1568250000000000000,13005.0,13050.0,12905.0,12910.0,52624,259853,257767
2019-09-12 10:00:00.000000000,1568253600000000000,12910.0,12950.0,12905.0,12945.0,9180,257767,258158
2019-09-12 11:00:00.000000000,1568257200000000000,12945.0,12950.0,12930.0,12950.0,4939,258158,257688
2019-09-12 13:00:00.000000000,1568264400000000000,12950.0,12970.0,12945.0,12965.0,7028,257688,257693
2019-09-12 14:00:00.000000000,1568268000000000000,12965.0,12990.0,12950.0,12970.0,31565,257693,257286
2019-09-16 09:00:00.000000000,1568595600000000000,13265.0,13285.0,13085.0,13140.0,85765,257286,260610
2019-09-16 10:00:00.000000000,1568599200000000000,13140.0,13165.0,13125.0,13145.0,15466,260610,260475
2019-09-16 11:00:00.000000000,1568602800000000000,13145.0,13145.0,13110.0,13120.0,7730,260475,260487
2019-09-16 13:00:00.000000000,1568610000000000000,13120.0,13140.0,13055.0,13055.0,18286,260487,261773
2019-09-16 14:00:00.000000000,1568613600000000000,13055.0,13095.0,13050.0,13070.0,27953,261773,261879
2019-09-16 21:00:00.000000000,1568638800000000000,13090.0,13115.0,13035.0,13095.0,36754,261879,263227
2019-09-16 22:00:00.000000000,1568642400000000000,13095.0,13105.0,13065.0,13095.0,15229,263227,263552
2019-09-16 23:00:00.000000000,1568646000000000000,13095.0,13125.0,13085.0,13105.0,9780,263552,263310
2019-09-17 09:00:00.000000000,1568682000000000000,13105.0,13115.0,13070.0,13090.0,25446,263310,265589
2019-09-17 10:00:00.000000000,1568685600000000000,13090.0,13095.0,13055.0,13065.0,11767,265589,266009
2019-09-17 11:00:00.000000000,1568689200000000000,13065.0,13075.0,13025.0,13075.0,12896,266009,266482
2019-09-17 13:00:00.000000000,1568696400000000000,13070.0,13095.0,13065.0,13085.0,9974,266482,266858
2019-09-17 14:00:00.000000000,1568700000000000000,13085.0,13090.0,13055.0,13070.0,16127,266858,265269
2019-09-17 21:00:00.000000000,1568725200000000000,13070.0,13155.0,13040.0,13085.0,72735,265269,269009
2019-09-17 22:00:00.000000000,1568728800000000000,13085.0,13090.0,12850.0,12870.0,62560,269009,271643
2019-09-17 23:00:00.000000000,1568732400000000000,12870.0,12940.0,12870.0,12910.0,30516,271643,273195
2019-09-18 09:00:00.000000000,1568768400000000000,12915.0,12935.0,12875.0,12895.0,25273,273195,274906
2019-09-18 10:00:00.000000000,1568772000000000000,12895.0,12900.0,12865.0,12885.0,16027,274906,278159
2019-09-18 11:00:00.000000000,1568775600000000000,12885.0,12905.0,12820.0,12895.0,25130,278159,278505
2019-09-18 13:00:00.000000000,1568782800000000000,12900.0,12915.0,12885.0,12910.0,9435,278505,278349
2019-09-18 14:00:00.000000000,1568786400000000000,12910.0,12930.0,12885.0,12915.0,19157,278349,277385
2019-09-18 21:00:00.000000000,1568811600000000000,12895.0,12910.0,12855.0,12885.0,35288,277385,277222
2019-09-18 22:00:00.000000000,1568815200000000000,12885.0,12895.0,12875.0,12895.0,9844,277222,276961
2019-09-18 23:00:00.000000000,1568818800000000000,12895.0,12905.0,12870.0,12875.0,6798,276961,275838
2019-09-19 09:00:00.000000000,1568854800000000000,12865.0,12935.0,12865.0,12910.0,24959,275838,274774
2019-09-19 10:00:00.000000000,1568858400000000000,12910.0,12950.0,12900.0,12935.0,13459,274774,273484
2019-09-19 11:00:00.000000000,1568862000000000000,12935.0,12945.0,12930.0,12940.0,3993,273484,272620
2019-09-19 13:00:00.000000000,1568869200000000000,12940.0,12945.0,12885.0,12895.0,9457,272620,271562
2019-09-19 14:00:00.000000000,1568872800000000000,12895.0,12920.0,12860.0,12890.0,23190,271562,269157
2019-09-19 21:00:00.000000000,1568898000000000000,12880.0,12940.0,12870.0,12920.0,31117,269157,270742
2019-09-19 22:00:00.000000000,1568901600000000000,12920.0,12925.0,12880.0,12885.0,16549,270742,270310
2019-09-19 23:00:00.000000000,1568905200000000000,12885.0,12915.0,12880.0,12890.0,5983,270310,270056
2019-09-20 09:00:00.000000000,1568941200000000000,12870.0,12900.0,12785.0,12890.0,50663,270056,269222
2019-09-20 10:00:00.000000000,1568944800000000000,12890.0,12940.0,12885.0,12915.0,19218,269222,269254
2019-09-20 11:00:00.000000000,1568948400000000000,12915.0,12920.0,12905.0,12905.0,4109,269254,269366
2019-09-20 13:00:00.000000000,1568955600000000000,12910.0,12990.0,12905.0,12965.0,27735,269366,270859
2019-09-20 14:00:00.000000000,1568959200000000000,12965.0,12970.0,12925.0,12950.0,24799,270859,269536
2019-09-20 21:00:00.000000000,1568984400000000000,12965.0,12970.0,12910.0,12930.0,24682,269536,271106
2019-09-20 22:00:00.000000000,1568988000000000000,12930.0,12935.0,12885.0,12915.0,17893,271106,268927
2019-09-20 23:00:00.000000000,1568991600000000000,12915.0,12925.0,12910.0,12915.0,4791,268927,268115
2019-09-23 09:00:00.000000000,1569200400000000000,12895.0,12900.0,12835.0,12855.0,42566,268115,274961
2019-09-23 10:00:00.000000000,1569204000000000000,12855.0,12860.0,12760.0,12790.0,48370,274961,282427
2019-09-23 11:00:00.000000000,1569207600000000000,12790.0,12835.0,12775.0,12825.0,12268,282427,281971
2019-09-23 13:00:00.000000000,1569214800000000000,12805.0,12815.0,12780.0,12800.0,13509,281971,284407
2019-09-23 14:00:00.000000000,1569218400000000000,12800.0,12850.0,12770.0,12850.0,32388,284407,281131
2019-09-23 21:00:00.000000000,1569243600000000000,12830.0,12880.0,12810.0,12860.0,32629,281131,282229
2019-09-23 22:00:00.000000000,1569247200000000000,12860.0,12870.0,12850.0,12860.0,13529,282229,280902
2019-09-23 23:00:00.000000000,1569250800000000000,12860.0,12880.0,12860.0,12865.0,7961,280902,280029
2019-09-24 09:00:00.000000000,1569286800000000000,12850.0,12860.0,12815.0,12825.0,19691,280029,279494
2019-09-24 10:00:00.000000000,1569290400000000000,12825.0,12835.0,12795.0,12800.0,12710,279494,282021
2019-09-24 11:00:00.000000000,1569294000000000000,12800.0,12825.0,12790.0,12820.0,6470,282021,281385
2019-09-24 13:00:00.000000000,1569301200000000000,12815.0,12820.0,12795.0,12795.0,7645,281385,283355
2019-09-24 14:00:00.000000000,1569304800000000000,12795.0,12805.0,12605.0,12615.0,89387,283355,292856
2019-09-24 21:00:00.000000000,1569330000000000000,12600.0,12645.0,12565.0,12615.0,53878,292856,294299
2019-09-24 22:00:00.000000000,1569333600000000000,12615.0,12620.0,12560.0,12575.0,23258,294299,295050
2019-09-24 23:00:00.000000000,1569337200000000000,12575.0,12605.0,12545.0,12580.0,16757,295050,294826
2019-09-25 09:00:00.000000000,1569373200000000000,12585.0,12635.0,12575.0,12600.0,25559,294826,296633
2019-09-25 10:00:00.000000000,1569376800000000000,12600.0,12610.0,12575.0,12590.0,11473,296633,297485
2019-09-25 11:00:00.000000000,1569380400000000000,12590.0,12620.0,12590.0,12610.0,9458,297485,295179
2019-09-25 13:00:00.000000000,1569387600000000000,12610.0,12615.0,12585.0,12600.0,6288,295179,295746
2019-09-25 14:00:00.000000000,1569391200000000000,12600.0,12605.0,12565.0,12580.0,19690,295746,293907
2019-09-25 21:00:00.000000000,1569416400000000000,12560.0,12565.0,12465.0,12490.0,60770,293907,295678
2019-09-25 22:00:00.000000000,1569420000000000000,12490.0,12505.0,12455.0,12495.0,25841,295678,296632
2019-09-25 23:00:00.000000000,1569423600000000000,12495.0,12535.0,12495.0,12510.0,18927,296632,296141
2019-09-26 09:00:00.000000000,1569459600000000000,12520.0,12545.0,12495.0,12510.0,23007,296141,296292
2019-09-26 10:00:00.000000000,1569463200000000000,12510.0,12515.0,12480.0,12490.0,8986,296292,296838
2019-09-26 11:00:00.000000000,1569466800000000000,12490.0,12490.0,12455.0,12460.0,13193,296838,296849
2019-09-26 13:00:00.000000000,1569474000000000000,12460.0,12485.0,12455.0,12485.0,10922,296849,297133
2019-09-26 14:00:00.000000000,1569477600000000000,12485.0,12490.0,12425.0,12455.0,32289,297133,296285
2019-09-26 21:00:00.000000000,1569502800000000000,12480.0,12490.0,12440.0,12460.0,30258,296285,296363
2019-09-26 22:00:00.000000000,1569506400000000000,12460.0,12465.0,12250.0,12275.0,66621,296363,296802
2019-09-26 23:00:00.000000000,1569510000000000000,12275.0,12315.0,12080.0,12090.0,65936,296802,295224
2019-09-27 09:00:00.000000000,1569546000000000000,12100.0,12165.0,12010.0,12150.0,104104,295224,297104
2019-09-27 10:00:00.000000000,1569549600000000000,12150.0,12260.0,12145.0,12160.0,56669,297104,293870
2019-09-27 11:00:00.000000000,1569553200000000000,12160.0,12160.0,12090.0,12140.0,22789,293870,293568
2019-09-27 13:00:00.000000000,1569560400000000000,12140.0,12160.0,12120.0,12120.0,14942,293568,291625
2019-09-27 14:00:00.000000000,1569564000000000000,12120.0,12185.0,12120.0,12135.0,29030,291625,285887
2019-09-27 21:00:00.000000000,1569589200000000000,12165.0,12190.0,12060.0,12120.0,50750,285887,288500
2019-09-27 22:00:00.000000000,1569592800000000000,12120.0,12180.0,12120.0,12135.0,24023,288500,287464
2019-09-27 23:00:00.000000000,1569596400000000000,12135.0,12175.0,12115.0,12140.0,21460,287464,286483
2019-09-30 09:00:00.000000000,1569805200000000000,12165.0,12165.0,12050.0,12070.0,51980,286483,293492
2019-09-30 10:00:00.000000000,1569808800000000000,12070.0,12085.0,11970.0,12025.0,30311,293492,294766
2019-09-30 11:00:00.000000000,1569812400000000000,12025.0,12045.0,11975.0,12040.0,12866,294766,293372
2019-09-30 13:00:00.000000000,1569819600000000000,12040.0,12060.0,12010.0,12020.0,13280,293372,292936
2019-09-30 14:00:00.000000000,1569823200000000000,12020.0,12060.0,12000.0,12015.0,32550,292936,290200
2019-10-08 09:00:00.000000000,1570496400000000000,12095.0,12145.0,12045.0,12085.0,55970,290200,297137
2019-10-08 10:00:00.000000000,1570500000000000000,12085.0,12135.0,12070.0,12110.0,19501,297137,299752
2019-10-08 11:00:00.000000000,1570503600000000000,12110.0,12150.0,12090.0,12150.0,10784,299752,301415
2019-10-08 13:00:00.000000000,1570510800000000000,12145.0,12175.0,12120.0,12175.0,19253,301415,304257
2019-10-08 14:00:00.000000000,1570514400000000000,12175.0,12195.0,12140.0,12175.0,25913,304257,304034
2019-10-08 21:00:00.000000000,1570539600000000000,12155.0,12320.0,12150.0,12300.0,110913,304034,318191
2019-10-08 22:00:00.000000000,1570543200000000000,12300.0,12345.0,12300.0,12315.0,38892,318191,318211
2019-10-08 23:00:00.000000000,1570546800000000000,12315.0,12325.0,12285.0,12315.0,22547,318211,316885
2019-10-09 09:00:00.000000000,1570582800000000000,12315.0,12315.0,12205.0,12270.0,48949,316885,317957
2019-10-09 10:00:00.000000000,1570586400000000000,12270.0,12310.0,12265.0,12280.0,13125,317957,320009
2019-10-09 11:00:00.000000000,1570590000000000000,12280.0,12290.0,12255.0,12270.0,6386,320009,319724
2019-10-09 13:00:00.000000000,1570597200000000000,12270.0,12325.0,12245.0,12315.0,23818,319724,322592
2019-10-09 14:00:00.000000000,1570600800000000000,12315.0,12365.0,12295.0,12320.0,46160,322592,320884
2019-10-09 21:00:00.000000000,1570626000000000000,12365.0,12445.0,12325.0,12370.0,102539,320884,321769
2019-10-09 22:00:00.000000000,1570629600000000000,12370.0,12380.0,12320.0,12350.0,36018,321769,320267
2019-10-09 23:00:00.000000000,1570633200000000000,12350.0,12375.0,12340.0,12345.0,9684,320267,319184
2019-10-10 09:00:00.000000000,1570669200000000000,12340.0,12375.0,12305.0,12355.0,28576,319184,320803
2019-10-10 10:00:00.000000000,1570672800000000000,12355.0,12365.0,12330.0,12360.0,10483,320803,321124
2019-10-10 11:00:00.000000000,1570676400000000000,12360.0,12370.0,12355.0,12370.0,6363,321124,320522
2019-10-10 13:00:00.000000000,1570683600000000000,12370.0,12375.0,12340.0,12350.0,14416,320522,321594
2019-10-10 14:00:00.000000000,1570687200000000000,12350.0,12380.0,12345.0,12375.0,24272,321594,321120
2019-10-10 21:00:00.000000000,1570712400000000000,12360.0,12370.0,12310.0,12350.0,44099,321120,323090
2019-10-10 22:00:00.000000000,1570716000000000000,12350.0,12380.0,12345.0,12370.0,20419,323090,323656
2019-10-10 23:00:00.000000000,1570719600000000000,12370.0,12390.0,12330.0,12350.0,19628,323656,322315
2019-10-11 09:00:00.000000000,1570755600000000000,12325.0,12375.0,12325.0,12345.0,24120,322315,323536
2019-10-11 10:00:00.000000000,1570759200000000000,12345.0,12365.0,12330.0,12345.0,9439,323536,323500
2019-10-11 11:00:00.000000000,1570762800000000000,12345.0,12365.0,12320.0,12330.0,9645,323500,324008
2019-10-11 13:00:00.000000000,1570770000000000000,12335.0,12385.0,12335.0,12365.0,16303,324008,325297
2019-10-11 14:00:00.000000000,1570773600000000000,12365.0,12400.0,12335.0,12380.0,37843,325297,325734
2019-10-11 21:00:00.000000000,1570798800000000000,12385.0,12580.0,12380.0,12575.0,119979,325734,338125
2019-10-11 22:00:00.000000000,1570802400000000000,12575.0,12615.0,12545.0,12565.0,97336,338125,340146
2019-10-11 23:00:00.000000000,1570806000000000000,12565.0,12605.0,12550.0,12590.0,35156,340146,340467
2019-10-14 09:00:00.000000000,1571014800000000000,12650.0,12830.0,12650.0,12800.0,181468,340467,353133
2019-10-14 10:00:00.000000000,1571018400000000000,12800.0,12810.0,12750.0,12805.0,29468,353133,354228
2019-10-14 11:00:00.000000000,1571022000000000000,12805.0,12810.0,12775.0,12795.0,16252,354228,355118
2019-10-14 13:00:00.000000000,1571029200000000000,12795.0,12795.0,12715.0,12750.0,39506,355118,355387
2019-10-14 14:00:00.000000000,1571032800000000000,12750.0,12785.0,12710.0,12745.0,53269,355387,347555
2019-10-14 21:00:00.000000000,1571058000000000000,12665.0,12720.0,12630.0,12655.0,95068,347555,349675
2019-10-14 22:00:00.000000000,1571061600000000000,12655.0,12665.0,12610.0,12640.0,43693,349675,348474
2019-10-14 23:00:00.000000000,1571065200000000000,12640.0,12640.0,12605.0,12610.0,26711,348474,346550
2019-10-15 09:00:00.000000000,1571101200000000000,12575.0,12600.0,12525.0,12585.0,62668,346550,345741
2019-10-15 10:00:00.000000000,1571104800000000000,12585.0,12620.0,12575.0,12615.0,17304,345741,344298
2019-10-15 11:00:00.000000000,1571108400000000000,12615.0,12625.0,12580.0,12595.0,13302,344298,343678
2019-10-15 13:00:00.000000000,1571115600000000000,12595.0,12595.0,12565.0,12585.0,10146,343678,343441
2019-10-15 14:00:00.000000000,1571119200000000000,12585.0,12595.0,12560.0,12565.0,22257,343441,341661
2019-10-15 21:00:00.000000000,1571144400000000000,12580.0,12730.0,12575.0,12710.0,103776,341661,348030
2019-10-15 22:00:00.000000000,1571148000000000000,12710.0,12710.0,12675.0,12700.0,32879,348030,346747
2019-10-15 23:00:00.000000000,1571151600000000000,12700.0,12740.0,12685.0,12690.0,34667,346747,345693
2019-10-16 09:00:00.000000000,1571187600000000000,12695.0,12720.0,12615.0,12650.0,62382,345693,349977
2019-10-16 10:00:00.000000000,1571191200000000000,12650.0,12660.0,12630.0,12650.0,15289,349977,349176
2019-10-16 11:00:00.000000000,1571194800000000000,12650.0,12650.0,12605.0,12625.0,15728,349176,347498
2019-10-16 13:00:00.000000000,1571202000000000000,12630.0,12630.0,12535.0,12565.0,31966,347498,347333
2019-10-16 14:00:00.000000000,1571205600000000000,12565.0,12590.0,12535.0,12585.0,26413,347333,346310
2019-10-16 21:00:00.000000000,1571230800000000000,12595.0,12610.0,12420.0,12540.0,101395,346310,348180
2019-10-16 22:00:00.000000000,1571234400000000000,12540.0,12635.0,12520.0,12590.0,49107,348180,347031
2019-10-16 23:00:00.000000000,1571238000000000000,12590.0,12635.0,12575.0,12605.0,23672,347031,346251
2019-10-17 09:00:00.000000000,1571274000000000000,12615.0,12690.0,12585.0,12680.0,57792,346251,348968
2019-10-17 10:00:00.000000000,1571277600000000000,12680.0,12720.0,12660.0,12690.0,31123,348968,351583
2019-10-17 11:00:00.000000000,1571281200000000000,12690.0,12700.0,12635.0,12655.0,14681,351583,350048
2019-10-17 13:00:00.000000000,1571288400000000000,12650.0,12655.0,12630.0,12650.0,10365,350048,349864
2019-10-17 14:00:00.000000000,1571292000000000000,12650.0,12675.0,12605.0,12665.0,27345,349864,347645
2019-10-17 21:00:00.000000000,1571317200000000000,12690.0,12760.0,12630.0,12685.0,91812,347645,350517
2019-10-17 22:00:00.000000000,1571320800000000000,12685.0,12690.0,12625.0,12650.0,41093,350517,349058
2019-10-17 23:00:00.000000000,1571324400000000000,12650.0,12660.0,12580.0,12615.0,28777,349058,346792
2019-10-18 09:00:00.000000000,1571360400000000000,12635.0,12695.0,12635.0,12670.0,29409,346792,348636
2019-10-18 10:00:00.000000000,1571364000000000000,12670.0,12695.0,12655.0,12670.0,15215,348636,349076
2019-10-18 11:00:00.000000000,1571367600000000000,12670.0,12680.0,12655.0,12660.0,6113,349076,348281
2019-10-18 13:00:00.000000000,1571374800000000000,12665.0,12685.0,12630.0,12640.0,11237,348281,347690
2019-10-18 14:00:00.000000000,1571378400000000000,12640.0,12705.0,12640.0,12685.0,30175,347690,345624
2019-10-18 21:00:00.000000000,1571403600000000000,12695.0,12710.0,12615.0,12690.0,41966,345624,347095
2019-10-18 22:00:00.000000000,1571407200000000000,12690.0,12730.0,12660.0,12690.0,37560,347095,346453
2019-10-18 23:00:00.000000000,1571410800000000000,12690.0,12695.0,12650.0,12675.0,14766,346453,343881
2019-10-21 09:00:00.000000000,1571619600000000000,12695.0,12785.0,12690.0,12745.0,66753,343881,346981
2019-10-21 10:00:00.000000000,1571623200000000000,12745.0,12840.0,12735.0,12740.0,66783,346981,349242
2019-10-21 11:00:00.000000000,1571626800000000000,12740.0,12750.0,12640.0,12685.0,35976,349242,348672
2019-10-21 13:00:00.000000000,1571634000000000000,12685.0,12720.0,12685.0,12700.0,14886,348672,349421
2019-10-21 14:00:00.000000000,1571637600000000000,12700.0,12705.0,12650.0,12660.0,27999,349421,347003
2019-10-21 21:00:00.000000000,1571662800000000000,12675.0,12715.0,12650.0,12685.0,33956,347003,349834
2019-10-21 22:00:00.000000000,1571666400000000000,12685.0,12695.0,12665.0,12675.0,17034,349834,349575
2019-10-21 23:00:00.000000000,1571670000000000000,12675.0,12700.0,12660.0,12665.0,21192,349575,347893
2019-10-22 09:00:00.000000000,1571706000000000000,12655.0,12655.0,12560.0,12610.0,70103,347893,351195
2019-10-22 10:00:00.000000000,1571709600000000000,12610.0,12675.0,12600.0,12665.0,19171,351195,349493
2019-10-22 11:00:00.000000000,1571713200000000000,12665.0,12745.0,12665.0,12710.0,41835,349493,347327
2019-10-22 13:00:00.000000000,1571720400000000000,12705.0,12710.0,12685.0,12695.0,14512,347327,347561
2019-10-22 14:00:00.000000000,1571724000000000000,12695.0,12760.0,12690.0,12735.0,36407,347561,347825
2019-10-22 21:00:00.000000000,1571749200000000000,12765.0,12850.0,12740.0,12780.0,119330,347825,356070
2019-10-22 22:00:00.000000000,1571752800000000000,12780.0,12785.0,12745.0,12775.0,25917,356070,355909
2019-10-22 23:00:00.000000000,1571756400000000000,12775.0,12775.0,12745.0,12760.0,19497,355909,354436
2019-10-23 09:00:00.000000000,1571792400000000000,12735.0,12760.0,12705.0,12720.0,33892,354436,354579
2019-10-23 10:00:00.000000000,1571796000000000000,12720.0,12770.0,12720.0,12755.0,14456,354579,355522
2019-10-23 11:00:00.000000000,1571799600000000000,12755.0,12760.0,12710.0,12720.0,11044,355522,355903
2019-10-23 13:00:00.000000000,1571806800000000000,12720.0,12735.0,12670.0,12710.0,27540,355903,354562
2019-10-23 14:00:00.000000000,1571810400000000000,12710.0,12755.0,12705.0,12745.0,23801,354562,352062
2019-10-23 21:00:00.000000000,1571835600000000000,12725.0,12785.0,12715.0,12755.0,43623,352062,355065
2019-10-23 22:00:00.000000000,1571839200000000000,12755.0,12775.0,12745.0,12765.0,19996,355065,354102
2019-10-23 23:00:00.000000000,1571842800000000000,12765.0,12775.0,12750.0,12750.0,8528,354102,352607
