datetime,datetime_nano,KQ.m@DCE.v.open,KQ.m@DCE.v.high,KQ.m@DCE.v.low,KQ.m@DCE.v.close,KQ.m@DCE.v.volume,KQ.m@DCE.v.open_oi,KQ.m@DCE.v.close_oi
2019-10-09 11:00:00.000000000,1570590000000000000,6400.0,6405.0,6390.0,6400.0,5715,157446,157574
2019-10-09 13:00:00.000000000,1570597200000000000,6405.0,6405.0,6390.0,6390.0,4995,157574,158897
2019-10-09 14:00:00.000000000,1570600800000000000,6390.0,6400.0,6375.0,6390.0,17834,158897,160138
2019-10-09 21:00:00.000000000,1570626000000000000,6380.0,6410.0,6380.0,6405.0,10886,160138,159902
2019-10-09 22:00:00.000000000,1570629600000000000,6405.0,6410.0,6400.0,6405.0,3543,159902,159571
2019-10-10 09:00:00.000000000,1570669200000000000,6405.0,6405.0,6365.0,6375.0,17302,159571,163791
2019-10-10 10:00:00.000000000,1570672800000000000,6375.0,6385.0,6370.0,6375.0,8566,163791,163732
2019-10-10 11:00:00.000000000,1570676400000000000,6375.0,6400.0,6375.0,6395.0,4971,163732,163354
2019-10-10 13:00:00.000000000,1570683600000000000,6395.0,6400.0,6385.0,6400.0,4899,163354,162699
2019-10-10 14:00:00.000000000,1570687200000000000,6400.0,6400.0,6385.0,6400.0,8794,162699,162929
2019-10-10 21:00:00.000000000,1570712400000000000,6415.0,6445.0,6410.0,6430.0,38023,162929,161714
2019-10-10 22:00:00.000000000,1570716000000000000,6430.0,6435.0,6415.0,6430.0,8235,161714,159932
2019-10-11 09:00:00.000000000,1570755600000000000,6430.0,6435.0,6415.0,6420.0,8905,159932,159682
2019-10-11 10:00:00.000000000,1570759200000000000,6420.0,6430.0,6410.0,6410.0,5714,159682,159897
2019-10-11 11:00:00.000000000,1570762800000000000,6410.0,6430.0,6410.0,6430.0,7521,159897,160087
2019-10-11 13:00:00.000000000,1570770000000000000,6425.0,6435.0,6425.0,6430.0,5211,160087,160016
2019-10-11 14:00:00.000000000,1570773600000000000,6430.0,6445.0,6430.0,6435.0,10169,160016,158673
2019-10-11 21:00:00.000000000,1570798800000000000,6440.0,6445.0,6425.0,6435.0,8817,158673,157783
2019-10-11 22:00:00.000000000,1570802400000000000,6435.0,6435.0,6420.0,6425.0,5028,157783,156652
2019-10-14 09:00:00.000000000,1571014800000000000,6435.0,6465.0,6435.0,6445.0,21366,156652,154863
2019-10-14 10:00:00.000000000,1571018400000000000,6445.0,6465.0,6445.0,6460.0,8313,154863,155511
2019-10-14 11:00:00.000000000,1571022000000000000,6460.0,6465.0,6455.0,6460.0,3451,155511,155507
2019-10-14 13:00:00.000000000,1571029200000000000,6460.0,6460.0,6445.0,6445.0,2564,155507,155346
2019-10-14 14:00:00.000000000,1571032800000000000,6445.0,6450.0,6425.0,6435.0,9051,155346,154312
2019-10-14 21:00:00.000000000,1571058000000000000,6425.0,6440.0,6415.0,6425.0,12353,154312,155304
2019-10-14 22:00:00.000000000,1571061600000000000,6425.0,6430.0,6410.0,6410.0,5276,155304,155226
2019-10-15 09:00:00.000000000,1571101200000000000,6415.0,6415.0,6375.0,6380.0,22303,155226,159495
2019-10-15 10:00:00.000000000,1571104800000000000,6380.0,6395.0,6375.0,6380.0,8968,159495,159828
2019-10-15 11:00:00.000000000,1571108400000000000,6380.0,6390.0,6375.0,6385.0,4134,159828,159431
2019-10-15 13:00:00.000000000,1571115600000000000,6385.0,6390.0,6365.0,6375.0,11184,159431,162109
2019-10-15 14:00:00.000000000,1571119200000000000,6375.0,6395.0,6375.0,6385.0,9993,162109,160945
2019-10-15 21:00:00.000000000,1571144400000000000,6395.0,6420.0,6390.0,6410.0,14395,160945,160868
2019-10-15 22:00:00.000000000,1571148000000000000,6410.0,6415.0,6400.0,6405.0,5902,160868,160237
2019-10-16 09:00:00.000000000,1571187600000000000,6405.0,6410.0,6395.0,6395.0,7458,160237,160909
2019-10-16 10:00:00.000000000,1571191200000000000,6395.0,6400.0,6385.0,6385.0,3901,160909,161474
2019-10-16 11:00:00.000000000,1571194800000000000,6385.0,6395.0,6380.0,6380.0,4115,161474,161662
2019-10-16 13:00:00.000000000,1571202000000000000,6380.0,6390.0,6380.0,6385.0,3321,161662,162391
2019-10-16 14:00:00.000000000,1571205600000000000,6385.0,6395.0,6350.0,6350.0,27447,162391,164191
2019-10-16 21:00:00.000000000,1571230800000000000,6340.0,6360.0,6305.0,6325.0,47913,164191,167834
2019-10-16 22:00:00.000000000,1571234400000000000,6325.0,6335.0,6320.0,6320.0,9106,167834,166821
2019-10-17 09:00:00.000000000,1571274000000000000,6325.0,6335.0,6310.0,6320.0,15693,166821,167898
2019-10-17 10:00:00.000000000,1571277600000000000,6320.0,6325.0,6315.0,6320.0,4729,167898,168426
2019-10-17 11:00:00.000000000,1571281200000000000,6320.0,6325.0,6315.0,6320.0,2625,168426,168664
2019-10-17 13:00:00.000000000,1571288400000000000,6320.0,6345.0,6320.0,6340.0,8351,168664,168430
2019-10-17 14:00:00.000000000,1571292000000000000,6340.0,6345.0,6335.0,6345.0,10758,168430,167256
2019-10-17 21:00:00.000000000,1571317200000000000,6350.0,6355.0,6320.0,6335.0,16626,167256,165622
2019-10-17 22:00:00.000000000,1571320800000000000,6335.0,6340.0,6320.0,6320.0,4275,165622,165542
2019-10-18 09:00:00.000000000,1571360400000000000,6320.0,6330.0,6285.0,6305.0,25074,165542,169750
2019-10-18 10:00:00.000000000,1571364000000000000,6305.0,6310.0,6300.0,6305.0,4586,169750,170099
2019-10-18 11:00:00.000000000,1571367600000000000,6305.0,6310.0,6300.0,6310.0,4171,170099,169297
2019-10-18 13:00:00.000000000,1571374800000000000,6310.0,6335.0,6305.0,6335.0,8915,169297,169059
2019-10-18 14:00:00.000000000,1571378400000000000,6335.0,6355.0,6335.0,6350.0,22404,169059,165712
2019-10-18 21:00:00.000000000,1571403600000000000,6350.0,6355.0,6330.0,6340.0,12267,165712,165571
2019-10-18 22:00:00.000000000,1571407200000000000,6340.0,6350.0,6340.0,6340.0,3382,165571,164017
2019-10-21 09:00:00.000000000,1571619600000000000,6335.0,6340.0,6315.0,6315.0,11427,164017,164944
2019-10-21 10:00:00.000000000,1571623200000000000,6315.0,6340.0,6315.0,6325.0,6085,164944,165177
2019-10-21 11:00:00.000000000,1571626800000000000,6325.0,6325.0,6315.0,6320.0,3251,165177,165134
2019-10-21 13:00:00.000000000,1571634000000000000,6320.0,6330.0,6310.0,6310.0,4668,165134,165766
2019-10-21 14:00:00.000000000,1571637600000000000,6310.0,6330.0,6310.0,6320.0,7670,165766,163420
2019-10-21 21:00:00.000000000,1571662800000000000,6330.0,6350.0,6315.0,6340.0,15625,163420,164220
2019-10-21 22:00:00.000000000,1571666400000000000,6340.0,6345.0,6335.0,6345.0,4355,164220,163671
2019-10-22 09:00:00.000000000,1571706000000000000,6340.0,6365.0,6335.0,6350.0,15693,163671,162837
2019-10-22 10:00:00.000000000,1571709600000000000,6350.0,6360.0,6345.0,6345.0,4259,162837,162480
2019-10-22 11:00:00.000000000,1571713200000000000,6345.0,6350.0,6340.0,6345.0,3125,162480,162380
2019-10-22 13:00:00.000000000,1571720400000000000,6345.0,6350.0,6330.0,6330.0,5035,162380,162648
2019-10-22 14:00:00.000000000,1571724000000000000,6330.0,6340.0,6320.0,6320.0,11883,162648,162001
2019-10-22 21:00:00.000000000,1571749200000000000,6330.0,6355.0,6325.0,6350.0,16340,162001,162797
2019-10-22 22:00:00.000000000,1571752800000000000,6350.0,6350.0,6335.0,6350.0,5408,162797,162289
2019-10-23 09:00:00.000000000,1571792400000000000,6345.0,6355.0,6340.0,6350.0,6894,162289,161499
2019-10-23 10:00:00.000000000,1571796000000000000,6350.0,6350.0,6340.0,6345.0,2512,161499,161321
2019-10-23 11:00:00.000000000,1571799600000000000,6345.0,6345.0,6335.0,6345.0,2349,161321,161090
2019-10-23 13:00:00.000000000,1571806800000000000,6340.0,6350.0,6340.0,6350.0,2473,161090,160797
2019-10-23 14:00:00.000000000,1571810400000000000,6350.0,6355.0,6345.0,6350.0,6813,160797,160197
2019-10-23 21:00:00.000000000,1571835600000000000,6340.0,6345.0,6315.0,6330.0,15570,160197,161537
2019-10-23 22:00:00.000000000,1571839200000000000,6330.0,6340.0,6330.0,6335.0,5130,161537,160475
2019-10-24 09:00:00.000000000,1571878800000000000,6340.0,6345.0,6325.0,6330.0,8899,160475,160737
2019-10-24 10:00:00.000000000,1571882400000000000,6330.0,6335.0,6325.0,6335.0,3488,160737,160890
2019-10-24 11:00:00.000000000,1571886000000000000,6335.0,6340.0,6330.0,6330.0,2895,160890,160697
2019-10-24 13:00:00.000000000,1571893200000000000,6330.0,6350.0,6330.0,6345.0,5642,160697,159629
2019-10-24 14:00:00.000000000,1571896800000000000,6345.0,6345.0,6335.0,6345.0,6225,159629,159003
2019-10-24 21:00:00.000000000,1571922000000000000,6345.0,6350.0,6330.0,6350.0,7734,159003,160190
2019-10-24 22:00:00.000000000,1571925600000000000,6350.0,6350.0,6340.0,6350.0,2687,160190,159468
2019-10-25 09:00:00.000000000,1571965200000000000,6345.0,6380.0,6340.0,6375.0,15628,159468,160689
2019-10-25 10:00:00.000000000,1571968800000000000,6375.0,6390.0,6365.0,6370.0,16339,160689,158238
2019-10-25 11:00:00.000000000,1571972400000000000,6370.0,6370.0,6345.0,6350.0,6764,158238,157803
2019-10-25 13:00:00.000000000,1571979600000000000,6355.0,6355.0,6340.0,6340.0,4603,157803,157054
2019-10-25 14:00:00.000000000,1571983200000000000,6340.0,6350.0,6340.0,6340.0,11493,157054,156385
2019-10-25 21:00:00.000000000,1572008400000000000,6345.0,6350.0,6320.0,6340.0,17203,156385,157817
2019-10-25 22:00:00.000000000,1572012000000000000,6340.0,6345.0,6335.0,6345.0,2638,157817,156395
2019-10-28 09:00:00.000000000,1572224400000000000,6345.0,6375.0,6345.0,6370.0,18398,156395,158432
2019-10-28 10:00:00.000000000,1572228000000000000,6370.0,6415.0,6365.0,6405.0,25414,158432,158346
2019-10-28 11:00:00.000000000,1572231600000000000,6405.0,6420.0,6400.0,6410.0,17807,158346,158260
2019-10-28 13:00:00.000000000,1572238800000000000,6410.0,6415.0,6385.0,6395.0,8426,158260,156665
2019-10-28 14:00:00.000000000,1572242400000000000,6395.0,6400.0,6380.0,6400.0,12456,156665,154597
2019-10-28 21:00:00.000000000,1572267600000000000,6400.0,6410.0,6385.0,6390.0,16088,154597,154423
2019-10-28 22:00:00.000000000,1572271200000000000,6390.0,6400.0,6390.0,6395.0,5089,154423,153877
2019-10-29 09:00:00.000000000,1572310800000000000,6400.0,6420.0,6385.0,6405.0,15309,153877,155983
2019-10-29 10:00:00.000000000,1572314400000000000,6405.0,6405.0,6395.0,6400.0,4727,155983,156390
2019-10-29 11:00:00.000000000,1572318000000000000,6400.0,6415.0,6400.0,6405.0,2913,156390,156576
2019-10-29 13:00:00.000000000,1572325200000000000,6405.0,6410.0,6390.0,6395.0,3705,156576,157200
2019-10-29 14:00:00.000000000,1572328800000000000,6395.0,6405.0,6385.0,6390.0,6986,157200,156482
2019-10-29 21:00:00.000000000,1572354000000000000,6390.0,6400.0,6380.0,6395.0,8413,156482,156144
2019-10-29 22:00:00.000000000,1572357600000000000,6395.0,6405.0,6385.0,6385.0,7388,156144,155468
2019-10-30 09:00:00.000000000,1572397200000000000,6385.0,6395.0,6385.0,6395.0,5628,155468,155441
2019-10-30 10:00:00.000000000,1572400800000000000,6395.0,6400.0,6370.0,6385.0,18411,155441,156694
2019-10-30 11:00:00.000000000,1572404400000000000,6385.0,6390.0,6355.0,6360.0,8945,156694,156013
2019-10-30 13:00:00.000000000,1572411600000000000,6360.0,6365.0,6345.0,6345.0,13064,156013,153568
2019-10-30 14:00:00.000000000,1572415200000000000,6345.0,6360.0,6320.0,6350.0,36936,153568,153421
2019-10-30 21:00:00.000000000,1572440400000000000,6360.0,6370.0,6350.0,6355.0,13819,153421,151642
2019-10-30 22:00:00.000000000,1572444000000000000,6355.0,6360.0,6350.0,6355.0,4457,151642,151282
2019-10-31 09:00:00.000000000,1572483600000000000,6355.0,6365.0,6350.0,6360.0,6827,151282,150947
2019-10-31 10:00:00.000000000,1572487200000000000,6360.0,6385.0,6355.0,6380.0,11128,150947,151890
2019-10-31 11:00:00.000000000,1572490800000000000,6380.0,6380.0,6375.0,6375.0,1987,151890,151663
2019-10-31 13:00:00.000000000,1572498000000000000,6375.0,6380.0,6370.0,6380.0,2613,151663,151437
2019-10-31 14:00:00.000000000,1572501600000000000,6380.0,6405.0,6375.0,6400.0,19345,151437,152444
2019-10-31 21:00:00.000000000,1572526800000000000,6395.0,6400.0,6380.0,6390.0,13227,152444,154396
2019-10-31 22:00:00.000000000,1572530400000000000,6390.0,6395.0,6380.0,6385.0,7958,154396,153781
2019-11-01 09:00:00.000000000,1572570000000000000,6380.0,6410.0,6365.0,6395.0,22266,153781,158480
2019-11-01 10:00:00.000000000,1572573600000000000,6395.0,6405.0,6385.0,6405.0,9253,158480,158642
2019-11-01 11:00:00.000000000,1572577200000000000,6405.0,6435.0,6400.0,6410.0,12195,158642,158772
2019-11-01 13:00:00.000000000,1572584400000000000,6410.0,6425.0,6405.0,6410.0,4496,158772,158849
2019-11-01 14:00:00.000000000,1572588000000000000,6410.0,6440.0,6410.0,6440.0,17709,158849,158988
2019-11-01 21:00:00.000000000,1572613200000000000,6450.0,6455.0,6430.0,6440.0,17169,158988,160765
2019-11-01 22:00:00.000000000,1572616800000000000,6440.0,6450.0,6435.0,6435.0,6277,160765,161069
2019-11-04 09:00:00.000000000,1572829200000000000,6450.0,6470.0,6425.0,6460.0,26065,161069,165273
2019-11-04 10:00:00.000000000,1572832800000000000,6460.0,6470.0,6440.0,6445.0,9326,165273,165137
2019-11-04 11:00:00.000000000,1572836400000000000,6445.0,6460.0,6445.0,6450.0,3027,165137,164840
2019-11-04 13:00:00.000000000,1572843600000000000,6450.0,6460.0,6440.0,6460.0,5149,164840,165095
2019-11-04 14:00:00.000000000,1572847200000000000,6460.0,6480.0,6455.0,6475.0,21793,165095,165998
2019-11-04 21:00:00.000000000,1572872400000000000,6480.0,6485.0,6440.0,6455.0,21983,165998,162522
2019-11-04 22:00:00.000000000,1572876000000000000,6455.0,6460.0,6445.0,6445.0,3300,162522,161537
2019-11-05 09:00:00.000000000,1572915600000000000,6445.0,6465.0,6435.0,6460.0,15464,161537,161054
2019-11-05 10:00:00.000000000,1572919200000000000,6460.0,6480.0,6455.0,6465.0,7118,161054,161697
2019-11-05 11:00:00.000000000,1572922800000000000,6465.0,6475.0,6450.0,6450.0,4462,161697,161220
2019-11-05 13:00:00.000000000,1572930000000000000,6450.0,6475.0,6450.0,6470.0,4703,161220,160637
2019-11-05 14:00:00.000000000,1572933600000000000,6470.0,6475.0,6465.0,6475.0,8289,160637,162097
2019-11-05 21:00:00.000000000,1572958800000000000,6480.0,6490.0,6465.0,6465.0,9208,162097,162349
2019-11-05 22:00:00.000000000,1572962400000000000,6465.0,6475.0,6460.0,6465.0,4992,162349,161946
2019-11-06 09:00:00.000000000,1573002000000000000,6465.0,6475.0,6450.0,6455.0,11306,161946,161337
2019-11-06 10:00:00.000000000,1573005600000000000,6455.0,6470.0,6455.0,6460.0,6082,161337,161758
2019-11-06 11:00:00.000000000,1573009200000000000,6460.0,6475.0,6460.0,6470.0,3616,161758,162519
2019-11-06 13:00:00.000000000,1573016400000000000,6470.0,6480.0,6465.0,6470.0,5783,162519,162857
2019-11-06 14:00:00.000000000,1573020000000000000,6470.0,6480.0,6460.0,6460.0,12597,162857,162267
2019-11-06 21:00:00.000000000,1573045200000000000,6465.0,6470.0,6440.0,6445.0,16237,162267,162208
2019-11-06 22:00:00.000000000,1573048800000000000,6445.0,6455.0,6435.0,6445.0,8149,162208,159846
2019-11-07 09:00:00.000000000,1573088400000000000,6440.0,6460.0,6430.0,6440.0,19826,159846,157217
2019-11-07 10:00:00.000000000,1573092000000000000,6440.0,6445.0,6435.0,6440.0,3900,157217,156646
2019-11-07 11:00:00.000000000,1573095600000000000,6440.0,6440.0,6435.0,6435.0,1709,156646,156288
2019-11-07 13:00:00.000000000,1573102800000000000,6435.0,6445.0,6435.0,6445.0,3797,156288,156310
2019-11-07 14:00:00.000000000,1573106400000000000,6445.0,6450.0,6420.0,6430.0,10498,156310,154567
2019-11-07 21:00:00.000000000,1573131600000000000,6445.0,6465.0,6435.0,6455.0,16006,154567,155829
2019-11-07 22:00:00.000000000,1573135200000000000,6455.0,6460.0,6445.0,6455.0,3491,155829,155096
2019-11-08 09:00:00.000000000,1573174800000000000,6450.0,6460.0,6430.0,6445.0,9801,155096,154376
2019-11-08 10:00:00.000000000,1573178400000000000,6445.0,6450.0,6435.0,6440.0,3963,154376,154739
2019-11-08 11:00:00.000000000,1573182000000000000,6440.0,6460.0,6440.0,6455.0,4553,154739,155221
2019-11-08 13:00:00.000000000,1573189200000000000,6450.0,6455.0,6435.0,6450.0,5075,155221,154699
2019-11-08 14:00:00.000000000,1573192800000000000,6450.0,6450.0,6425.0,6430.0,11035,154699,152853
2019-11-08 21:00:00.000000000,1573218000000000000,6435.0,6450.0,6415.0,6415.0,15780,152853,155273
2019-11-08 22:00:00.000000000,1573221600000000000,6415.0,6440.0,6415.0,6430.0,8554,155273,153817
2019-11-11 09:00:00.000000000,1573434000000000000,6435.0,6460.0,6425.0,6460.0,24600,153817,157439
2019-11-11 10:00:00.000000000,1573437600000000000,6460.0,6470.0,6450.0,6460.0,12081,157439,158446
2019-11-11 11:00:00.000000000,1573441200000000000,6460.0,6465.0,6455.0,6465.0,3298,158446,157889
2019-11-11 13:00:00.000000000,1573448400000000000,6460.0,6475.0,6460.0,6475.0,4572,157889,158772
2019-11-11 14:00:00.000000000,1573452000000000000,6475.0,6490.0,6470.0,6490.0,20828,158772,158775
2019-11-11 21:00:00.000000000,1573477200000000000,6485.0,6505.0,6480.0,6500.0,23680,158775,161354
2019-11-11 22:00:00.000000000,1573480800000000000,6500.0,6520.0,6495.0,6520.0,13817,161354,162741
2019-11-12 09:00:00.000000000,1573520400000000000,6515.0,6525.0,6480.0,6485.0,25403,162741,160931
2019-11-12 10:00:00.000000000,1573524000000000000,6485.0,6495.0,6480.0,6490.0,10198,160931,160717
2019-11-12 11:00:00.000000000,1573527600000000000,6490.0,6500.0,6485.0,6500.0,6365,160717,160778
2019-11-12 13:00:00.000000000,1573534800000000000,6500.0,6515.0,6495.0,6510.0,7917,160778,161320
2019-11-12 14:00:00.000000000,1573538400000000000,6510.0,6530.0,6505.0,6520.0,21304,161320,162431
2019-11-12 21:00:00.000000000,1573563600000000000,6515.0,6535.0,6510.0,6535.0,18400,162431,165458
2019-11-12 22:00:00.000000000,1573567200000000000,6535.0,6550.0,6515.0,6550.0,18810,165458,168982
2019-11-13 09:00:00.000000000,1573606800000000000,6545.0,6550.0,6525.0,6530.0,17868,168982,171045
2019-11-13 10:00:00.000000000,1573610400000000000,6530.0,6535.0,6515.0,6530.0,13501,171045,171043
2019-11-13 11:00:00.000000000,1573614000000000000,6530.0,6535.0,6515.0,6535.0,6314,171043,171658
2019-11-13 13:00:00.000000000,1573621200000000000,6535.0,6535.0,6525.0,6530.0,6340,171658,172541
2019-11-13 14:00:00.000000000,1573624800000000000,6530.0,6545.0,6530.0,6545.0,12994,172541,173014
2019-11-13 21:00:00.000000000,1573650000000000000,6545.0,6545.0,6525.0,6535.0,13800,173014,175639
2019-11-13 22:00:00.000000000,1573653600000000000,6535.0,6545.0,6530.0,6535.0,8611,175639,174002
2019-11-14 09:00:00.000000000,1573693200000000000,6545.0,6550.0,6535.0,6545.0,9122,174002,175704
2019-11-14 10:00:00.000000000,1573696800000000000,6545.0,6565.0,6535.0,6545.0,20664,175704,177572
2019-11-14 11:00:00.000000000,1573700400000000000,6545.0,6565.0,6535.0,6560.0,10730,177572,178380
2019-11-14 13:00:00.000000000,1573707600000000000,6565.0,6595.0,6555.0,6590.0,22500,178380,179418
2019-11-14 14:00:00.000000000,1573711200000000000,6590.0,6600.0,6580.0,6600.0,17429,179418,180414
2019-11-14 21:00:00.000000000,1573736400000000000,6585.0,6610.0,6570.0,6605.0,26503,180414,177570
2019-11-14 22:00:00.000000000,1573740000000000000,6605.0,6670.0,6595.0,6645.0,35089,177570,181309
2019-11-15 09:00:00.000000000,1573779600000000000,6645.0,6650.0,6605.0,6610.0,33457,181309,180702
2019-11-15 10:00:00.000000000,1573783200000000000,6610.0,6615.0,6590.0,6600.0,20274,180702,181344
2019-11-15 11:00:00.000000000,1573786800000000000,6600.0,6620.0,6590.0,6615.0,7932,181344,183213
2019-11-15 13:00:00.000000000,1573794000000000000,6610.0,6620.0,6600.0,6605.0,4622,183213,183176
2019-11-15 14:00:00.000000000,1573797600000000000,6605.0,6625.0,6605.0,6610.0,13777,183176,184000
2019-11-15 21:00:00.000000000,1573822800000000000,6605.0,6620.0,6580.0,6590.0,18026,184000,184137
2019-11-15 22:00:00.000000000,1573826400000000000,6590.0,6610.0,6585.0,6585.0,8746,184137,183562
2019-11-18 09:00:00.000000000,1574038800000000000,6595.0,6595.0,6560.0,6560.0,23403,183562,184188
2019-11-18 10:00:00.000000000,1574042400000000000,6560.0,6570.0,6535.0,6540.0,17557,184188,181475
2019-11-18 11:00:00.000000000,1574046000000000000,6540.0,6555.0,6535.0,6540.0,6918,181475,180940
2019-11-18 13:00:00.000000000,1574053200000000000,6540.0,6560.0,6540.0,6560.0,6708,180940,180602
2019-11-18 14:00:00.000000000,1574056800000000000,6560.0,6560.0,6530.0,6535.0,14472,180602,179324
2019-11-18 21:00:00.000000000,1574082000000000000,6535.0,6545.0,6525.0,6540.0,19575,179324,179148
2019-11-18 22:00:00.000000000,1574085600000000000,6540.0,6555.0,6535.0,6545.0,5492,179148,178621
2019-11-19 09:00:00.000000000,1574125200000000000,6545.0,6575.0,6530.0,6570.0,20123,178621,180599
2019-11-19 10:00:00.000000000,1574128800000000000,6570.0,6575.0,6565.0,6565.0,5775,180599,180138
2019-11-19 11:00:00.000000000,1574132400000000000,6565.0,6570.0,6550.0,6565.0,4805,180138,179958
2019-11-19 13:00:00.000000000,1574139600000000000,6560.0,6575.0,6555.0,6570.0,4463,179958,179716
2019-11-19 14:00:00.000000000,1574143200000000000,6570.0,6570.0,6545.0,6555.0,10237,179716,178199
2019-11-19 21:00:00.000000000,1574168400000000000,6550.0,6570.0,6545.0,6555.0,10574,178199,179662
2019-11-19 22:00:00.000000000,1574172000000000000,6555.0,6565.0,6555.0,6565.0,3687,179662,178929
2019-11-20 09:00:00.000000000,1574211600000000000,6560.0,6590.0,6555.0,6585.0,17468,178929,182805
2019-11-20 10:00:00.000000000,1574215200000000000,6585.0,6600.0,6570.0,6590.0,16986,182805,185810
2019-11-20 11:00:00.000000000,1574218800000000000,6590.0,6600.0,6580.0,6595.0,14404,185810,189174
2019-11-20 13:00:00.000000000,1574226000000000000,6595.0,6600.0,6585.0,6595.0,6448,189174,190176
2019-11-20 14:00:00.000000000,1574229600000000000,6595.0,6600.0,6580.0,6600.0,14263,190176,189584
2019-11-20 21:00:00.000000000,1574254800000000000,6605.0,6605.0,6585.0,6585.0,10179,189584,187802
2019-11-20 22:00:00.000000000,1574258400000000000,6585.0,6600.0,6575.0,6575.0,9795,187802,186765
2019-11-21 09:00:00.000000000,1574298000000000000,6575.0,6590.0,6560.0,6570.0,12656,186765,186317
2019-11-21 10:00:00.000000000,1574301600000000000,6570.0,6575.0,6565.0,6565.0,5020,186317,185045
2019-11-21 11:00:00.000000000,1574305200000000000,6565.0,6580.0,6565.0,6580.0,3388,185045,185507
2019-11-21 13:00:00.000000000,1574312400000000000,6575.0,6595.0,6575.0,6595.0,6363,185507,186203
2019-11-21 14:00:00.000000000,1574316000000000000,6595.0,6595.0,6575.0,6595.0,11086,186203,185836
2019-11-21 21:00:00.000000000,1574341200000000000,6590.0,6600.0,6570.0,6570.0,11189,185836,185237
2019-11-21 22:00:00.000000000,1574344800000000000,6570.0,6580.0,6570.0,6580.0,6721,185237,184290
2019-11-22 09:00:00.000000000,1574384400000000000,6580.0,6600.0,6575.0,6595.0,12856,184290,186217
2019-11-22 10:00:00.000000000,1574388000000000000,6595.0,6595.0,6575.0,6580.0,6410,186217,186171
2019-11-22 11:00:00.000000000,1574391600000000000,6580.0,6580.0,6570.0,6580.0,8845,186171,184957
2019-11-22 13:00:00.000000000,1574398800000000000,6580.0,6585.0,6570.0,6575.0,4437,184957,185132
2019-11-22 14:00:00.000000000,1574402400000000000,6575.0,6595.0,6575.0,6595.0,9184,185132,185765
2019-11-22 21:00:00.000000000,1574427600000000000,6610.0,6635.0,6595.0,6630.0,34860,185765,191213
2019-11-22 22:00:00.000000000,1574431200000000000,6630.0,6655.0,6625.0,6650.0,25773,191213,192924
2019-11-25 09:00:00.000000000,1574643600000000000,6655.0,6700.0,6645.0,6685.0,50795,192924,200801
2019-11-25 10:00:00.000000000,1574647200000000000,6685.0,6690.0,6655.0,6670.0,22241,200801,202580
2019-11-25 11:00:00.000000000,1574650800000000000,6670.0,6670.0,6645.0,6655.0,8353,202580,201530
2019-11-25 13:00:00.000000000,1574658000000000000,6660.0,6670.0,6650.0,6650.0,6338,201530,201058
2019-11-25 14:00:00.000000000,1574661600000000000,6650.0,6670.0,6650.0,6665.0,18525,201058,201589
2019-11-25 21:00:00.000000000,1574686800000000000,6665.0,6685.0,6660.0,6665.0,16355,201589,202759
2019-11-25 22:00:00.000000000,1574690400000000000,6665.0,6675.0,6655.0,6660.0,12799,202759,201105
2019-11-26 09:00:00.000000000,1574730000000000000,6660.0,6685.0,6660.0,6675.0,15186,201105,201599
2019-11-26 10:00:00.000000000,1574733600000000000,6675.0,6680.0,6665.0,6675.0,3986,201599,201499
2019-11-26 11:00:00.000000000,1574737200000000000,6675.0,6685.0,6665.0,6670.0,6804,201499,200959
2019-11-26 13:00:00.000000000,1574744400000000000,6670.0,6675.0,6650.0,6670.0,15595,200959,200191
2019-11-26 14:00:00.000000000,1574748000000000000,6670.0,6680.0,6660.0,6680.0,16236,200191,199576
2019-11-26 21:00:00.000000000,1574773200000000000,6685.0,6720.0,6675.0,6695.0,40930,199576,207311
2019-11-26 22:00:00.000000000,1574776800000000000,6695.0,6700.0,6675.0,6685.0,16152,207311,204440
2019-11-27 09:00:00.000000000,1574816400000000000,6685.0,6695.0,6680.0,6680.0,13278,204440,203782
2019-11-27 10:00:00.000000000,1574820000000000000,6680.0,6685.0,6665.0,6670.0,17730,203782,202013
2019-11-27 11:00:00.000000000,1574823600000000000,6670.0,6685.0,6665.0,6685.0,5947,202013,200061
2019-11-27 13:00:00.000000000,1574830800000000000,6685.0,6705.0,6680.0,6695.0,11937,200061,198496
2019-11-27 14:00:00.000000000,1574834400000000000,6695.0,6705.0,6690.0,6700.0,15269,198496,198968
2019-11-27 21:00:00.000000000,1574859600000000000,6700.0,6770.0,6690.0,6765.0,55046,198968,208793
2019-11-27 22:00:00.000000000,1574863200000000000,6765.0,6835.0,6755.0,6820.0,79795,208793,210497
2019-11-28 09:00:00.000000000,1574902800000000000,6825.0,6830.0,6780.0,6815.0,46354,210497,211891
2019-11-28 10:00:00.000000000,1574906400000000000,6815.0,6860.0,6810.0,6835.0,54709,211891,217565
2019-11-28 11:00:00.000000000,1574910000000000000,6835.0,6855.0,6830.0,6855.0,14726,217565,218388
2019-11-28 13:00:00.000000000,1574917200000000000,6850.0,6880.0,6850.0,6855.0,30303,218388,220161
2019-11-28 14:00:00.000000000,1574920800000000000,6855.0,6905.0,6815.0,6830.0,106806,220161,213411
2019-11-28 21:00:00.000000000,1574946000000000000,6820.0,6850.0,6810.0,6830.0,41556,213411,208580
2019-11-28 22:00:00.000000000,1574949600000000000,6830.0,6870.0,6830.0,6870.0,20029,208580,207688
