datetime,datetime_nano,KQ.m@SHFE.ni.open,KQ.m@SHFE.ni.high,KQ.m@SHFE.ni.low,KQ.m@SHFE.ni.close,KQ.m@SHFE.ni.volume,KQ.m@SHFE.ni.open_oi,KQ.m@SHFE.ni.close_oi
2019-10-29 11:00:00.000000000,1572318000000000000,135720.0,135950.0,135250.0,135780.0,44140,139932,136753
2019-10-29 13:00:00.000000000,1572325200000000000,135660.0,135660.0,133340.0,133480.0,74990,136753,133637
2019-10-29 14:00:00.000000000,1572328800000000000,133480.0,133630.0,132190.0,132640.0,105476,133637,128079
2019-10-29 21:00:00.000000000,1572354000000000000,132700.0,133470.0,132260.0,133350.0,68959,128079,129019
2019-10-29 22:00:00.000000000,1572357600000000000,133350.0,133520.0,132430.0,133260.0,54265,129019,127806
2019-10-29 23:00:00.000000000,1572361200000000000,133260.0,133330.0,132700.0,133060.0,34701,127806,127450
2019-10-30 00:00:00.000000000,1572364800000000000,133060.0,133630.0,133060.0,133350.0,22982,127450,125044
2019-10-30 09:00:00.000000000,1572397200000000000,133350.0,133690.0,132700.0,133430.0,55063,125044,124747
2019-10-30 10:00:00.000000000,1572400800000000000,133430.0,133990.0,133080.0,133400.0,29872,124747,123404
2019-10-30 11:00:00.000000000,1572404400000000000,133400.0,133590.0,133210.0,133530.0,10920,123404,122443
2019-10-30 13:00:00.000000000,1572411600000000000,133560.0,134130.0,133260.0,134010.0,30133,122443,124633
2019-10-30 14:00:00.000000000,1572415200000000000,134010.0,134450.0,133710.0,134160.0,61603,124633,120266
2019-10-30 21:00:00.000000000,1572440400000000000,133900.0,134320.0,133410.0,134160.0,63585,120266,121153
2019-10-30 22:00:00.000000000,1572444000000000000,134160.0,134380.0,133850.0,134060.0,36184,121153,121029
2019-10-30 23:00:00.000000000,1572447600000000000,134060.0,134200.0,133880.0,133920.0,20264,121029,121652
2019-10-31 00:00:00.000000000,1572451200000000000,133920.0,134280.0,133870.0,133970.0,15511,121652,119025
2019-10-31 09:00:00.000000000,1572483600000000000,133900.0,133980.0,133110.0,133390.0,53932,119025,120285
2019-10-31 10:00:00.000000000,1572487200000000000,133390.0,134240.0,133360.0,134130.0,37449,120285,119196
2019-10-31 11:00:00.000000000,1572490800000000000,134130.0,134970.0,133970.0,134010.0,44101,119196,119166
2019-10-31 13:00:00.000000000,1572498000000000000,134100.0,134190.0,133560.0,133700.0,22061,119166,118687
2019-10-31 14:00:00.000000000,1572501600000000000,133700.0,133980.0,133270.0,133700.0,42858,118687,116191
2019-10-31 21:00:00.000000000,1572526800000000000,133630.0,134150.0,133000.0,133600.0,56049,116191,117513
2019-10-31 22:00:00.000000000,1572530400000000000,133600.0,133750.0,132270.0,132410.0,58769,117513,118633
2019-10-31 23:00:00.000000000,1572534000000000000,132410.0,132980.0,132150.0,132710.0,50531,118633,117954
2019-11-01 00:00:00.000000000,1572537600000000000,132710.0,132750.0,132510.0,132650.0,14401,117954,115428
2019-11-01 09:00:00.000000000,1572570000000000000,132930.0,133800.0,132820.0,133350.0,51729,115428,113774
2019-11-01 10:00:00.000000000,1572573600000000000,133350.0,133830.0,133230.0,133700.0,18690,113774,113061
2019-11-01 11:00:00.000000000,1572577200000000000,133700.0,134180.0,133600.0,133910.0,20834,113061,113868
2019-11-01 13:00:00.000000000,1572584400000000000,133870.0,133980.0,133660.0,133920.0,12889,113868,114006
2019-11-01 14:00:00.000000000,1572588000000000000,133920.0,134580.0,133880.0,134560.0,44695,114006,113621
2019-11-01 21:00:00.000000000,1572613200000000000,134110.0,134380.0,133540.0,133640.0,46988,113621,111202
2019-11-01 22:00:00.000000000,1572616800000000000,133640.0,133940.0,133260.0,133400.0,27941,111202,111102
2019-11-01 23:00:00.000000000,1572620400000000000,133400.0,133890.0,133390.0,133820.0,26815,111102,112088
2019-11-02 00:00:00.000000000,1572624000000000000,133820.0,133890.0,133670.0,133880.0,10388,112088,109608
2019-11-04 09:00:00.000000000,1572829200000000000,133950.0,134340.0,133420.0,134110.0,46943,109608,111103
2019-11-04 10:00:00.000000000,1572832800000000000,134110.0,134440.0,133640.0,133990.0,26536,111103,110988
2019-11-04 11:00:00.000000000,1572836400000000000,133990.0,134140.0,133760.0,134050.0,9264,110988,111139
2019-11-04 13:00:00.000000000,1572843600000000000,134050.0,134250.0,133860.0,134170.0,11653,111139,112627
2019-11-04 14:00:00.000000000,1572847200000000000,134170.0,134330.0,133920.0,134230.0,24019,112627,111138
2019-11-04 21:00:00.000000000,1572872400000000000,133860.0,134070.0,131770.0,132490.0,100030,111138,109848
2019-11-04 22:00:00.000000000,1572876000000000000,132490.0,132510.0,131520.0,131900.0,40013,109848,111413
2019-11-04 23:00:00.000000000,1572879600000000000,131900.0,132100.0,131570.0,131930.0,26377,111413,111952
2019-11-05 00:00:00.000000000,1572883200000000000,131930.0,132160.0,131860.0,131970.0,11166,111952,109461
2019-11-05 09:00:00.000000000,1572915600000000000,131860.0,131910.0,130610.0,130740.0,71602,109461,112957
2019-11-05 10:00:00.000000000,1572919200000000000,130740.0,131200.0,130690.0,131020.0,23819,112957,111574
2019-11-05 11:00:00.000000000,1572922800000000000,131020.0,131080.0,130590.0,130970.0,14492,111574,110934
2019-11-05 13:00:00.000000000,1572930000000000000,130970.0,131840.0,130970.0,131580.0,28671,110934,108309
2019-11-05 14:00:00.000000000,1572933600000000000,131580.0,131630.0,131020.0,131170.0,32393,108309,104712
2019-11-05 21:00:00.000000000,1572958800000000000,131100.0,131570.0,130820.0,131220.0,38352,104712,106043
2019-11-05 22:00:00.000000000,1572962400000000000,131220.0,131350.0,130290.0,130630.0,41496,106043,107797
2019-11-05 23:00:00.000000000,1572966000000000000,130630.0,130820.0,130250.0,130710.0,31767,107797,107784
2019-11-06 00:00:00.000000000,1572969600000000000,130710.0,131330.0,130690.0,131290.0,20127,107784,104684
2019-11-06 09:00:00.000000000,1573002000000000000,131230.0,131270.0,130570.0,130850.0,30360,104684,103901
2019-11-06 10:00:00.000000000,1573005600000000000,130850.0,131050.0,130560.0,130830.0,17291,103901,103154
2019-11-06 11:00:00.000000000,1573009200000000000,130830.0,131140.0,130750.0,130870.0,8504,103154,102549
2019-11-06 13:00:00.000000000,1573016400000000000,130870.0,130890.0,130550.0,130670.0,12778,102549,103138
2019-11-06 14:00:00.000000000,1573020000000000000,130670.0,130810.0,130220.0,130320.0,34147,103138,101241
2019-11-06 21:00:00.000000000,1573045200000000000,130630.0,131490.0,130560.0,130780.0,50973,101241,102982
2019-11-06 22:00:00.000000000,1573048800000000000,130780.0,130990.0,130100.0,130410.0,40717,102982,105960
2019-11-06 23:00:00.000000000,1573052400000000000,130410.0,130430.0,129470.0,129870.0,44969,105960,106614
2019-11-07 00:00:00.000000000,1573056000000000000,129870.0,130400.0,129710.0,130350.0,19052,106614,103179
2019-11-07 09:00:00.000000000,1573088400000000000,130340.0,133990.0,129930.0,132070.0,100152,103179,98530
2019-11-07 10:00:00.000000000,1573092000000000000,132070.0,132130.0,131260.0,131670.0,21929,98530,98038
2019-11-07 11:00:00.000000000,1573095600000000000,131670.0,131820.0,131350.0,131420.0,11947,98038,97271
2019-11-07 13:00:00.000000000,1573102800000000000,131380.0,131560.0,130860.0,131030.0,16702,97271,97309
2019-11-07 14:00:00.000000000,1573106400000000000,131030.0,131710.0,131020.0,131580.0,27665,97309,94460
2019-11-07 21:00:00.000000000,1573131600000000000,131630.0,131970.0,130600.0,130990.0,49361,94460,95140
2019-11-07 22:00:00.000000000,1573135200000000000,130990.0,131590.0,130870.0,131450.0,26040,95140,95535
2019-11-07 23:00:00.000000000,1573138800000000000,131450.0,131510.0,130890.0,131030.0,20914,95535,95071
2019-11-08 00:00:00.000000000,1573142400000000000,131030.0,131030.0,130260.0,130680.0,26704,95071,92458
2019-11-08 09:00:00.000000000,1573174800000000000,130670.0,131340.0,130670.0,131080.0,27915,92458,92523
2019-11-08 10:00:00.000000000,1573178400000000000,131080.0,131500.0,130770.0,131110.0,17989,92523,92315
2019-11-08 11:00:00.000000000,1573182000000000000,131110.0,131390.0,131100.0,131240.0,7541,92315,92619
2019-11-08 13:00:00.000000000,1573189200000000000,131240.0,131310.0,130970.0,131160.0,10200,92619,92734
2019-11-08 14:00:00.000000000,1573192800000000000,131160.0,131220.0,130550.0,130570.0,25891,92734,90207
2019-11-08 21:00:00.000000000,1573218000000000000,130620.0,130890.0,128700.0,129260.0,78647,90207,96241
2019-11-08 22:00:00.000000000,1573221600000000000,129260.0,130500.0,129160.0,130250.0,52396,96241,95331
2019-11-08 23:00:00.000000000,1573225200000000000,130250.0,130400.0,129940.0,130040.0,22461,95331,96140
2019-11-09 00:00:00.000000000,1573228800000000000,130040.0,132340.0,129850.0,131200.0,36972,96140,91854
2019-11-11 09:00:00.000000000,1573434000000000000,131100.0,131160.0,129770.0,130100.0,34518,91854,91551
2019-11-11 10:00:00.000000000,1573437600000000000,130100.0,130590.0,129950.0,130370.0,17401,91551,89741
2019-11-11 11:00:00.000000000,1573441200000000000,130370.0,130470.0,130120.0,130340.0,6678,89741,88928
2019-11-11 13:00:00.000000000,1573448400000000000,130330.0,131070.0,130120.0,130320.0,14321,88928,88721
2019-11-11 14:00:00.000000000,1573452000000000000,130320.0,130600.0,129920.0,130400.0,20388,88721,86764
2019-11-11 21:00:00.000000000,1573477200000000000,123870.0,124100.0,122010.0,122580.0,112928,86764,83847
2019-11-11 22:00:00.000000000,1573480800000000000,122580.0,122970.0,122070.0,122620.0,52934,83847,84352
2019-11-11 23:00:00.000000000,1573484400000000000,122620.0,122620.0,121780.0,122300.0,49116,84352,86490
2019-11-12 00:00:00.000000000,1573488000000000000,122300.0,122580.0,122100.0,122150.0,22279,86490,84911
2019-11-12 09:00:00.000000000,1573520400000000000,122350.0,122350.0,120900.0,121300.0,66938,84911,89219
2019-11-12 10:00:00.000000000,1573524000000000000,121300.0,121570.0,120810.0,121020.0,41111,89219,91847
2019-11-12 11:00:00.000000000,1573527600000000000,121020.0,121280.0,120500.0,121110.0,24570,91847,92212
2019-11-12 13:00:00.000000000,1573534800000000000,121100.0,121680.0,121100.0,121540.0,21944,92212,91987
2019-11-12 14:00:00.000000000,1573538400000000000,121540.0,122660.0,121460.0,121750.0,62962,91987,89762
2019-11-12 21:00:00.000000000,1573563600000000000,121360.0,122760.0,121160.0,122360.0,99036,89762,95974
2019-11-12 22:00:00.000000000,1573567200000000000,122360.0,123030.0,122180.0,122900.0,53646,95974,98209
2019-11-12 23:00:00.000000000,1573570800000000000,122900.0,122900.0,122350.0,122870.0,49840,98209,96324
2019-11-13 00:00:00.000000000,1573574400000000000,122870.0,122890.0,122600.0,122800.0,27119,96324,94397
2019-11-13 09:00:00.000000000,1573606800000000000,122700.0,123220.0,122070.0,122940.0,91783,94397,101843
2019-11-13 10:00:00.000000000,1573610400000000000,122940.0,123010.0,122420.0,122460.0,36827,101843,102616
2019-11-13 11:00:00.000000000,1573614000000000000,122460.0,122590.0,122320.0,122590.0,16202,102616,102834
2019-11-13 13:00:00.000000000,1573621200000000000,122540.0,122730.0,122210.0,122370.0,29530,102834,104207
2019-11-13 14:00:00.000000000,1573624800000000000,122370.0,122490.0,120300.0,121080.0,93452,104207,107074
2019-11-13 21:00:00.000000000,1573650000000000000,121090.0,122450.0,120920.0,122070.0,102028,107074,109362
2019-11-13 22:00:00.000000000,1573653600000000000,122070.0,122230.0,121480.0,121570.0,67830,109362,110518
2019-11-13 23:00:00.000000000,1573657200000000000,121570.0,121710.0,121080.0,121120.0,51355,110518,113696
2019-11-14 00:00:00.000000000,1573660800000000000,121120.0,121420.0,120530.0,120620.0,52245,113696,112292
2019-11-14 09:00:00.000000000,1573693200000000000,120610.0,121170.0,120310.0,120740.0,69484,112292,115298
2019-11-14 10:00:00.000000000,1573696800000000000,120740.0,121690.0,120560.0,121330.0,48444,115298,113461
2019-11-14 11:00:00.000000000,1573700400000000000,121330.0,121620.0,121200.0,121260.0,23001,113461,113356
2019-11-14 13:00:00.000000000,1573707600000000000,121250.0,121780.0,121250.0,121450.0,28337,113356,113627
2019-11-14 14:00:00.000000000,1573711200000000000,121450.0,121640.0,121190.0,121560.0,43797,113627,112725
2019-11-14 21:00:00.000000000,1573736400000000000,121400.0,121660.0,120660.0,121070.0,107006,112725,118793
2019-11-14 22:00:00.000000000,1573740000000000000,121070.0,121230.0,118710.0,119080.0,155848,118793,131587
2019-11-14 23:00:00.000000000,1573743600000000000,119080.0,119270.0,118770.0,119010.0,62103,131587,134451
2019-11-15 00:00:00.000000000,1573747200000000000,119010.0,119120.0,118360.0,118650.0,63195,134451,131883
2019-11-15 09:00:00.000000000,1573779600000000000,118650.0,118990.0,118030.0,118190.0,76007,131883,135191
2019-11-15 10:00:00.000000000,1573783200000000000,118190.0,119020.0,117890.0,118800.0,58951,135191,132487
2019-11-15 11:00:00.000000000,1573786800000000000,118800.0,118800.0,118350.0,118350.0,23016,132487,132628
2019-11-15 13:00:00.000000000,1573794000000000000,118370.0,118530.0,118300.0,118390.0,17688,132628,134012
2019-11-15 14:00:00.000000000,1573797600000000000,118390.0,118600.0,117760.0,118470.0,68756,134012,130988
2019-11-15 21:00:00.000000000,1573822800000000000,118210.0,119250.0,117270.0,118580.0,141516,130988,132525
2019-11-15 22:00:00.000000000,1573826400000000000,118580.0,118780.0,118100.0,118400.0,60314,132525,133852
2019-11-15 23:00:00.000000000,1573830000000000000,118400.0,118410.0,117920.0,118080.0,56443,133852,136033
2019-11-16 00:00:00.000000000,1573833600000000000,118080.0,118470.0,117450.0,117500.0,59959,136033,135453
2019-11-18 09:00:00.000000000,1574038800000000000,117500.0,117650.0,115020.0,115530.0,140980,135453,147098
2019-11-18 10:00:00.000000000,1574042400000000000,115530.0,117040.0,115530.0,117020.0,68373,147098,141649
2019-11-18 11:00:00.000000000,1574046000000000000,117020.0,117490.0,116780.0,117040.0,47087,141649,139651
2019-11-18 13:00:00.000000000,1574053200000000000,116980.0,117770.0,116630.0,117580.0,39103,139651,139936
2019-11-18 14:00:00.000000000,1574056800000000000,117580.0,117800.0,117020.0,117560.0,80396,139936,137228
2019-11-18 21:00:00.000000000,1574082000000000000,117220.0,117360.0,116300.0,116720.0,112139,137228,142480
2019-11-18 22:00:00.000000000,1574085600000000000,116720.0,116840.0,116010.0,116030.0,94755,142480,144702
2019-11-18 23:00:00.000000000,1574089200000000000,116030.0,116430.0,115900.0,116150.0,72124,144702,145620
2019-11-19 00:00:00.000000000,1574092800000000000,116150.0,116270.0,115730.0,116230.0,58895,145620,144521
2019-11-19 09:00:00.000000000,1574125200000000000,116380.0,116700.0,115600.0,115670.0,98116,144521,149453
2019-11-19 10:00:00.000000000,1574128800000000000,115670.0,115980.0,115350.0,115690.0,56678,149453,151926
2019-11-19 11:00:00.000000000,1574132400000000000,115690.0,115690.0,115010.0,115410.0,43600,151926,154238
2019-11-19 13:00:00.000000000,1574139600000000000,115420.0,115770.0,115420.0,115650.0,32809,154238,154732
2019-11-19 14:00:00.000000000,1574143200000000000,115650.0,115760.0,115150.0,115360.0,71723,154732,154056
2019-11-19 21:00:00.000000000,1574168400000000000,114680.0,116080.0,113800.0,115690.0,212844,154056,153219
2019-11-19 22:00:00.000000000,1574172000000000000,115690.0,115910.0,114720.0,115190.0,97738,153219,150321
2019-11-19 23:00:00.000000000,1574175600000000000,115190.0,115270.0,114850.0,115110.0,55556,150321,151727
2019-11-20 00:00:00.000000000,1574179200000000000,115110.0,115640.0,114980.0,115200.0,41183,151727,149285
2019-11-20 09:00:00.000000000,1574211600000000000,115360.0,115790.0,114920.0,115540.0,84742,149285,151789
2019-11-20 10:00:00.000000000,1574215200000000000,115540.0,115610.0,115100.0,115190.0,44884,151789,150518
2019-11-20 11:00:00.000000000,1574218800000000000,115190.0,115220.0,114840.0,115080.0,27473,150518,150484
2019-11-20 13:00:00.000000000,1574226000000000000,115080.0,115380.0,115080.0,115200.0,30311,150484,150176
2019-11-20 14:00:00.000000000,1574229600000000000,115200.0,115350.0,113350.0,113500.0,130758,150176,154997
2019-11-20 21:00:00.000000000,1574254800000000000,113360.0,114370.0,112800.0,113800.0,140241,154997,156743
2019-11-20 22:00:00.000000000,1574258400000000000,113800.0,113850.0,113340.0,113490.0,62183,156743,158293
2019-11-20 23:00:00.000000000,1574262000000000000,113490.0,114390.0,113430.0,114140.0,95589,158293,157366
2019-11-21 00:00:00.000000000,1574265600000000000,114140.0,114800.0,113850.0,114090.0,55663,157366,152896
2019-11-21 09:00:00.000000000,1574298000000000000,113900.0,114090.0,113040.0,113340.0,87888,152896,155158
2019-11-21 10:00:00.000000000,1574301600000000000,113340.0,113450.0,112910.0,113150.0,45059,155158,157900
2019-11-21 11:00:00.000000000,1574305200000000000,113150.0,113220.0,112300.0,112470.0,49338,157900,161077
2019-11-21 13:00:00.000000000,1574312400000000000,112460.0,113980.0,112460.0,113710.0,73315,161077,156170
2019-11-21 14:00:00.000000000,1574316000000000000,113710.0,114270.0,113570.0,114010.0,102350,156170,151576
2019-11-21 21:00:00.000000000,1574341200000000000,114070.0,115160.0,113800.0,114070.0,165402,151576,152981
2019-11-21 22:00:00.000000000,1574344800000000000,114070.0,114620.0,114070.0,114350.0,71662,152981,154327
2019-11-21 23:00:00.000000000,1574348400000000000,114350.0,114650.0,114300.0,114540.0,51062,154327,155209
2019-11-22 00:00:00.000000000,1574352000000000000,114540.0,114750.0,114160.0,114290.0,47399,155209,151798
2019-11-22 09:00:00.000000000,1574384400000000000,114540.0,114960.0,114050.0,114290.0,85705,151798,152843
2019-11-22 10:00:00.000000000,1574388000000000000,114290.0,114460.0,113850.0,114380.0,49863,152843,153422
2019-11-22 11:00:00.000000000,1574391600000000000,114380.0,114610.0,113540.0,113730.0,36927,153422,153369
2019-11-22 13:00:00.000000000,1574398800000000000,113710.0,113840.0,113020.0,113150.0,62964,153369,158474
2019-11-22 14:00:00.000000000,1574402400000000000,113150.0,113530.0,112850.0,113200.0,97146,158474,154120
2019-11-22 21:00:00.000000000,1574427600000000000,113320.0,114800.0,112800.0,114610.0,157402,154120,150666
2019-11-22 22:00:00.000000000,1574431200000000000,114610.0,115290.0,114430.0,115250.0,129064,150666,152363
2019-11-22 23:00:00.000000000,1574434800000000000,115250.0,115460.0,114730.0,114850.0,110264,152363,151806
2019-11-23 00:00:00.000000000,1574438400000000000,114850.0,115080.0,114730.0,114810.0,62757,151806,148689
2019-11-25 09:00:00.000000000,1574643600000000000,114920.0,115800.0,114720.0,115720.0,95684,148689,150167
2019-11-25 10:00:00.000000000,1574647200000000000,115720.0,115790.0,114820.0,114970.0,55072,150167,149560
2019-11-25 11:00:00.000000000,1574650800000000000,114970.0,115080.0,114280.0,114420.0,49532,149560,149825
2019-11-25 13:00:00.000000000,1574658000000000000,114400.0,114630.0,114240.0,114390.0,37572,149825,151104
2019-11-25 14:00:00.000000000,1574661600000000000,114390.0,114570.0,113560.0,114060.0,87760,151104,148654
2019-11-25 21:00:00.000000000,1574686800000000000,114730.0,114910.0,114240.0,114630.0,115130,148654,148724
2019-11-25 22:00:00.000000000,1574690400000000000,114630.0,114680.0,114120.0,114530.0,78924,148724,149428
2019-11-25 23:00:00.000000000,1574694000000000000,114530.0,114750.0,114270.0,114300.0,49895,149428,151817
2019-11-26 00:00:00.000000000,1574697600000000000,114300.0,114480.0,113260.0,114010.0,75373,151817,147640
2019-11-26 09:00:00.000000000,1574730000000000000,113950.0,114480.0,113360.0,113390.0,79514,147640,152492
2019-11-26 10:00:00.000000000,1574733600000000000,113390.0,113700.0,113100.0,113390.0,71141,152492,154937
2019-11-26 11:00:00.000000000,1574737200000000000,113390.0,114890.0,113280.0,114370.0,85405,154937,145357
2019-11-26 13:00:00.000000000,1574744400000000000,114360.0,114640.0,113920.0,114010.0,43608,145357,145190
2019-11-26 14:00:00.000000000,1574748000000000000,114010.0,114470.0,114000.0,114170.0,64242,145190,142484
2019-11-26 21:00:00.000000000,1574773200000000000,113920.0,114100.0,113560.0,113630.0,106823,142484,147848
2019-11-26 22:00:00.000000000,1574776800000000000,113630.0,113860.0,113310.0,113650.0,86973,147848,151366
2019-11-26 23:00:00.000000000,1574780400000000000,113650.0,114040.0,113490.0,113970.0,59333,151366,151994
2019-11-27 00:00:00.000000000,1574784000000000000,113970.0,114250.0,113660.0,114130.0,49527,151994,148250
2019-11-27 09:00:00.000000000,1574816400000000000,114140.0,114150.0,112550.0,113400.0,133885,148250,156173
2019-11-27 10:00:00.000000000,1574820000000000000,113400.0,114200.0,113380.0,113940.0,74292,156173,153522
2019-11-27 11:00:00.000000000,1574823600000000000,113940.0,114390.0,113810.0,114070.0,33681,153522,152595
2019-11-27 13:00:00.000000000,1574830800000000000,114070.0,114370.0,113820.0,113910.0,50691,152595,153692
2019-11-27 14:00:00.000000000,1574834400000000000,113910.0,114480.0,113560.0,114000.0,88157,153692,151108
2019-11-27 21:00:00.000000000,1574859600000000000,114010.0,114100.0,113510.0,113610.0,89870,151108,153265
2019-11-27 22:00:00.000000000,1574863200000000000,113610.0,113850.0,113120.0,113380.0,106606,153265,157194
2019-11-27 23:00:00.000000000,1574866800000000000,113380.0,113430.0,112920.0,113200.0,87639,157194,160712
2019-11-28 00:00:00.000000000,1574870400000000000,113200.0,113330.0,113000.0,113020.0,54574,160712,158668
2019-11-28 09:00:00.000000000,1574902800000000000,113020.0,113140.0,111390.0,111790.0,167680,158668,177014
2019-11-28 10:00:00.000000000,1574906400000000000,111790.0,113000.0,111750.0,112690.0,101831,177014,168909
2019-11-28 11:00:00.000000000,1574910000000000000,112690.0,112860.0,112440.0,112770.0,38970,168909,165534
2019-11-28 13:00:00.000000000,1574917200000000000,112760.0,112860.0,112530.0,112580.0,30251,165534,165332
2019-11-28 14:00:00.000000000,1574920800000000000,112580.0,113050.0,111530.0,111530.0,121512,165332,165876
2019-11-28 21:00:00.000000000,1574946000000000000,111100.0,111520.0,110820.0,111090.0,128654,165876,177236
2019-11-28 22:00:00.000000000,1574949600000000000,111090.0,111150.0,110560.0,110820.0,109462,177236,182739
2019-11-28 23:00:00.000000000,1574953200000000000,110820.0,111260.0,110740.0,110890.0,85422,182739,182452
2019-11-29 00:00:00.000000000,1574956800000000000,110890.0,111230.0,110750.0,110820.0,67453,182452,179321
2019-11-29 09:00:00.000000000,1574989200000000000,110640.0,111110.0,110220.0,110230.0,99940,179321,184075
2019-11-29 10:00:00.000000000,1574992800000000000,110230.0,110630.0,110040.0,110160.0,72670,184075,186639
2019-11-29 11:00:00.000000000,1574996400000000000,110160.0,110350.0,109900.0,110200.0,51510,186639,186648
2019-11-29 13:00:00.000000000,1575003600000000000,110200.0,110200.0,109730.0,109940.0,48397,186648,188083
2019-11-29 14:00:00.000000000,1575007200000000000,109940.0,110140.0,109250.0,109330.0,107661,188083,184795
2019-11-29 21:00:00.000000000,1575032400000000000,109570.0,110230.0,109100.0,109330.0,148479,184795,186406
2019-11-29 22:00:00.000000000,1575036000000000000,109330.0,109510.0,108750.0,109060.0,113228,186406,190353
2019-11-29 23:00:00.000000000,1575039600000000000,109060.0,109150.0,108330.0,108380.0,119070,190353,194647
2019-11-30 00:00:00.000000000,1575043200000000000,108380.0,108580.0,107900.0,108080.0,94912,194647,188341
2019-12-02 09:00:00.000000000,1575248400000000000,108150.0,109120.0,107580.0,108050.0,175119,188341,190611
2019-12-02 10:00:00.000000000,1575252000000000000,108050.0,108370.0,107920.0,108070.0,60727,190611,190655
2019-12-02 11:00:00.000000000,1575255600000000000,108070.0,108440.0,107940.0,108340.0,39672,190655,188461
2019-12-02 13:00:00.000000000,1575262800000000000,108350.0,108660.0,107960.0,108000.0,56713,188461,187513
2019-12-02 14:00:00.000000000,1575266400000000000,108000.0,108190.0,107620.0,108080.0,118206,187513,182723
2019-12-02 21:00:00.000000000,1575291600000000000,108340.0,108530.0,107840.0,107920.0,119255,182723,187260
2019-12-02 22:00:00.000000000,1575295200000000000,107920.0,108570.0,107910.0,108320.0,80258,187260,187237
2019-12-02 23:00:00.000000000,1575298800000000000,108320.0,108790.0,108270.0,108630.0,113558,187237,188985
2019-12-03 00:00:00.000000000,1575302400000000000,108630.0,108680.0,108060.0,108160.0,58514,188985,184870
2019-12-03 09:00:00.000000000,1575334800000000000,108140.0,108520.0,108060.0,108200.0,83369,184870,183238
2019-12-03 10:00:00.000000000,1575338400000000000,108200.0,108330.0,107930.0,108180.0,44464,183238,183202
2019-12-03 11:00:00.000000000,1575342000000000000,108180.0,108270.0,108060.0,108210.0,20953,183202,183067
2019-12-03 13:00:00.000000000,1575349200000000000,108210.0,108290.0,107990.0,108080.0,28948,183067,184731
2019-12-03 14:00:00.000000000,1575352800000000000,108080.0,108320.0,107970.0,108240.0,64253,184731,181311
2019-12-03 21:00:00.000000000,1575378000000000000,107830.0,108020.0,106500.0,106770.0,180091,181311,194790
2019-12-03 22:00:00.000000000,1575381600000000000,106770.0,106880.0,105590.0,106100.0,133134,194790,199368
2019-12-03 23:00:00.000000000,1575385200000000000,106100.0,106220.0,105580.0,105680.0,100882,199368,200653
2019-12-04 00:00:00.000000000,1575388800000000000,105680.0,105750.0,104510.0,105000.0,140590,200653,199149
2019-12-04 09:00:00.000000000,1575421200000000000,105170.0,105560.0,104250.0,104470.0,149049,199149,199523
2019-12-04 10:00:00.000000000,1575424800000000000,104470.0,104740.0,104000.0,104260.0,89786,199523,203864
2019-12-04 11:00:00.000000000,1575428400000000000,104260.0,104440.0,103360.0,104080.0,125745,203864,202373
2019-12-04 13:00:00.000000000,1575435600000000000,104120.0,104360.0,103670.0,103830.0,57135,202373,204676
2019-12-04 14:00:00.000000000,1575439200000000000,103830.0,104220.0,103740.0,104020.0,104322,204676,200635
2019-12-04 21:00:00.000000000,1575464400000000000,104290.0,104620.0,103750.0,104510.0,142316,200635,208016
2019-12-04 22:00:00.000000000,1575468000000000000,104510.0,104660.0,104130.0,104200.0,95355,208016,208397
2019-12-04 23:00:00.000000000,1575471600000000000,104200.0,104270.0,104010.0,104130.0,70249,208397,209914
2019-12-05 00:00:00.000000000,1575475200000000000,104130.0,104390.0,104000.0,104000.0,42940,209914,205059
2019-12-05 09:00:00.000000000,1575507600000000000,103960.0,104490.0,103840.0,104200.0,103215,205059,206898
2019-12-05 10:00:00.000000000,1575511200000000000,104200.0,104380.0,104130.0,104170.0,35439,206898,207354
2019-12-05 11:00:00.000000000,1575514800000000000,104170.0,104250.0,103980.0,104110.0,25531,207354,206313
2019-12-05 13:00:00.000000000,1575522000000000000,104120.0,104510.0,104120.0,104490.0,36327,206313,207549
2019-12-05 14:00:00.000000000,1575525600000000000,104490.0,104500.0,103900.0,103940.0,89566,207549,205416
2019-12-05 21:00:00.000000000,1575550800000000000,104130.0,105860.0,104010.0,105720.0,233024,205416,210225
2019-12-05 22:00:00.000000000,1575554400000000000,105720.0,106940.0,105520.0,106660.0,185180,210225,209830
2019-12-05 23:00:00.000000000,1575558000000000000,106660.0,106670.0,105240.0,105390.0,199523,209830,206048
2019-12-06 00:00:00.000000000,1575561600000000000,105390.0,105680.0,105090.0,105390.0,116154,206048,202005
2019-12-06 09:00:00.000000000,1575594000000000000,105440.0,105920.0,105340.0,105530.0,97953,202005,200409
2019-12-06 10:00:00.000000000,1575597600000000000,105530.0,105850.0,105490.0,105700.0,50271,200409,198583
2019-12-06 11:00:00.000000000,1575601200000000000,105700.0,105950.0,105700.0,105870.0,30352,198583,196626
2019-12-06 13:00:00.000000000,1575608400000000000,105870.0,106320.0,105800.0,106210.0,56855,196626,197420
2019-12-06 14:00:00.000000000,1575612000000000000,106210.0,106450.0,105840.0,106240.0,106343,197420,191468
2019-12-06 21:00:00.000000000,1575637200000000000,106440.0,107160.0,106130.0,106510.0,147901,191468,196731
