datetime,datetime_nano,KQ.m@SHFE.zn.open,KQ.m@SHFE.zn.high,KQ.m@SHFE.zn.low,KQ.m@SHFE.zn.close,KQ.m@SHFE.zn.volume,KQ.m@SHFE.zn.open_oi,KQ.m@SHFE.zn.close_oi
2019-09-03 00:00:00.000000000,1567440000000000000,18715.0,18750.0,18690.0,18720.0,4367,77254,76689
2019-09-03 09:00:00.000000000,1567472400000000000,18735.0,18805.0,18690.0,18730.0,21072,76689,76393
2019-09-03 10:00:00.000000000,1567476000000000000,18730.0,18755.0,18675.0,18700.0,12558,76393,75118
2019-09-03 11:00:00.000000000,1567479600000000000,18700.0,18745.0,18695.0,18720.0,4293,75118,74675
2019-09-03 13:00:00.000000000,1567486800000000000,18740.0,18770.0,18725.0,18750.0,3814,74675,74910
2019-09-03 14:00:00.000000000,1567490400000000000,18750.0,18770.0,18680.0,18680.0,11640,74910,73337
2019-09-03 21:00:00.000000000,1567515600000000000,18515.0,18585.0,18490.0,18555.0,26065,73337,73691
2019-09-03 22:00:00.000000000,1567519200000000000,18555.0,18660.0,18545.0,18650.0,15351,73691,72854
2019-09-03 23:00:00.000000000,1567522800000000000,18650.0,18680.0,18585.0,18625.0,9982,72854,72413
2019-09-04 00:00:00.000000000,1567526400000000000,18625.0,18680.0,18600.0,18600.0,4762,72413,71489
2019-09-04 09:00:00.000000000,1567558800000000000,18605.0,18655.0,18600.0,18640.0,10370,71489,71123
2019-09-04 10:00:00.000000000,1567562400000000000,18640.0,18650.0,18605.0,18630.0,7142,71123,70976
2019-09-04 11:00:00.000000000,1567566000000000000,18630.0,18640.0,18625.0,18635.0,2325,70976,70698
2019-09-04 13:00:00.000000000,1567573200000000000,18635.0,18725.0,18635.0,18725.0,6352,70698,70987
2019-09-04 14:00:00.000000000,1567576800000000000,18725.0,18790.0,18720.0,18785.0,16382,70987,71481
2019-09-04 21:00:00.000000000,1567602000000000000,18935.0,19070.0,18890.0,19050.0,39696,71481,73045
2019-09-04 22:00:00.000000000,1567605600000000000,19050.0,19175.0,19045.0,19085.0,30009,73045,74989
2019-09-04 23:00:00.000000000,1567609200000000000,19085.0,19170.0,19080.0,19140.0,13000,74989,75793
2019-09-05 00:00:00.000000000,1567612800000000000,19140.0,19140.0,19060.0,19100.0,7360,75793,75002
2019-09-05 09:00:00.000000000,1567645200000000000,19100.0,19140.0,19015.0,19045.0,22742,75002,74324
2019-09-05 10:00:00.000000000,1567648800000000000,19045.0,19095.0,19040.0,19045.0,13712,74324,73989
2019-09-05 11:00:00.000000000,1567652400000000000,19045.0,19055.0,19025.0,19030.0,5833,73989,73326
2019-09-05 13:00:00.000000000,1567659600000000000,19030.0,19060.0,19005.0,19055.0,6458,73326,73205
2019-09-05 14:00:00.000000000,1567663200000000000,19055.0,19060.0,18990.0,19050.0,12588,73205,72151
2019-09-05 21:00:00.000000000,1567688400000000000,19200.0,19240.0,19120.0,19200.0,31463,72151,72110
2019-09-05 22:00:00.000000000,1567692000000000000,19200.0,19260.0,19165.0,19215.0,14389,72110,72493
2019-09-05 23:00:00.000000000,1567695600000000000,19215.0,19250.0,19130.0,19200.0,13368,72493,71242
2019-09-06 00:00:00.000000000,1567699200000000000,19200.0,19205.0,19090.0,19125.0,4983,71242,70571
2019-09-06 09:00:00.000000000,1567731600000000000,19125.0,19200.0,19110.0,19140.0,14373,70571,69291
2019-09-06 10:00:00.000000000,1567735200000000000,19140.0,19140.0,19080.0,19105.0,9131,69291,68950
2019-09-06 11:00:00.000000000,1567738800000000000,19105.0,19105.0,19050.0,19070.0,5089,68950,68675
2019-09-06 13:00:00.000000000,1567746000000000000,19070.0,19100.0,19065.0,19095.0,3898,68675,68384
2019-09-06 14:00:00.000000000,1567749600000000000,19095.0,19100.0,19035.0,19065.0,10818,68384,66871
2019-09-06 21:00:00.000000000,1567774800000000000,19000.0,19015.0,18895.0,18900.0,22732,66871,82280
2019-09-06 22:00:00.000000000,1567778400000000000,18900.0,19045.0,18895.0,19030.0,14702,82280,82706
2019-09-06 23:00:00.000000000,1567782000000000000,19030.0,19075.0,18995.0,19045.0,11603,82706,82664
2019-09-07 00:00:00.000000000,1567785600000000000,19045.0,19090.0,19040.0,19070.0,4187,82664,82037
2019-09-09 09:00:00.000000000,1567990800000000000,19070.0,19075.0,18930.0,18950.0,17384,82037,84158
2019-09-09 10:00:00.000000000,1567994400000000000,18950.0,19000.0,18925.0,18985.0,7821,84158,84253
2019-09-09 11:00:00.000000000,1567998000000000000,18985.0,19005.0,18975.0,19005.0,2096,84253,84289
2019-09-09 13:00:00.000000000,1568005200000000000,19005.0,19080.0,18990.0,19005.0,6760,84289,84186
2019-09-09 14:00:00.000000000,1568008800000000000,19005.0,19105.0,19000.0,19100.0,7916,84186,83782
2019-09-09 21:00:00.000000000,1568034000000000000,19055.0,19085.0,19005.0,19030.0,18180,83782,87416
2019-09-09 22:00:00.000000000,1568037600000000000,19030.0,19045.0,18990.0,19020.0,10669,87416,88002
2019-09-09 23:00:00.000000000,1568041200000000000,19020.0,19045.0,18965.0,19035.0,9958,88002,88326
2019-09-10 00:00:00.000000000,1568044800000000000,19035.0,19035.0,18985.0,19015.0,3953,88326,87886
2019-09-10 09:00:00.000000000,1568077200000000000,19030.0,19060.0,18970.0,18985.0,14473,87886,88936
2019-09-10 10:00:00.000000000,1568080800000000000,18985.0,19010.0,18970.0,18990.0,6671,88936,89073
2019-09-10 11:00:00.000000000,1568084400000000000,18990.0,19010.0,18985.0,19010.0,4184,89073,89259
2019-09-10 13:00:00.000000000,1568091600000000000,19020.0,19120.0,19015.0,19080.0,13233,89259,90376
2019-09-10 14:00:00.000000000,1568095200000000000,19080.0,19105.0,18985.0,19025.0,19287,90376,89151
2019-09-10 21:00:00.000000000,1568120400000000000,18985.0,19000.0,18925.0,18970.0,20381,89151,90600
2019-09-10 22:00:00.000000000,1568124000000000000,18970.0,19010.0,18950.0,18980.0,9101,90600,90499
2019-09-10 23:00:00.000000000,1568127600000000000,18980.0,19175.0,18975.0,19165.0,34683,90499,93159
2019-09-11 00:00:00.000000000,1568131200000000000,19165.0,19205.0,19150.0,19185.0,11244,93159,92564
2019-09-11 09:00:00.000000000,1568163600000000000,19175.0,19175.0,19105.0,19120.0,20418,92564,94314
2019-09-11 10:00:00.000000000,1568167200000000000,19120.0,19165.0,19075.0,19160.0,12878,94314,95916
2019-09-11 11:00:00.000000000,1568170800000000000,19160.0,19260.0,19145.0,19255.0,9646,95916,97660
2019-09-11 13:00:00.000000000,1568178000000000000,19285.0,19305.0,19235.0,19265.0,19738,97660,99357
2019-09-11 14:00:00.000000000,1568181600000000000,19265.0,19280.0,19225.0,19265.0,22808,99357,96841
2019-09-11 21:00:00.000000000,1568206800000000000,19310.0,19375.0,19265.0,19300.0,36001,96841,98889
2019-09-11 22:00:00.000000000,1568210400000000000,19300.0,19315.0,19240.0,19260.0,15068,98889,98301
2019-09-11 23:00:00.000000000,1568214000000000000,19260.0,19275.0,19155.0,19170.0,16589,98301,97294
2019-09-12 00:00:00.000000000,1568217600000000000,19170.0,19200.0,19165.0,19175.0,5822,97294,96163
2019-09-12 09:00:00.000000000,1568250000000000000,19210.0,19260.0,19180.0,19220.0,20386,96163,97575
2019-09-12 10:00:00.000000000,1568253600000000000,19220.0,19280.0,19210.0,19280.0,7053,97575,98092
2019-09-12 11:00:00.000000000,1568257200000000000,19280.0,19290.0,19205.0,19220.0,9200,98092,97006
2019-09-12 13:00:00.000000000,1568264400000000000,19245.0,19270.0,19220.0,19245.0,7638,97006,96115
2019-09-12 14:00:00.000000000,1568268000000000000,19245.0,19290.0,19235.0,19245.0,16895,96115,94879
2019-09-16 09:00:00.000000000,1568595600000000000,19380.0,19395.0,19230.0,19265.0,28297,94879,95644
2019-09-16 10:00:00.000000000,1568599200000000000,19265.0,19280.0,19235.0,19260.0,6946,95644,95405
2019-09-16 11:00:00.000000000,1568602800000000000,19260.0,19280.0,19240.0,19275.0,3962,95405,95559
2019-09-16 13:00:00.000000000,1568610000000000000,19280.0,19310.0,19265.0,19305.0,8863,95559,96770
2019-09-16 14:00:00.000000000,1568613600000000000,19305.0,19330.0,19265.0,19280.0,20341,96770,97102
2019-09-16 21:00:00.000000000,1568638800000000000,19270.0,19295.0,19205.0,19220.0,21221,97102,97060
2019-09-16 22:00:00.000000000,1568642400000000000,19220.0,19240.0,19140.0,19175.0,16674,97060,96093
2019-09-16 23:00:00.000000000,1568646000000000000,19175.0,19225.0,19170.0,19185.0,13411,96093,96795
2019-09-17 00:00:00.000000000,1568649600000000000,19185.0,19190.0,19140.0,19170.0,6403,96795,96562
2019-09-17 09:00:00.000000000,1568682000000000000,19170.0,19195.0,19060.0,19080.0,20482,96562,96767
2019-09-17 10:00:00.000000000,1568685600000000000,19080.0,19100.0,19065.0,19085.0,11195,96767,96200
2019-09-17 11:00:00.000000000,1568689200000000000,19085.0,19100.0,19060.0,19095.0,7507,96200,95804
2019-09-17 13:00:00.000000000,1568696400000000000,19080.0,19105.0,19070.0,19090.0,6484,95804,96230
2019-09-17 14:00:00.000000000,1568700000000000000,19090.0,19130.0,19075.0,19110.0,11238,96230,94518
2019-09-17 21:00:00.000000000,1568725200000000000,19120.0,19210.0,19055.0,19175.0,30196,94518,95943
2019-09-17 22:00:00.000000000,1568728800000000000,19175.0,19210.0,19140.0,19155.0,15344,95943,96473
2019-09-17 23:00:00.000000000,1568732400000000000,19155.0,19185.0,19150.0,19155.0,7258,96473,96773
2019-09-18 00:00:00.000000000,1568736000000000000,19155.0,19180.0,19145.0,19180.0,3382,96773,95899
2019-09-18 09:00:00.000000000,1568768400000000000,19170.0,19175.0,19075.0,19095.0,15053,95899,95834
2019-09-18 10:00:00.000000000,1568772000000000000,19095.0,19140.0,19080.0,19130.0,9811,95834,96246
2019-09-18 11:00:00.000000000,1568775600000000000,19130.0,19150.0,19125.0,19135.0,3800,96246,96102
2019-09-18 13:00:00.000000000,1568782800000000000,19135.0,19145.0,19110.0,19140.0,4626,96102,96275
2019-09-18 14:00:00.000000000,1568786400000000000,19140.0,19170.0,19110.0,19125.0,16543,96275,95866
2019-09-18 21:00:00.000000000,1568811600000000000,19020.0,19060.0,18980.0,18985.0,28826,95866,95435
2019-09-18 22:00:00.000000000,1568815200000000000,18985.0,19055.0,18970.0,19045.0,14228,95435,95125
2019-09-18 23:00:00.000000000,1568818800000000000,19045.0,19075.0,18995.0,19045.0,9090,95125,94827
2019-09-19 00:00:00.000000000,1568822400000000000,19045.0,19060.0,19025.0,19025.0,3359,94827,93783
2019-09-19 09:00:00.000000000,1568854800000000000,19025.0,19050.0,18985.0,19000.0,14594,93783,94958
2019-09-19 10:00:00.000000000,1568858400000000000,19000.0,19020.0,18995.0,19015.0,6325,94958,95458
2019-09-19 11:00:00.000000000,1568862000000000000,19015.0,19035.0,19005.0,19030.0,3082,95458,95266
2019-09-19 13:00:00.000000000,1568869200000000000,19025.0,19045.0,19020.0,19045.0,5178,95266,95131
2019-09-19 14:00:00.000000000,1568872800000000000,19045.0,19090.0,18930.0,18950.0,26636,95131,95113
2019-09-19 21:00:00.000000000,1568898000000000000,18960.0,18985.0,18885.0,18900.0,24655,95113,97381
2019-09-19 22:00:00.000000000,1568901600000000000,18900.0,18900.0,18830.0,18850.0,23829,97381,99254
2019-09-19 23:00:00.000000000,1568905200000000000,18850.0,19015.0,18845.0,18985.0,25853,99254,97755
2019-09-20 00:00:00.000000000,1568908800000000000,18985.0,19045.0,18965.0,19025.0,8927,97755,96047
2019-09-20 09:00:00.000000000,1568941200000000000,19015.0,19015.0,18955.0,18995.0,14550,96047,95936
2019-09-20 10:00:00.000000000,1568944800000000000,18995.0,19030.0,18960.0,19020.0,11427,95936,96125
2019-09-20 11:00:00.000000000,1568948400000000000,19020.0,19030.0,18980.0,18985.0,6897,96125,96635
2019-09-20 13:00:00.000000000,1568955600000000000,18985.0,18995.0,18970.0,18975.0,4940,96635,96996
2019-09-20 14:00:00.000000000,1568959200000000000,18975.0,19010.0,18900.0,18905.0,17486,96996,95718
2019-09-20 21:00:00.000000000,1568984400000000000,18895.0,18930.0,18850.0,18865.0,19727,95718,97797
2019-09-20 22:00:00.000000000,1568988000000000000,18865.0,18880.0,18805.0,18875.0,16564,97797,99300
2019-09-20 23:00:00.000000000,1568991600000000000,18875.0,18890.0,18840.0,18855.0,9927,99300,99340
2019-09-21 00:00:00.000000000,1568995200000000000,18855.0,18865.0,18825.0,18845.0,4258,99340,98039
2019-09-23 09:00:00.000000000,1569200400000000000,18855.0,18880.0,18825.0,18840.0,15652,98039,100807
2019-09-23 10:00:00.000000000,1569204000000000000,18840.0,18850.0,18815.0,18850.0,13036,100807,101655
2019-09-23 11:00:00.000000000,1569207600000000000,18850.0,18870.0,18835.0,18860.0,6419,101655,100852
2019-09-23 13:00:00.000000000,1569214800000000000,18845.0,18925.0,18840.0,18920.0,12830,100852,101479
2019-09-23 14:00:00.000000000,1569218400000000000,18920.0,18925.0,18850.0,18850.0,18245,101479,101277
2019-09-23 21:00:00.000000000,1569243600000000000,18910.0,18980.0,18890.0,18950.0,22292,101277,101241
2019-09-23 22:00:00.000000000,1569247200000000000,18950.0,19045.0,18930.0,19045.0,18058,101241,102534
2019-09-23 23:00:00.000000000,1569250800000000000,19045.0,19045.0,18975.0,19000.0,12785,102534,102595
2019-09-24 00:00:00.000000000,1569254400000000000,19000.0,19015.0,18980.0,18990.0,2995,102595,102234
2019-09-24 09:00:00.000000000,1569286800000000000,18990.0,19005.0,18785.0,18815.0,36232,102234,104955
2019-09-24 10:00:00.000000000,1569290400000000000,18815.0,18835.0,18765.0,18775.0,18609,104955,107297
2019-09-24 11:00:00.000000000,1569294000000000000,18775.0,18825.0,18750.0,18805.0,10362,107297,106959
2019-09-24 13:00:00.000000000,1569301200000000000,18820.0,18865.0,18815.0,18830.0,9024,106959,105958
2019-09-24 14:00:00.000000000,1569304800000000000,18830.0,18835.0,18765.0,18800.0,18277,105958,106391
2019-09-24 21:00:00.000000000,1569330000000000000,18740.0,18790.0,18635.0,18645.0,35729,106391,109010
2019-09-24 22:00:00.000000000,1569333600000000000,18645.0,18655.0,18585.0,18625.0,27183,109010,110210
2019-09-24 23:00:00.000000000,1569337200000000000,18625.0,18640.0,18605.0,18620.0,9726,110210,109889
2019-09-25 00:00:00.000000000,1569340800000000000,18620.0,18635.0,18610.0,18625.0,3748,109889,109496
2019-09-25 09:00:00.000000000,1569373200000000000,18625.0,18665.0,18585.0,18600.0,18357,109496,110929
2019-09-25 10:00:00.000000000,1569376800000000000,18600.0,18645.0,18570.0,18635.0,16141,110929,109854
2019-09-25 11:00:00.000000000,1569380400000000000,18635.0,18650.0,18620.0,18625.0,5840,109854,108749
2019-09-25 13:00:00.000000000,1569387600000000000,18615.0,18645.0,18605.0,18635.0,6052,108749,108385
2019-09-25 14:00:00.000000000,1569391200000000000,18635.0,18685.0,18610.0,18660.0,17054,108385,106504
2019-09-25 21:00:00.000000000,1569416400000000000,18630.0,18705.0,18610.0,18645.0,19764,106504,105543
2019-09-25 22:00:00.000000000,1569420000000000000,18645.0,18715.0,18610.0,18690.0,16495,105543,105230
2019-09-25 23:00:00.000000000,1569423600000000000,18690.0,18710.0,18670.0,18695.0,8720,105230,105726
2019-09-26 00:00:00.000000000,1569427200000000000,18695.0,18720.0,18635.0,18650.0,7095,105726,105121
2019-09-26 09:00:00.000000000,1569459600000000000,18660.0,18670.0,18625.0,18650.0,13633,105121,105385
2019-09-26 10:00:00.000000000,1569463200000000000,18650.0,18655.0,18625.0,18640.0,7456,105385,105025
2019-09-26 11:00:00.000000000,1569466800000000000,18640.0,18650.0,18630.0,18635.0,4054,105025,104559
2019-09-26 13:00:00.000000000,1569474000000000000,18635.0,18650.0,18625.0,18630.0,4294,104559,104120
2019-09-26 14:00:00.000000000,1569477600000000000,18630.0,18635.0,18585.0,18615.0,16928,104120,103682
2019-09-26 21:00:00.000000000,1569502800000000000,18705.0,18760.0,18685.0,18710.0,25827,103682,102311
2019-09-26 22:00:00.000000000,1569506400000000000,18710.0,18795.0,18630.0,18645.0,22501,102311,101273
2019-09-26 23:00:00.000000000,1569510000000000000,18645.0,18655.0,18590.0,18620.0,12525,101273,101040
2019-09-27 00:00:00.000000000,1569513600000000000,18620.0,18620.0,18535.0,18535.0,8687,101040,101613
2019-09-27 09:00:00.000000000,1569546000000000000,18540.0,18645.0,18540.0,18640.0,17764,101613,98938
2019-09-27 10:00:00.000000000,1569549600000000000,18640.0,18760.0,18625.0,18750.0,24558,98938,94875
2019-09-27 11:00:00.000000000,1569553200000000000,18750.0,18780.0,18730.0,18740.0,8860,94875,93722
2019-09-27 13:00:00.000000000,1569560400000000000,18740.0,18760.0,18690.0,18720.0,5823,93722,93058
2019-09-27 14:00:00.000000000,1569564000000000000,18720.0,18770.0,18690.0,18745.0,13351,93058,90940
2019-09-27 21:00:00.000000000,1569589200000000000,18710.0,18795.0,18675.0,18720.0,15294,90940,90232
2019-09-27 22:00:00.000000000,1569592800000000000,18720.0,18755.0,18675.0,18700.0,9704,90232,90057
2019-09-27 23:00:00.000000000,1569596400000000000,18700.0,18745.0,18650.0,18730.0,15263,90057,89699
2019-09-28 00:00:00.000000000,1569600000000000000,18730.0,18755.0,18700.0,18720.0,4841,89699,88639
2019-09-30 09:00:00.000000000,1569805200000000000,18720.0,18815.0,18715.0,18805.0,18542,88639,88899
2019-09-30 10:00:00.000000000,1569808800000000000,18805.0,18820.0,18740.0,18770.0,12252,88899,89266
2019-09-30 11:00:00.000000000,1569812400000000000,18770.0,18770.0,18695.0,18715.0,7296,89266,88438
2019-09-30 13:00:00.000000000,1569819600000000000,18720.0,18745.0,18700.0,18705.0,4178,88438,88062
2019-09-30 14:00:00.000000000,1569823200000000000,18705.0,18710.0,18675.0,18695.0,10734,88062,86222
2019-10-08 09:00:00.000000000,1570496400000000000,18675.0,18720.0,18630.0,18720.0,23865,86222,82233
2019-10-08 10:00:00.000000000,1570500000000000000,18720.0,18730.0,18685.0,18710.0,8930,82233,81100
2019-10-08 11:00:00.000000000,1570503600000000000,18710.0,18780.0,18705.0,18765.0,7648,81100,80339
2019-10-08 13:00:00.000000000,1570510800000000000,18760.0,18795.0,18715.0,18720.0,6492,80339,80182
2019-10-08 14:00:00.000000000,1570514400000000000,18720.0,18745.0,18690.0,18700.0,8475,80182,79688
2019-10-08 21:00:00.000000000,1570539600000000000,18640.0,18720.0,18620.0,18695.0,14999,79688,79388
2019-10-08 22:00:00.000000000,1570543200000000000,18695.0,18735.0,18665.0,18730.0,8638,79388,79845
2019-10-08 23:00:00.000000000,1570546800000000000,18730.0,18750.0,18680.0,18690.0,7284,79845,80360
2019-10-09 00:00:00.000000000,1570550400000000000,18690.0,18705.0,18660.0,18670.0,2813,80360,80359
2019-10-09 09:00:00.000000000,1570582800000000000,18680.0,18765.0,18680.0,18715.0,12441,80359,80170
2019-10-09 10:00:00.000000000,1570586400000000000,18715.0,18725.0,18670.0,18705.0,11645,80170,80276
2019-10-09 11:00:00.000000000,1570590000000000000,18705.0,18705.0,18680.0,18685.0,2318,80276,79899
2019-10-09 13:00:00.000000000,1570597200000000000,18690.0,18715.0,18690.0,18710.0,2877,79899,79806
2019-10-09 14:00:00.000000000,1570600800000000000,18710.0,18710.0,18650.0,18660.0,12248,79806,79151
2019-10-09 21:00:00.000000000,1570626000000000000,18695.0,18720.0,18640.0,18660.0,11301,79151,80116
2019-10-09 22:00:00.000000000,1570629600000000000,18660.0,18685.0,18650.0,18650.0,4907,80116,80146
2019-10-09 23:00:00.000000000,1570633200000000000,18650.0,18865.0,18635.0,18815.0,25010,80146,78475
2019-10-10 00:00:00.000000000,1570636800000000000,18815.0,18900.0,18815.0,18870.0,10295,78475,77426
2019-10-10 09:00:00.000000000,1570669200000000000,18860.0,18860.0,18800.0,18840.0,18619,77426,77229
2019-10-10 10:00:00.000000000,1570672800000000000,18840.0,18850.0,18800.0,18810.0,8689,77229,77624
2019-10-10 11:00:00.000000000,1570676400000000000,18810.0,18815.0,18785.0,18795.0,4463,77624,77190
2019-10-10 13:00:00.000000000,1570683600000000000,18795.0,18815.0,18775.0,18800.0,5711,77190,76970
2019-10-10 14:00:00.000000000,1570687200000000000,18800.0,18855.0,18780.0,18850.0,12889,76970,77183
2019-10-10 21:00:00.000000000,1570712400000000000,19040.0,19040.0,18930.0,18985.0,24871,77183,78178
2019-10-10 22:00:00.000000000,1570716000000000000,18985.0,19015.0,18970.0,19015.0,13076,78178,78710
2019-10-10 23:00:00.000000000,1570719600000000000,19015.0,19035.0,18990.0,19010.0,6874,78710,78848
2019-10-11 00:00:00.000000000,1570723200000000000,19010.0,19015.0,18975.0,19000.0,2929,78848,78299
2019-10-11 09:00:00.000000000,1570755600000000000,19000.0,19015.0,18945.0,18960.0,13416,78299,77806
2019-10-11 10:00:00.000000000,1570759200000000000,18960.0,18965.0,18920.0,18930.0,9697,77806,77687
2019-10-11 11:00:00.000000000,1570762800000000000,18930.0,18960.0,18930.0,18955.0,4484,77687,77447
2019-10-11 13:00:00.000000000,1570770000000000000,18955.0,18995.0,18950.0,18975.0,6321,77447,77444
2019-10-11 14:00:00.000000000,1570773600000000000,18975.0,18985.0,18940.0,18975.0,11424,77444,74507
2019-10-11 21:00:00.000000000,1570798800000000000,19045.0,19165.0,19005.0,19125.0,36703,74507,71615
2019-10-11 22:00:00.000000000,1570802400000000000,19125.0,19160.0,19090.0,19110.0,13861,71615,71494
2019-10-11 23:00:00.000000000,1570806000000000000,19110.0,19135.0,19085.0,19090.0,5783,71494,71298
2019-10-12 00:00:00.000000000,1570809600000000000,19090.0,19100.0,19055.0,19065.0,3740,71298,70555
2019-10-14 09:00:00.000000000,1571014800000000000,19060.0,19100.0,18945.0,18970.0,18740,70555,68937
2019-10-14 10:00:00.000000000,1571018400000000000,18970.0,18975.0,18940.0,18970.0,9720,68937,67244
2019-10-14 11:00:00.000000000,1571022000000000000,18970.0,18980.0,18950.0,18950.0,3598,67244,67011
2019-10-14 13:00:00.000000000,1571029200000000000,18960.0,19000.0,18960.0,18990.0,3718,67011,66746
2019-10-14 14:00:00.000000000,1571032800000000000,18990.0,19005.0,18910.0,18910.0,11461,66746,64679
2019-10-14 21:00:00.000000000,1571058000000000000,18955.0,18980.0,18890.0,18960.0,14950,64679,91081
2019-10-14 22:00:00.000000000,1571061600000000000,18960.0,18990.0,18945.0,18970.0,7281,91081,90964
2019-10-14 23:00:00.000000000,1571065200000000000,18970.0,18995.0,18950.0,18975.0,4560,90964,91461
2019-10-15 00:00:00.000000000,1571068800000000000,18975.0,18985.0,18940.0,18965.0,3662,91461,90925
2019-10-15 09:00:00.000000000,1571101200000000000,18965.0,19045.0,18915.0,19040.0,14862,90925,93401
2019-10-15 10:00:00.000000000,1571104800000000000,19040.0,19050.0,19000.0,19035.0,8748,93401,94725
2019-10-15 11:00:00.000000000,1571108400000000000,19035.0,19050.0,19030.0,19040.0,4248,94725,95323
2019-10-15 13:00:00.000000000,1571115600000000000,19050.0,19060.0,19025.0,19035.0,5590,95323,95995
2019-10-15 14:00:00.000000000,1571119200000000000,19035.0,19090.0,19035.0,19070.0,15794,95995,96442
2019-10-15 21:00:00.000000000,1571144400000000000,19095.0,19105.0,19035.0,19055.0,16313,96442,98804
2019-10-15 22:00:00.000000000,1571148000000000000,19055.0,19100.0,19050.0,19080.0,10434,98804,100016
2019-10-15 23:00:00.000000000,1571151600000000000,19080.0,19110.0,19010.0,19015.0,13391,100016,100183
2019-10-16 00:00:00.000000000,1571155200000000000,19015.0,19020.0,18945.0,18965.0,7756,100183,99187
2019-10-16 09:00:00.000000000,1571187600000000000,18965.0,19005.0,18940.0,18960.0,15708,99187,99828
2019-10-16 10:00:00.000000000,1571191200000000000,18960.0,18980.0,18885.0,18905.0,17530,99828,99937
2019-10-16 11:00:00.000000000,1571194800000000000,18905.0,18915.0,18875.0,18885.0,6753,99937,99010
2019-10-16 13:00:00.000000000,1571202000000000000,18880.0,18915.0,18875.0,18910.0,5980,99010,98740
2019-10-16 14:00:00.000000000,1571205600000000000,18910.0,18950.0,18900.0,18915.0,13852,98740,98629
2019-10-16 21:00:00.000000000,1571230800000000000,18890.0,18900.0,18825.0,18865.0,18027,98629,99923
2019-10-16 22:00:00.000000000,1571234400000000000,18865.0,18960.0,18855.0,18950.0,13843,99923,100182
2019-10-16 23:00:00.000000000,1571238000000000000,18950.0,18950.0,18850.0,18860.0,9974,100182,100847
2019-10-17 00:00:00.000000000,1571241600000000000,18860.0,18930.0,18860.0,18905.0,5260,100847,99717
2019-10-17 09:00:00.000000000,1571274000000000000,18880.0,18905.0,18850.0,18855.0,10582,99717,100842
2019-10-17 10:00:00.000000000,1571277600000000000,18855.0,18860.0,18760.0,18775.0,17366,100842,101868
2019-10-17 11:00:00.000000000,1571281200000000000,18775.0,18780.0,18720.0,18755.0,8957,101868,102452
2019-10-17 13:00:00.000000000,1571288400000000000,18760.0,18790.0,18745.0,18765.0,4860,102452,103118
2019-10-17 14:00:00.000000000,1571292000000000000,18765.0,18765.0,18705.0,18735.0,15971,103118,102744
2019-10-17 21:00:00.000000000,1571317200000000000,18790.0,18870.0,18780.0,18850.0,21005,102744,101890
2019-10-17 22:00:00.000000000,1571320800000000000,18850.0,18865.0,18775.0,18805.0,9868,101890,102405
2019-10-17 23:00:00.000000000,1571324400000000000,18805.0,18840.0,18760.0,18765.0,9299,102405,102678
2019-10-18 00:00:00.000000000,1571328000000000000,18765.0,18840.0,18760.0,18825.0,3570,102678,101879
2019-10-18 09:00:00.000000000,1571360400000000000,18830.0,18830.0,18775.0,18790.0,12359,101879,102358
2019-10-18 10:00:00.000000000,1571364000000000000,18790.0,18805.0,18770.0,18795.0,8970,102358,102070
2019-10-18 11:00:00.000000000,1571367600000000000,18795.0,18830.0,18790.0,18810.0,7287,102070,101940
2019-10-18 13:00:00.000000000,1571374800000000000,18805.0,18835.0,18790.0,18805.0,7049,101940,101538
2019-10-18 14:00:00.000000000,1571378400000000000,18805.0,18890.0,18805.0,18860.0,16132,101538,100124
2019-10-18 21:00:00.000000000,1571403600000000000,19000.0,19080.0,18975.0,19055.0,38402,100124,100769
2019-10-18 22:00:00.000000000,1571407200000000000,19055.0,19065.0,18970.0,18985.0,14900,100769,99722
2019-10-18 23:00:00.000000000,1571410800000000000,18985.0,19000.0,18955.0,18975.0,9223,99722,99580
2019-10-19 00:00:00.000000000,1571414400000000000,18975.0,18990.0,18955.0,18960.0,4186,99580,98645
2019-10-21 09:00:00.000000000,1571619600000000000,18955.0,18995.0,18920.0,18955.0,22633,98645,99470
2019-10-21 10:00:00.000000000,1571623200000000000,18955.0,18970.0,18920.0,18925.0,9914,99470,99383
2019-10-21 11:00:00.000000000,1571626800000000000,18925.0,18930.0,18885.0,18895.0,7210,99383,98825
2019-10-21 13:00:00.000000000,1571634000000000000,18900.0,18910.0,18890.0,18905.0,4245,98825,98857
2019-10-21 14:00:00.000000000,1571637600000000000,18905.0,18935.0,18895.0,18925.0,11953,98857,97896
2019-10-21 21:00:00.000000000,1571662800000000000,18955.0,18990.0,18925.0,18970.0,13850,97896,99387
2019-10-21 22:00:00.000000000,1571666400000000000,18970.0,18980.0,18935.0,18960.0,6324,99387,99323
2019-10-21 23:00:00.000000000,1571670000000000000,18960.0,18960.0,18910.0,18925.0,5887,99323,99597
2019-10-22 00:00:00.000000000,1571673600000000000,18925.0,18935.0,18915.0,18935.0,1951,99597,99213
2019-10-22 09:00:00.000000000,1571706000000000000,18935.0,18960.0,18865.0,18875.0,16555,99213,100622
2019-10-22 10:00:00.000000000,1571709600000000000,18875.0,18915.0,18870.0,18905.0,8594,100622,100005
