datetime,datetime_nano,KQ.m@DCE.lh.open,KQ.m@DCE.lh.high,KQ.m@DCE.lh.low,KQ.m@DCE.lh.close,KQ.m@DCE.lh.volume,KQ.m@DCE.lh.open_oi,KQ.m@DCE.lh.close_oi
2021-03-29 11:00:00.000000000,1616986800000000000,26735.0,26845.0,26710.0,26830.0,334,11298,11371
2021-03-29 13:00:00.000000000,1616994000000000000,26830.0,26830.0,26685.0,26690.0,266,11371,11338
2021-03-29 14:00:00.000000000,1616997600000000000,26690.0,26710.0,26535.0,26555.0,822,11338,11456
2021-03-30 09:00:00.000000000,1617066000000000000,26500.0,27140.0,26310.0,27005.0,2638,11456,11193
2021-03-30 10:00:00.000000000,1617069600000000000,27005.0,27230.0,26985.0,27045.0,910,11193,11264
2021-03-30 11:00:00.000000000,1617073200000000000,27045.0,27075.0,27000.0,27070.0,130,11264,11259
2021-03-30 13:00:00.000000000,1617080400000000000,27070.0,27140.0,26955.0,26965.0,377,11259,11330
2021-03-30 14:00:00.000000000,1617084000000000000,26965.0,27130.0,26950.0,27030.0,560,11330,11358
2021-03-31 09:00:00.000000000,1617152400000000000,26870.0,27130.0,26760.0,27025.0,1622,11358,10977
2021-03-31 10:00:00.000000000,1617156000000000000,27025.0,27045.0,26800.0,26820.0,571,10977,10830
2021-03-31 11:00:00.000000000,1617159600000000000,26820.0,26925.0,26800.0,26800.0,197,10830,10823
2021-03-31 13:00:00.000000000,1617166800000000000,26800.0,26820.0,26655.0,26765.0,461,10823,10795
2021-03-31 14:00:00.000000000,1617170400000000000,26765.0,27000.0,26735.0,26985.0,630,10795,10842
2021-04-01 09:00:00.000000000,1617238800000000000,27140.0,27695.0,26870.0,27615.0,3198,10842,11247
2021-04-01 10:00:00.000000000,1617242400000000000,27615.0,27650.0,27520.0,27620.0,744,11247,11272
2021-04-01 11:00:00.000000000,1617246000000000000,27620.0,27655.0,27600.0,27625.0,304,11272,11334
2021-04-01 13:00:00.000000000,1617253200000000000,27600.0,27690.0,27600.0,27670.0,382,11334,11372
2021-04-01 14:00:00.000000000,1617256800000000000,27670.0,27995.0,27610.0,27940.0,1906,11372,11547
2021-04-02 09:00:00.000000000,1617325200000000000,27900.0,27940.0,27535.0,27665.0,1715,11547,11095
2021-04-02 10:00:00.000000000,1617328800000000000,27665.0,27755.0,27630.0,27705.0,317,11095,11044
2021-04-02 11:00:00.000000000,1617332400000000000,27705.0,27760.0,27665.0,27675.0,243,11044,10974
2021-04-02 13:00:00.000000000,1617339600000000000,27700.0,27700.0,27555.0,27610.0,529,10974,10817
2021-04-02 14:00:00.000000000,1617343200000000000,27610.0,27705.0,27605.0,27660.0,451,10817,10751
2021-04-06 09:00:00.000000000,1617670800000000000,27220.0,27495.0,27200.0,27395.0,1290,10751,10613
2021-04-06 10:00:00.000000000,1617674400000000000,27395.0,27480.0,27360.0,27400.0,159,10613,10627
2021-04-06 11:00:00.000000000,1617678000000000000,27400.0,27420.0,27380.0,27380.0,89,10627,10616
2021-04-06 13:00:00.000000000,1617685200000000000,27370.0,27400.0,27305.0,27390.0,184,10616,10671
2021-04-06 14:00:00.000000000,1617688800000000000,27390.0,27395.0,27060.0,27120.0,714,10671,10764
2021-04-07 09:00:00.000000000,1617757200000000000,27055.0,27120.0,26665.0,26700.0,2098,10764,10711
2021-04-07 10:00:00.000000000,1617760800000000000,26700.0,26840.0,26680.0,26805.0,329,10711,10703
2021-04-07 11:00:00.000000000,1617764400000000000,26805.0,26925.0,26800.0,26900.0,303,10703,10652
2021-04-07 13:00:00.000000000,1617771600000000000,26900.0,26920.0,26735.0,26870.0,339,10652,10700
2021-04-07 14:00:00.000000000,1617775200000000000,26870.0,26920.0,26800.0,26810.0,376,10700,10749
2021-04-08 09:00:00.000000000,1617843600000000000,26710.0,26830.0,26615.0,26785.0,707,10749,10788
2021-04-08 10:00:00.000000000,1617847200000000000,26785.0,26900.0,26745.0,26880.0,232,10788,10727
2021-04-08 11:00:00.000000000,1617850800000000000,26880.0,27320.0,26880.0,27050.0,989,10727,10679
2021-04-08 13:00:00.000000000,1617858000000000000,27060.0,27120.0,26950.0,26970.0,220,10679,10700
2021-04-08 14:00:00.000000000,1617861600000000000,26970.0,27090.0,26900.0,26920.0,435,10700,10723
2021-04-09 09:00:00.000000000,1617930000000000000,26995.0,27070.0,26820.0,26865.0,661,10723,10633
2021-04-09 10:00:00.000000000,1617933600000000000,26865.0,26905.0,26635.0,26650.0,791,10633,10547
2021-04-09 11:00:00.000000000,1617937200000000000,26650.0,26730.0,26600.0,26685.0,400,10547,10676
2021-04-09 13:00:00.000000000,1617944400000000000,26685.0,26700.0,26500.0,26525.0,632,10676,10838
2021-04-09 14:00:00.000000000,1617948000000000000,26525.0,26695.0,26465.0,26610.0,1071,10838,10638
2021-04-12 09:00:00.000000000,1618189200000000000,26915.0,27345.0,26830.0,27115.0,2430,10638,10367
2021-04-12 10:00:00.000000000,1618192800000000000,27115.0,27180.0,27050.0,27060.0,243,10367,10402
2021-04-12 11:00:00.000000000,1618196400000000000,27060.0,27105.0,27060.0,27070.0,116,10402,10403
2021-04-12 13:00:00.000000000,1618203600000000000,27060.0,27110.0,27000.0,27020.0,279,10403,10451
2021-04-12 14:00:00.000000000,1618207200000000000,27020.0,27150.0,26815.0,27095.0,1107,10451,10592
2021-04-13 09:00:00.000000000,1618275600000000000,27325.0,27485.0,27120.0,27245.0,963,10592,10527
2021-04-13 10:00:00.000000000,1618279200000000000,27245.0,27245.0,27125.0,27185.0,251,10527,10447
2021-04-13 11:00:00.000000000,1618282800000000000,27185.0,27245.0,27140.0,27225.0,157,10447,10444
2021-04-13 13:00:00.000000000,1618290000000000000,27210.0,27295.0,27170.0,27265.0,277,10444,10407
2021-04-13 14:00:00.000000000,1618293600000000000,27265.0,27640.0,27230.0,27605.0,1788,10407,10659
2021-04-14 09:00:00.000000000,1618362000000000000,27405.0,27700.0,27350.0,27510.0,1464,10659,10524
2021-04-14 10:00:00.000000000,1618365600000000000,27510.0,27525.0,27420.0,27475.0,260,10524,10503
2021-04-14 11:00:00.000000000,1618369200000000000,27475.0,27520.0,27440.0,27490.0,84,10503,10498
2021-04-14 13:00:00.000000000,1618376400000000000,27490.0,27560.0,27420.0,27455.0,134,10498,10466
2021-04-14 14:00:00.000000000,1618380000000000000,27455.0,27550.0,27400.0,27425.0,373,10466,10478
2021-04-15 09:00:00.000000000,1618448400000000000,27480.0,27495.0,27250.0,27310.0,907,10478,10472
2021-04-15 10:00:00.000000000,1618452000000000000,27310.0,27420.0,27300.0,27420.0,246,10472,10461
2021-04-15 11:00:00.000000000,1618455600000000000,27420.0,27450.0,27380.0,27400.0,124,10461,10468
2021-04-15 13:00:00.000000000,1618462800000000000,27400.0,27460.0,27400.0,27405.0,162,10468,10490
2021-04-15 14:00:00.000000000,1618466400000000000,27405.0,27430.0,27150.0,27190.0,796,10490,10516
2021-04-16 09:00:00.000000000,1618534800000000000,27000.0,27150.0,26785.0,26910.0,2281,10516,10499
2021-04-16 10:00:00.000000000,1618538400000000000,26910.0,26990.0,26870.0,26890.0,408,10499,10572
2021-04-16 11:00:00.000000000,1618542000000000000,26890.0,26980.0,26875.0,26965.0,144,10572,10610
2021-04-16 13:00:00.000000000,1618549200000000000,26965.0,26965.0,26900.0,26920.0,131,10610,10626
2021-04-16 14:00:00.000000000,1618552800000000000,26920.0,26950.0,26825.0,26920.0,514,10626,10624
2021-04-19 09:00:00.000000000,1618794000000000000,26900.0,27085.0,26800.0,26985.0,980,10624,10534
2021-04-19 10:00:00.000000000,1618797600000000000,26985.0,27180.0,26980.0,27130.0,531,10534,10492
2021-04-19 11:00:00.000000000,1618801200000000000,27130.0,27245.0,27100.0,27185.0,405,10492,10536
2021-04-19 13:00:00.000000000,1618808400000000000,27185.0,27185.0,27055.0,27090.0,226,10536,10605
2021-04-19 14:00:00.000000000,1618812000000000000,27090.0,27180.0,27070.0,27180.0,422,10605,10694
2021-04-20 09:00:00.000000000,1618880400000000000,27250.0,27480.0,27110.0,27215.0,945,10694,10677
2021-04-20 10:00:00.000000000,1618884000000000000,27215.0,27290.0,27160.0,27160.0,239,10677,10683
2021-04-20 11:00:00.000000000,1618887600000000000,27160.0,27250.0,27160.0,27185.0,107,10683,10689
2021-04-20 13:00:00.000000000,1618894800000000000,27200.0,27250.0,27155.0,27215.0,111,10689,10691
2021-04-20 14:00:00.000000000,1618898400000000000,27215.0,27235.0,27110.0,27110.0,353,10691,10699
2021-04-21 09:00:00.000000000,1618966800000000000,26980.0,27165.0,26755.0,27095.0,966,10699,10738
2021-04-21 10:00:00.000000000,1618970400000000000,27095.0,27170.0,27095.0,27140.0,164,10738,10732
2021-04-21 11:00:00.000000000,1618974000000000000,27140.0,27165.0,27105.0,27145.0,142,10732,10772
2021-04-21 13:00:00.000000000,1618981200000000000,27145.0,27150.0,27060.0,27070.0,98,10772,10791
2021-04-21 14:00:00.000000000,1618984800000000000,27070.0,27180.0,27050.0,27170.0,391,10791,10797
2021-04-22 09:00:00.000000000,1619053200000000000,27165.0,27330.0,27050.0,27180.0,1100,10797,10759
2021-04-22 10:00:00.000000000,1619056800000000000,27180.0,27220.0,27100.0,27220.0,170,10759,10766
2021-04-22 11:00:00.000000000,1619060400000000000,27220.0,27235.0,27185.0,27190.0,77,10766,10793
2021-04-22 13:00:00.000000000,1619067600000000000,27180.0,27245.0,27135.0,27230.0,152,10793,10831
2021-04-22 14:00:00.000000000,1619071200000000000,27230.0,27250.0,27175.0,27195.0,319,10831,10839
2021-04-23 09:00:00.000000000,1619139600000000000,27195.0,27700.0,27195.0,27690.0,2500,10839,11583
2021-04-23 10:00:00.000000000,1619143200000000000,27690.0,27990.0,27685.0,27735.0,2465,11583,11916
2021-04-23 11:00:00.000000000,1619146800000000000,27735.0,27800.0,27735.0,27740.0,180,11916,11931
2021-04-23 13:00:00.000000000,1619154000000000000,27740.0,27770.0,27590.0,27615.0,460,11931,11945
2021-04-23 14:00:00.000000000,1619157600000000000,27615.0,27810.0,27605.0,27720.0,919,11945,12092
2021-04-26 09:00:00.000000000,1619398800000000000,27680.0,27680.0,27330.0,27480.0,1875,12092,11547
2021-04-26 10:00:00.000000000,1619402400000000000,27480.0,27510.0,27400.0,27485.0,399,11547,11428
2021-04-26 11:00:00.000000000,1619406000000000000,27485.0,27510.0,27370.0,27400.0,253,11428,11361
2021-04-26 13:00:00.000000000,1619413200000000000,27405.0,27510.0,27345.0,27370.0,312,11361,11254
2021-04-26 14:00:00.000000000,1619416800000000000,27370.0,27435.0,27365.0,27370.0,607,11254,11274
2021-04-27 09:00:00.000000000,1619485200000000000,27400.0,27440.0,26660.0,27100.0,1794,11274,10948
2021-04-27 10:00:00.000000000,1619488800000000000,27100.0,27160.0,27060.0,27075.0,222,10948,10971
2021-04-27 11:00:00.000000000,1619492400000000000,27075.0,27110.0,27055.0,27075.0,94,10971,10953
2021-04-27 13:00:00.000000000,1619499600000000000,27075.0,27180.0,27070.0,27130.0,175,10953,10994
2021-04-27 14:00:00.000000000,1619503200000000000,27130.0,27140.0,27035.0,27035.0,400,10994,10971
2021-04-28 09:00:00.000000000,1619571600000000000,26860.0,27355.0,26850.0,27280.0,1200,10971,10800
2021-04-28 10:00:00.000000000,1619575200000000000,27280.0,27280.0,27140.0,27185.0,287,10800,10776
2021-04-28 11:00:00.000000000,1619578800000000000,27185.0,27210.0,27150.0,27185.0,115,10776,10763
2021-04-28 13:00:00.000000000,1619586000000000000,27185.0,27260.0,27180.0,27235.0,124,10763,10795
2021-04-28 14:00:00.000000000,1619589600000000000,27235.0,27250.0,27125.0,27250.0,331,10795,10795
2021-04-29 09:00:00.000000000,1619658000000000000,27200.0,27250.0,27075.0,27160.0,386,10795,10741
2021-04-29 10:00:00.000000000,1619661600000000000,27160.0,27185.0,27100.0,27125.0,161,10741,10742
2021-04-29 11:00:00.000000000,1619665200000000000,27125.0,27130.0,27100.0,27115.0,62,10742,10747
2021-04-29 13:00:00.000000000,1619672400000000000,27115.0,27175.0,27110.0,27125.0,108,10747,10745
2021-04-29 14:00:00.000000000,1619676000000000000,27125.0,27385.0,27110.0,27320.0,884,10745,10991
2021-04-30 09:00:00.000000000,1619744400000000000,27320.0,27480.0,27250.0,27455.0,902,10991,10971
2021-04-30 10:00:00.000000000,1619748000000000000,27455.0,27480.0,27360.0,27360.0,246,10971,10952
2021-04-30 11:00:00.000000000,1619751600000000000,27360.0,27385.0,27210.0,27315.0,236,10952,10878
2021-04-30 13:00:00.000000000,1619758800000000000,27315.0,27315.0,27200.0,27245.0,257,10878,10880
2021-04-30 14:00:00.000000000,1619762400000000000,27245.0,27335.0,27235.0,27290.0,326,10880,10822
2021-05-06 09:00:00.000000000,1620262800000000000,27000.0,27160.0,26675.0,26700.0,2626,10822,11253
2021-05-06 10:00:00.000000000,1620266400000000000,26700.0,26815.0,26405.0,26730.0,1726,11253,11778
2021-05-06 11:00:00.000000000,1620270000000000000,26730.0,26790.0,26610.0,26655.0,350,11778,11727
2021-05-06 13:00:00.000000000,1620277200000000000,26655.0,26770.0,26610.0,26730.0,308,11727,11754
2021-05-06 14:00:00.000000000,1620280800000000000,26730.0,26800.0,26660.0,26700.0,498,11754,11707
2021-05-07 09:00:00.000000000,1620349200000000000,26680.0,26945.0,26485.0,26920.0,1218,11707,11553
2021-05-07 10:00:00.000000000,1620352800000000000,26920.0,26940.0,26820.0,26900.0,376,11553,11476
2021-05-07 11:00:00.000000000,1620356400000000000,26900.0,26925.0,26835.0,26890.0,150,11476,11496
2021-05-07 13:00:00.000000000,1620363600000000000,26850.0,26900.0,26705.0,26850.0,406,11496,11511
2021-05-07 14:00:00.000000000,1620367200000000000,26850.0,26900.0,26745.0,26900.0,623,11511,11337
2021-05-10 09:00:00.000000000,1620608400000000000,26700.0,26750.0,25890.0,26010.0,3710,11337,12033
2021-05-10 10:00:00.000000000,1620612000000000000,26010.0,26075.0,25580.0,25680.0,2266,12033,12294
2021-05-10 11:00:00.000000000,1620615600000000000,25680.0,25695.0,25505.0,25575.0,735,12294,12328
2021-05-10 13:00:00.000000000,1620622800000000000,25575.0,25695.0,25450.0,25490.0,1169,12328,12278
2021-05-10 14:00:00.000000000,1620626400000000000,25490.0,25500.0,24975.0,25005.0,2852,12278,12337
2021-05-11 09:00:00.000000000,1620694800000000000,24960.0,25100.0,24750.0,24880.0,3524,12337,12412
2021-05-11 10:00:00.000000000,1620698400000000000,24880.0,25000.0,24850.0,25000.0,488,12412,12385
2021-05-11 11:00:00.000000000,1620702000000000000,25000.0,25105.0,24945.0,25070.0,563,12385,12302
2021-05-11 13:00:00.000000000,1620709200000000000,25080.0,25180.0,25000.0,25030.0,624,12302,12267
2021-05-11 14:00:00.000000000,1620712800000000000,25030.0,25055.0,24950.0,24950.0,789,12267,12311
2021-05-12 09:00:00.000000000,1620781200000000000,25010.0,25500.0,25000.0,25305.0,3320,12311,11896
2021-05-12 10:00:00.000000000,1620784800000000000,25305.0,25345.0,25160.0,25260.0,648,11896,12008
2021-05-12 11:00:00.000000000,1620788400000000000,25260.0,25315.0,25105.0,25245.0,249,12008,12047
2021-05-12 13:00:00.000000000,1620795600000000000,25250.0,25270.0,25155.0,25225.0,453,12047,12053
2021-05-12 14:00:00.000000000,1620799200000000000,25225.0,25285.0,25145.0,25255.0,629,12053,11988
2021-05-13 09:00:00.000000000,1620867600000000000,25210.0,25250.0,24710.0,24930.0,2808,11988,11968
2021-05-13 10:00:00.000000000,1620871200000000000,24930.0,25075.0,24885.0,24925.0,629,11968,11936
2021-05-13 11:00:00.000000000,1620874800000000000,24925.0,25060.0,24900.0,24970.0,374,11936,11868
2021-05-13 13:00:00.000000000,1620882000000000000,24985.0,25080.0,24915.0,24975.0,515,11868,11875
2021-05-13 14:00:00.000000000,1620885600000000000,24975.0,25065.0,24975.0,25020.0,656,11875,11666
2021-05-14 09:00:00.000000000,1620954000000000000,25020.0,25020.0,24815.0,24930.0,1124,11666,11601
2021-05-14 10:00:00.000000000,1620957600000000000,24930.0,24935.0,24420.0,24465.0,2291,11601,12453
2021-05-14 11:00:00.000000000,1620961200000000000,24465.0,25050.0,24465.0,24850.0,1261,12453,12199
2021-05-14 13:00:00.000000000,1620968400000000000,24865.0,24960.0,24715.0,24920.0,1097,12199,12170
2021-05-14 14:00:00.000000000,1620972000000000000,24920.0,25130.0,24845.0,24970.0,1220,12170,12005
2021-05-17 09:00:00.000000000,1621213200000000000,24900.0,25000.0,24810.0,24825.0,1223,12005,12043
2021-05-17 10:00:00.000000000,1621216800000000000,24825.0,24880.0,24800.0,24880.0,238,12043,12055
2021-05-17 11:00:00.000000000,1621220400000000000,24880.0,24955.0,24850.0,24930.0,186,12055,12025
2021-05-17 13:00:00.000000000,1621227600000000000,24925.0,24950.0,24865.0,24900.0,193,12025,12054
2021-05-17 14:00:00.000000000,1621231200000000000,24900.0,24960.0,24800.0,24940.0,628,12054,11982
2021-05-18 09:00:00.000000000,1621299600000000000,24945.0,25090.0,24825.0,24830.0,1110,11982,12216
2021-05-18 10:00:00.000000000,1621303200000000000,24830.0,24940.0,24645.0,24825.0,1735,12216,12591
2021-05-18 11:00:00.000000000,1621306800000000000,24825.0,24860.0,24775.0,24800.0,274,12591,12598
2021-05-18 13:00:00.000000000,1621314000000000000,24810.0,24810.0,24500.0,24525.0,1387,12598,13184
2021-05-18 14:00:00.000000000,1621317600000000000,24525.0,24750.0,24510.0,24585.0,1131,13184,13151
2021-05-19 09:00:00.000000000,1621386000000000000,24505.0,24515.0,24150.0,24185.0,3026,13151,13988
2021-05-19 10:00:00.000000000,1621389600000000000,24185.0,24185.0,23820.0,23920.0,2920,13988,14991
2021-05-19 11:00:00.000000000,1621393200000000000,23920.0,23935.0,23725.0,23770.0,1217,14991,15119
2021-05-19 13:00:00.000000000,1621400400000000000,23765.0,23880.0,23650.0,23740.0,1036,15119,15527
2021-05-19 14:00:00.000000000,1621404000000000000,23740.0,23815.0,23550.0,23550.0,1548,15527,15687
2021-05-20 09:00:00.000000000,1621472400000000000,23400.0,23600.0,23080.0,23545.0,4778,15687,15709
2021-05-20 10:00:00.000000000,1621476000000000000,23545.0,23870.0,23510.0,23665.0,1498,15709,15606
2021-05-20 11:00:00.000000000,1621479600000000000,23665.0,23685.0,23600.0,23620.0,189,15606,15614
2021-05-20 13:00:00.000000000,1621486800000000000,23620.0,23760.0,23610.0,23685.0,455,15614,15573
2021-05-20 14:00:00.000000000,1621490400000000000,23685.0,23690.0,23510.0,23565.0,842,15573,15537
2021-05-21 09:00:00.000000000,1621558800000000000,23500.0,23970.0,23380.0,23875.0,3047,15537,15175
2021-05-21 10:00:00.000000000,1621562400000000000,23875.0,23930.0,23750.0,23910.0,816,15175,15138
2021-05-21 11:00:00.000000000,1621566000000000000,23910.0,24200.0,23910.0,24060.0,1723,15138,15019
2021-05-21 13:00:00.000000000,1621573200000000000,24050.0,24100.0,23805.0,23825.0,641,15019,15068
2021-05-21 14:00:00.000000000,1621576800000000000,23825.0,23965.0,23765.0,23890.0,1075,15068,15010
2021-05-24 09:00:00.000000000,1621818000000000000,23880.0,24050.0,23430.0,23945.0,2454,15010,14826
2021-05-24 10:00:00.000000000,1621821600000000000,23945.0,24015.0,23715.0,23855.0,763,14826,14988
2021-05-24 11:00:00.000000000,1621825200000000000,23855.0,23980.0,23775.0,23805.0,318,14988,15022
2021-05-24 13:00:00.000000000,1621832400000000000,23800.0,23845.0,23725.0,23750.0,464,15022,15113
2021-05-24 14:00:00.000000000,1621836000000000000,23750.0,24000.0,23750.0,23940.0,1009,15113,15029
2021-05-25 09:00:00.000000000,1621904400000000000,23950.0,24300.0,23905.0,24085.0,2144,15029,14645
2021-05-25 10:00:00.000000000,1621908000000000000,24085.0,24180.0,23905.0,23945.0,798,14645,14482
2021-05-25 11:00:00.000000000,1621911600000000000,23945.0,24040.0,23900.0,23950.0,389,14482,14502
2021-05-25 13:00:00.000000000,1621918800000000000,23955.0,23980.0,23620.0,23715.0,1251,14502,14794
2021-05-25 14:00:00.000000000,1621922400000000000,23715.0,23930.0,23715.0,23895.0,987,14794,14728
2021-05-26 09:00:00.000000000,1621990800000000000,23750.0,23760.0,23370.0,23450.0,3082,14728,15108
2021-05-26 10:00:00.000000000,1621994400000000000,23450.0,23600.0,23435.0,23480.0,594,15108,15260
2021-05-26 11:00:00.000000000,1621998000000000000,23480.0,23520.0,23435.0,23485.0,247,15260,15319
2021-05-26 13:00:00.000000000,1622005200000000000,23490.0,23490.0,23300.0,23300.0,1221,15319,15755
2021-05-26 14:00:00.000000000,1622008800000000000,23300.0,23390.0,23100.0,23120.0,2167,15755,16301
2021-05-27 09:00:00.000000000,1622077200000000000,23000.0,23000.0,22420.0,22655.0,5470,16301,16967
2021-05-27 10:00:00.000000000,1622080800000000000,22655.0,22745.0,22550.0,22655.0,901,16967,16916
2021-05-27 11:00:00.000000000,1622084400000000000,22655.0,22800.0,22655.0,22675.0,597,16916,16822
2021-05-27 13:00:00.000000000,1622091600000000000,22680.0,22795.0,22525.0,22655.0,738,16822,16907
2021-05-27 14:00:00.000000000,1622095200000000000,22655.0,22655.0,22400.0,22445.0,1772,16907,17107
2021-05-28 09:00:00.000000000,1622163600000000000,22445.0,23395.0,22425.0,22705.0,3593,17107,16443
2021-05-28 10:00:00.000000000,1622167200000000000,22705.0,22760.0,22520.0,22605.0,806,16443,16536
2021-05-28 11:00:00.000000000,1622170800000000000,22605.0,22605.0,22450.0,22490.0,592,16536,16728
2021-05-28 13:00:00.000000000,1622178000000000000,22490.0,22660.0,22460.0,22610.0,695,16728,16814
2021-05-28 14:00:00.000000000,1622181600000000000,22610.0,22620.0,22450.0,22485.0,1193,16814,16836
2021-05-31 09:00:00.000000000,1622422800000000000,22405.0,22695.0,22035.0,22600.0,5421,16836,17138
2021-05-31 10:00:00.000000000,1622426400000000000,22600.0,22650.0,22430.0,22505.0,1242,17138,17164
2021-05-31 11:00:00.000000000,1622430000000000000,22505.0,22550.0,22460.0,22510.0,196,17164,17166
2021-05-31 13:00:00.000000000,1622437200000000000,22510.0,22540.0,22340.0,22380.0,674,17166,17304
2021-05-31 14:00:00.000000000,1622440800000000000,22380.0,22405.0,22200.0,22245.0,1394,17304,17361
2021-06-01 09:00:00.000000000,1622509200000000000,22380.0,22520.0,22160.0,22430.0,3010,17361,17326
2021-06-01 10:00:00.000000000,1622512800000000000,22430.0,22465.0,22270.0,22310.0,963,17326,17544
2021-06-01 11:00:00.000000000,1622516400000000000,22310.0,22395.0,22300.0,22355.0,258,17544,17629
2021-06-01 13:00:00.000000000,1622523600000000000,22355.0,22380.0,22300.0,22315.0,360,17629,17661
2021-06-01 14:00:00.000000000,1622527200000000000,22315.0,22350.0,22000.0,22025.0,3148,17661,18152
2021-06-02 09:00:00.000000000,1622595600000000000,22000.0,22190.0,21800.0,21875.0,3707,18152,18530
2021-06-02 10:00:00.000000000,1622599200000000000,21875.0,21920.0,21700.0,21760.0,1987,18530,19059
2021-06-02 11:00:00.000000000,1622602800000000000,21760.0,21760.0,21590.0,21660.0,1364,19059,19382
2021-06-02 13:00:00.000000000,1622610000000000000,21675.0,21825.0,21615.0,21645.0,1099,19382,19319
2021-06-02 14:00:00.000000000,1622613600000000000,21645.0,21720.0,21435.0,21525.0,2622,19319,19676
2021-06-03 09:00:00.000000000,1622682000000000000,21425.0,21500.0,20825.0,20875.0,7069,19676,21495
2021-06-03 10:00:00.000000000,1622685600000000000,20875.0,20980.0,20850.0,20905.0,2059,21495,21701
2021-06-03 11:00:00.000000000,1622689200000000000,20905.0,20945.0,20560.0,20595.0,2364,21701,22115
2021-06-03 13:00:00.000000000,1622696400000000000,20590.0,20590.0,20170.0,20590.0,4710,22115,22537
2021-06-03 14:00:00.000000000,1622700000000000000,20590.0,20845.0,20500.0,20640.0,4880,22537,22179
2021-06-04 09:00:00.000000000,1622768400000000000,20500.0,20500.0,20010.0,20155.0,8264,22179,23762
2021-06-04 10:00:00.000000000,1622772000000000000,20155.0,20240.0,20050.0,20105.0,2440,23762,24230
2021-06-04 11:00:00.000000000,1622775600000000000,20105.0,20220.0,20100.0,20140.0,886,24230,24266
2021-06-04 13:00:00.000000000,1622782800000000000,20155.0,20160.0,19935.0,19945.0,2200,24266,24687
2021-06-04 14:00:00.000000000,1622786400000000000,19945.0,20085.0,19830.0,19870.0,7109,24687,25137
2021-06-07 09:00:00.000000000,1623027600000000000,19665.0,19950.0,19310.0,19860.0,11840,25137,26467
2021-06-07 10:00:00.000000000,1623031200000000000,19860.0,19935.0,19630.0,19715.0,3811,26467,26726
2021-06-07 11:00:00.000000000,1623034800000000000,19715.0,19895.0,19715.0,19780.0,1679,26726,26471
2021-06-07 13:00:00.000000000,1623042000000000000,19795.0,19980.0,19770.0,19915.0,2434,26471,26502
2021-06-07 14:00:00.000000000,1623045600000000000,19915.0,20355.0,19915.0,20025.0,9084,26502,25607
2021-06-08 09:00:00.000000000,1623114000000000000,20225.0,20395.0,20030.0,20095.0,8103,25607,25970
2021-06-08 10:00:00.000000000,1623117600000000000,20095.0,20150.0,19800.0,20000.0,3445,25970,26115
2021-06-08 11:00:00.000000000,1623121200000000000,20000.0,20100.0,19930.0,20090.0,1213,26115,26045
2021-06-08 13:00:00.000000000,1623128400000000000,20090.0,20100.0,19910.0,20025.0,1383,26045,26088
2021-06-08 14:00:00.000000000,1623132000000000000,20025.0,20060.0,19735.0,19770.0,3384,26088,26180
2021-06-09 09:00:00.000000000,1623200400000000000,19605.0,19840.0,19555.0,19775.0,6075,26180,27012
2021-06-09 10:00:00.000000000,1623204000000000000,19775.0,20670.0,19720.0,20580.0,13528,27012,26181
2021-06-09 11:00:00.000000000,1623207600000000000,20580.0,20625.0,20300.0,20400.0,5555,26181,26257
2021-06-09 13:00:00.000000000,1623214800000000000,20405.0,20545.0,20185.0,20270.0,3591,26257,26339
2021-06-09 14:00:00.000000000,1623218400000000000,20270.0,20305.0,20120.0,20215.0,4877,26339,26586
2021-06-10 09:00:00.000000000,1623286800000000000,20040.0,20440.0,19860.0,20210.0,7156,26586,27028
2021-06-10 10:00:00.000000000,1623290400000000000,20210.0,20210.0,19975.0,20125.0,3591,27028,27775
2021-06-10 11:00:00.000000000,1623294000000000000,20125.0,20175.0,20050.0,20115.0,1296,27775,27893
2021-06-10 13:00:00.000000000,1623301200000000000,20115.0,20115.0,19980.0,20090.0,1560,27893,28212
2021-06-10 14:00:00.000000000,1623304800000000000,20090.0,20100.0,19930.0,19935.0,2872,28212,28118
2021-06-11 09:00:00.000000000,1623373200000000000,19930.0,20080.0,19730.0,20010.0,4242,28118,27818
2021-06-11 10:00:00.000000000,1623376800000000000,20010.0,20150.0,19980.0,20080.0,2212,27818,27786
2021-06-11 11:00:00.000000000,1623380400000000000,20080.0,20080.0,19930.0,20000.0,834,27786,27698
2021-06-11 13:00:00.000000000,1623387600000000000,20020.0,20085.0,19915.0,19920.0,1407,27698,27657
2021-06-11 14:00:00.000000000,1623391200000000000,19920.0,19990.0,19780.0,19795.0,4026,27657,27353
2021-06-15 09:00:00.000000000,1623718800000000000,19295.0,19495.0,18550.0,19050.0,11132,27353,29049
2021-06-15 10:00:00.000000000,1623722400000000000,19050.0,19100.0,18910.0,18985.0,2260,29049,29423
2021-06-15 11:00:00.000000000,1623726000000000000,18985.0,19020.0,18920.0,19020.0,775,29423,29501
2021-06-15 13:00:00.000000000,1623733200000000000,19000.0,19070.0,18785.0,18790.0,3444,29501,30453
2021-06-15 14:00:00.000000000,1623736800000000000,18790.0,18990.0,18735.0,18810.0,5806,30453,30375
2021-06-16 09:00:00.000000000,1623805200000000000,18800.0,19270.0,18800.0,19155.0,9773,30375,30395
