datetime,datetime_nano,KQ.m@SHFE.pb.open,KQ.m@SHFE.pb.high,KQ.m@SHFE.pb.low,KQ.m@SHFE.pb.close,KQ.m@SHFE.pb.volume,KQ.m@SHFE.pb.open_oi,KQ.m@SHFE.pb.close_oi
2019-09-24 00:00:00.000000000,1569254400000000000,16820.0,16835.0,16790.0,16790.0,1278,30132,30222
2019-09-24 09:00:00.000000000,1569286800000000000,16795.0,16825.0,16695.0,16705.0,6338,30222,31257
2019-09-24 10:00:00.000000000,1569290400000000000,16705.0,16705.0,16655.0,16665.0,3225,31257,31688
2019-09-24 11:00:00.000000000,1569294000000000000,16665.0,16745.0,16650.0,16735.0,2452,31688,31594
2019-09-24 13:00:00.000000000,1569301200000000000,16725.0,16745.0,16680.0,16715.0,3041,31594,31700
2019-09-24 14:00:00.000000000,1569304800000000000,16715.0,16775.0,16705.0,16750.0,3393,31700,31214
2019-09-24 21:00:00.000000000,1569330000000000000,16745.0,16825.0,16700.0,16750.0,10823,31214,31142
2019-09-24 22:00:00.000000000,1569333600000000000,16750.0,16785.0,16720.0,16760.0,3666,31142,31353
2019-09-24 23:00:00.000000000,1569337200000000000,16760.0,16790.0,16750.0,16770.0,1498,31353,31501
2019-09-25 00:00:00.000000000,1569340800000000000,16770.0,16805.0,16765.0,16805.0,854,31501,31417
2019-09-25 09:00:00.000000000,1569373200000000000,16805.0,16970.0,16775.0,16910.0,12025,31417,30738
2019-09-25 10:00:00.000000000,1569376800000000000,16910.0,16930.0,16885.0,16890.0,2831,30738,30380
2019-09-25 11:00:00.000000000,1569380400000000000,16890.0,16945.0,16880.0,16940.0,2311,30380,30132
2019-09-25 13:00:00.000000000,1569387600000000000,16930.0,16950.0,16890.0,16925.0,1784,30132,30201
2019-09-25 14:00:00.000000000,1569391200000000000,16925.0,16930.0,16875.0,16900.0,3200,30201,30209
2019-09-25 21:00:00.000000000,1569416400000000000,16985.0,17075.0,16930.0,17005.0,9255,30209,30612
2019-09-25 22:00:00.000000000,1569420000000000000,17005.0,17020.0,16970.0,16990.0,2114,30612,30217
2019-09-25 23:00:00.000000000,1569423600000000000,16990.0,17005.0,16985.0,16990.0,819,30217,30134
2019-09-26 00:00:00.000000000,1569427200000000000,16990.0,17010.0,16990.0,16995.0,461,30134,30025
2019-09-26 09:00:00.000000000,1569459600000000000,17000.0,17010.0,16880.0,16930.0,5278,30025,28981
2019-09-26 10:00:00.000000000,1569463200000000000,16930.0,16930.0,16865.0,16905.0,2551,28981,28676
2019-09-26 11:00:00.000000000,1569466800000000000,16905.0,16940.0,16890.0,16935.0,1047,28676,28618
2019-09-26 13:00:00.000000000,1569474000000000000,16940.0,16940.0,16895.0,16905.0,966,28618,28536
2019-09-26 14:00:00.000000000,1569477600000000000,16905.0,16905.0,16850.0,16855.0,3083,28536,28085
2019-09-26 21:00:00.000000000,1569502800000000000,16895.0,16955.0,16880.0,16915.0,4376,28085,27797
2019-09-26 22:00:00.000000000,1569506400000000000,16915.0,16930.0,16885.0,16910.0,1485,27797,27903
2019-09-26 23:00:00.000000000,1569510000000000000,16910.0,16910.0,16840.0,16880.0,1703,27903,28028
2019-09-27 00:00:00.000000000,1569513600000000000,16880.0,16915.0,16870.0,16905.0,559,28028,27904
2019-09-27 09:00:00.000000000,1569546000000000000,16900.0,16925.0,16850.0,16910.0,3307,27904,28070
2019-09-27 10:00:00.000000000,1569549600000000000,16910.0,16925.0,16885.0,16920.0,1378,28070,27882
2019-09-27 11:00:00.000000000,1569553200000000000,16920.0,16935.0,16905.0,16905.0,975,27882,27705
2019-09-27 13:00:00.000000000,1569560400000000000,16905.0,16940.0,16905.0,16935.0,1076,27705,27761
2019-09-27 14:00:00.000000000,1569564000000000000,16935.0,16990.0,16920.0,16980.0,3448,27761,27510
2019-09-27 21:00:00.000000000,1569589200000000000,16950.0,16985.0,16885.0,16895.0,3323,27510,27240
2019-09-27 22:00:00.000000000,1569592800000000000,16895.0,16905.0,16850.0,16865.0,5461,27240,28121
2019-09-27 23:00:00.000000000,1569596400000000000,16865.0,16925.0,16850.0,16905.0,1641,28121,27860
2019-09-28 00:00:00.000000000,1569600000000000000,16905.0,16905.0,16860.0,16890.0,740,27860,27624
2019-09-30 09:00:00.000000000,1569805200000000000,16890.0,17050.0,16870.0,17025.0,7136,27624,27686
2019-09-30 10:00:00.000000000,1569808800000000000,17025.0,17040.0,16975.0,17025.0,3447,27686,27584
2019-09-30 11:00:00.000000000,1569812400000000000,17025.0,17030.0,16940.0,16950.0,1481,27584,27490
2019-09-30 13:00:00.000000000,1569819600000000000,16970.0,16990.0,16935.0,16950.0,1779,27490,27247
2019-09-30 14:00:00.000000000,1569823200000000000,16950.0,17010.0,16920.0,16920.0,4012,27247,26295
2019-10-08 09:00:00.000000000,1570496400000000000,17135.0,17265.0,17075.0,17255.0,9925,26295,27823
2019-10-08 10:00:00.000000000,1570500000000000000,17255.0,17280.0,17170.0,17205.0,2447,27823,27974
2019-10-08 11:00:00.000000000,1570503600000000000,17205.0,17225.0,17200.0,17220.0,1146,27974,28148
2019-10-08 13:00:00.000000000,1570510800000000000,17230.0,17255.0,17215.0,17235.0,1434,28148,28463
2019-10-08 14:00:00.000000000,1570514400000000000,17235.0,17270.0,17180.0,17205.0,4512,28463,27999
2019-10-08 21:00:00.000000000,1570539600000000000,17160.0,17230.0,17095.0,17125.0,5014,27999,27667
2019-10-08 22:00:00.000000000,1570543200000000000,17125.0,17125.0,17080.0,17105.0,1570,27667,27379
2019-10-08 23:00:00.000000000,1570546800000000000,17105.0,17105.0,17030.0,17040.0,1616,27379,27317
2019-10-09 00:00:00.000000000,1570550400000000000,17040.0,17045.0,17015.0,17040.0,510,27317,27177
2019-10-09 09:00:00.000000000,1570582800000000000,17040.0,17090.0,16945.0,16975.0,4418,27177,27041
2019-10-09 10:00:00.000000000,1570586400000000000,16975.0,17020.0,16935.0,17010.0,2468,27041,26623
2019-10-09 11:00:00.000000000,1570590000000000000,17010.0,17010.0,16975.0,16980.0,546,26623,26557
2019-10-09 13:00:00.000000000,1570597200000000000,16980.0,16985.0,16940.0,16955.0,1391,26557,26781
2019-10-09 14:00:00.000000000,1570600800000000000,16955.0,16960.0,16905.0,16915.0,3852,26781,26345
2019-10-09 21:00:00.000000000,1570626000000000000,16910.0,16945.0,16875.0,16880.0,3109,26345,26357
2019-10-09 22:00:00.000000000,1570629600000000000,16880.0,16920.0,16865.0,16905.0,2750,26357,26649
2019-10-09 23:00:00.000000000,1570633200000000000,16905.0,16940.0,16895.0,16895.0,1497,26649,26250
2019-10-10 00:00:00.000000000,1570636800000000000,16895.0,16925.0,16895.0,16915.0,472,26250,26176
2019-10-10 09:00:00.000000000,1570669200000000000,16915.0,16955.0,16895.0,16950.0,2932,26176,26415
2019-10-10 10:00:00.000000000,1570672800000000000,16950.0,16980.0,16950.0,16955.0,1275,26415,26376
2019-10-10 11:00:00.000000000,1570676400000000000,16955.0,16960.0,16935.0,16960.0,615,26376,26295
2019-10-10 13:00:00.000000000,1570683600000000000,16960.0,16960.0,16920.0,16920.0,744,26295,26175
2019-10-10 14:00:00.000000000,1570687200000000000,16920.0,16965.0,16885.0,16950.0,2844,26175,25485
2019-10-10 21:00:00.000000000,1570712400000000000,16960.0,16985.0,16890.0,16915.0,3715,25485,25191
2019-10-10 22:00:00.000000000,1570716000000000000,16915.0,16965.0,16915.0,16960.0,2756,25191,25125
2019-10-10 23:00:00.000000000,1570719600000000000,16960.0,16995.0,16945.0,16960.0,1148,25125,25142
2019-10-11 00:00:00.000000000,1570723200000000000,16960.0,16980.0,16950.0,16965.0,295,25142,25033
2019-10-11 09:00:00.000000000,1570755600000000000,16965.0,16975.0,16855.0,16860.0,2550,25033,25247
2019-10-11 10:00:00.000000000,1570759200000000000,16860.0,16905.0,16835.0,16885.0,2172,25247,25092
2019-10-11 11:00:00.000000000,1570762800000000000,16885.0,16900.0,16875.0,16900.0,569,25092,25131
2019-10-11 13:00:00.000000000,1570770000000000000,16900.0,16915.0,16885.0,16900.0,817,25131,25130
2019-10-11 14:00:00.000000000,1570773600000000000,16900.0,16955.0,16880.0,16900.0,3275,25130,24923
2019-10-11 21:00:00.000000000,1570798800000000000,16915.0,17020.0,16910.0,17000.0,4453,24923,25030
2019-10-11 22:00:00.000000000,1570802400000000000,17000.0,17055.0,16990.0,17035.0,4547,25030,25195
2019-10-11 23:00:00.000000000,1570806000000000000,17035.0,17040.0,16990.0,17020.0,1489,25195,25333
2019-10-12 00:00:00.000000000,1570809600000000000,17020.0,17065.0,17020.0,17040.0,666,25333,25334
2019-10-14 09:00:00.000000000,1571014800000000000,17005.0,17050.0,16865.0,16885.0,5249,25334,25775
2019-10-14 10:00:00.000000000,1571018400000000000,16885.0,16910.0,16860.0,16890.0,1164,25775,25772
2019-10-14 11:00:00.000000000,1571022000000000000,16890.0,16895.0,16880.0,16890.0,455,25772,25613
2019-10-14 13:00:00.000000000,1571029200000000000,16890.0,16905.0,16880.0,16900.0,811,25613,25635
2019-10-14 14:00:00.000000000,1571032800000000000,16900.0,16920.0,16875.0,16920.0,2418,25635,25487
2019-10-14 21:00:00.000000000,1571058000000000000,16845.0,16865.0,16725.0,16810.0,5175,25487,25614
2019-10-14 22:00:00.000000000,1571061600000000000,16810.0,16825.0,16805.0,16815.0,919,25614,25778
2019-10-14 23:00:00.000000000,1571065200000000000,16815.0,16825.0,16795.0,16815.0,710,25778,25811
2019-10-15 00:00:00.000000000,1571068800000000000,16815.0,16835.0,16795.0,16815.0,593,25811,25828
2019-10-15 09:00:00.000000000,1571101200000000000,16810.0,16880.0,16795.0,16860.0,3749,25828,26097
2019-10-15 10:00:00.000000000,1571104800000000000,16860.0,16895.0,16840.0,16855.0,1777,26097,26083
2019-10-15 11:00:00.000000000,1571108400000000000,16855.0,16880.0,16850.0,16860.0,615,26083,26040
2019-10-15 13:00:00.000000000,1571115600000000000,16860.0,16865.0,16795.0,16805.0,1381,26040,26073
2019-10-15 14:00:00.000000000,1571119200000000000,16805.0,16850.0,16790.0,16810.0,3183,26073,26522
2019-10-15 21:00:00.000000000,1571144400000000000,16815.0,16875.0,16805.0,16865.0,2964,26522,26898
2019-10-15 22:00:00.000000000,1571148000000000000,16865.0,16985.0,16855.0,16960.0,2582,26898,27006
2019-10-15 23:00:00.000000000,1571151600000000000,16960.0,16975.0,16915.0,16925.0,1522,27006,26649
2019-10-16 00:00:00.000000000,1571155200000000000,16925.0,16955.0,16900.0,16930.0,1035,26649,26486
2019-10-16 09:00:00.000000000,1571187600000000000,16935.0,16970.0,16915.0,16935.0,2237,26486,26347
2019-10-16 10:00:00.000000000,1571191200000000000,16935.0,16940.0,16895.0,16920.0,1848,26347,26328
2019-10-16 11:00:00.000000000,1571194800000000000,16920.0,16940.0,16920.0,16925.0,397,26328,26249
2019-10-16 13:00:00.000000000,1571202000000000000,16925.0,16935.0,16885.0,16885.0,531,26249,26245
2019-10-16 14:00:00.000000000,1571205600000000000,16885.0,16900.0,16840.0,16895.0,2476,26245,25943
2019-10-16 21:00:00.000000000,1571230800000000000,16985.0,17060.0,16935.0,17005.0,5194,25943,26333
2019-10-16 22:00:00.000000000,1571234400000000000,17005.0,17035.0,16965.0,16990.0,1687,26333,26455
2019-10-16 23:00:00.000000000,1571238000000000000,16990.0,17040.0,16970.0,17040.0,1171,26455,26764
2019-10-17 00:00:00.000000000,1571241600000000000,17040.0,17075.0,17035.0,17065.0,693,26764,26851
2019-10-17 09:00:00.000000000,1571274000000000000,17045.0,17145.0,17030.0,17120.0,4403,26851,27484
2019-10-17 10:00:00.000000000,1571277600000000000,17120.0,17140.0,17090.0,17105.0,1852,27484,27197
2019-10-17 11:00:00.000000000,1571281200000000000,17105.0,17105.0,17045.0,17085.0,1141,27197,26959
2019-10-17 13:00:00.000000000,1571288400000000000,17080.0,17100.0,17075.0,17095.0,613,26959,27090
2019-10-17 14:00:00.000000000,1571292000000000000,17095.0,17100.0,17055.0,17095.0,1680,27090,26983
2019-10-17 21:00:00.000000000,1571317200000000000,17090.0,17200.0,17080.0,17095.0,3732,26983,27502
2019-10-17 22:00:00.000000000,1571320800000000000,17095.0,17135.0,17090.0,17130.0,955,27502,27460
2019-10-17 23:00:00.000000000,1571324400000000000,17130.0,17150.0,17105.0,17105.0,667,27460,27475
2019-10-18 00:00:00.000000000,1571328000000000000,17105.0,17135.0,17105.0,17135.0,277,27475,27420
2019-10-18 09:00:00.000000000,1571360400000000000,17135.0,17155.0,17110.0,17145.0,1504,27420,27619
2019-10-18 10:00:00.000000000,1571364000000000000,17145.0,17155.0,17070.0,17080.0,1378,27619,27543
2019-10-18 11:00:00.000000000,1571367600000000000,17080.0,17080.0,17015.0,17025.0,1349,27543,27329
2019-10-18 13:00:00.000000000,1571374800000000000,17035.0,17045.0,17005.0,17005.0,1142,27329,27265
2019-10-18 14:00:00.000000000,1571378400000000000,17005.0,17055.0,16995.0,17055.0,2366,27265,26680
2019-10-18 21:00:00.000000000,1571403600000000000,17135.0,17165.0,17080.0,17090.0,2707,26680,26635
2019-10-18 22:00:00.000000000,1571407200000000000,17090.0,17110.0,17070.0,17080.0,670,26635,26624
2019-10-18 23:00:00.000000000,1571410800000000000,17080.0,17110.0,17040.0,17045.0,1393,26624,26831
2019-10-19 00:00:00.000000000,1571414400000000000,17045.0,17060.0,17010.0,17060.0,630,26831,26731
2019-10-21 09:00:00.000000000,1571619600000000000,17030.0,17065.0,16990.0,17045.0,2230,26731,26801
2019-10-21 10:00:00.000000000,1571623200000000000,17045.0,17045.0,17005.0,17010.0,1013,26801,26565
2019-10-21 11:00:00.000000000,1571626800000000000,17010.0,17035.0,16995.0,17020.0,956,26565,26477
2019-10-21 13:00:00.000000000,1571634000000000000,17015.0,17025.0,16955.0,16960.0,1065,26477,26247
2019-10-21 14:00:00.000000000,1571637600000000000,16960.0,17005.0,16895.0,16910.0,5612,26247,24857
2019-10-21 21:00:00.000000000,1571662800000000000,16825.0,16875.0,16820.0,16855.0,1696,24857,22293
2019-10-21 22:00:00.000000000,1571666400000000000,16855.0,16885.0,16850.0,16880.0,1221,22293,22382
2019-10-21 23:00:00.000000000,1571670000000000000,16880.0,16920.0,16865.0,16890.0,1447,22382,22816
2019-10-22 00:00:00.000000000,1571673600000000000,16890.0,16900.0,16875.0,16900.0,375,22816,22875
2019-10-22 09:00:00.000000000,1571706000000000000,16895.0,16905.0,16755.0,16760.0,3278,22875,23622
2019-10-22 10:00:00.000000000,1571709600000000000,16760.0,16805.0,16750.0,16785.0,1604,23622,23889
2019-10-22 11:00:00.000000000,1571713200000000000,16785.0,16785.0,16740.0,16745.0,574,23889,24111
2019-10-22 13:00:00.000000000,1571720400000000000,16755.0,16800.0,16750.0,16800.0,1116,24111,24266
2019-10-22 14:00:00.000000000,1571724000000000000,16800.0,16840.0,16765.0,16840.0,2658,24266,24488
2019-10-22 21:00:00.000000000,1571749200000000000,16830.0,16845.0,16760.0,16775.0,5972,24488,26382
2019-10-22 22:00:00.000000000,1571752800000000000,16775.0,16775.0,16730.0,16755.0,2905,26382,27206
2019-10-22 23:00:00.000000000,1571756400000000000,16755.0,16775.0,16720.0,16730.0,1255,27206,27442
2019-10-23 00:00:00.000000000,1571760000000000000,16730.0,16765.0,16720.0,16725.0,780,27442,27376
2019-10-23 09:00:00.000000000,1571792400000000000,16720.0,16765.0,16645.0,16660.0,5495,27376,28221
2019-10-23 10:00:00.000000000,1571796000000000000,16660.0,16700.0,16650.0,16685.0,2370,28221,28391
2019-10-23 11:00:00.000000000,1571799600000000000,16685.0,16685.0,16660.0,16660.0,860,28391,28671
2019-10-23 13:00:00.000000000,1571806800000000000,16660.0,16670.0,16655.0,16665.0,700,28671,28801
2019-10-23 14:00:00.000000000,1571810400000000000,16665.0,16690.0,16640.0,16665.0,4129,28801,29057
2019-10-23 21:00:00.000000000,1571835600000000000,16645.0,16700.0,16600.0,16605.0,6475,29057,30450
2019-10-23 22:00:00.000000000,1571839200000000000,16605.0,16695.0,16605.0,16690.0,4336,30450,29492
2019-10-23 23:00:00.000000000,1571842800000000000,16690.0,16740.0,16675.0,16720.0,3789,29492,29912
2019-10-24 00:00:00.000000000,1571846400000000000,16720.0,16725.0,16675.0,16710.0,2157,29912,29610
2019-10-24 09:00:00.000000000,1571878800000000000,16690.0,16700.0,16625.0,16660.0,3982,29610,29921
2019-10-24 10:00:00.000000000,1571882400000000000,16660.0,16695.0,16650.0,16650.0,1936,29921,29817
2019-10-24 11:00:00.000000000,1571886000000000000,16650.0,16660.0,16640.0,16655.0,1120,29817,29753
2019-10-24 13:00:00.000000000,1571893200000000000,16665.0,16680.0,16650.0,16660.0,2178,29753,29416
2019-10-24 14:00:00.000000000,1571896800000000000,16660.0,16690.0,16620.0,16630.0,4591,29416,29105
2019-10-24 21:00:00.000000000,1571922000000000000,16670.0,16720.0,16650.0,16700.0,4272,29105,29223
2019-10-24 22:00:00.000000000,1571925600000000000,16700.0,16750.0,16695.0,16725.0,2589,29223,28932
2019-10-24 23:00:00.000000000,1571929200000000000,16725.0,16735.0,16705.0,16725.0,794,28932,28986
2019-10-25 00:00:00.000000000,1571932800000000000,16725.0,16740.0,16715.0,16735.0,451,28986,28859
2019-10-25 09:00:00.000000000,1571965200000000000,16730.0,16740.0,16660.0,16660.0,3564,28859,28825
2019-10-25 10:00:00.000000000,1571968800000000000,16660.0,16675.0,16605.0,16635.0,4739,28825,29017
2019-10-25 11:00:00.000000000,1571972400000000000,16635.0,16690.0,16635.0,16670.0,1989,29017,28718
2019-10-25 13:00:00.000000000,1571979600000000000,16675.0,16760.0,16675.0,16760.0,5632,28718,29382
2019-10-25 14:00:00.000000000,1571983200000000000,16760.0,16785.0,16715.0,16750.0,4279,29382,29403
2019-10-25 21:00:00.000000000,1572008400000000000,16745.0,16780.0,16670.0,16690.0,3954,29403,29977
2019-10-25 22:00:00.000000000,1572012000000000000,16690.0,16765.0,16685.0,16760.0,2324,29977,29777
2019-10-25 23:00:00.000000000,1572015600000000000,16760.0,16770.0,16700.0,16770.0,1558,29777,29638
2019-10-26 00:00:00.000000000,1572019200000000000,16770.0,16775.0,16715.0,16745.0,1192,29638,29440
2019-10-28 09:00:00.000000000,1572224400000000000,16740.0,16810.0,16725.0,16745.0,3821,29440,29031
2019-10-28 10:00:00.000000000,1572228000000000000,16745.0,16775.0,16740.0,16755.0,1177,29031,29007
2019-10-28 11:00:00.000000000,1572231600000000000,16755.0,16760.0,16735.0,16740.0,592,29007,28962
2019-10-28 13:00:00.000000000,1572238800000000000,16740.0,16740.0,16675.0,16685.0,1933,28962,29267
2019-10-28 14:00:00.000000000,1572242400000000000,16685.0,16700.0,16655.0,16700.0,3049,29267,29286
2019-10-28 21:00:00.000000000,1572267600000000000,16695.0,16700.0,16640.0,16680.0,2876,29286,29352
2019-10-28 22:00:00.000000000,1572271200000000000,16680.0,16695.0,16670.0,16685.0,979,29352,29335
2019-10-28 23:00:00.000000000,1572274800000000000,16685.0,16760.0,16670.0,16755.0,1908,29335,29184
2019-10-29 00:00:00.000000000,1572278400000000000,16755.0,16785.0,16720.0,16730.0,1443,29184,29138
2019-10-29 09:00:00.000000000,1572310800000000000,16730.0,16750.0,16705.0,16730.0,2135,29138,29583
2019-10-29 10:00:00.000000000,1572314400000000000,16730.0,16750.0,16720.0,16745.0,1343,29583,29832
2019-10-29 11:00:00.000000000,1572318000000000000,16745.0,16745.0,16630.0,16650.0,4024,29832,29906
2019-10-29 13:00:00.000000000,1572325200000000000,16655.0,16665.0,16630.0,16645.0,2075,29906,30425
2019-10-29 14:00:00.000000000,1572328800000000000,16645.0,16700.0,16635.0,16670.0,3774,30425,30470
2019-10-29 21:00:00.000000000,1572354000000000000,16705.0,16730.0,16665.0,16680.0,3070,30470,30624
2019-10-29 22:00:00.000000000,1572357600000000000,16680.0,16695.0,16670.0,16680.0,645,30624,30632
2019-10-29 23:00:00.000000000,1572361200000000000,16680.0,16685.0,16655.0,16665.0,1021,30632,30691
2019-10-30 00:00:00.000000000,1572364800000000000,16665.0,16750.0,16665.0,16740.0,2105,30691,30594
2019-10-30 09:00:00.000000000,1572397200000000000,16740.0,16760.0,16640.0,16660.0,5764,30594,30207
2019-10-30 10:00:00.000000000,1572400800000000000,16660.0,16735.0,16640.0,16715.0,6208,30207,29910
2019-10-30 11:00:00.000000000,1572404400000000000,16715.0,16725.0,16700.0,16700.0,651,29910,29790
2019-10-30 13:00:00.000000000,1572411600000000000,16700.0,16735.0,16695.0,16730.0,927,29790,29786
2019-10-30 14:00:00.000000000,1572415200000000000,16730.0,16760.0,16715.0,16730.0,3404,29786,29821
2019-10-30 21:00:00.000000000,1572440400000000000,16705.0,16715.0,16650.0,16685.0,4024,29821,30035
2019-10-30 22:00:00.000000000,1572444000000000000,16685.0,16700.0,16650.0,16660.0,1980,30035,30272
2019-10-30 23:00:00.000000000,1572447600000000000,16660.0,16690.0,16655.0,16670.0,780,30272,30276
2019-10-31 00:00:00.000000000,1572451200000000000,16670.0,16695.0,16650.0,16695.0,1219,30276,30275
2019-10-31 09:00:00.000000000,1572483600000000000,16690.0,16690.0,16520.0,16525.0,8203,30275,31184
2019-10-31 10:00:00.000000000,1572487200000000000,16525.0,16570.0,16525.0,16555.0,2399,31184,31061
2019-10-31 11:00:00.000000000,1572490800000000000,16555.0,16565.0,16545.0,16550.0,761,31061,31130
2019-10-31 13:00:00.000000000,1572498000000000000,16555.0,16590.0,16545.0,16580.0,1383,31130,30927
2019-10-31 14:00:00.000000000,1572501600000000000,16580.0,16615.0,16555.0,16600.0,3096,30927,30397
2019-10-31 21:00:00.000000000,1572526800000000000,16625.0,16640.0,16575.0,16590.0,2770,30397,30126
2019-10-31 22:00:00.000000000,1572530400000000000,16590.0,16590.0,16520.0,16520.0,2628,30126,29763
2019-10-31 23:00:00.000000000,1572534000000000000,16520.0,16535.0,16475.0,16510.0,2031,29763,30006
2019-11-01 00:00:00.000000000,1572537600000000000,16510.0,16530.0,16500.0,16530.0,769,30006,29802
2019-11-01 09:00:00.000000000,1572570000000000000,16530.0,16545.0,16455.0,16470.0,4050,29802,30226
2019-11-01 10:00:00.000000000,1572573600000000000,16470.0,16535.0,16465.0,16525.0,1874,30226,30242
2019-11-01 11:00:00.000000000,1572577200000000000,16525.0,16545.0,16515.0,16535.0,1066,30242,30110
2019-11-01 13:00:00.000000000,1572584400000000000,16540.0,16540.0,16520.0,16535.0,708,30110,30017
2019-11-01 14:00:00.000000000,1572588000000000000,16535.0,16600.0,16525.0,16575.0,3663,30017,29445
2019-11-01 21:00:00.000000000,1572613200000000000,16520.0,16545.0,16460.0,16495.0,3980,29445,30043
2019-11-01 22:00:00.000000000,1572616800000000000,16495.0,16500.0,16470.0,16475.0,811,30043,30060
2019-11-01 23:00:00.000000000,1572620400000000000,16475.0,16495.0,16465.0,16480.0,1009,30060,30141
2019-11-02 00:00:00.000000000,1572624000000000000,16480.0,16515.0,16455.0,16455.0,1132,30141,30234
2019-11-04 09:00:00.000000000,1572829200000000000,16475.0,16480.0,16410.0,16425.0,4890,30234,30301
2019-11-04 10:00:00.000000000,1572832800000000000,16425.0,16470.0,16425.0,16465.0,1483,30301,29974
2019-11-04 11:00:00.000000000,1572836400000000000,16465.0,16470.0,16450.0,16465.0,638,29974,30108
2019-11-04 13:00:00.000000000,1572843600000000000,16455.0,16475.0,16450.0,16470.0,985,30108,30009
2019-11-04 14:00:00.000000000,1572847200000000000,16470.0,16475.0,16430.0,16470.0,1898,30009,29713
2019-11-04 21:00:00.000000000,1572872400000000000,16455.0,16475.0,16435.0,16455.0,2099,29713,29799
2019-11-04 22:00:00.000000000,1572876000000000000,16455.0,16460.0,16415.0,16415.0,1495,29799,29930
2019-11-04 23:00:00.000000000,1572879600000000000,16415.0,16465.0,16395.0,16440.0,1826,29930,30501
2019-11-05 00:00:00.000000000,1572883200000000000,16440.0,16450.0,16375.0,16405.0,1127,30501,30629
2019-11-05 09:00:00.000000000,1572915600000000000,16405.0,16430.0,16365.0,16400.0,2591,30629,30625
2019-11-05 10:00:00.000000000,1572919200000000000,16400.0,16415.0,16380.0,16400.0,823,30625,30555
2019-11-05 11:00:00.000000000,1572922800000000000,16400.0,16410.0,16365.0,16365.0,724,30555,30672
2019-11-05 13:00:00.000000000,1572930000000000000,16365.0,16395.0,16360.0,16395.0,1746,30672,31080
2019-11-05 14:00:00.000000000,1572933600000000000,16395.0,16415.0,16370.0,16390.0,2944,31080,30799
2019-11-05 21:00:00.000000000,1572958800000000000,16390.0,16430.0,16190.0,16255.0,12435,30799,29777
2019-11-05 22:00:00.000000000,1572962400000000000,16255.0,16280.0,16250.0,16255.0,1508,29777,29869
2019-11-05 23:00:00.000000000,1572966000000000000,16255.0,16260.0,16220.0,16225.0,1070,29869,30188
2019-11-06 00:00:00.000000000,1572969600000000000,16225.0,16240.0,16205.0,16225.0,994,30188,30224
2019-11-06 09:00:00.000000000,1573002000000000000,16215.0,16255.0,16195.0,16240.0,2309,30224,30157
2019-11-06 10:00:00.000000000,1573005600000000000,16240.0,16250.0,16225.0,16240.0,539,30157,30126
2019-11-06 11:00:00.000000000,1573009200000000000,16240.0,16250.0,16225.0,16245.0,434,30126,30110
2019-11-06 13:00:00.000000000,1573016400000000000,16245.0,16245.0,16195.0,16200.0,843,30110,30263
2019-11-06 14:00:00.000000000,1573020000000000000,16200.0,16230.0,16060.0,16155.0,8324,30263,29890
2019-11-06 21:00:00.000000000,1573045200000000000,16165.0,16235.0,16115.0,16150.0,4458,29890,29482
2019-11-06 22:00:00.000000000,1573048800000000000,16150.0,16165.0,16090.0,16115.0,1204,29482,29423
2019-11-06 23:00:00.000000000,1573052400000000000,16115.0,16130.0,16085.0,16110.0,795,29423,29305
2019-11-07 00:00:00.000000000,1573056000000000000,16110.0,16125.0,16085.0,16105.0,694,29305,29218
2019-11-07 09:00:00.000000000,1573088400000000000,16085.0,16155.0,16070.0,16140.0,2781,29218,28518
2019-11-07 10:00:00.000000000,1573092000000000000,16140.0,16160.0,16120.0,16150.0,1101,28518,28227
2019-11-07 11:00:00.000000000,1573095600000000000,16150.0,16150.0,16105.0,16115.0,600,28227,28155
2019-11-07 13:00:00.000000000,1573102800000000000,16120.0,16135.0,16115.0,16125.0,462,28155,28089
2019-11-07 14:00:00.000000000,1573106400000000000,16125.0,16130.0,16075.0,16090.0,1785,28089,27950
2019-11-07 21:00:00.000000000,1573131600000000000,16100.0,16125.0,16085.0,16100.0,2004,27950,28145
2019-11-07 22:00:00.000000000,1573135200000000000,16100.0,16130.0,16005.0,16075.0,2987,28145,28098
2019-11-07 23:00:00.000000000,1573138800000000000,16075.0,16095.0,16065.0,16080.0,810,28098,27981
2019-11-08 00:00:00.000000000,1573142400000000000,16080.0,16105.0,16065.0,16100.0,497,27981,27904
2019-11-08 09:00:00.000000000,1573174800000000000,16100.0,16100.0,16040.0,16060.0,3069,27904,27429
2019-11-08 10:00:00.000000000,1573178400000000000,16060.0,16095.0,16055.0,16060.0,825,27429,27299
2019-11-08 11:00:00.000000000,1573182000000000000,16060.0,16120.0,16060.0,16110.0,786,27299,27305
2019-11-08 13:00:00.000000000,1573189200000000000,16105.0,16115.0,16095.0,16100.0,685,27305,27235
2019-11-08 14:00:00.000000000,1573192800000000000,16100.0,16115.0,16075.0,16100.0,1647,27235,26844
2019-11-08 21:00:00.000000000,1573218000000000000,16075.0,16090.0,15895.0,15980.0,5942,26844,27166
2019-11-08 22:00:00.000000000,1573221600000000000,15980.0,16005.0,15965.0,15985.0,1055,27166,27120
2019-11-08 23:00:00.000000000,1573225200000000000,15985.0,16025.0,15980.0,16025.0,641,27120,26974
2019-11-09 00:00:00.000000000,1573228800000000000,16025.0,16040.0,15985.0,15985.0,541,26974,26916
