datetime,datetime_nano,KQ.m@SHFE.sn.open,KQ.m@SHFE.sn.high,KQ.m@SHFE.sn.low,KQ.m@SHFE.sn.close,KQ.m@SHFE.sn.volume,KQ.m@SHFE.sn.open_oi,KQ.m@SHFE.sn.close_oi
2019-09-11 14:00:00.000000000,1568181600000000000,139930.0,140150.0,139710.0,139850.0,2565,20047,19863
2019-09-11 21:00:00.000000000,1568206800000000000,140090.0,140190.0,139500.0,139740.0,2160,19863,19880
2019-09-11 22:00:00.000000000,1568210400000000000,139740.0,140500.0,139520.0,140370.0,3197,19880,20054
2019-09-11 23:00:00.000000000,1568214000000000000,140370.0,142360.0,140290.0,141800.0,16108,20054,21366
2019-09-12 00:00:00.000000000,1568217600000000000,141800.0,142250.0,141610.0,141750.0,4229,21366,20872
2019-09-12 09:00:00.000000000,1568250000000000000,141800.0,141860.0,140860.0,141440.0,5127,20872,20561
2019-09-12 10:00:00.000000000,1568253600000000000,141440.0,141560.0,141160.0,141540.0,1615,20561,20523
2019-09-12 11:00:00.000000000,1568257200000000000,141540.0,141770.0,141380.0,141430.0,1518,20523,20414
2019-09-12 13:00:00.000000000,1568264400000000000,141500.0,141950.0,141440.0,141660.0,1433,20414,20412
2019-09-12 14:00:00.000000000,1568268000000000000,141660.0,142070.0,141460.0,141650.0,3746,20412,20015
2019-09-16 09:00:00.000000000,1568595600000000000,137350.0,139250.0,135350.0,136770.0,14195,20015,18509
2019-09-16 10:00:00.000000000,1568599200000000000,136770.0,137090.0,136680.0,137000.0,1985,18509,18394
2019-09-16 11:00:00.000000000,1568602800000000000,137000.0,137310.0,136990.0,137070.0,968,18394,18325
2019-09-16 13:00:00.000000000,1568610000000000000,137000.0,137390.0,136760.0,137190.0,1638,18325,18431
2019-09-16 14:00:00.000000000,1568613600000000000,137190.0,137680.0,137000.0,137210.0,4288,18431,18497
2019-09-16 21:00:00.000000000,1568638800000000000,137460.0,137990.0,136770.0,137600.0,3977,18497,18765
2019-09-16 22:00:00.000000000,1568642400000000000,137600.0,138880.0,137510.0,138870.0,2688,18765,18854
2019-09-16 23:00:00.000000000,1568646000000000000,138870.0,138870.0,138210.0,138530.0,3347,18854,19006
2019-09-17 00:00:00.000000000,1568649600000000000,138530.0,138560.0,137700.0,137730.0,1190,19006,18778
2019-09-17 09:00:00.000000000,1568682000000000000,137660.0,138200.0,137110.0,137440.0,2910,18778,18594
2019-09-17 10:00:00.000000000,1568685600000000000,137440.0,137570.0,136600.0,137030.0,2537,18594,18714
2019-09-17 11:00:00.000000000,1568689200000000000,137030.0,137730.0,136810.0,137290.0,1393,18714,18717
2019-09-17 13:00:00.000000000,1568696400000000000,137210.0,137370.0,136990.0,137170.0,986,18717,18712
2019-09-17 14:00:00.000000000,1568700000000000000,137170.0,137320.0,136880.0,137040.0,2348,18712,18560
2019-09-17 21:00:00.000000000,1568725200000000000,136730.0,137200.0,136300.0,137040.0,4222,18560,18606
2019-09-17 22:00:00.000000000,1568728800000000000,137040.0,137390.0,137040.0,137200.0,1566,18606,18570
2019-09-17 23:00:00.000000000,1568732400000000000,137200.0,137330.0,136710.0,137050.0,1501,18570,18606
2019-09-18 00:00:00.000000000,1568736000000000000,137050.0,137180.0,136740.0,136880.0,741,18606,18492
2019-09-18 09:00:00.000000000,1568768400000000000,136880.0,137300.0,136770.0,137030.0,1437,18492,18491
2019-09-18 10:00:00.000000000,1568772000000000000,137030.0,137900.0,136760.0,137740.0,2348,18491,18576
2019-09-18 11:00:00.000000000,1568775600000000000,137740.0,137880.0,137200.0,137260.0,1293,18576,18503
2019-09-18 13:00:00.000000000,1568782800000000000,137300.0,137460.0,137240.0,137390.0,512,18503,18431
2019-09-18 14:00:00.000000000,1568786400000000000,137390.0,137580.0,137150.0,137280.0,1949,18431,18191
2019-09-18 21:00:00.000000000,1568811600000000000,137230.0,137600.0,137040.0,137310.0,2647,18191,18417
2019-09-18 22:00:00.000000000,1568815200000000000,137310.0,137320.0,136920.0,137180.0,1893,18417,18478
2019-09-18 23:00:00.000000000,1568818800000000000,137180.0,137190.0,136810.0,137070.0,1441,18478,18561
2019-09-19 00:00:00.000000000,1568822400000000000,137070.0,137240.0,136980.0,137080.0,533,18561,18411
2019-09-19 09:00:00.000000000,1568854800000000000,137080.0,137600.0,137080.0,137320.0,2802,18411,18547
2019-09-19 10:00:00.000000000,1568858400000000000,137320.0,137440.0,137120.0,137300.0,968,18547,18574
2019-09-19 11:00:00.000000000,1568862000000000000,137300.0,137340.0,137150.0,137190.0,560,18574,18553
2019-09-19 13:00:00.000000000,1568869200000000000,137190.0,137550.0,137130.0,137440.0,1208,18553,18649
2019-09-19 14:00:00.000000000,1568872800000000000,137440.0,137560.0,137260.0,137360.0,1760,18649,18603
2019-09-19 21:00:00.000000000,1568898000000000000,136220.0,136620.0,135900.0,136240.0,4342,18603,18899
2019-09-19 22:00:00.000000000,1568901600000000000,136240.0,136300.0,136000.0,136210.0,1947,18899,19022
2019-09-19 23:00:00.000000000,1568905200000000000,136210.0,136520.0,136100.0,136390.0,1261,19022,19024
2019-09-20 00:00:00.000000000,1568908800000000000,136390.0,136540.0,136200.0,136540.0,515,19024,18922
2019-09-20 09:00:00.000000000,1568941200000000000,136540.0,136730.0,136180.0,136450.0,2257,18922,19031
2019-09-20 10:00:00.000000000,1568944800000000000,136450.0,136510.0,136360.0,136440.0,921,19031,19070
2019-09-20 11:00:00.000000000,1568948400000000000,136440.0,136530.0,136400.0,136530.0,855,19070,18999
2019-09-20 13:00:00.000000000,1568955600000000000,136490.0,136490.0,136300.0,136450.0,1549,18999,19082
2019-09-20 14:00:00.000000000,1568959200000000000,136450.0,137270.0,136390.0,136890.0,3763,19082,19047
2019-09-20 21:00:00.000000000,1568984400000000000,136470.0,137160.0,136160.0,137040.0,4229,19047,19392
2019-09-20 22:00:00.000000000,1568988000000000000,137040.0,138450.0,137030.0,138070.0,7969,19392,19902
2019-09-20 23:00:00.000000000,1568991600000000000,138070.0,138370.0,137750.0,138030.0,2388,19902,20098
2019-09-21 00:00:00.000000000,1568995200000000000,138030.0,138250.0,137820.0,138220.0,1974,20098,19951
2019-09-23 09:00:00.000000000,1569200400000000000,138190.0,138390.0,137450.0,137710.0,3458,19951,19618
2019-09-23 10:00:00.000000000,1569204000000000000,137710.0,138000.0,137080.0,137760.0,1606,19618,19577
2019-09-23 11:00:00.000000000,1569207600000000000,137760.0,137760.0,137550.0,137570.0,312,19577,19518
2019-09-23 13:00:00.000000000,1569214800000000000,137570.0,137940.0,137560.0,137790.0,766,19518,19449
2019-09-23 14:00:00.000000000,1569218400000000000,137790.0,137860.0,137200.0,137320.0,2596,19449,19335
2019-09-23 21:00:00.000000000,1569243600000000000,137440.0,137620.0,137250.0,137310.0,2443,19335,19558
2019-09-23 22:00:00.000000000,1569247200000000000,137310.0,137350.0,137030.0,137290.0,1055,19558,19574
2019-09-23 23:00:00.000000000,1569250800000000000,137290.0,137330.0,137050.0,137140.0,1149,19574,19781
2019-09-24 00:00:00.000000000,1569254400000000000,137140.0,137270.0,137100.0,137250.0,581,19781,19678
2019-09-24 09:00:00.000000000,1569286800000000000,137230.0,137440.0,136240.0,136440.0,3835,19678,19808
2019-09-24 10:00:00.000000000,1569290400000000000,136440.0,136750.0,136310.0,136490.0,1073,19808,19676
2019-09-24 11:00:00.000000000,1569294000000000000,136490.0,136830.0,136430.0,136810.0,783,19676,19597
2019-09-24 13:00:00.000000000,1569301200000000000,136820.0,137030.0,136740.0,136880.0,972,19597,19520
2019-09-24 14:00:00.000000000,1569304800000000000,136880.0,137080.0,136550.0,136550.0,1775,19520,19423
2019-09-24 21:00:00.000000000,1569330000000000000,136460.0,136650.0,136160.0,136480.0,2137,19423,19544
2019-09-24 22:00:00.000000000,1569333600000000000,136480.0,136490.0,136050.0,136250.0,1805,19544,19623
2019-09-24 23:00:00.000000000,1569337200000000000,136250.0,136610.0,136170.0,136610.0,724,19623,19598
2019-09-25 00:00:00.000000000,1569340800000000000,136610.0,136800.0,136460.0,136780.0,580,19598,19569
2019-09-25 09:00:00.000000000,1569373200000000000,136740.0,136800.0,136240.0,136500.0,1864,19569,19457
2019-09-25 10:00:00.000000000,1569376800000000000,136500.0,136550.0,136250.0,136310.0,1110,19457,19460
2019-09-25 11:00:00.000000000,1569380400000000000,136310.0,136410.0,136200.0,136290.0,689,19460,19456
2019-09-25 13:00:00.000000000,1569387600000000000,136290.0,136530.0,136220.0,136250.0,480,19456,19480
2019-09-25 14:00:00.000000000,1569391200000000000,136250.0,136500.0,136210.0,136280.0,1135,19480,19369
2019-09-25 21:00:00.000000000,1569416400000000000,136410.0,136860.0,136340.0,136710.0,2135,19369,19416
2019-09-25 22:00:00.000000000,1569420000000000000,136710.0,137290.0,136680.0,137200.0,1920,19416,19538
2019-09-25 23:00:00.000000000,1569423600000000000,137200.0,137560.0,137140.0,137190.0,1888,19538,19608
2019-09-26 00:00:00.000000000,1569427200000000000,137190.0,137210.0,136900.0,136900.0,629,19608,19524
2019-09-26 09:00:00.000000000,1569459600000000000,136900.0,137190.0,136650.0,136750.0,1640,19524,19419
2019-09-26 10:00:00.000000000,1569463200000000000,136750.0,136760.0,136250.0,136410.0,1480,19419,19299
2019-09-26 11:00:00.000000000,1569466800000000000,136410.0,136550.0,136330.0,136330.0,459,19299,19235
2019-09-26 13:00:00.000000000,1569474000000000000,136350.0,136540.0,136330.0,136400.0,576,19235,19206
2019-09-26 14:00:00.000000000,1569477600000000000,136400.0,136410.0,135500.0,136110.0,3750,19206,19083
2019-09-26 21:00:00.000000000,1569502800000000000,136610.0,136940.0,136300.0,136890.0,2339,19083,19012
2019-09-26 22:00:00.000000000,1569506400000000000,136890.0,137250.0,136260.0,136450.0,1936,19012,18888
2019-09-26 23:00:00.000000000,1569510000000000000,136450.0,136470.0,135090.0,135800.0,3114,18888,18889
2019-09-27 00:00:00.000000000,1569513600000000000,135800.0,135920.0,135480.0,135510.0,596,18889,18789
2019-09-27 09:00:00.000000000,1569546000000000000,135510.0,135890.0,135050.0,135470.0,2407,18789,18725
2019-09-27 10:00:00.000000000,1569549600000000000,135470.0,136180.0,135340.0,135960.0,847,18725,18627
2019-09-27 11:00:00.000000000,1569553200000000000,135960.0,136220.0,135780.0,135780.0,852,18627,18614
2019-09-27 13:00:00.000000000,1569560400000000000,135780.0,135980.0,135520.0,135740.0,624,18614,18599
2019-09-27 14:00:00.000000000,1569564000000000000,135740.0,135880.0,135500.0,135590.0,964,18599,18512
2019-09-27 21:00:00.000000000,1569589200000000000,135430.0,135590.0,133870.0,134080.0,4265,18512,18813
2019-09-27 22:00:00.000000000,1569592800000000000,134080.0,134290.0,133600.0,133610.0,2482,18813,19097
2019-09-27 23:00:00.000000000,1569596400000000000,133610.0,134030.0,133420.0,133920.0,2080,19097,19220
2019-09-28 00:00:00.000000000,1569600000000000000,133920.0,134440.0,133700.0,134330.0,750,19220,19023
2019-09-30 09:00:00.000000000,1569805200000000000,134350.0,134530.0,133260.0,134080.0,2629,19023,19294
2019-09-30 10:00:00.000000000,1569808800000000000,134080.0,134540.0,133960.0,134320.0,1424,19294,19092
2019-09-30 11:00:00.000000000,1569812400000000000,134320.0,134350.0,133760.0,133790.0,494,19092,19079
2019-09-30 13:00:00.000000000,1569819600000000000,133740.0,134880.0,133740.0,134670.0,1086,19079,19066
2019-09-30 14:00:00.000000000,1569823200000000000,134670.0,134880.0,134350.0,134800.0,2141,19066,18795
2019-10-08 09:00:00.000000000,1570496400000000000,135260.0,135500.0,134130.0,134260.0,2659,18795,18771
2019-10-08 10:00:00.000000000,1570500000000000000,134260.0,134330.0,133760.0,134240.0,1199,18771,18766
2019-10-08 11:00:00.000000000,1570503600000000000,134240.0,134250.0,133810.0,133810.0,545,18766,18827
2019-10-08 13:00:00.000000000,1570510800000000000,133970.0,134050.0,133810.0,133830.0,600,18827,18936
2019-10-08 14:00:00.000000000,1570514400000000000,133830.0,135640.0,133720.0,135260.0,3140,18936,18876
2019-10-08 21:00:00.000000000,1570539600000000000,135300.0,136280.0,135200.0,136100.0,3888,18876,19432
2019-10-08 22:00:00.000000000,1570543200000000000,136100.0,136220.0,135780.0,136130.0,1533,19432,19539
2019-10-08 23:00:00.000000000,1570546800000000000,136130.0,136920.0,136050.0,136680.0,1747,19539,19786
2019-10-09 00:00:00.000000000,1570550400000000000,136680.0,136770.0,136310.0,136320.0,775,19786,19647
2019-10-09 09:00:00.000000000,1570582800000000000,136300.0,137000.0,135500.0,136880.0,3764,19647,19920
2019-10-09 10:00:00.000000000,1570586400000000000,136880.0,136930.0,136440.0,136610.0,1201,19920,19789
2019-10-09 11:00:00.000000000,1570590000000000000,136610.0,136750.0,136540.0,136640.0,448,19789,19791
2019-10-09 13:00:00.000000000,1570597200000000000,136620.0,136980.0,136500.0,136790.0,1050,19791,19819
2019-10-09 14:00:00.000000000,1570600800000000000,136790.0,136930.0,136540.0,136930.0,2176,19819,19646
2019-10-09 21:00:00.000000000,1570626000000000000,136760.0,137280.0,136370.0,136850.0,4013,19646,20003
2019-10-09 22:00:00.000000000,1570629600000000000,136850.0,136850.0,136400.0,136530.0,1869,20003,19949
2019-10-09 23:00:00.000000000,1570633200000000000,136530.0,136600.0,136280.0,136510.0,1222,19949,19769
2019-10-10 00:00:00.000000000,1570636800000000000,136510.0,136610.0,136310.0,136440.0,482,19769,19718
2019-10-10 09:00:00.000000000,1570669200000000000,136440.0,136630.0,135350.0,136470.0,3154,19718,19554
2019-10-10 10:00:00.000000000,1570672800000000000,136470.0,136800.0,136310.0,136520.0,771,19554,19591
2019-10-10 11:00:00.000000000,1570676400000000000,136520.0,136680.0,136430.0,136600.0,367,19591,19563
2019-10-10 13:00:00.000000000,1570683600000000000,136650.0,136810.0,136600.0,136700.0,663,19563,19699
2019-10-10 14:00:00.000000000,1570687200000000000,136700.0,136770.0,136440.0,136670.0,1451,19699,19624
2019-10-10 21:00:00.000000000,1570712400000000000,136380.0,136770.0,136300.0,136450.0,2073,19624,19712
2019-10-10 22:00:00.000000000,1570716000000000000,136450.0,137050.0,136420.0,136830.0,2361,19712,19820
2019-10-10 23:00:00.000000000,1570719600000000000,136830.0,136850.0,136420.0,136630.0,1002,19820,19806
2019-10-11 00:00:00.000000000,1570723200000000000,136630.0,136630.0,136320.0,136370.0,689,19806,19747
2019-10-11 09:00:00.000000000,1570755600000000000,136430.0,136630.0,135760.0,135780.0,3244,19747,19713
2019-10-11 10:00:00.000000000,1570759200000000000,135780.0,136470.0,135590.0,136330.0,1946,19713,19527
2019-10-11 11:00:00.000000000,1570762800000000000,136330.0,136450.0,136310.0,136400.0,371,19527,19481
2019-10-11 13:00:00.000000000,1570770000000000000,136400.0,136490.0,136110.0,136410.0,690,19481,19479
2019-10-11 14:00:00.000000000,1570773600000000000,136410.0,136420.0,136080.0,136150.0,1260,19479,19434
2019-10-11 21:00:00.000000000,1570798800000000000,136480.0,137230.0,136320.0,136830.0,3934,19434,19640
2019-10-11 22:00:00.000000000,1570802400000000000,136830.0,136960.0,136050.0,136400.0,2457,19640,19399
2019-10-11 23:00:00.000000000,1570806000000000000,136400.0,136630.0,136350.0,136440.0,619,19399,19420
2019-10-12 00:00:00.000000000,1570809600000000000,136440.0,136470.0,136210.0,136210.0,474,19420,19356
2019-10-14 09:00:00.000000000,1571014800000000000,136340.0,137940.0,136340.0,137780.0,4742,19356,20060
2019-10-14 10:00:00.000000000,1571018400000000000,137780.0,138050.0,137550.0,137680.0,1562,20060,20178
2019-10-14 11:00:00.000000000,1571022000000000000,137680.0,137850.0,137680.0,137770.0,590,20178,20259
2019-10-14 13:00:00.000000000,1571029200000000000,137680.0,137930.0,137580.0,137690.0,1055,20259,20228
2019-10-14 14:00:00.000000000,1571032800000000000,137690.0,137980.0,137100.0,137220.0,2981,20228,20096
2019-10-14 21:00:00.000000000,1571058000000000000,137360.0,137550.0,137100.0,137350.0,2149,20096,20180
2019-10-14 22:00:00.000000000,1571061600000000000,137350.0,137470.0,137050.0,137160.0,1359,20180,20168
2019-10-14 23:00:00.000000000,1571065200000000000,137160.0,137700.0,137130.0,137300.0,1710,20168,20233
2019-10-15 00:00:00.000000000,1571068800000000000,137300.0,137320.0,136180.0,136940.0,2304,20233,20062
2019-10-15 09:00:00.000000000,1571101200000000000,136940.0,137290.0,136300.0,136720.0,2656,20062,20138
2019-10-15 10:00:00.000000000,1571104800000000000,136720.0,137050.0,136560.0,136710.0,951,20138,19981
2019-10-15 11:00:00.000000000,1571108400000000000,136710.0,137000.0,136670.0,136950.0,396,19981,19989
2019-10-15 13:00:00.000000000,1571115600000000000,136950.0,137000.0,136700.0,136890.0,534,19989,20067
2019-10-15 14:00:00.000000000,1571119200000000000,136890.0,136960.0,136500.0,136850.0,1529,20067,19972
2019-10-15 21:00:00.000000000,1571144400000000000,136970.0,137570.0,136900.0,137380.0,3478,19972,20181
2019-10-15 22:00:00.000000000,1571148000000000000,137380.0,138340.0,137380.0,137950.0,2500,20181,20513
2019-10-15 23:00:00.000000000,1571151600000000000,137950.0,138090.0,137870.0,137970.0,772,20513,20561
2019-10-16 00:00:00.000000000,1571155200000000000,137970.0,138140.0,137920.0,138030.0,385,20561,20563
2019-10-16 09:00:00.000000000,1571187600000000000,138030.0,139100.0,137870.0,138650.0,6270,20563,21219
2019-10-16 10:00:00.000000000,1571191200000000000,138650.0,138760.0,138410.0,138640.0,1219,21219,21023
2019-10-16 11:00:00.000000000,1571194800000000000,138640.0,138770.0,138320.0,138550.0,937,21023,20849
2019-10-16 13:00:00.000000000,1571202000000000000,138460.0,138850.0,138460.0,138550.0,1602,20849,20891
2019-10-16 14:00:00.000000000,1571205600000000000,138550.0,138820.0,138400.0,138790.0,1994,20891,20852
2019-10-16 21:00:00.000000000,1571230800000000000,138430.0,139640.0,138360.0,139220.0,5363,20852,21269
2019-10-16 22:00:00.000000000,1571234400000000000,139220.0,139400.0,138700.0,139210.0,2336,21269,21160
2019-10-16 23:00:00.000000000,1571238000000000000,139210.0,139350.0,139120.0,139290.0,816,21160,21198
2019-10-17 00:00:00.000000000,1571241600000000000,139290.0,139540.0,139210.0,139430.0,458,21198,21187
2019-10-17 09:00:00.000000000,1571274000000000000,139430.0,139900.0,139240.0,139760.0,3815,21187,21666
2019-10-17 10:00:00.000000000,1571277600000000000,139760.0,139820.0,138900.0,139010.0,2657,21666,21472
2019-10-17 11:00:00.000000000,1571281200000000000,139010.0,139220.0,138410.0,138780.0,2216,21472,21362
2019-10-17 13:00:00.000000000,1571288400000000000,138800.0,139170.0,138800.0,139070.0,1008,21362,21442
2019-10-17 14:00:00.000000000,1571292000000000000,139070.0,139620.0,139020.0,139620.0,2555,21442,21704
2019-10-17 21:00:00.000000000,1571317200000000000,140800.0,141790.0,140490.0,141340.0,10263,21704,22430
2019-10-17 22:00:00.000000000,1571320800000000000,141340.0,141340.0,139880.0,140610.0,5960,22430,22000
2019-10-17 23:00:00.000000000,1571324400000000000,140610.0,140850.0,140200.0,140450.0,1905,22000,22012
2019-10-18 00:00:00.000000000,1571328000000000000,140450.0,140890.0,140430.0,140800.0,983,22012,21878
2019-10-18 09:00:00.000000000,1571360400000000000,140770.0,140790.0,140150.0,140160.0,2471,21878,21717
2019-10-18 10:00:00.000000000,1571364000000000000,140160.0,140450.0,139900.0,139960.0,1183,21717,21734
2019-10-18 11:00:00.000000000,1571367600000000000,139960.0,140260.0,139910.0,140080.0,720,21734,21704
2019-10-18 13:00:00.000000000,1571374800000000000,140080.0,140590.0,139990.0,140550.0,956,21704,21727
2019-10-18 14:00:00.000000000,1571378400000000000,140550.0,140600.0,140010.0,140530.0,2338,21727,21483
2019-10-18 21:00:00.000000000,1571403600000000000,139070.0,139790.0,138100.0,138570.0,8028,21483,21432
2019-10-18 22:00:00.000000000,1571407200000000000,138570.0,138760.0,138220.0,138570.0,2374,21432,21271
2019-10-18 23:00:00.000000000,1571410800000000000,138570.0,138660.0,138320.0,138400.0,940,21271,21285
2019-10-19 00:00:00.000000000,1571414400000000000,138400.0,138700.0,138370.0,138560.0,687,21285,21118
2019-10-21 09:00:00.000000000,1571619600000000000,138560.0,138600.0,137590.0,137600.0,4083,21118,20725
2019-10-21 10:00:00.000000000,1571623200000000000,137600.0,137920.0,137030.0,137480.0,2169,20725,20651
2019-10-21 11:00:00.000000000,1571626800000000000,137480.0,137880.0,137420.0,137570.0,1145,20651,20472
2019-10-21 13:00:00.000000000,1571634000000000000,137670.0,138130.0,137540.0,137970.0,1405,20472,20333
2019-10-21 14:00:00.000000000,1571637600000000000,137970.0,138280.0,137610.0,137980.0,1936,20333,20106
2019-10-21 21:00:00.000000000,1571662800000000000,137960.0,138090.0,137410.0,137620.0,2459,20106,20349
2019-10-21 22:00:00.000000000,1571666400000000000,137620.0,137870.0,137580.0,137770.0,1228,20349,20418
2019-10-21 23:00:00.000000000,1571670000000000000,137770.0,137840.0,137600.0,137700.0,330,20418,20418
2019-10-22 00:00:00.000000000,1571673600000000000,137700.0,137890.0,137660.0,137890.0,159,20418,20395
2019-10-22 09:00:00.000000000,1571706000000000000,137890.0,137890.0,137210.0,137340.0,2381,20395,20244
2019-10-22 10:00:00.000000000,1571709600000000000,137340.0,137650.0,137340.0,137520.0,577,20244,20218
2019-10-22 11:00:00.000000000,1571713200000000000,137520.0,137610.0,137470.0,137590.0,399,20218,20184
2019-10-22 13:00:00.000000000,1571720400000000000,137550.0,137930.0,137540.0,137790.0,1114,20184,20236
2019-10-22 14:00:00.000000000,1571724000000000000,137790.0,137960.0,137510.0,137800.0,1596,20236,20112
2019-10-22 21:00:00.000000000,1571749200000000000,137830.0,138800.0,137630.0,138520.0,3519,20112,20221
2019-10-22 22:00:00.000000000,1571752800000000000,138520.0,138950.0,138360.0,138830.0,1608,20221,20203
2019-10-22 23:00:00.000000000,1571756400000000000,138830.0,139080.0,138740.0,138960.0,1316,20203,20174
2019-10-23 00:00:00.000000000,1571760000000000000,138960.0,139310.0,138820.0,139200.0,727,20174,20116
2019-10-23 09:00:00.000000000,1571792400000000000,139140.0,139140.0,138420.0,138490.0,1919,20116,20141
2019-10-23 10:00:00.000000000,1571796000000000000,138490.0,138550.0,138150.0,138310.0,736,20141,20135
2019-10-23 11:00:00.000000000,1571799600000000000,138310.0,138350.0,138130.0,138170.0,470,20135,20118
2019-10-23 13:00:00.000000000,1571806800000000000,138170.0,138350.0,138170.0,138280.0,415,20118,20111
2019-10-23 14:00:00.000000000,1571810400000000000,138280.0,138430.0,138210.0,138380.0,1071,20111,20052
2019-10-23 21:00:00.000000000,1571835600000000000,138450.0,138600.0,137760.0,138260.0,2558,20052,20131
2019-10-23 22:00:00.000000000,1571839200000000000,138260.0,138320.0,137430.0,137890.0,2043,20131,20281
2019-10-23 23:00:00.000000000,1571842800000000000,137890.0,137930.0,137600.0,137880.0,849,20281,20378
2019-10-24 00:00:00.000000000,1571846400000000000,137880.0,137880.0,137620.0,137700.0,404,20378,20286
2019-10-24 09:00:00.000000000,1571878800000000000,137680.0,137920.0,137360.0,137860.0,2103,20286,20611
2019-10-24 10:00:00.000000000,1571882400000000000,137860.0,138230.0,137830.0,138180.0,1176,20611,20459
2019-10-24 11:00:00.000000000,1571886000000000000,138180.0,138300.0,138040.0,138300.0,852,20459,20482
2019-10-24 13:00:00.000000000,1571893200000000000,138300.0,138420.0,138170.0,138360.0,747,20482,20487
2019-10-24 14:00:00.000000000,1571896800000000000,138360.0,138440.0,137860.0,138110.0,1572,20487,20286
2019-10-24 21:00:00.000000000,1571922000000000000,138140.0,139380.0,138050.0,138760.0,3643,20286,20488
2019-10-24 22:00:00.000000000,1571925600000000000,138760.0,138890.0,138560.0,138610.0,1095,20488,20398
2019-10-24 23:00:00.000000000,1571929200000000000,138610.0,138650.0,138270.0,138470.0,777,20398,20378
2019-10-25 00:00:00.000000000,1571932800000000000,138470.0,138500.0,138300.0,138430.0,286,20378,20356
2019-10-25 09:00:00.000000000,1571965200000000000,138430.0,138430.0,137560.0,137840.0,2240,20356,20393
2019-10-25 10:00:00.000000000,1571968800000000000,137840.0,138280.0,137790.0,138280.0,708,20393,20257
2019-10-25 11:00:00.000000000,1571972400000000000,138280.0,138400.0,137950.0,138050.0,643,20257,20284
2019-10-25 13:00:00.000000000,1571979600000000000,138060.0,138290.0,138060.0,138220.0,326,20284,20321
2019-10-25 14:00:00.000000000,1571983200000000000,138220.0,138590.0,138190.0,138200.0,1281,20321,20150
2019-10-25 21:00:00.000000000,1572008400000000000,138070.0,138730.0,138000.0,138520.0,3045,20150,20266
2019-10-25 22:00:00.000000000,1572012000000000000,138520.0,138600.0,138360.0,138460.0,684,20266,20306
2019-10-25 23:00:00.000000000,1572015600000000000,138460.0,138590.0,138260.0,138440.0,672,20306,20390
2019-10-26 00:00:00.000000000,1572019200000000000,138440.0,138700.0,138400.0,138580.0,491,20390,20369
2019-10-28 09:00:00.000000000,1572224400000000000,138580.0,139330.0,138480.0,139100.0,2823,20369,20520
2019-10-28 10:00:00.000000000,1572228000000000000,139100.0,139150.0,138650.0,138960.0,1235,20520,20629
2019-10-28 11:00:00.000000000,1572231600000000000,138960.0,139040.0,138760.0,138930.0,760,20629,20536
2019-10-28 13:00:00.000000000,1572238800000000000,138900.0,139000.0,138810.0,138850.0,336,20536,20517
2019-10-28 14:00:00.000000000,1572242400000000000,138850.0,139680.0,138670.0,139020.0,2499,20517,20587
2019-10-28 21:00:00.000000000,1572267600000000000,139320.0,139400.0,138690.0,138940.0,2530,20587,20664
2019-10-28 22:00:00.000000000,1572271200000000000,138940.0,139050.0,138800.0,138900.0,606,20664,20680
2019-10-28 23:00:00.000000000,1572274800000000000,138900.0,139030.0,138720.0,138890.0,423,20680,20712
2019-10-29 00:00:00.000000000,1572278400000000000,138890.0,138950.0,138760.0,138830.0,196,20712,20689
2019-10-29 09:00:00.000000000,1572310800000000000,138830.0,138920.0,138230.0,138340.0,2202,20689,20586
2019-10-29 10:00:00.000000000,1572314400000000000,138340.0,138980.0,138270.0,138850.0,1890,20586,20452
2019-10-29 11:00:00.000000000,1572318000000000000,138850.0,138960.0,138730.0,138830.0,647,20452,20416
2019-10-29 13:00:00.000000000,1572325200000000000,138830.0,138920.0,138300.0,138490.0,1158,20416,20396
2019-10-29 14:00:00.000000000,1572328800000000000,138490.0,138580.0,138320.0,138540.0,1509,20396,20244
2019-10-29 21:00:00.000000000,1572354000000000000,138400.0,138810.0,138320.0,138710.0,1513,20244,20386
2019-10-29 22:00:00.000000000,1572357600000000000,138710.0,138800.0,138540.0,138730.0,727,20386,20410
2019-10-29 23:00:00.000000000,1572361200000000000,138730.0,138770.0,138540.0,138710.0,450,20410,20399
2019-10-30 00:00:00.000000000,1572364800000000000,138710.0,138880.0,138710.0,138880.0,448,20399,20366
2019-10-30 09:00:00.000000000,1572397200000000000,138830.0,138890.0,138470.0,138690.0,1383,20366,20243
2019-10-30 10:00:00.000000000,1572400800000000000,138690.0,138780.0,138560.0,138650.0,549,20243,20202
2019-10-30 11:00:00.000000000,1572404400000000000,138650.0,138780.0,138610.0,138630.0,332,20202,20187
2019-10-30 13:00:00.000000000,1572411600000000000,138690.0,138790.0,138650.0,138720.0,306,20187,20180
2019-10-30 14:00:00.000000000,1572415200000000000,138720.0,138930.0,138720.0,138750.0,1458,20180,20212
2019-10-30 21:00:00.000000000,1572440400000000000,138510.0,138690.0,138050.0,138420.0,2543,20212,20137
2019-10-30 22:00:00.000000000,1572444000000000000,138420.0,138420.0,138140.0,138220.0,695,20137,20104
2019-10-30 23:00:00.000000000,1572447600000000000,138220.0,138370.0,138170.0,138200.0,367,20104,20084
2019-10-31 00:00:00.000000000,1572451200000000000,138200.0,138390.0,138180.0,138220.0,325,20084,20047
