datetime,datetime_nano,KQ.m@CFFEX.IF.open,KQ.m@CFFEX.IF.high,KQ.m@CFFEX.IF.low,KQ.m@CFFEX.IF.close,KQ.m@CFFEX.IF.volume,KQ.m@CFFEX.IF.open_oi,KQ.m@CFFEX.IF.close_oi
2019-11-05 09:00:00.000000000,1572915600000000000,3976.8,3979.0,3968.8,3976.2,10925,61715,55901
2019-11-05 10:00:00.000000000,1572919200000000000,3976.2,4010.3999,3969.6001,4005.6001,24377,55901,55217
2019-11-05 11:00:00.000000000,1572922800000000000,4005.6001,4017.6001,4002.2,4014.2,9861,55217,58279
2019-11-05 13:00:00.000000000,1572930000000000000,4015.0,4039.8,4010.0,4018.0,19283,58279,65709
2019-11-05 14:00:00.000000000,1572933600000000000,4018.0,4020.3999,3990.8,3996.3999,15863,65709,72215
2019-11-06 09:00:00.000000000,1573002000000000000,3998.0,4003.6001,3994.2,3996.2,9613,72215,65759
2019-11-06 10:00:00.000000000,1573005600000000000,3996.2,4004.3999,3990.3999,3993.3999,12493,65759,60312
2019-11-06 11:00:00.000000000,1573009200000000000,3993.3999,4003.6001,3992.2,3996.6001,5277,60312,59357
2019-11-06 13:00:00.000000000,1573016400000000000,3996.2,4000.2,3990.2,3992.6001,8843,59357,58981
2019-11-06 14:00:00.000000000,1573020000000000000,3992.6001,3994.6001,3969.3999,3983.0,24391,58981,61989
2019-11-07 09:00:00.000000000,1573088400000000000,3980.0,3989.3999,3978.0,3981.8,8976,61989,56326
2019-11-07 10:00:00.000000000,1573092000000000000,3981.8,4014.0,3980.3999,3991.8,24671,56326,52916
2019-11-07 11:00:00.000000000,1573095600000000000,3991.8,3992.6001,3971.6001,3972.2,9455,52916,54803
2019-11-07 13:00:00.000000000,1573102800000000000,3971.6001,3987.3999,3971.6001,3985.2,10206,54803,58233
2019-11-07 14:00:00.000000000,1573106400000000000,3985.2,4000.2,3976.8,3990.2,15141,58233,65538
2019-11-08 09:00:00.000000000,1573174800000000000,4015.3999,4021.8,4004.3999,4007.3999,12603,65538,57897
2019-11-08 10:00:00.000000000,1573178400000000000,4007.3999,4011.0,3991.6001,3997.0,13572,57897,52466
2019-11-08 11:00:00.000000000,1573182000000000000,3997.0,4014.8,3993.3999,4011.8,8396,52466,51768
2019-11-08 13:00:00.000000000,1573189200000000000,4011.0,4011.6001,3981.3999,3989.6001,14906,51768,53763
2019-11-08 14:00:00.000000000,1573192800000000000,3989.6001,3991.6001,3967.2,3968.8,17968,53763,59207
2019-11-11 09:00:00.000000000,1573434000000000000,3938.3999,3945.8,3924.3999,3936.8,15744,59207,50596
2019-11-11 10:00:00.000000000,1573437600000000000,3936.8,3942.8,3928.2,3936.6001,11678,50596,47366
2019-11-11 11:00:00.000000000,1573441200000000000,3936.6001,3936.6001,3921.2,3926.3999,5650,47366,46850
2019-11-11 13:00:00.000000000,1573448400000000000,3927.2,3933.6001,3924.0,3926.6001,8030,46850,48461
2019-11-11 14:00:00.000000000,1573452000000000000,3926.6001,3927.8,3894.0,3906.6001,19225,48461,55129
2019-11-12 09:00:00.000000000,1573520400000000000,3913.2,3920.6001,3906.3999,3907.2,11980,55129,48552
2019-11-12 10:00:00.000000000,1573524000000000000,3907.2,3911.3999,3881.8,3887.2,15113,48552,45005
2019-11-12 11:00:00.000000000,1573527600000000000,3887.2,3892.6001,3876.8,3891.3999,8768,45005,44876
2019-11-12 13:00:00.000000000,1573534800000000000,3892.2,3906.2,3887.8,3895.2,13072,44876,46936
2019-11-12 14:00:00.000000000,1573538400000000000,3895.2,3903.0,3888.2,3897.6001,12872,46936,50879
2019-11-13 09:00:00.000000000,1573606800000000000,3890.8,3895.0,3880.6001,3882.2,10752,50879,43337
2019-11-13 10:00:00.000000000,1573610400000000000,3882.2,3899.3999,3882.2,3895.6001,14025,43337,38105
2019-11-13 11:00:00.000000000,1573614000000000000,3895.6001,3905.8,3894.0,3899.0,6236,38105,38127
2019-11-13 13:00:00.000000000,1573621200000000000,3899.0,3900.8,3886.3999,3889.0,8461,38127,37991
2019-11-13 14:00:00.000000000,1573624800000000000,3889.0,3902.3999,3885.2,3900.0,11901,37991,39315
2019-11-14 09:00:00.000000000,1573693200000000000,3904.0,3909.8,3898.0,3903.3999,7647,39315,57865
2019-11-14 10:00:00.000000000,1573696800000000000,3903.3999,3903.3999,3887.8,3889.6001,8886,57865,59378
2019-11-14 11:00:00.000000000,1573700400000000000,3889.6001,3900.0,3887.3999,3896.2,4630,59378,61137
2019-11-14 13:00:00.000000000,1573707600000000000,3895.0,3912.0,3892.8,3904.2,12451,61137,68314
2019-11-14 14:00:00.000000000,1573711200000000000,3904.2,3910.6001,3895.0,3895.3999,13029,68314,76861
2019-11-15 09:00:00.000000000,1573779600000000000,3903.2,3904.6001,3875.0,3875.0,13620,76861,73900
2019-11-15 10:00:00.000000000,1573783200000000000,3875.0,3909.6001,3871.2,3907.6001,20843,73900,76388
2019-11-15 11:00:00.000000000,1573786800000000000,3907.6001,3915.0,3896.2,3900.2,9065,76388,79549
2019-11-15 13:00:00.000000000,1573794000000000000,3901.2,3901.6001,3883.3999,3886.3999,12007,79549,84432
2019-11-15 14:00:00.000000000,1573797600000000000,3886.3999,3892.6001,3874.3999,3879.0,16177,84432,93225
2019-11-18 09:00:00.000000000,1574038800000000000,3876.8,3897.8,3867.0,3894.2,16006,93225,86596
2019-11-18 10:00:00.000000000,1574042400000000000,3894.2,3899.0,3881.6001,3897.6001,15665,86596,83254
2019-11-18 11:00:00.000000000,1574046000000000000,3897.6001,3916.0,3892.0,3915.2,11712,83254,83340
2019-11-18 13:00:00.000000000,1574053200000000000,3916.0,3917.6001,3902.3999,3911.3999,13686,83340,86292
2019-11-18 14:00:00.000000000,1574056800000000000,3911.3999,3919.6001,3902.8,3908.8,14833,86292,92948
2019-11-19 09:00:00.000000000,1574125200000000000,3904.2,3925.8,3902.2,3923.0,12963,92948,86180
2019-11-19 10:00:00.000000000,1574128800000000000,3923.0,3948.6001,3919.0,3944.3999,22376,86180,83370
2019-11-19 11:00:00.000000000,1574132400000000000,3944.3999,3945.2,3931.0,3933.3999,7754,83370,83972
2019-11-19 13:00:00.000000000,1574139600000000000,3934.0,3941.2,3931.2,3937.8,9916,83972,86514
2019-11-19 14:00:00.000000000,1574143200000000000,3937.8,3953.6001,3933.2,3953.6001,17896,86514,93955
2019-11-20 09:00:00.000000000,1574211600000000000,3941.6001,3947.3999,3931.3999,3935.8,14584,93955,86467
2019-11-20 10:00:00.000000000,1574215200000000000,3935.8,3940.8,3930.2,3932.2,12854,86467,83195
2019-11-20 11:00:00.000000000,1574218800000000000,3932.2,3935.2,3925.6001,3930.6001,5640,83195,82541
2019-11-20 13:00:00.000000000,1574226000000000000,3930.0,3932.8,3920.6001,3921.2,9472,82541,83807
2019-11-20 14:00:00.000000000,1574229600000000000,3921.2,3925.2,3896.6001,3907.8,22379,83807,89347
2019-11-21 09:00:00.000000000,1574298000000000000,3888.8,3892.8,3872.0,3872.2,15895,89347,81775
2019-11-21 10:00:00.000000000,1574301600000000000,3872.2,3906.6001,3870.2,3902.2,22289,81775,81572
2019-11-21 11:00:00.000000000,1574305200000000000,3902.2,3903.6001,3885.3999,3887.8,7095,81572,83108
2019-11-21 13:00:00.000000000,1574312400000000000,3887.2,3899.3999,3882.2,3887.2,9408,83108,86445
2019-11-21 14:00:00.000000000,1574316000000000000,3887.2,3892.8,3880.0,3888.3999,12448,86445,92660
2019-11-22 09:00:00.000000000,1574384400000000000,3902.0,3925.0,3896.2,3924.8,17530,92660,83984
2019-11-22 10:00:00.000000000,1574388000000000000,3924.8,3928.8,3878.3999,3880.3999,26277,83984,82344
2019-11-22 11:00:00.000000000,1574391600000000000,3880.3999,3880.6001,3845.8,3852.2,18545,82344,86945
2019-11-22 13:00:00.000000000,1574398800000000000,3854.3999,3870.2,3846.6001,3846.6001,16345,86945,92773
2019-11-22 14:00:00.000000000,1574402400000000000,3846.6001,3854.0,3828.2,3839.6001,20723,92773,101847
2019-11-25 09:00:00.000000000,1574643600000000000,3853.6001,3864.8,3842.2,3864.0,17875,101847,92513
2019-11-25 10:00:00.000000000,1574647200000000000,3864.0,3877.8,3857.8,3869.3999,17950,92513,87829
2019-11-25 11:00:00.000000000,1574650800000000000,3869.3999,3871.0,3853.2,3858.8,6746,87829,87308
2019-11-25 13:00:00.000000000,1574658000000000000,3860.3999,3874.2,3854.8,3872.0,11968,87308,88511
2019-11-25 14:00:00.000000000,1574661600000000000,3872.0,3874.8,3862.3999,3873.3999,12597,88511,92552
2019-11-26 09:00:00.000000000,1574730000000000000,3890.0,3896.8,3879.2,3885.0,16218,92552,84291
2019-11-26 10:00:00.000000000,1574733600000000000,3885.0,3885.8,3860.8,3871.2,19263,84291,81341
2019-11-26 11:00:00.000000000,1574737200000000000,3871.2,3877.3999,3865.8,3872.0,5757,81341,81774
2019-11-26 13:00:00.000000000,1574744400000000000,3872.2,3882.6001,3869.2,3875.6001,11698,81774,83565
2019-11-26 14:00:00.000000000,1574748000000000000,3875.6001,3889.0,3871.2,3875.8,21927,83565,92458
2019-11-27 09:00:00.000000000,1574816400000000000,3873.8,3873.8,3854.8,3864.2,14249,92458,84144
2019-11-27 10:00:00.000000000,1574820000000000000,3864.2,3886.6001,3860.3999,3876.8,18300,84144,79839
2019-11-27 11:00:00.000000000,1574823600000000000,3876.8,3894.6001,3876.8,3884.3999,10900,79839,80322
2019-11-27 13:00:00.000000000,1574830800000000000,3884.3999,3891.8,3872.0,3872.8,11601,80322,82619
2019-11-27 14:00:00.000000000,1574834400000000000,3872.8,3878.8,3867.3999,3878.8,14163,82619,88403
2019-11-28 09:00:00.000000000,1574902800000000000,3874.8,3893.0,3871.3999,3887.8,13392,88403,81586
2019-11-28 10:00:00.000000000,1574906400000000000,3887.8,3889.0,3868.8,3873.3999,17320,81586,77957
2019-11-28 11:00:00.000000000,1574910000000000000,3873.3999,3879.6001,3871.0,3873.3999,5291,77957,77921
2019-11-28 13:00:00.000000000,1574917200000000000,3872.0,3873.2,3862.3999,3864.6001,11139,77921,80048
2019-11-28 14:00:00.000000000,1574920800000000000,3864.6001,3870.0,3856.2,3868.6001,15933,80048,87023
2019-11-29 09:00:00.000000000,1574989200000000000,3861.3999,3865.2,3841.0,3844.6001,15876,87023,79829
2019-11-29 10:00:00.000000000,1574992800000000000,3844.6001,3872.0,3836.3999,3838.8,24684,79829,79583
2019-11-29 11:00:00.000000000,1574996400000000000,3838.8,3843.3999,3826.6001,3829.3999,7655,79583,81810
2019-11-29 13:00:00.000000000,1575003600000000000,3830.2,3830.3999,3808.0,3822.8,16852,81810,88187
2019-11-29 14:00:00.000000000,1575007200000000000,3822.8,3837.2,3813.8,3827.3999,18703,88187,95475
2019-12-02 09:00:00.000000000,1575248400000000000,3842.8,3853.2,3837.0,3849.6001,15532,95475,86564
2019-12-02 10:00:00.000000000,1575252000000000000,3849.6001,3854.8,3840.2,3840.3999,14361,86564,81126
2019-12-02 11:00:00.000000000,1575255600000000000,3840.3999,3847.3999,3839.0,3843.6001,4572,81126,80501
2019-12-02 13:00:00.000000000,1575262800000000000,3843.6001,3845.2,3830.2,3833.6001,11027,80501,80593
2019-12-02 14:00:00.000000000,1575266400000000000,3833.6001,3838.2,3828.2,3838.0,12250,80593,84352
2019-12-03 09:00:00.000000000,1575334800000000000,3827.0,3830.6001,3812.0,3823.2,15796,84352,77528
2019-12-03 10:00:00.000000000,1575338400000000000,3823.2,3833.6001,3818.2,3823.2,12760,77528,76378
2019-12-03 11:00:00.000000000,1575342000000000000,3823.2,3843.6001,3821.2,3843.0,9443,76378,77684
2019-12-03 13:00:00.000000000,1575349200000000000,3841.8,3848.0,3834.8,3839.8,12622,77684,81620
2019-12-03 14:00:00.000000000,1575352800000000000,3839.8,3858.0,3837.0,3856.6001,14177,81620,87787
2019-12-04 09:00:00.000000000,1575421200000000000,3842.2,3849.0,3829.2,3830.3999,16252,87787,78400
2019-12-04 10:00:00.000000000,1575424800000000000,3830.3999,3854.3999,3830.0,3844.0,17300,78400,74167
2019-12-04 11:00:00.000000000,1575428400000000000,3844.0,3844.8,3837.2,3842.2,5934,74167,74414
2019-12-04 13:00:00.000000000,1575435600000000000,3842.0,3848.6001,3837.8,3845.6001,8883,74414,76543
2019-12-04 14:00:00.000000000,1575439200000000000,3845.6001,3854.8,3839.2,3852.3999,12939,76543,81764
2019-12-05 09:00:00.000000000,1575507600000000000,3864.0,3887.6001,3862.6001,3886.6001,19589,81764,73902
2019-12-05 10:00:00.000000000,1575511200000000000,3886.6001,3889.0,3867.0,3870.6001,21604,73902,74597
2019-12-05 11:00:00.000000000,1575514800000000000,3870.6001,3875.3999,3861.3999,3863.2,6739,74597,75981
2019-12-05 13:00:00.000000000,1575522000000000000,3864.2,3884.0,3864.0,3878.0,14151,75981,81000
2019-12-05 14:00:00.000000000,1575525600000000000,3878.0,3893.0,3876.8,3880.0,17686,81000,89413
2019-12-06 09:00:00.000000000,1575594000000000000,3884.8,3900.0,3881.8,3892.2,14051,89413,81241
2019-12-06 10:00:00.000000000,1575597600000000000,3892.2,3902.0,3885.2,3885.8,16669,81241,74723
2019-12-06 11:00:00.000000000,1575601200000000000,3885.8,3891.8,3882.0,3890.0,5508,74723,73666
2019-12-06 13:00:00.000000000,1575608400000000000,3889.3999,3893.6001,3884.0,3887.8,9133,73666,74515
2019-12-06 14:00:00.000000000,1575612000000000000,3887.8,3910.6001,3887.2,3909.6001,18736,74515,80618
2019-12-09 09:00:00.000000000,1575853200000000000,3916.2,3917.8,3895.0,3897.8,15905,80618,72483
2019-12-09 10:00:00.000000000,1575856800000000000,3897.8,3913.3999,3892.2,3903.0,17197,72483,70757
2019-12-09 11:00:00.000000000,1575860400000000000,3903.0,3906.0,3896.0,3899.8,5047,70757,71383
2019-12-09 13:00:00.000000000,1575867600000000000,3898.8,3902.2,3894.0,3895.2,8630,71383,73510
2019-12-09 14:00:00.000000000,1575871200000000000,3895.2,3905.0,3888.6001,3900.3999,14702,73510,79484
2019-12-10 09:00:00.000000000,1575939600000000000,3889.6001,3897.8,3888.0,3893.3999,9473,79484,73720
2019-12-10 10:00:00.000000000,1575943200000000000,3893.3999,3904.2,3892.2,3894.8,11468,73720,68938
2019-12-10 11:00:00.000000000,1575946800000000000,3894.8,3897.6001,3890.0,3896.0,5532,68938,67934
2019-12-10 13:00:00.000000000,1575954000000000000,3896.3999,3907.6001,3895.8,3903.0,12441,67934,68906
2019-12-10 14:00:00.000000000,1575957600000000000,3903.0,3910.0,3902.6001,3903.0,14522,68906,73104
2019-12-11 09:00:00.000000000,1576026000000000000,3909.0,3911.3999,3893.8,3894.2,11173,73104,66207
2019-12-11 10:00:00.000000000,1576029600000000000,3894.2,3906.8,3892.0,3895.2,17983,66207,63445
2019-12-11 11:00:00.000000000,1576033200000000000,3895.2,3903.6001,3892.3999,3903.0,6364,63445,64270
2019-12-11 13:00:00.000000000,1576040400000000000,3902.8,3909.3999,3899.8,3908.6001,10446,64270,67898
2019-12-11 14:00:00.000000000,1576044000000000000,3908.6001,3913.6001,3902.3999,3909.2,13578,67898,74590
2019-12-12 09:00:00.000000000,1576112400000000000,3914.8,3915.8,3901.0,3908.3999,10524,74590,68159
2019-12-12 10:00:00.000000000,1576116000000000000,3908.3999,3909.3999,3900.3999,3907.0,10336,68159,63607
2019-12-12 11:00:00.000000000,1576119600000000000,3907.0,3910.0,3902.0,3905.0,4648,63607,62599
2019-12-12 13:00:00.000000000,1576126800000000000,3905.3999,3908.6001,3895.8,3899.8,10595,62599,63495
2019-12-12 14:00:00.000000000,1576130400000000000,3899.8,3906.3999,3894.0,3895.3999,14069,63495,67469
2019-12-13 09:00:00.000000000,1576198800000000000,3932.0,3956.6001,3929.0,3951.6001,23883,67469,61130
2019-12-13 10:00:00.000000000,1576202400000000000,3951.6001,3963.3999,3944.6001,3951.3999,19085,61130,64128
2019-12-13 11:00:00.000000000,1576206000000000000,3951.3999,3960.6001,3948.8,3950.2,6772,64128,66169
2019-12-13 13:00:00.000000000,1576213200000000000,3951.2,3967.6001,3950.6001,3960.3999,9876,66169,70354
2019-12-13 14:00:00.000000000,1576216800000000000,3960.3999,3988.0,3958.0,3979.6001,19524,70354,78310
2019-12-16 09:00:00.000000000,1576458000000000000,3969.0,3976.2,3965.0,3967.0,13398,78310,69470
2019-12-16 10:00:00.000000000,1576461600000000000,3967.0,3974.3999,3960.3999,3967.0,12309,69470,63690
2019-12-16 11:00:00.000000000,1576465200000000000,3967.0,3978.3999,3965.0,3972.8,7853,63690,60549
2019-12-16 13:00:00.000000000,1576472400000000000,3973.2,3984.0,3971.0,3980.6001,11621,60549,59455
2019-12-16 14:00:00.000000000,1576476000000000000,3980.6001,3994.3999,3978.0,3988.0,15326,59455,61735
2019-12-17 09:00:00.000000000,1576544400000000000,3990.6001,3998.0,3987.2,3994.3999,9702,61735,55720
2019-12-17 10:00:00.000000000,1576548000000000000,3994.3999,4018.0,3994.0,4013.8,21192,55720,52209
2019-12-17 11:00:00.000000000,1576551600000000000,4013.8,4043.8,4007.8,4043.6001,12131,52209,55407
2019-12-17 13:00:00.000000000,1576558800000000000,4043.6001,4081.0,4042.0,4066.2,22854,55407,61385
2019-12-17 14:00:00.000000000,1576562400000000000,4066.2,4068.0,4046.8,4048.2,14778,61385,66702
2019-12-18 09:00:00.000000000,1576630800000000000,4049.3999,4063.6001,4046.6001,4058.3999,12054,66702,58067
2019-12-18 10:00:00.000000000,1576634400000000000,4058.3999,4068.0,4052.0,4055.0,14470,58067,50106
2019-12-18 11:00:00.000000000,1576638000000000000,4055.0,4056.3999,4051.6001,4052.8,3841,50106,48776
2019-12-18 13:00:00.000000000,1576645200000000000,4052.8,4061.3999,4048.0,4048.3999,9107,48776,46192
2019-12-18 14:00:00.000000000,1576648800000000000,4048.3999,4048.6001,4032.0,4038.3999,15832,46192,44447
2019-12-19 09:00:00.000000000,1576717200000000000,4060.0,4061.8,4050.0,4054.8,6160,44447,36059
2019-12-19 10:00:00.000000000,1576720800000000000,4054.8,4057.8,4040.0,4042.0,7879,36059,38449
2019-12-19 11:00:00.000000000,1576724400000000000,4042.0,4048.6001,4034.6001,4036.8,4638,38449,40421
2019-12-19 13:00:00.000000000,1576731600000000000,4036.8,4042.0,4033.0,4037.6001,6596,40421,44143
2019-12-19 14:00:00.000000000,1576735200000000000,4037.6001,4052.3999,4036.3999,4045.2,12007,44143,52185
2019-12-20 09:00:00.000000000,1576803600000000000,4053.6001,4062.8,4046.2,4057.8,13379,52185,49876
2019-12-20 10:00:00.000000000,1576807200000000000,4057.8,4060.3999,4038.6001,4054.8,15444,49876,52157
2019-12-20 11:00:00.000000000,1576810800000000000,4054.8,4068.8,4053.0,4054.0,8697,52157,55938
2019-12-20 13:00:00.000000000,1576818000000000000,4054.8,4056.8,4040.8,4048.8,10513,55938,60966
2019-12-20 14:00:00.000000000,1576821600000000000,4048.8,4049.3999,4034.0,4035.0,14033,60966,69629
2019-12-23 09:00:00.000000000,1577062800000000000,4030.8,4050.2,4028.0,4049.0,13269,69629,64077
2019-12-23 10:00:00.000000000,1577066400000000000,4049.0,4053.0,4014.0,4016.8,19168,64077,60531
2019-12-23 11:00:00.000000000,1577070000000000000,4016.8,4024.3999,4000.6001,4023.6001,10938,60531,61307
2019-12-23 13:00:00.000000000,1577077200000000000,4023.0,4023.6001,4000.3999,4003.8,11092,61307,64185
2019-12-23 14:00:00.000000000,1577080800000000000,4003.8,4004.8,3972.6001,3979.3999,19321,64185,72170
2019-12-24 09:00:00.000000000,1577149200000000000,3989.6001,3991.3999,3977.3999,3984.3999,9575,72170,66701
2019-12-24 10:00:00.000000000,1577152800000000000,3984.3999,3992.8,3978.0,3985.3999,10763,66701,62402
2019-12-24 11:00:00.000000000,1577156400000000000,3985.3999,3994.3999,3984.2,3992.2,4819,62402,61614
2019-12-24 13:00:00.000000000,1577163600000000000,3992.2,3999.2,3987.0,3994.6001,8516,61614,61704
2019-12-24 14:00:00.000000000,1577167200000000000,3994.6001,4008.6001,3994.2,3998.3999,14524,61704,66325
2019-12-25 09:00:00.000000000,1577235600000000000,3995.6001,3999.2,3989.3999,3996.2,8819,66325,61042
2019-12-25 10:00:00.000000000,1577239200000000000,3996.2,4007.2,3992.8,4004.8,12961,61042,58123
2019-12-25 11:00:00.000000000,1577242800000000000,4004.8,4008.8,3996.2,4003.2,5931,58123,58858
2019-12-25 13:00:00.000000000,1577250000000000000,4003.0,4011.2,3990.2,3992.0,13219,58858,63272
2019-12-25 14:00:00.000000000,1577253600000000000,3992.0,4005.0,3982.3999,4002.8,16535,63272,70656
2019-12-26 09:00:00.000000000,1577322000000000000,4004.3999,4023.3999,4003.6001,4013.6001,13464,70656,63581
2019-12-26 10:00:00.000000000,1577325600000000000,4013.6001,4032.0,4013.0,4016.6001,19299,63581,60506
2019-12-26 11:00:00.000000000,1577329200000000000,4016.6001,4029.0,4013.3999,4016.6001,6767,60506,61388
2019-12-26 13:00:00.000000000,1577336400000000000,4016.2,4021.6001,4003.8,4013.8,11893,61388,65009
2019-12-26 14:00:00.000000000,1577340000000000000,4013.8,4036.0,4008.2,4034.6001,16272,65009,73127
2019-12-27 09:00:00.000000000,1577408400000000000,4038.8,4064.0,4038.0,4058.2,16349,73127,64369
2019-12-27 10:00:00.000000000,1577412000000000000,4058.2,4078.0,4051.3999,4055.6001,22657,64369,63269
2019-12-27 11:00:00.000000000,1577415600000000000,4055.6001,4081.3999,4050.3999,4078.2,11185,63269,65570
2019-12-27 13:00:00.000000000,1577422800000000000,4077.6001,4083.0,4042.6001,4054.2,21622,65570,73455
2019-12-27 14:00:00.000000000,1577426400000000000,4054.2,4054.2,4028.0,4028.0,16804,73455,80191
2019-12-30 09:00:00.000000000,1577667600000000000,4026.2,4044.3999,4014.2,4042.2,16186,80191,71201
2019-12-30 10:00:00.000000000,1577671200000000000,4042.2,4054.2,4035.3999,4053.0,17699,71201,66532
2019-12-30 11:00:00.000000000,1577674800000000000,4053.0,4097.2002,4048.3999,4089.2,16516,66532,67341
2019-12-30 13:00:00.000000000,1577682000000000000,4089.0,4106.2002,4080.0,4095.0,20688,67341,74001
2019-12-30 14:00:00.000000000,1577685600000000000,4095.0,4104.2002,4077.8,4090.8,18144,74001,82058
2019-12-31 09:00:00.000000000,1577754000000000000,4088.0,4100.2002,4085.2,4098.0,12032,82058,73929
2019-12-31 10:00:00.000000000,1577757600000000000,4098.0,4102.7998,4082.3999,4089.6001,15278,73929,68246
2019-12-31 11:00:00.000000000,1577761200000000000,4089.6001,4094.3999,4081.0,4089.6001,5120,68246,67581
2019-12-31 13:00:00.000000000,1577768400000000000,4089.3999,4095.0,4077.3999,4093.8,11333,67581,67580
2019-12-31 14:00:00.000000000,1577772000000000000,4093.8,4116.2002,4091.0,4109.3999,19852,67580,73026
2020-01-02 09:00:00.000000000,1577926800000000000,4131.3999,4164.7998,4131.2002,4163.6001,22214,73026,66033
2020-01-02 10:00:00.000000000,1577930400000000000,4163.6001,4190.6001,4159.2002,4178.6001,23514,66033,69404
2020-01-02 11:00:00.000000000,1577934000000000000,4178.6001,4184.0,4160.2002,4164.7998,9160,69404,71204
2020-01-02 13:00:00.000000000,1577941200000000000,4167.0,4176.0,4152.3999,4175.0,13725,71204,75605
2020-01-02 14:00:00.000000000,1577944800000000000,4175.0,4176.0,4157.2002,4160.3999,13202,75605,81731
2020-01-03 09:00:00.000000000,1578013200000000000,4172.0,4175.2002,4162.3999,4163.6001,10860,81731,75000
2020-01-03 10:00:00.000000000,1578016800000000000,4163.6001,4173.0,4152.0,4160.2002,16392,75000,69442
2020-01-03 11:00:00.000000000,1578020400000000000,4160.2002,4163.0,4147.0,4150.2002,6226,69442,68997
2020-01-03 13:00:00.000000000,1578027600000000000,4150.2002,4160.3999,4145.2002,4158.3999,12292,68997,69577
2020-01-03 14:00:00.000000000,1578031200000000000,4158.3999,4164.6001,4148.3999,4151.7998,13679,69577,73043
2020-01-06 09:00:00.000000000,1578272400000000000,4134.0,4158.6001,4130.0,4150.3999,16089,73043,66186
2020-01-06 10:00:00.000000000,1578276000000000000,4150.3999,4173.2002,4147.7998,4165.2002,19582,66186,65941
2020-01-06 11:00:00.000000000,1578279600000000000,4165.2002,4180.2002,4161.2002,4178.6001,6697,65941,67240
2020-01-06 13:00:00.000000000,1578286800000000000,4178.7998,4184.7998,4148.6001,4155.6001,17544,67240,72148
2020-01-06 14:00:00.000000000,1578290400000000000,4155.6001,4155.6001,4103.3999,4132.6001,24118,72148,79552
2020-01-07 09:00:00.000000000,1578358800000000000,4147.6001,4173.7998,4147.6001,4157.3999,15486,79552,70691
2020-01-07 10:00:00.000000000,1578362400000000000,4157.3999,4165.3999,4140.2002,4145.0,16669,70691,65585
2020-01-07 11:00:00.000000000,1578366000000000000,4145.0,4160.3999,4144.0,4159.2002,6498,65585,65230
2020-01-07 13:00:00.000000000,1578373200000000000,4160.6001,4161.0,4142.6001,4153.0,12551,65230,66742
2020-01-07 14:00:00.000000000,1578376800000000000,4153.0,4166.6001,4150.3999,4162.3999,16716,66742,72759
2020-01-08 09:00:00.000000000,1578445200000000000,4136.7998,4148.0,4133.2002,4139.6001,15404,72759,64208
2020-01-08 10:00:00.000000000,1578448800000000000,4139.6001,4158.3999,4132.3999,4154.2002,16960,64208,61995
2020-01-08 11:00:00.000000000,1578452400000000000,4154.2002,4160.2002,4144.3999,4145.7998,8574,61995,63000
2020-01-08 13:00:00.000000000,1578459600000000000,4145.3999,4145.7998,4106.7998,4110.0,20137,63000,67417
2020-01-08 14:00:00.000000000,1578463200000000000,4110.0,4130.0,4105.2002,4125.6001,17350,67417,75531
2020-01-09 09:00:00.000000000,1578531600000000000,4153.3999,4174.6001,4152.7998,4174.3999,17667,75531,65905
2020-01-09 10:00:00.000000000,1578535200000000000,4174.3999,4174.6001,4149.2002,4153.0,16322,65905,61404
2020-01-09 11:00:00.000000000,1578538800000000000,4153.0,4159.6001,4145.2002,4149.6001,6405,61404,61360
2020-01-09 13:00:00.000000000,1578546000000000000,4151.0,4165.0,4150.7998,4158.6001,11247,61360,62655
2020-01-09 14:00:00.000000000,1578549600000000000,4158.6001,4167.7998,4149.3999,4166.3999,15927,62655,67756
2020-01-10 09:00:00.000000000,1578618000000000000,4184.6001,4188.6001,4162.7998,4164.3999,13725,67756,60368
2020-01-10 10:00:00.000000000,1578621600000000000,4164.3999,4166.7998,4153.3999,4159.6001,14438,60368,58087
2020-01-10 11:00:00.000000000,1578625200000000000,4159.6001,4166.6001,4158.2002,4159.6001,5094,58087,58196
2020-01-10 13:00:00.000000000,1578632400000000000,4159.6001,4162.0,4151.6001,4162.0,8403,58196,59979
2020-01-10 14:00:00.000000000,1578636000000000000,4162.0,4175.0,4159.2002,4165.0,16931,59979,66326
2020-01-13 09:00:00.000000000,1578877200000000000,4173.3999,4173.6001,4154.3999,4157.0,11237,66326,59389
2020-01-13 10:00:00.000000000,1578880800000000000,4157.0,4178.2002,4149.6001,4177.2002,16579,59389,54833
2020-01-13 11:00:00.000000000,1578884400000000000,4177.2002,4184.0,4175.2002,4177.2002,6949,54833,54872
2020-01-13 13:00:00.000000000,1578891600000000000,4177.2002,4196.7998,4172.0,4187.6001,15707,54872,58063
2020-01-13 14:00:00.000000000,1578895200000000000,4187.6001,4212.6001,4176.2002,4210.7998,17063,58063,64876
2020-01-14 09:00:00.000000000,1578963600000000000,4221.3999,4235.0,4218.2002,4220.2002,13726,64876,56874
2020-01-14 10:00:00.000000000,1578967200000000000,4220.2002,4225.3999,4213.2002,4218.7998,11747,56874,52812
2020-01-14 11:00:00.000000000,1578970800000000000,4218.7998,4220.6001,4206.2002,4207.3999,5961,52812,52003
