datetime,datetime_nano,KQ.m@CFFEX.T.open,KQ.m@CFFEX.T.high,KQ.m@CFFEX.T.low,KQ.m@CFFEX.T.close,KQ.m@CFFEX.T.volume,KQ.m@CFFEX.T.open_oi,KQ.m@CFFEX.T.close_oi
2019-11-15 14:00:00.000000000,1573797600000000000,97.965,98.02,97.945,98.015,5345,42060,41434
2019-11-15 15:00:00.000000000,1573801200000000000,98.015,98.04,97.985,98.01,1997,41434,41073
2019-11-18 09:00:00.000000000,1574038800000000000,98.05,98.415,98.025,98.355,14817,41073,39584
2019-11-18 10:00:00.000000000,1574042400000000000,98.355,98.395,98.325,98.345,5356,39584,39346
2019-11-18 11:00:00.000000000,1574046000000000000,98.345,98.375,98.335,98.365,1330,39346,39268
2019-11-18 13:00:00.000000000,1574053200000000000,98.36,98.375,98.305,98.32,2729,39268,38967
2019-11-18 14:00:00.000000000,1574056800000000000,98.32,98.435,98.32,98.425,5427,38967,38076
2019-11-18 15:00:00.000000000,1574060400000000000,98.425,98.43,98.39,98.395,1506,38076,37545
2019-11-19 09:00:00.000000000,1574125200000000000,98.15,98.25,98.125,98.195,6491,37545,54489
2019-11-19 10:00:00.000000000,1574128800000000000,98.195,98.22,98.155,98.16,4896,54489,55719
2019-11-19 11:00:00.000000000,1574132400000000000,98.16,98.19,98.12,98.185,2244,55719,56167
2019-11-19 13:00:00.000000000,1574139600000000000,98.185,98.19,98.12,98.15,2945,56167,56855
2019-11-19 14:00:00.000000000,1574143200000000000,98.15,98.19,98.11,98.16,4227,56855,57859
2019-11-19 15:00:00.000000000,1574146800000000000,98.16,98.175,98.15,98.165,1134,57859,57760
2019-11-20 09:00:00.000000000,1574211600000000000,98.2,98.205,98.05,98.13,8554,57760,59005
2019-11-20 10:00:00.000000000,1574215200000000000,98.13,98.2,98.125,98.18,5908,59005,60819
2019-11-20 11:00:00.000000000,1574218800000000000,98.18,98.235,98.175,98.195,3716,60819,61337
2019-11-20 13:00:00.000000000,1574226000000000000,98.145,98.17,98.115,98.155,5772,61337,62413
2019-11-20 14:00:00.000000000,1574229600000000000,98.155,98.2,98.135,98.14,4565,62413,63237
2019-11-20 15:00:00.000000000,1574233200000000000,98.14,98.14,98.11,98.125,2331,63237,63358
2019-11-21 09:00:00.000000000,1574298000000000000,98.165,98.25,98.16,98.25,6759,63358,63974
2019-11-21 10:00:00.000000000,1574301600000000000,98.25,98.285,98.19,98.205,8833,63974,64342
2019-11-21 11:00:00.000000000,1574305200000000000,98.205,98.23,98.205,98.225,1075,64342,64224
2019-11-21 13:00:00.000000000,1574312400000000000,98.23,98.23,98.13,98.145,5376,64224,64563
2019-11-21 14:00:00.000000000,1574316000000000000,98.145,98.18,98.125,98.14,4533,64563,64848
2019-11-21 15:00:00.000000000,1574319600000000000,98.14,98.175,98.14,98.175,1571,64848,64955
2019-11-22 09:00:00.000000000,1574384400000000000,98.11,98.12,98.03,98.06,6567,64955,65419
2019-11-22 10:00:00.000000000,1574388000000000000,98.06,98.085,98.045,98.075,4674,65419,65780
2019-11-22 11:00:00.000000000,1574391600000000000,98.075,98.15,98.07,98.13,4473,65780,66411
2019-11-22 13:00:00.000000000,1574398800000000000,98.13,98.165,98.09,98.14,4294,66411,66987
2019-11-22 14:00:00.000000000,1574402400000000000,98.14,98.185,98.125,98.17,6250,66987,66995
2019-11-22 15:00:00.000000000,1574406000000000000,98.17,98.17,98.14,98.145,1477,66995,66770
2019-11-25 09:00:00.000000000,1574643600000000000,98.09,98.13,98.005,98.01,6559,66770,67051
2019-11-25 10:00:00.000000000,1574647200000000000,98.01,98.01,97.88,97.935,10303,67051,68536
2019-11-25 11:00:00.000000000,1574650800000000000,97.935,97.94,97.905,97.925,1574,68536,68530
2019-11-25 13:00:00.000000000,1574658000000000000,97.925,97.965,97.91,97.95,4371,68530,69009
2019-11-25 14:00:00.000000000,1574661600000000000,97.95,97.955,97.88,97.92,6915,69009,70137
2019-11-25 15:00:00.000000000,1574665200000000000,97.92,97.935,97.91,97.915,1351,70137,70035
2019-11-26 09:00:00.000000000,1574730000000000000,97.91,97.97,97.86,97.865,8290,70035,70779
2019-11-26 10:00:00.000000000,1574733600000000000,97.865,97.98,97.855,97.91,6089,70779,71370
2019-11-26 11:00:00.000000000,1574737200000000000,97.91,97.925,97.875,97.91,2495,71370,71610
2019-11-26 13:00:00.000000000,1574744400000000000,97.92,98.0,97.905,97.99,5863,71610,72200
2019-11-26 14:00:00.000000000,1574748000000000000,97.99,98.04,97.97,98.03,6617,72200,71785
2019-11-26 15:00:00.000000000,1574751600000000000,98.03,98.065,98.02,98.065,2448,71785,71520
2019-11-27 09:00:00.000000000,1574816400000000000,98.04,98.14,98.02,98.1,8256,71520,72970
2019-11-27 10:00:00.000000000,1574820000000000000,98.1,98.115,98.065,98.1,4682,72970,73537
2019-11-27 11:00:00.000000000,1574823600000000000,98.1,98.105,98.065,98.09,2108,73537,73578
2019-11-27 13:00:00.000000000,1574830800000000000,98.09,98.09,98.03,98.075,5408,73578,74134
2019-11-27 14:00:00.000000000,1574834400000000000,98.075,98.1,98.02,98.045,5867,74134,74202
2019-11-27 15:00:00.000000000,1574838000000000000,98.045,98.045,97.99,98.01,2810,74202,73813
2019-11-28 09:00:00.000000000,1574902800000000000,98.05,98.07,98.01,98.035,4401,73813,74360
2019-11-28 10:00:00.000000000,1574906400000000000,98.035,98.085,98.025,98.085,4646,74360,74773
2019-11-28 11:00:00.000000000,1574910000000000000,98.085,98.095,98.065,98.08,3011,74773,74894
2019-11-28 13:00:00.000000000,1574917200000000000,98.09,98.115,98.08,98.09,3216,74894,75113
2019-11-28 14:00:00.000000000,1574920800000000000,98.09,98.1,98.005,98.01,5881,75113,74716
2019-11-28 15:00:00.000000000,1574924400000000000,98.01,98.025,98.005,98.015,1364,74716,74484
2019-11-29 09:00:00.000000000,1574989200000000000,98.015,98.03,97.945,97.99,5193,74484,74704
2019-11-29 10:00:00.000000000,1574992800000000000,97.99,98.075,97.96,98.07,5802,74704,74757
2019-11-29 11:00:00.000000000,1574996400000000000,98.07,98.11,98.06,98.065,3785,74757,75324
2019-11-29 13:00:00.000000000,1575003600000000000,98.06,98.135,98.045,98.12,4485,75324,76270
2019-11-29 14:00:00.000000000,1575007200000000000,98.12,98.15,98.035,98.035,8201,76270,75709
2019-11-29 15:00:00.000000000,1575010800000000000,98.035,98.035,98.01,98.015,2238,75709,74985
2019-12-02 09:00:00.000000000,1575248400000000000,97.86,97.875,97.75,97.795,12382,74985,75226
2019-12-02 10:00:00.000000000,1575252000000000000,97.795,97.81,97.775,97.8,3937,75226,75343
2019-12-02 11:00:00.000000000,1575255600000000000,97.8,97.83,97.795,97.8,1840,75343,75456
2019-12-02 13:00:00.000000000,1575262800000000000,97.8,97.825,97.77,97.82,3096,75456,75659
2019-12-02 14:00:00.000000000,1575266400000000000,97.82,97.825,97.705,97.715,8129,75659,74887
2019-12-02 15:00:00.000000000,1575270000000000000,97.715,97.72,97.645,97.685,5110,74887,74209
2019-12-03 09:00:00.000000000,1575334800000000000,97.725,97.75,97.705,97.72,6417,74209,74164
2019-12-03 10:00:00.000000000,1575338400000000000,97.72,97.75,97.675,97.715,6107,74164,75265
2019-12-03 11:00:00.000000000,1575342000000000000,97.715,97.725,97.69,97.705,2293,75265,75329
2019-12-03 13:00:00.000000000,1575349200000000000,97.705,97.72,97.68,97.71,2734,75329,75373
2019-12-03 14:00:00.000000000,1575352800000000000,97.71,97.795,97.685,97.79,5586,75373,75141
2019-12-03 15:00:00.000000000,1575356400000000000,97.79,97.805,97.775,97.79,2603,75141,74789
2019-12-04 09:00:00.000000000,1575421200000000000,97.96,97.98,97.85,97.91,10385,74789,75420
2019-12-04 10:00:00.000000000,1575424800000000000,97.91,97.93,97.88,97.91,4450,75420,76013
2019-12-04 11:00:00.000000000,1575428400000000000,97.91,97.915,97.865,97.89,2007,76013,76187
2019-12-04 13:00:00.000000000,1575435600000000000,97.875,97.895,97.835,97.895,4030,76187,76285
2019-12-04 14:00:00.000000000,1575439200000000000,97.895,97.905,97.825,97.86,4605,76285,76637
2019-12-04 15:00:00.000000000,1575442800000000000,97.86,97.88,97.835,97.875,1552,76637,76517
2019-12-05 09:00:00.000000000,1575507600000000000,97.825,97.83,97.765,97.765,5243,76517,77004
2019-12-05 10:00:00.000000000,1575511200000000000,97.765,97.82,97.765,97.82,3435,77004,77143
2019-12-05 11:00:00.000000000,1575514800000000000,97.82,97.87,97.805,97.855,2396,77143,77443
2019-12-05 13:00:00.000000000,1575522000000000000,97.855,97.885,97.835,97.86,3916,77443,77782
2019-12-05 14:00:00.000000000,1575525600000000000,97.86,97.935,97.85,97.93,5743,77782,78371
2019-12-05 15:00:00.000000000,1575529200000000000,97.93,97.93,97.88,97.885,1598,78371,78205
2019-12-06 09:00:00.000000000,1575594000000000000,97.87,97.91,97.8,97.815,8339,78205,78869
2019-12-06 10:00:00.000000000,1575597600000000000,97.815,97.815,97.75,97.815,6004,78869,78586
2019-12-06 11:00:00.000000000,1575601200000000000,97.815,97.815,97.765,97.785,1269,78586,78623
2019-12-06 13:00:00.000000000,1575608400000000000,97.78,97.84,97.775,97.825,2778,78623,78588
2019-12-06 14:00:00.000000000,1575612000000000000,97.825,97.83,97.65,97.675,9050,78588,78833
2019-12-06 15:00:00.000000000,1575615600000000000,97.675,97.725,97.66,97.715,2326,78833,78254
2019-12-09 09:00:00.000000000,1575853200000000000,97.64,97.68,97.565,97.64,6975,78254,78817
2019-12-09 10:00:00.000000000,1575856800000000000,97.64,97.645,97.6,97.635,5090,78817,78590
2019-12-09 11:00:00.000000000,1575860400000000000,97.635,97.67,97.615,97.615,2130,78590,78616
2019-12-09 13:00:00.000000000,1575867600000000000,97.615,97.665,97.55,97.655,6887,78616,78645
2019-12-09 14:00:00.000000000,1575871200000000000,97.655,97.695,97.625,97.675,5154,78645,78419
2019-12-09 15:00:00.000000000,1575874800000000000,97.675,97.69,97.65,97.655,1265,78419,78165
2019-12-10 09:00:00.000000000,1575939600000000000,97.7,97.77,97.665,97.745,8268,78165,78009
2019-12-10 10:00:00.000000000,1575943200000000000,97.745,97.75,97.685,97.69,7548,78009,78337
2019-12-10 11:00:00.000000000,1575946800000000000,97.69,97.725,97.66,97.685,2496,78337,78342
2019-12-10 13:00:00.000000000,1575954000000000000,97.685,97.735,97.68,97.685,4553,78342,78558
2019-12-10 14:00:00.000000000,1575957600000000000,97.685,97.835,97.685,97.825,7662,78558,78745
2019-12-10 15:00:00.000000000,1575961200000000000,97.825,97.835,97.81,97.825,2396,78745,78848
2019-12-11 09:00:00.000000000,1576026000000000000,97.755,97.77,97.71,97.75,6500,78848,79159
2019-12-11 10:00:00.000000000,1576029600000000000,97.75,97.79,97.745,97.77,6103,79159,79267
2019-12-11 11:00:00.000000000,1576033200000000000,97.77,97.785,97.76,97.785,2130,79267,79072
2019-12-11 13:00:00.000000000,1576040400000000000,97.785,97.87,97.785,97.865,7401,79072,79964
2019-12-11 14:00:00.000000000,1576044000000000000,97.865,97.94,97.865,97.94,7796,79964,80662
2019-12-11 15:00:00.000000000,1576047600000000000,97.94,97.945,97.915,97.925,2006,80662,80286
2019-12-12 09:00:00.000000000,1576112400000000000,97.915,97.965,97.88,97.965,5630,80286,80532
2019-12-12 10:00:00.000000000,1576116000000000000,97.965,97.995,97.94,97.96,5706,80532,80357
2019-12-12 11:00:00.000000000,1576119600000000000,97.96,97.96,97.925,97.96,2924,80357,80431
2019-12-12 13:00:00.000000000,1576126800000000000,97.96,97.97,97.905,97.92,5818,80431,80650
2019-12-12 14:00:00.000000000,1576130400000000000,97.92,98.005,97.92,97.965,8058,80650,80698
2019-12-12 15:00:00.000000000,1576134000000000000,97.965,97.965,97.945,97.955,1520,80698,80323
2019-12-13 09:00:00.000000000,1576198800000000000,97.82,97.865,97.785,97.835,10312,80323,81081
2019-12-13 10:00:00.000000000,1576202400000000000,97.835,97.875,97.81,97.85,5262,81081,81465
2019-12-13 11:00:00.000000000,1576206000000000000,97.85,97.865,97.84,97.86,2593,81465,81306
2019-12-13 13:00:00.000000000,1576213200000000000,97.86,97.905,97.845,97.865,4386,81306,81238
2019-12-13 14:00:00.000000000,1576216800000000000,97.865,97.87,97.765,97.765,7575,81238,80298
2019-12-13 15:00:00.000000000,1576220400000000000,97.765,97.815,97.75,97.76,4298,80298,79429
2019-12-16 09:00:00.000000000,1576458000000000000,97.81,97.845,97.735,97.745,8434,79429,79783
2019-12-16 10:00:00.000000000,1576461600000000000,97.745,97.845,97.715,97.82,10193,79783,79822
2019-12-16 11:00:00.000000000,1576465200000000000,97.82,97.84,97.785,97.815,2618,79822,79841
2019-12-16 13:00:00.000000000,1576472400000000000,97.815,97.83,97.745,97.765,4766,79841,79938
2019-12-16 14:00:00.000000000,1576476000000000000,97.765,97.765,97.725,97.76,6055,79938,80290
2019-12-16 15:00:00.000000000,1576479600000000000,97.76,97.775,97.75,97.765,1210,80290,80044
2019-12-17 09:00:00.000000000,1576544400000000000,97.71,97.72,97.65,97.655,8125,80044,80939
2019-12-17 10:00:00.000000000,1576548000000000000,97.655,97.66,97.525,97.55,12017,80939,82177
2019-12-17 11:00:00.000000000,1576551600000000000,97.55,97.555,97.495,97.51,5320,82177,82285
2019-12-17 13:00:00.000000000,1576558800000000000,97.495,97.505,97.45,97.47,11155,82285,82243
2019-12-17 14:00:00.000000000,1576562400000000000,97.47,97.54,97.47,97.525,7998,82243,82749
2019-12-17 15:00:00.000000000,1576566000000000000,97.525,97.545,97.52,97.53,2352,82749,82258
2019-12-18 09:00:00.000000000,1576630800000000000,97.5,97.615,97.48,97.575,10305,82258,81979
2019-12-18 10:00:00.000000000,1576634400000000000,97.575,97.585,97.515,97.56,5431,81979,82021
2019-12-18 11:00:00.000000000,1576638000000000000,97.56,97.575,97.55,97.565,1433,82021,82054
2019-12-18 13:00:00.000000000,1576645200000000000,97.55,97.55,97.425,97.465,9866,82054,83004
2019-12-18 14:00:00.000000000,1576648800000000000,97.465,97.51,97.455,97.475,7647,83004,83258
2019-12-18 15:00:00.000000000,1576652400000000000,97.475,97.48,97.45,97.455,1612,83258,82803
2019-12-19 09:00:00.000000000,1576717200000000000,97.495,97.535,97.45,97.515,7427,82803,82763
2019-12-19 10:00:00.000000000,1576720800000000000,97.515,97.55,97.485,97.515,6446,82763,82553
2019-12-19 11:00:00.000000000,1576724400000000000,97.515,97.545,97.505,97.535,1895,82553,82456
2019-12-19 13:00:00.000000000,1576731600000000000,97.53,97.58,97.53,97.56,4313,82456,82273
2019-12-19 14:00:00.000000000,1576735200000000000,97.56,97.56,97.505,97.535,5877,82273,82959
2019-12-19 15:00:00.000000000,1576738800000000000,97.535,97.56,97.525,97.56,1350,82959,82759
2019-12-20 09:00:00.000000000,1576803600000000000,97.565,97.605,97.53,97.58,5302,82759,82281
2019-12-20 10:00:00.000000000,1576807200000000000,97.58,97.675,97.565,97.655,7579,82281,81741
2019-12-20 11:00:00.000000000,1576810800000000000,97.655,97.69,97.64,97.67,3041,81741,81706
2019-12-20 13:00:00.000000000,1576818000000000000,97.7,97.78,97.66,97.765,7891,81706,82305
2019-12-20 14:00:00.000000000,1576821600000000000,97.765,97.87,97.765,97.855,9357,82305,82160
2019-12-20 15:00:00.000000000,1576825200000000000,97.855,97.91,97.845,97.9,3831,82160,82487
2019-12-23 09:00:00.000000000,1577062800000000000,97.86,97.92,97.84,97.845,7437,82487,81922
2019-12-23 10:00:00.000000000,1577066400000000000,97.845,97.935,97.84,97.935,5168,81922,81930
2019-12-23 11:00:00.000000000,1577070000000000000,97.935,97.975,97.91,97.95,3667,81930,82222
2019-12-23 13:00:00.000000000,1577077200000000000,97.945,97.985,97.93,97.955,6173,82222,82629
2019-12-23 14:00:00.000000000,1577080800000000000,97.955,97.985,97.945,97.965,5731,82629,82194
2019-12-23 15:00:00.000000000,1577084400000000000,97.965,97.99,97.965,97.985,1596,82194,81698
2019-12-24 09:00:00.000000000,1577149200000000000,98.085,98.13,98.03,98.13,9534,81698,81294
2019-12-24 10:00:00.000000000,1577152800000000000,98.13,98.155,98.115,98.14,7259,81294,80795
2019-12-24 11:00:00.000000000,1577156400000000000,98.14,98.145,98.06,98.07,3691,80795,80777
2019-12-24 13:00:00.000000000,1577163600000000000,98.07,98.1,98.035,98.065,6905,80777,80641
2019-12-24 14:00:00.000000000,1577167200000000000,98.065,98.065,98.01,98.04,7304,80641,80859
2019-12-24 15:00:00.000000000,1577170800000000000,98.04,98.05,98.035,98.045,1687,80859,81043
2019-12-25 09:00:00.000000000,1577235600000000000,98.045,98.07,98.0,98.03,4898,81043,81352
2019-12-25 10:00:00.000000000,1577239200000000000,98.03,98.07,98.03,98.05,5880,81352,81146
2019-12-25 11:00:00.000000000,1577242800000000000,98.05,98.085,98.035,98.06,3376,81146,81365
2019-12-25 13:00:00.000000000,1577250000000000000,98.06,98.07,98.02,98.055,4297,81365,81035
2019-12-25 14:00:00.000000000,1577253600000000000,98.055,98.1,98.055,98.095,6756,81035,81301
2019-12-25 15:00:00.000000000,1577257200000000000,98.095,98.13,98.095,98.13,1672,81301,81235
2019-12-26 09:00:00.000000000,1577322000000000000,98.14,98.23,98.105,98.21,10246,81235,81502
2019-12-26 10:00:00.000000000,1577325600000000000,98.21,98.245,98.18,98.215,5736,81502,81314
2019-12-26 11:00:00.000000000,1577329200000000000,98.215,98.235,98.19,98.23,3133,81314,81109
2019-12-26 13:00:00.000000000,1577336400000000000,98.23,98.26,98.195,98.215,5154,81109,80363
2019-12-26 14:00:00.000000000,1577340000000000000,98.215,98.365,98.205,98.34,10684,80363,80551
2019-12-26 15:00:00.000000000,1577343600000000000,98.34,98.345,98.24,98.245,4914,80551,79423
2019-12-27 09:00:00.000000000,1577408400000000000,98.2,98.235,98.105,98.145,9377,79423,80260
2019-12-27 10:00:00.000000000,1577412000000000000,98.145,98.15,98.055,98.09,6701,80260,80342
2019-12-27 11:00:00.000000000,1577415600000000000,98.09,98.125,98.08,98.115,2416,80342,80009
2019-12-27 13:00:00.000000000,1577422800000000000,98.115,98.175,98.115,98.16,4675,80009,79802
2019-12-27 14:00:00.000000000,1577426400000000000,98.16,98.245,98.155,98.19,8710,79802,79763
2019-12-27 15:00:00.000000000,1577430000000000000,98.19,98.205,98.19,98.195,1872,79763,78818
2019-12-30 09:00:00.000000000,1577667600000000000,98.09,98.14,98.02,98.075,8846,78818,78761
2019-12-30 10:00:00.000000000,1577671200000000000,98.075,98.13,98.07,98.12,4899,78761,78571
2019-12-30 11:00:00.000000000,1577674800000000000,98.12,98.13,98.095,98.12,2058,78571,78699
2019-12-30 13:00:00.000000000,1577682000000000000,98.12,98.17,98.085,98.17,5900,78699,79352
2019-12-30 14:00:00.000000000,1577685600000000000,98.17,98.205,98.165,98.195,5733,79352,79069
2019-12-30 15:00:00.000000000,1577689200000000000,98.195,98.205,98.185,98.2,1615,79069,78524
2019-12-31 09:00:00.000000000,1577754000000000000,98.17,98.205,98.11,98.195,6258,78524,78465
2019-12-31 10:00:00.000000000,1577757600000000000,98.195,98.235,98.175,98.2,5740,78465,77483
2019-12-31 11:00:00.000000000,1577761200000000000,98.2,98.21,98.145,98.19,4227,77483,76575
2019-12-31 13:00:00.000000000,1577768400000000000,98.185,98.195,98.16,98.185,5559,76575,75987
2019-12-31 14:00:00.000000000,1577772000000000000,98.185,98.205,98.145,98.15,4654,75987,75394
2019-12-31 15:00:00.000000000,1577775600000000000,98.15,98.155,98.125,98.135,1387,75394,75155
2020-01-02 09:00:00.000000000,1577926800000000000,98.065,98.115,98.015,98.055,9415,75155,76199
2020-01-02 10:00:00.000000000,1577930400000000000,98.055,98.125,98.045,98.07,7684,76199,76532
2020-01-02 11:00:00.000000000,1577934000000000000,98.07,98.08,97.955,97.99,5691,76532,76680
2020-01-02 13:00:00.000000000,1577941200000000000,97.99,98.025,97.94,98.0,5971,76680,77155
2020-01-02 14:00:00.000000000,1577944800000000000,98.0,98.03,97.95,97.98,4989,77155,76967
2020-01-02 15:00:00.000000000,1577948400000000000,97.98,98.015,97.975,98.015,1331,76967,76631
2020-01-03 09:00:00.000000000,1578013200000000000,98.0,98.025,97.91,97.945,6892,76631,77095
2020-01-03 10:00:00.000000000,1578016800000000000,97.945,97.95,97.86,97.925,8485,77095,76747
2020-01-03 11:00:00.000000000,1578020400000000000,97.925,98.045,97.92,98.03,4899,76747,76871
2020-01-03 13:00:00.000000000,1578027600000000000,98.03,98.075,97.995,98.015,7805,76871,76983
2020-01-03 14:00:00.000000000,1578031200000000000,98.015,98.045,97.98,97.98,4922,76983,76956
2020-01-03 15:00:00.000000000,1578034800000000000,97.98,98.005,97.965,97.975,1315,76956,76547
2020-01-06 09:00:00.000000000,1578272400000000000,98.055,98.09,97.995,98.025,6299,76547,76102
2020-01-06 10:00:00.000000000,1578276000000000000,98.025,98.07,98.0,98.06,6274,76102,75572
2020-01-06 11:00:00.000000000,1578279600000000000,98.06,98.1,98.055,98.09,3248,75572,75633
2020-01-06 13:00:00.000000000,1578286800000000000,98.095,98.205,98.085,98.19,7412,75633,76169
2020-01-06 14:00:00.000000000,1578290400000000000,98.19,98.275,98.18,98.21,8877,76169,76651
2020-01-06 15:00:00.000000000,1578294000000000000,98.21,98.225,98.165,98.18,2017,76651,76922
2020-01-07 09:00:00.000000000,1578358800000000000,98.12,98.15,98.03,98.075,9671,76922,76394
2020-01-07 10:00:00.000000000,1578362400000000000,98.075,98.13,98.07,98.12,5700,76394,76246
2020-01-07 11:00:00.000000000,1578366000000000000,98.12,98.12,98.095,98.1,2720,76246,76158
2020-01-07 13:00:00.000000000,1578373200000000000,98.1,98.115,98.025,98.045,7487,76158,75958
2020-01-07 14:00:00.000000000,1578376800000000000,98.045,98.075,98.01,98.01,7407,75958,75816
2020-01-07 15:00:00.000000000,1578380400000000000,98.01,98.03,97.99,98.005,2815,75816,75532
2020-01-08 09:00:00.000000000,1578445200000000000,98.125,98.15,98.035,98.08,9425,75532,75648
2020-01-08 10:00:00.000000000,1578448800000000000,98.08,98.085,97.96,97.965,9214,75648,74720
2020-01-08 11:00:00.000000000,1578452400000000000,97.965,98.005,97.955,98.005,4092,74720,73827
2020-01-08 13:00:00.000000000,1578459600000000000,98.02,98.105,98.02,98.1,6600,73827,73409
2020-01-08 14:00:00.000000000,1578463200000000000,98.1,98.125,98.065,98.095,6674,73409,73675
2020-01-08 15:00:00.000000000,1578466800000000000,98.095,98.115,98.095,98.11,1790,73675,73688
2020-01-09 09:00:00.000000000,1578531600000000000,98.03,98.185,97.92,98.18,17304,73688,74460
2020-01-09 10:00:00.000000000,1578535200000000000,98.18,98.195,98.125,98.15,8336,74460,74962
2020-01-09 11:00:00.000000000,1578538800000000000,98.15,98.195,98.115,98.185,2672,74962,75147
2020-01-09 13:00:00.000000000,1578546000000000000,98.19,98.25,98.155,98.23,11497,75147,75910
2020-01-09 14:00:00.000000000,1578549600000000000,98.23,98.34,98.21,98.34,11461,75910,77561
2020-01-09 15:00:00.000000000,1578553200000000000,98.34,98.39,98.225,98.23,6892,77561,77995
2020-01-10 09:00:00.000000000,1578618000000000000,98.275,98.54,98.23,98.47,17281,77995,78850
2020-01-10 10:00:00.000000000,1578621600000000000,98.47,98.515,98.43,98.495,9091,78850,79370
2020-01-10 11:00:00.000000000,1578625200000000000,98.495,98.56,98.46,98.55,3731,79370,79679
2020-01-10 13:00:00.000000000,1578632400000000000,98.55,98.57,98.48,98.5,6071,79679,79847
2020-01-10 14:00:00.000000000,1578636000000000000,98.5,98.54,98.47,98.5,5535,79847,79712
2020-01-10 15:00:00.000000000,1578639600000000000,98.5,98.575,98.495,98.56,2614,79712,79216
2020-01-13 09:00:00.000000000,1578877200000000000,98.535,98.585,98.485,98.52,6947,79216,79045
2020-01-13 10:00:00.000000000,1578880800000000000,98.52,98.555,98.455,98.475,5726,79045,78719
2020-01-13 11:00:00.000000000,1578884400000000000,98.475,98.505,98.465,98.5,1890,78719,78556
2020-01-13 13:00:00.000000000,1578891600000000000,98.5,98.56,98.49,98.54,5048,78556,78604
2020-01-13 14:00:00.000000000,1578895200000000000,98.54,98.55,98.46,98.475,5212,78604,78178
2020-01-13 15:00:00.000000000,1578898800000000000,98.475,98.5,98.455,98.5,1875,78178,78046
2020-01-14 09:00:00.000000000,1578963600000000000,98.43,98.45,98.36,98.44,12816,78046,77266
2020-01-14 10:00:00.000000000,1578967200000000000,98.44,98.44,98.365,98.395,5897,77266,77370
2020-01-14 11:00:00.000000000,1578970800000000000,98.395,98.43,98.385,98.415,2923,77370,77347
2020-01-14 13:00:00.000000000,1578978000000000000,98.42,98.445,98.405,98.435,4780,77347,77296
2020-01-14 14:00:00.000000000,1578981600000000000,98.435,98.475,98.43,98.465,7353,77296,76682
2020-01-14 15:00:00.000000000,1578985200000000000,98.465,98.47,98.44,98.44,2012,76682,76378
2020-01-15 09:00:00.000000000,1579050000000000000,98.535,98.565,98.41,98.46,11844,76378,75916
2020-01-15 10:00:00.000000000,1579053600000000000,98.46,98.49,98.41,98.49,7742,75916,75432
2020-01-15 11:00:00.000000000,1579057200000000000,98.49,98.575,98.465,98.56,3642,75432,75105
2020-01-15 13:00:00.000000000,1579064400000000000,98.54,98.625,98.53,98.58,8854,75105,75838
2020-01-15 14:00:00.000000000,1579068000000000000,98.58,98.585,98.535,98.555,4001,75838,75425
2020-01-15 15:00:00.000000000,1579071600000000000,98.555,98.555,98.515,98.525,1765,75425,74856
2020-01-16 09:00:00.000000000,1579136400000000000,98.49,98.54,98.41,98.455,9494,74856,75620
2020-01-16 10:00:00.000000000,1579140000000000000,98.455,98.52,98.455,98.485,5043,75620,75419
2020-01-16 11:00:00.000000000,1579143600000000000,98.485,98.55,98.48,98.545,3120,75419,75237
2020-01-16 13:00:00.000000000,1579150800000000000,98.54,98.55,98.455,98.48,6393,75237,75283
2020-01-16 14:00:00.000000000,1579154400000000000,98.48,98.55,98.425,98.465,8247,75283,74568
2020-01-16 15:00:00.000000000,1579158000000000000,98.465,98.56,98.36,98.45,11241,74568,73990
2020-01-17 09:00:00.000000000,1579222800000000000,98.44,98.465,98.385,98.4,6618,73990,73998
2020-01-17 10:00:00.000000000,1579226400000000000,98.4,98.55,98.35,98.53,14954,73998,74637
2020-01-17 11:00:00.000000000,1579230000000000000,98.53,98.59,98.48,98.59,7239,74637,75420
2020-01-17 13:00:00.000000000,1579237200000000000,98.59,98.61,98.545,98.57,6695,75420,75547
2020-01-17 14:00:00.000000000,1579240800000000000,98.57,98.65,98.56,98.58,10335,75547,74230
2020-01-17 15:00:00.000000000,1579244400000000000,98.58,98.645,98.575,98.62,2123,74230,74156
2020-01-20 09:00:00.000000000,1579482000000000000,98.69,98.865,98.66,98.83,11142,74156,75189
2020-01-20 10:00:00.000000000,1579485600000000000,98.83,98.85,98.77,98.825,8466,75189,74807
2020-01-20 11:00:00.000000000,1579489200000000000,98.825,98.875,98.805,98.845,2036,74807,74866
2020-01-20 13:00:00.000000000,1579496400000000000,98.84,98.875,98.815,98.835,3287,74866,74679
2020-01-20 14:00:00.000000000,1579500000000000000,98.835,98.915,98.815,98.885,6423,74679,73720
2020-01-20 15:00:00.000000000,1579503600000000000,98.885,98.92,98.87,98.915,2251,73720,73078
2020-01-21 09:00:00.000000000,1579568400000000000,98.9,99.075,98.87,99.05,10656,73078,72939
2020-01-21 10:00:00.000000000,1579572000000000000,99.05,99.105,99.015,99.095,11974,72939,72511
2020-01-21 11:00:00.000000000,1579575600000000000,99.095,99.1,99.055,99.09,2107,72511,72118
2020-01-21 13:00:00.000000000,1579582800000000000,99.1,99.135,99.055,99.075,6811,72118,71542
2020-01-21 14:00:00.000000000,1579586400000000000,99.075,99.175,99.07,99.175,7784,71542,71569
